collab_artist,number of times,main_artist
MadeinTYO,1,Chance the Rapper
DaBaby,1,Chance the Rapper
Death Cab for Cutie,1,Chance the Rapper
John Legend,1,Chance the Rapper
TisaKorean,1,Chance the Rapper
Murda Beatz,1,Chance the Rapper
