collab_artist,number of times,main_artist
Rita Ora,1,Avicii
Aloe Blacc,1,Avicii
Nicky Romero,1,Avicii
Agnes,1,Avicii
Sandro Cavazza,1,Avicii
Vargas & Lagola,1,Avicii
