collab_artist,number of times,main_artist
Tyler,1,Pharrell Williams
Travis Scott,1,Pharrell Williams
Camila Cabello,1,Pharrell Williams
21 Savage,1,Pharrell Williams
The Creator,1,Pharrell Williams
