collab_artist,number of times,main_artist
Moby,2,A$AP Rocky
Juicy J,1,A$AP Rocky
Kid Cudi,1,A$AP Rocky
FKA twigs,1,A$AP Rocky
Frank Ocean,1,A$AP Rocky
T.I.,1,A$AP Rocky
Kodak Black,1,A$AP Rocky
French Montana,1,A$AP Rocky
BlocBoy JB,1,A$AP Rocky
Skepta,1,A$AP Rocky
J. Cole,1,A$AP Rocky
