collab_artist,number of times,main_artist
Mabel,1,Clean Bandit
Julia Michaels,1,Clean Bandit
Zara Larsson,1,Clean Bandit
Demi Lovato,1,Clean Bandit
24kGoldn,1,Clean Bandit
