collab_artist,number of times,main_artist
Lil Durk,2,Lil Baby
Young Thug,2,Lil Baby
Future,2,Lil Baby
Gunna,2,Lil Baby
Drake,2,Lil Baby
Fridayy,1,Lil Baby
Travis Scott,1,Lil Baby
42 Dugg,1,Lil Baby
Nardo Wick,1,Lil Baby
