collab_artist,number of times,main_artist
Calvin Harris,1,Sam Smith
Burna Boy,1,Sam Smith
Normani,1,Sam Smith
Demi Lovato,1,Sam Smith
Jessie Reyez,1,Sam Smith
Kim Petras,1,Sam Smith
