collab_artist,number of times,main_artist
Chandler Moore,2,Elevation Worship
Brandon Lake,1,Elevation Worship
Maverick City Music,1,Elevation Worship
Naomi Raine,1,Elevation Worship
Dante Bowe,1,Elevation Worship
Cody Carnes,1,Elevation Worship
Chris Brown,1,Elevation Worship
Kari Jobe,1,Elevation Worship
