collab_artist,number of times,main_artist
K1llbrady,1,Blxckie
Mench,1,Blxckie
Chang Cello,1,Blxckie
Nasty C,1,Blxckie
Lucasraps,1,Blxckie
Reece,1,Blxckie
A,1,Blxckie
Madumane,1,Blxckie
FLVME,1,Blxckie
Scumie,1,Blxckie
Nicole Elocin,1,Blxckie
