collab_artist,number of times,main_artist
Abidoza,2,Major League Djz
Mpho Sebina,1,Major League Djz
Nvcho,1,Major League Djz
Costa Titch,1,Major League Djz
Kammu Dee,1,Major League Djz
Reece Madlisa,1,Major League Djz
Ma Lemon,1,Major League Djz
C4 DJs,1,Major League Djz
Mr. JazziQ,1,Major League Djz
Mathandos,1,Major League Djz
Zuma,1,Major League Djz
Cassper Nyovest,1,Major League Djz
Victony,1,Major League Djz
