collab_artist,number of times,main_artist
Kabza De Small,2,Mas Musiq
Howard Gomba,2,Mas Musiq
TO Starquality,2,Mas Musiq
Babalwa M,1,Mas Musiq
Young Stunna,1,Mas Musiq
Kelvin Momo,1,Mas Musiq
Leon Lee,1,Mas Musiq
Vyno Miller,1,Mas Musiq
Madumane,1,Mas Musiq
Riky Rick,1,Mas Musiq
Daliwonga,1,Mas Musiq
Chley,1,Mas Musiq
DJ Maphorisa,1,Mas Musiq
Major League,1,Mas Musiq
Aymos,1,Mas Musiq
Sha Sha,1,Mas Musiq
Lawd Weezy,1,Mas Musiq
Sir Trill,1,Mas Musiq
Myztro,1,Mas Musiq
