collab_artist,number of times,main_artist
Buddy Sax,2,Shebeshxt
Smeazy,1,Shebeshxt
Zoli White Smoke,1,Shebeshxt
Skomota,1,Shebeshxt
Naqua SA,1,Shebeshxt
Kharishma,1,Shebeshxt
Tribbywadibhozza,1,Shebeshxt
Bayor 97,1,Shebeshxt
