rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,End Date
1,spotify:track:6VBhH7CyP56BXjp8VsDFPZ,"Pritam, Arijit Singh, Amitabh Bhattacharya","Kesariya (From ""Brahmastra"")",Sony Music Entertainment India Pvt. Ltd.,1,1,11,8264020,2022-09-29
2,spotify:track:7lvDsmTRXFE3dK4OjvRiWB,"Shae Gill, Ali Sethi",Pasoori,Giraffe Pakistan,1,2,32,3856616,2022-09-29
3,spotify:track:0zlGnseLGzRIBA0TJcb3Bo,"Yohani, Jubin Nautiyal, Tanishk Bagchi, Rashmi Virag, Surya Ragunaathan","Manike (From ""Thank God"")",T-Series,3,14,2,3763504,2022-09-29
4,spotify:track:08Isz2ETWSBhvIl8UpKYsp,Shubh,No Love,SHUBH,2,4,29,3687716,2022-09-29
5,spotify:track:42TMa2hgBNjte4uV7jNCnQ,"Shubh, Ikky",Baller,SHUBH,5,6,3,3536085,2022-09-29
6,spotify:track:1aL9518P5G72N92b48tuKw,AP Dhillon,Summer High,RUN-UP RECORDS,3,3,8,3485231,2022-09-29
7,spotify:track:0IGXY47K2ha3AHfX57wY1O,"Pritam, Arijit Singh, Amitabh Bhattacharya, Jonita Gandhi","Deva Deva (From ""Brahmastra"")",Sony Music Entertainment India Pvt. Ltd.,5,5,8,3023570,2022-09-29
8,spotify:track:29m79w9xPMH4YCD6r8JSmV,"AP Dhillon, Gurinder Gill, Intense",Excuses,RUN-UP RECORDS,1,7,49,2992002,2022-09-29
9,spotify:track:3i7qScF9Oyp31O9bAutJez,"A.R. Rahman, Madhushree",Mallipoo,Think Music,8,8,2,2953317,2022-09-29
10,spotify:track:0GavMn9kjiQk1yI6118jEY,"Dhanush, Anirudh Ravichander",Megham Karukatha,Sun Pictures,4,9,10,2759380,2022-09-29
11,spotify:track:5IgjP7X4th6nMNDh4akUHb,Chris Brown,Under The Influence,Chris Brown Entertainment/RCA Records,9,10,7,2674816,2022-09-29
12,spotify:track:0yCWDaAgOtg6TKlNCg9rwA,King,Tu Aake Dekhle,Warner Music India,6,11,87,2453482,2022-09-29
13,spotify:track:0snQrp1VaY5Pj1YIHRJpRJ,Aditya A,Chaand Baaliyan,Sony Music Entertainment India Pvt. Ltd.,2,12,32,2232632,2022-09-29
14,spotify:track:6ZYxNjuAU9Vy3VtF6W1dtE,Shubh,We Rollin,SHUBH,10,17,44,2200213,2022-09-29
15,spotify:track:2rOnSn2piaqLAlYjtfUBlY,"Tanishk Bagchi, Jubin Nautiyal, Asees Kaur","Raataan Lambiyan (From ""Shershaah"")",Sony Music Entertainment India Pvt. Ltd.,1,15,61,2117994,2022-09-29
16,spotify:track:1Nr46gjiP50uPsz30gYhAd,"Santhosh Narayanan, Anirudh Ravichander","Thenmozhi (From ""Thiruchitrambalam"")",Sun Pictures,5,16,7,1995487,2022-09-29
17,spotify:track:5W7DOVGQLTigu09afW7QMT,Sidhu Moose Wala,295,Sidhu Moose Wala,1,19,33,1971149,2022-09-29
18,spotify:track:2eAvDnpXP5W0cVtiI0PUxV,Ruth B.,Dandelions,Columbia,14,21,44,1908883,2022-09-29
21,spotify:track:0ojpEubhy4JNeVftmVuiN7,"Vishal Mishra, Armaan Malik",Pehla Pyaar,T-Series,11,52,70,1702301,2022-09-29
22,spotify:track:2FCXQHugkoHE1K3tiDu8pu,"Alka Yagnik, Arijit Singh","Agar Tum Saath Ho (From ""Tamasha"")",T-Series,4,25,174,1687889,2022-09-29
23,spotify:track:02MWAaffLxlfxAUY7c5dvx,Glass Animals,Heat Waves,Polydor Records,3,24,63,1675744,2022-09-29
24,spotify:track:72zHuDxFQTjbL51qJQSA7j,"Jasleen Royal, B Praak, Romy, Anvita Dutt","Ranjha (From ""Shershaah"")",Sony Music Entertainment India Pvt. Ltd.,1,23,60,1639549,2022-09-29
25,spotify:track:7gRFDGEzF9UkBV233yv2dc,BLACKPINK,Shut Down,YG Entertainment/Interscope Records,13,13,2,1636129,2022-09-29
26,spotify:track:2eTkxblLeqdTSsb2ivafDX,"Ankit Tiwari, Manoj Muntashir","Galliyan Returns (From ""Ek Villain Returns"")",T-Series,9,26,13,1595789,2022-09-29
27,spotify:track:5zwwW9Oq7ubSxoCGyW1nbY,BLACKPINK,Pink Venom,YG Entertainment/Interscope Records,7,18,6,1581321,2022-09-29
28,spotify:track:2FZDNh6tm9mkZ9vTphuAh8,"Pritam, Tanishk Bagchi, Neeraj Shridhar",Bhool Bhulaiyaa 2 Title Track,T-Series,7,28,22,1581073,2022-09-29
29,spotify:track:5O2P9iiztwhomNh8xkR9lJ,One Direction,Night Changes,Syco Music,22,27,72,1528251,2022-09-29
30,spotify:track:58HvfVOeJY7lUuCqF0m3ly,Elley Duhé,MIDDLE OF THE NIGHT,Not Fit For Society/RCA Records,12,33,39,1500016,2022-09-29
31,spotify:track:5RrOyaV2xOAnf62uWj24dB,King,OOPS,Warner Music India,31,53,5,1486240,2022-09-29
32,spotify:track:043SPVu75TXbs94ZfM9dfn,"Kaushik-Guddu, Raghav Chaitanya, Kunaal Vermaa","Dil (From ""Ek Villain Returns"")",T-Series,20,39,12,1481654,2022-09-29
33,spotify:track:7B4uYqxTpTOS1sgxFB9Ann,"Sidhu Moose Wala, Wazir Patar",The Last Ride,Sidhu Moose Wala,3,36,20,1481498,2022-09-29
34,spotify:track:3UhmuWcFaLS3AO3kI9ynQ2,"AP Dhillon, Shinda Kahlon, Gurinder Gill, Gminxr",Insane,RUN-UP RECORDS,3,37,76,1468155,2022-09-29
35,spotify:track:6VhuP99TE6gYNQRJIlAWFD,Stephen Sanchez,Until I Found You,Republic Records,20,31,22,1463648,2022-09-29
36,spotify:track:6yvxu91deFKt3X1QoV6qMv,"Anirudh Ravichander, Jonita Gandhi","Arabic Kuthu - Halamithi Habibo (From ""Beast"")",Sun Pictures,2,38,33,1438902,2022-09-29
37,spotify:track:3wz2vWhYnnBoFmgMkqtzLy,"Chani Nattan, Inderpal Moga",Daku,Kharku Life Records,37,60,6,1435245,2022-09-29
38,spotify:track:5PjdY0CKGZdEuoNab3yDmX,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Columbia,1,35,64,1420963,2022-09-29
39,spotify:track:0gE8ZP2cTXpRDz53bTkpu6,"Vishal Chandrashekhar, S.P. Charan",Inthandham,Sony Music Entertainment India Pvt. Ltd.,30,30,8,1417702,2022-09-29
40,spotify:track:2tMoOS9grHtn4upzb4LwMG,"Dhibu Ninan Thomas, Kapil Kapilan","Adiye - From ""Bachelor""",Think Music,16,41,43,1410800,2022-09-29
41,spotify:track:5iCY0TXNImK4hyKfcplQsg,Anuv Jain,Baarishein,Universal Music India Pvt. Ltd. (on behalf of Anuv Jain),41,44,72,1410588,2022-09-29
