rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,End Date
1,spotify:track:6VBhH7CyP56BXjp8VsDFPZ,"Pritam, Arijit Singh, Amitabh Bhattacharya","Kesariya (From ""Brahmastra"")",Sony Music Entertainment India Pvt. Ltd.,1,1,5,8741493,2022-08-18
2,spotify:track:7lvDsmTRXFE3dK4OjvRiWB,"Shae Gill, Ali Sethi",Pasoori,Giraffe Pakistan,1,2,26,4608495,2022-08-18
3,spotify:track:08Isz2ETWSBhvIl8UpKYsp,Shubh,No Love,SHUBH,2,3,23,3699178,2022-08-18
4,spotify:track:29m79w9xPMH4YCD6r8JSmV,"AP Dhillon, Gurinder Gill, Intense",Excuses,RUN-UP RECORDS,1,4,43,2894438,2022-08-18
5,spotify:track:5W7DOVGQLTigu09afW7QMT,Sidhu Moose Wala,295,Sidhu Moose Wala,1,5,27,2407577,2022-08-18
6,spotify:track:6TQS7URegxmcb8tTNpoXzi,"Dhanush, Anirudh Ravichander","Megham Karukatha (From ""Thiruchitrambalam"")",Sun Pictures,6,9,4,2366576,2022-08-18
7,spotify:track:0snQrp1VaY5Pj1YIHRJpRJ,Aditya A,Chaand Baaliyan,Sony Music Entertainment India Pvt. Ltd.,2,6,26,2269228,2022-08-18
8,spotify:track:1aL9518P5G72N92b48tuKw,AP Dhillon,Summer High,RUN-UP RECORDS,8,10,2,2184135,2022-08-18
9,spotify:track:0yCWDaAgOtg6TKlNCg9rwA,King,Tu Aake Dekhle,Warner Music India,6,7,81,2076940,2022-08-18
11,spotify:track:2rOnSn2piaqLAlYjtfUBlY,"Tanishk Bagchi, Jubin Nautiyal, Asees Kaur","Raataan Lambiyan (From ""Shershaah"")",Sony Music Entertainment India Pvt. Ltd.,1,12,55,1940686,2022-08-18
12,spotify:track:6ZYxNjuAU9Vy3VtF6W1dtE,Shubh,We Rollin,SHUBH,10,11,38,1877794,2022-08-18
13,spotify:track:02MWAaffLxlfxAUY7c5dvx,Glass Animals,Heat Waves,Polydor Records,3,13,57,1810543,2022-08-18
14,spotify:track:2eAvDnpXP5W0cVtiI0PUxV,Ruth B.,Dandelions,Columbia,14,14,38,1763261,2022-08-18
16,spotify:track:72zHuDxFQTjbL51qJQSA7j,"Jasleen Royal, B Praak, Romy, Anvita Dutt","Ranjha (From ""Shershaah"")",Sony Music Entertainment India Pvt. Ltd.,1,20,54,1710838,2022-08-18
17,spotify:track:78tblPcz2otRZd1VOeU7zz,"Yuvan Shankar Raja, Sid Sriram","Kanja Poovu Kannala (From ""Viruman"")",Sony Music Entertainment India Pvt. Ltd.,17,51,10,1705759,2022-08-18
18,spotify:track:2FZDNh6tm9mkZ9vTphuAh8,"Pritam, Tanishk Bagchi, Neeraj Shridhar",Bhool Bhulaiyaa 2 Title Track,T-Series,7,16,16,1688498,2022-08-18
19,spotify:track:6yvxu91deFKt3X1QoV6qMv,"Anirudh Ravichander, Jonita Gandhi","Arabic Kuthu - Halamithi Habibo (From ""Beast"")",Sun Pictures,2,25,27,1597008,2022-08-18
20,spotify:track:2eTkxblLeqdTSsb2ivafDX,"Ankit Tiwari, Manoj Muntashir","Galliyan Returns (From ""Ek Villain Returns"")",T-Series,9,17,7,1594012,2022-08-18
21,spotify:track:7B4uYqxTpTOS1sgxFB9Ann,"Sidhu Moose Wala, Wazir Patar",The Last Ride,Sidhu Moose Wala,3,19,14,1591613,2022-08-18
22,spotify:track:5O2P9iiztwhomNh8xkR9lJ,One Direction,Night Changes,Syco Music,22,27,66,1542394,2022-08-18
23,spotify:track:0IGXY47K2ha3AHfX57wY1O,"Pritam, Arijit Singh, Amitabh Bhattacharya, Jonita Gandhi","Deva Deva (From ""Brahmastra"")",Sony Music Entertainment India Pvt. Ltd.,23,147,2,1525417,2022-08-18
24,spotify:track:60YICjIPdL7LDBcCMK0tAk,"Sidhu Moose Wala, Sunny Malton, The Kidd",Levels,Sidhu Moose Wala,8,28,12,1521923,2022-08-18
25,spotify:track:0mBP9X2gPCuapvpZ7TGDk3,"Charlie Puth, Jung Kook, BTS",Left and Right (Feat. Jung Kook of BTS),Atlantic Records,4,22,8,1518090,2022-08-18
26,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Columbia,5,24,20,1504808,2022-08-18
27,spotify:track:7eNSk0grNnO7MqjLZzs6MM,"Mithoon, Arijit Singh, Neeti Mohan, Karan Malhotra",Fitoor,YRF Music,12,21,6,1483659,2022-08-18
