main_artist,max_rank,min_rank,num_songs,num_dates,IsGirlGroup,IsBoyGroup,IsMixedGroup,Longest_Charting_TimeDays,Shortest_Charting_TimeDays,MinEndDate_Year,MinEndDate_Month,MinEndDate_Day,MaxEndDate_Year,MaxEndDate_Month,MaxEndDate_Day,first_artist_rank
Siddharth Basrur,140,64,1,4,0,0,0,1982,1961,2020,1,6,2020,2,30,140
Siddhu Kumar,179,131,1,5,0,0,0,519,491,2024,2,1,2024,2,29,146
Sidhart Ji,165,165,1,1,0,0,0,1422,1422,2021,8,12,2021,8,12,165
Sidhu Moose Wala,200,1,62,229,0,0,0,2192,8,2019,1,1,2025,12,31,150
Silambarasan TR,145,11,1,23,0,0,0,939,785,2022,1,2,2023,12,30,98
Simar Panag,198,145,1,23,0,0,0,2017,1842,2019,1,2,2020,12,30,172
Simiran Kaur Dhadli,169,49,1,7,0,0,0,1436,1394,2021,7,2,2021,9,29,140
Singhsta,192,98,1,3,0,0,0,1779,1765,2020,8,3,2020,9,27,192
Sivakarthikeyan,195,195,1,1,0,0,0,715,715,2023,7,20,2023,7,20,195
SloFevero,76,76,1,1,0,0,0,603,603,2023,11,9,2023,11,9,76
Sofa Reyes,175,61,1,8,0,0,0,1086,1037,2022,7,1,2022,9,28,108
Sohail Sen,200,8,5,88,0,0,0,2101,8,2019,1,1,2025,12,31,198
Sonu Nigam,184,23,2,8,0,0,0,883,547,2023,1,2,2024,12,30,184
Spice,189,30,1,22,0,0,0,1240,1093,2022,2,2,2022,7,31,184
Sri Krishna,195,67,3,10,0,0,0,1170,1107,2022,4,2,2022,6,28,117
StarBoi3,193,80,1,7,0,0,0,1499,1457,2021,5,1,2021,7,27,193
StaySolidRocky,200,72,2,11,0,0,0,1856,1786,2020,6,2,2020,8,30,200
Stebin Ben,200,70,1,33,0,0,0,1156,568,2022,4,2,2023,12,31,187
Stephanie Poetri,174,148,1,2,0,0,0,2185,2178,2019,7,11,2019,7,18,148
Stephen Sanchez,199,20,2,86,0,0,0,1156,449,2022,1,1,2024,12,31,190
Stephen Zechariah,196,138,1,29,0,0,0,1408,1058,2021,1,2,2022,11,30,182
Steve Aoki,200,70,2,9,0,0,0,2318,2262,2019,2,4,2019,4,28,70
Sub Urban,200,53,1,113,0,0,0,2241,1415,2019,1,1,2021,12,31,89
Sublahshini,193,30,1,8,0,0,0,211,162,2024,1,2,2025,12,26,94
Sukh-E Muzical Doctorz,182,182,1,1,0,0,0,1884,1884,2020,5,7,2020,5,7,182
Sukha,196,53,1,26,0,0,0,554,379,2023,1,1,2024,12,30,196
Sukhwinder Singh,172,103,3,13,0,0,0,1387,295,2021,8,5,2024,10,31,112
Sukriti Kakar,198,135,3,8,0,0,0,2206,925,2019,1,4,2022,12,30,135
Sumit Goswami,196,20,1,28,0,0,0,1807,1618,2020,1,1,2021,12,31,144
Sumit Parta,192,189,2,2,0,0,0,141,99,2025,2,13,2025,3,27,192
Summer Walker,137,93,1,2,0,0,0,2311,2304,2019,3,7,2019,3,14,93
Sunanda Sharma,200,34,3,39,0,0,0,2017,442,2019,1,1,2024,12,30,53
Sunidhi Chauhan,199,23,6,65,0,0,0,2269,106,2019,1,1,2025,12,31,191
Sunil Kamath,199,61,1,32,0,0,0,1639,1422,2021,1,1,2021,8,29,105
Sunny M.R.,164,87,1,6,0,0,0,435,400,2024,4,2,2024,5,30,113
Sunny Yaduvanshi,200,9,2,50,0,0,0,841,456,2023,1,1,2024,12,31,198
Surf Mesa,200,7,1,47,0,0,0,1912,1590,2020,1,1,2021,12,31,200
Surfaces,194,72,1,15,0,0,0,1940,1842,2020,3,2,2020,6,30,161
Sushin Shyam,199,3,14,62,0,0,0,1443,148,2021,1,1,2025,12,31,26
Suzonn,191,60,1,25,0,0,0,659,491,2023,1,1,2024,12,30,179
Swapnil Murlidhar Barphe,66,66,1,1,0,0,0,526,526,2024,1,25,2024,1,25,66
Swarnalatha,180,121,1,3,0,0,0,78,64,2025,4,1,2025,5,24,134
Swati Mishra,197,18,1,5,0,0,0,596,519,2023,1,1,2024,11,25,81
Swedish House Mafia,184,45,1,3,0,0,0,1345,1331,2021,10,4,2021,11,28,45
Sweetaj Brar,195,13,1,30,0,0,0,1709,1506,2020,1,1,2021,12,31,68
TAEYANG,160,160,1,1,0,0,0,897,897,2023,1,19,2023,1,19,160
THE 9TEEN,174,168,1,2,0,0,0,232,225,2024,11,14,2024,11,21,174
THE SCOTTS,200,24,1,10,0,0,0,1891,1828,2020,4,2,2020,7,30,24
TOMORROW X TOGETHER,150,112,1,2,0,1,0,2311,2304,2019,3,7,2019,3,14,150
Taaruk Raina,198,8,1,61,0,0,0,988,120,2022,1,1,2025,12,31,171
Tai Verdes,171,161,1,2,0,0,0,1233,1226,2022,2,17,2022,2,24,171
Taimour Baig,194,66,1,14,0,0,0,617,526,2023,1,2,2024,12,30,119
Talat Mahmood,182,182,1,1,0,0,0,8,8,2025,6,26,2025,6,26,182
Talha Anjum,199,68,2,25,0,0,0,722,57,2023,1,1,2025,11,31,160
Talha Eren,37,37,1,1,0,0,0,799,799,2023,4,27,2023,4,27,37
Talwiinder,188,75,2,15,0,0,0,764,8,2023,6,1,2025,8,29,137
Tanishk Bagchi,199,1,22,238,0,0,0,2318,8,2019,1,1,2025,12,31,165
Taniskaa Sanghvi,197,102,1,5,0,0,0,1954,799,2020,2,5,2023,5,27,102
Tanveer Evan,198,68,1,19,0,0,0,1415,1289,2021,8,2,2021,12,30,164
Tanzeel Khan,195,76,1,3,0,0,0,1758,1744,2020,9,10,2020,9,24,76
Tarsem Jassar,185,77,2,6,0,0,0,1345,1226,2021,2,4,2022,11,28,92
Tate McRae,198,51,2,58,0,0,0,1758,442,2020,1,1,2024,12,31,137
Tayc,132,33,1,12,0,0,0,463,386,2024,3,2,2024,6,30,100
Taylor Swift,200,1,53,169,0,0,0,2318,428,2019,1,1,2024,12,31,74
Tegi Pannu,196,40,4,43,0,0,0,1401,995,2021,1,2,2022,12,31,174
Tesher,197,47,3,54,0,0,0,1828,1240,2020,1,1,2022,12,31,188
Teya Dora,184,117,1,5,0,0,0,722,694,2023,7,3,2023,8,27,157
Thalapathy Vijay,191,9,3,60,0,0,0,1198,274,2022,1,1,2024,12,31,15
Thaman S,200,34,12,143,0,0,0,1646,169,2020,1,1,2025,12,31,199
The Bilz & Kashif,199,93,1,4,0,0,0,1926,1695,2020,3,2,2020,11,26,93
The Chainsmokers,200,15,11,198,0,0,0,2318,281,2019,1,1,2024,12,31,106
The Doorbeen,191,12,2,51,0,0,0,2318,1968,2019,1,1,2020,12,31,22
The Kid LAROI,200,1,3,169,0,0,0,1653,302,2020,1,1,2024,12,31,147
The Landers,184,178,1,2,0,0,0,2178,2171,2019,7,18,2019,7,25,178
The Local Train,194,49,2,84,0,0,0,2199,155,2019,1,1,2025,12,31,164
The PropheC,198,12,2,63,0,0,0,1345,666,2021,1,1,2023,12,31,101
The Weeknd,200,4,34,311,0,0,0,2318,8,2019,1,1,2025,12,31,84
Tisto,183,183,1,1,0,0,0,2220,2220,2019,6,6,2019,6,6,183
Tom Walker,188,96,1,9,0,0,0,2318,2262,2019,2,4,2019,4,28,188
Tones And I,198,18,1,75,0,0,0,2164,1415,2019,1,1,2021,12,31,198
Tony Kakkar,200,14,8,111,0,0,0,2318,680,2019,1,1,2023,12,31,23
Topic,186,77,1,15,0,0,0,1835,1737,2020,6,1,2020,10,30,186
Travis Scott,200,20,8,79,0,0,0,2318,302,2019,1,1,2024,12,31,61
Trevor Daniel,199,2,2,107,0,0,0,2045,1282,2019,1,1,2021,12,31,92
Trinidad Cardona,198,37,2,22,0,0,0,1464,1093,2021,4,1,2022,9,30,123
Tulsi Kumar,198,41,7,99,0,0,0,2171,323,2019,1,1,2024,12,31,86
Tyler,200,60,1,6,0,0,0,2234,2199,2019,5,6,2019,6,30,119
Tyson Sidhu,194,79,1,33,0,0,0,967,729,2022,1,1,2023,12,30,158
UNIYAL,160,51,1,4,0,0,0,106,85,2025,3,3,2025,4,27,51
Uchana Amit,181,141,1,6,0,0,0,1597,1562,2021,2,4,2021,3,25,152
Udit Narayan,194,18,4,44,0,0,0,2311,8,2019,1,1,2025,12,31,147
V,197,44,5,15,0,1,0,1933,470,2020,1,3,2024,12,30,81
VIBIE,197,103,1,19,0,0,0,1401,736,2021,1,2,2023,10,29,175
VINCOfficial,154,83,1,3,0,0,0,757,743,2023,6,8,2023,6,22,154
Varinder Brar,199,10,3,52,0,0,0,1352,477,2021,1,1,2024,12,31,92
Varun Jain,96,8,1,43,0,0,0,316,8,2024,1,1,2025,12,31,52
Vayu,193,30,2,37,0,0,0,2080,1821,2019,1,2,2020,12,31,96
Ved Sharma,190,2,1,93,0,0,0,1989,1345,2020,1,1,2021,12,31,8
Vedan,200,96,1,4,0,0,0,57,36,2025,5,8,2025,5,29,98
Vibe2Vibe,194,31,1,15,0,0,0,2003,1905,2020,1,2,2020,4,30,194
Vicetone,197,44,1,9,0,0,0,1912,1856,2020,4,4,2020,6,30,127
Vicky,194,33,1,23,0,0,0,1443,1289,2021,7,2,2021,12,30,179
Vicky Singh,196,130,1,9,0,0,0,1394,1338,2021,9,4,2021,11,30,179
Vidyasagar,187,104,1,6,0,0,0,610,575,2023,11,2,2023,12,30,128
Vijai Bulganin,199,56,1,8,0,0,0,715,666,2023,7,3,2023,9,31,61
Vijay Deverakonda,164,115,1,3,0,0,0,2171,2157,2019,7,1,2019,8,25,132
Vilen,197,4,4,156,0,0,0,1828,106,2020,1,1,2025,12,31,80
Vishal Chandrashekhar,197,30,7,19,0,0,0,1058,932,2022,8,1,2022,12,29,87
Vishal Dadlani,198,9,5,57,0,0,0,2255,645,2019,1,2,2023,12,31,119
Vishal Mishra,200,1,19,317,0,0,0,2262,8,2019,1,1,2025,12,31,196
Vishal-Shekhar,200,1,20,326,0,0,0,2297,8,2019,1,1,2025,12,31,168
Vishnu Vijay,191,136,1,7,0,0,0,778,736,2023,5,1,2023,6,29,191
Vishu Puthi,159,32,1,10,0,0,0,148,85,2025,2,3,2025,4,27,32
Vkey,175,55,1,9,0,0,0,687,631,2023,8,5,2023,10,31,76
WILLOW,182,135,1,6,0,0,0,1135,1100,2022,5,2,2022,6,30,182
Wajid,132,132,1,1,0,0,0,267,267,2024,10,10,2024,10,10,132
Wazir Patar,197,196,1,2,0,0,0,113,106,2025,3,13,2025,3,20,196
Witt Lowry,200,31,1,76,0,0,0,1590,1065,2021,1,1,2022,12,31,198
Wiz Khalifa,196,174,1,4,0,0,0,1765,1422,2020,8,3,2021,9,17,196
XXXTENTACION,200,21,5,151,0,0,0,2318,799,2019,1,1,2023,12,31,169
Y2K,194,56,1,37,0,0,0,2185,1919,2019,1,1,2020,12,31,124
YUNG DSA,158,26,1,7,0,0,0,134,92,2025,2,3,2025,4,27,113
YUNGBLUD,197,40,1,5,0,0,0,2318,2290,2019,2,7,2019,3,28,40
Yash Narvekar,199,1,1,68,0,0,0,2017,1548,2019,1,1,2021,12,31,4
Yashal Shahid,190,92,1,13,0,0,0,1072,988,2022,7,1,2022,10,29,127
Yashika Sikka,185,128,1,3,0,0,0,435,421,2024,4,2,2024,5,25,162
Yashraj,198,39,1,13,0,0,0,673,589,2023,8,2,2023,11,31,87
Yasser Desai,195,138,2,6,0,0,0,442,85,2024,3,9,2025,5,27,180
Yo Yo Honey Singh,200,3,23,171,0,0,0,2318,8,2019,1,1,2025,12,31,102
Yohani,189,2,1,59,0,0,0,1016,568,2022,1,1,2023,12,31,14
Yung Lean,194,190,1,2,0,0,0,1212,1205,2022,3,10,2022,3,17,190
Yuvan Shankar Raja,200,17,13,63,0,0,0,1380,232,2021,1,1,2024,12,31,158
ZAYN,199,18,7,167,0,0,0,2318,967,2019,1,1,2022,12,31,44
Zack Knight,200,87,3,39,0,0,0,2318,1247,2019,1,1,2022,12,30,117
Zaeden,179,69,2,9,0,0,0,2122,1751,2019,8,3,2020,10,31,69
Zain Zohaib,187,20,1,16,0,0,0,127,8,2025,2,1,2025,6,29,187
Zara Larsson,199,123,3,10,0,0,0,2311,2199,2019,3,4,2019,6,28,143
Zedd,196,42,4,25,0,0,0,2318,2052,2019,2,2,2019,11,31,155
Zehr Vibe,200,19,1,19,0,0,0,1359,1191,2021,1,2,2022,12,31,60
aleemrk,187,28,1,13,0,0,0,1016,932,2022,9,1,2022,12,29,132
benny blanco,199,2,3,66,0,0,0,2318,1030,2019,1,1,2022,12,31,26
blackbear,198,20,2,46,0,0,0,2115,1261,2019,1,2,2022,12,31,142
bommelg,194,83,1,4,0,0,0,855,834,2023,3,2,2023,3,23,194
dox,137,70,1,9,0,0,0,78,8,2025,4,1,2025,6,29,76
electronic kili,199,74,1,8,0,0,0,288,239,2024,9,3,2024,11,31,125
j-hope,189,51,3,4,0,0,0,2101,1079,2019,7,3,2022,10,21,51
lusttqwe,198,86,1,4,0,0,0,694,533,2023,1,2,2024,11,18,86
mgk,144,133,1,2,0,0,0,2185,2178,2019,7,11,2019,7,18,133
qhabb,187,2,1,31,0,0,0,1625,1415,2021,1,1,2021,8,29,95
salem ilese,188,153,1,11,0,0,0,1744,1653,2020,9,1,2020,12,26,159
utku INC,56,56,1,1,0,0,0,764,764,2023,6,1,2023,6,1,56
why mona,151,113,1,4,0,0,0,2318,2297,2019,2,7,2019,3,28,151
yung kai,179,16,1,27,0,0,0,204,8,2024,1,1,2025,12,30,179
