main_artist,max_rank,min_rank,num_songs,num_dates,IsGirlGroup,IsBoyGroup,IsMixedGroup,Longest_Charting_TimeDays,Shortest_Charting_TimeDays,MinEndDate_Year,MinEndDate_Month,MinEndDate_Day,MaxEndDate_Year,MaxEndDate_Month,MaxEndDate_Day,first_artist_rank
Jonas Blue,195,115,3,12,0,0,0,2318,2227,2019,2,4,2019,5,30,177
Jonas Brothers,194,1,4,52,0,1,0,2311,1954,2019,1,1,2020,12,31,1
Jordan Sandhu,185,72,3,17,0,0,0,1261,589,2022,1,3,2023,11,31,137
Josh Brar,155,19,1,35,0,0,0,260,8,2024,1,1,2025,12,31,98
Joyner Lucas,142,72,1,2,0,0,0,2227,2220,2019,5,6,2019,6,30,72
Jubin Nautiyal,200,1,15,272,0,0,0,2297,64,2019,1,1,2025,12,31,190
Jugraj Sandhu,197,45,2,15,0,0,0,2318,2220,2019,2,2,2019,6,30,90
Juice WRLD,200,24,11,39,0,0,0,2318,1296,2019,1,2,2021,12,30,47
Julia Michaels,112,87,1,4,0,0,0,2318,2297,2019,2,7,2019,3,28,109
Jung Kook,196,5,6,37,0,0,0,1233,575,2022,1,1,2023,12,31,17
Juss,200,3,3,79,0,0,0,946,8,2022,1,1,2025,12,31,184
Justh,163,24,1,9,0,0,0,505,449,2024,2,4,2024,4,29,163
Justin Bieber,200,1,19,152,0,0,0,2318,1009,2019,1,1,2022,12,31,194
Jyoti Nooran,200,8,1,19,0,0,0,400,274,2024,5,1,2024,10,30,47
K-391,137,137,1,1,0,0,0,2129,2129,2019,9,5,2019,9,5,137
K. S. Chithra,188,188,1,1,0,0,0,897,897,2023,1,19,2023,1,19,188
KAROL G,194,174,1,4,0,0,0,1989,1968,2020,1,6,2020,2,30,193
KD DESIROCK,158,35,1,6,0,0,0,456,421,2024,4,2,2024,5,25,110
KK,200,34,9,148,0,0,0,1128,50,2022,1,1,2025,12,31,47
KR$NA,196,80,2,7,0,0,0,1086,498,2022,1,1,2024,7,25,80
KSI,75,75,1,1,0,0,0,1471,1471,2021,6,24,2021,6,24,75
Kaam Bhaari,166,131,1,2,0,0,0,2094,2087,2019,10,10,2019,10,17,166
Kaifi Khalil,195,1,2,129,0,0,0,925,29,2022,1,1,2025,12,31,171
Kailash Kher,200,49,2,76,0,0,0,1023,8,2022,1,1,2025,12,31,196
Kaka,200,3,7,57,0,0,0,1695,631,2020,1,1,2023,12,31,152
Kaka WRLD,194,194,1,1,0,0,0,1569,1569,2021,3,18,2021,3,18,194
Kala Bhairava,189,50,3,29,0,0,0,1702,169,2020,1,2,2025,12,31,93
Kali Uchis,167,26,1,14,0,0,0,1576,1485,2021,3,1,2021,6,29,167
Kamal Haasan,93,87,1,2,0,0,0,484,477,2024,3,7,2024,3,14,93
Kamal Khaira,197,129,1,7,0,0,0,1632,1590,2021,1,4,2021,2,28,154
Kanika Kapoor,188,27,1,15,0,0,0,1261,1163,2022,1,3,2022,4,31,49
Kanishk Seth,200,22,1,63,0,0,0,1114,505,2022,1,1,2024,12,30,75
Kanye West,127,62,2,5,0,0,0,2073,1394,2019,9,2,2021,11,31,62
Kapil Kapilan,154,33,2,12,0,0,0,666,218,2023,9,2,2024,11,28,38
Karan Aujla,200,1,61,248,0,0,0,2059,8,2019,1,1,2025,12,31,53
Karan Kanchan,196,196,1,1,0,0,0,505,505,2024,2,15,2024,2,15,196
Karan Randhawa,195,63,3,15,0,0,0,2164,1583,2019,1,1,2021,12,31,193
Karan Sehmbi,189,15,1,62,0,0,0,2318,1891,2019,1,1,2020,12,31,48
Karthik,177,69,1,11,0,0,0,1443,1373,2021,7,2,2021,9,30,172
Karun,182,36,1,16,0,0,0,568,463,2023,1,1,2024,12,29,91
Kate Bush,165,51,1,10,0,0,0,1121,1058,2022,6,4,2022,8,30,93
Katy Perry,200,22,4,90,0,0,0,2220,820,2019,1,1,2023,12,31,22
Kaushik-Guddu,174,20,1,41,0,0,0,1086,729,2022,1,1,2023,12,29,69
Kavita Seth,200,47,1,34,0,0,0,1331,883,2021,1,1,2023,12,31,145
Kazinama,175,29,1,11,0,0,0,169,99,2025,1,6,2025,3,30,173
Kendrick Lamar,199,121,4,23,0,0,0,2318,113,2019,2,1,2025,8,30,135
Kenya Grace,158,75,1,6,0,0,0,638,603,2023,10,2,2023,11,26,135
Khalid,195,7,11,31,0,0,0,2318,1961,2019,1,2,2020,12,30,139
Khan Bhaini,200,34,11,55,0,0,0,2031,85,2019,1,1,2025,12,31,182
KhullarG,190,122,1,5,0,0,0,512,484,2024,2,7,2024,3,29,162
Khushi TDT,161,17,1,17,0,0,0,232,120,2024,1,2,2025,12,30,119
KiDi,179,127,1,7,0,0,0,1394,1352,2021,9,7,2021,10,30,166
Kina,198,29,1,86,0,0,0,2080,1471,2019,1,1,2021,12,31,152
King,200,1,11,214,0,0,0,1611,64,2021,1,1,2025,12,31,193
Kishore Kumar,115,115,1,1,0,0,0,8,8,2025,6,26,2025,6,26,115
Komal Chaudhary,171,55,1,11,0,0,0,99,29,2025,3,1,2025,6,29,77
Korala Maan,199,199,1,1,0,0,0,1807,1807,2020,7,23,2020,7,23,199
Kptaan,196,103,1,10,0,0,0,1499,1429,2021,5,3,2021,8,29,153
Krish Rao,198,176,1,4,0,0,0,302,218,2024,9,5,2024,11,28,176
Kulbir Jhinjer,198,198,1,1,0,0,0,1835,1835,2020,6,25,2020,6,25,198
Kumaar,137,129,2,1,0,0,0,2122,2122,2019,9,12,2019,9,12,129
Kumar Sanu,141,97,1,2,0,0,0,1646,1639,2020,1,7,2021,12,31,97
Kunal Tomar,195,141,1,2,0,0,0,1898,1891,2020,4,23,2020,4,30,195
Kushagra,66,1,1,14,0,0,0,113,8,2025,3,1,2025,6,29,66
Kygo,198,47,9,29,0,0,0,2318,1828,2019,2,2,2020,7,30,101
LISA,186,6,2,53,0,0,0,1387,1023,2021,1,1,2022,12,31,9
Laddi Chahal,198,12,1,75,0,0,0,925,393,2022,1,1,2024,12,31,93
Lady Gaga,174,2,6,66,0,0,0,2318,8,2019,1,1,2025,12,31,166
Lana Del Rey,198,137,2,25,0,0,0,442,260,2024,4,1,2024,10,30,184
Lata Mangeshkar,182,77,1,10,0,0,0,939,876,2022,1,2,2023,12,29,110
Lauv,198,7,10,164,0,0,0,2318,1177,2019,1,1,2022,12,31,9
Lenka,183,139,1,3,0,0,0,1520,1499,2021,5,6,2021,5,27,183
Leon James,196,76,3,19,0,0,0,890,36,2023,1,1,2025,5,30,178
Lewis Capaldi,199,30,2,121,0,0,0,2318,1415,2019,1,1,2021,12,31,178
Liam Payne,198,108,1,6,0,0,0,2318,2283,2019,2,4,2019,4,28,108
Libianca,197,35,1,32,0,0,0,883,666,2023,2,1,2023,9,31,186
Lijo George,198,198,1,1,0,0,0,2297,2297,2019,3,21,2019,3,21,198
Lil Mosey,190,37,1,28,0,0,0,1947,1758,2020,3,2,2020,9,30,187
Lil Nas X,200,1,10,146,0,0,0,2311,925,2019,1,1,2022,12,31,146
Lil Tecca,197,66,1,14,0,0,0,2199,2087,2019,6,1,2019,10,29,135
Lil Tjay,192,192,1,1,0,0,0,1583,1583,2021,3,4,2021,3,4,192
Lipsika Bhashyam,191,53,1,14,0,0,0,1072,981,2022,7,1,2022,10,29,170
Lisa Mishra,144,144,1,1,0,0,0,1884,1884,2020,5,7,2020,5,7,144
Little Mix,184,184,1,1,1,0,0,2206,2206,2019,6,20,2019,6,20,184
Logic,196,3,3,12,0,0,0,2318,2178,2019,2,4,2019,7,30,195
Lord Huron,200,126,1,18,0,0,0,379,225,2024,6,1,2024,11,29,200
Lothika,181,122,1,5,0,0,0,197,169,2024,1,2,2025,12,26,131
Louis Tomlinson,137,46,1,2,0,0,0,2304,2297,2019,3,14,2019,3,21,46
Lucky Ali,194,90,1,10,0,0,0,1688,1611,2020,1,4,2021,12,31,130
M.H.R,199,72,1,9,0,0,0,645,442,2023,4,2,2024,11,28,118
M.I.A.,199,93,1,5,0,0,0,610,582,2023,11,2,2023,11,30,163
MC SQUARE,199,11,3,36,0,0,0,974,533,2022,1,1,2024,12,30,199
MC STAN,200,21,9,39,0,0,0,1457,666,2021,1,1,2023,12,30,197
MEDUZA,175,105,2,7,0,0,0,2262,1884,2019,4,2,2020,6,30,128
MEMBA,199,78,1,20,0,0,0,2087,1870,2019,1,2,2020,12,31,78
MOLIY,175,175,1,1,0,0,0,29,29,2025,6,5,2025,6,5,175
Maanu,148,1,2,23,0,0,0,197,43,2024,1,1,2025,12,30,148
Mabel,170,10,2,19,0,0,0,2318,2192,2019,2,2,2019,7,30,10
Madhu Priya,196,120,1,3,0,0,0,1996,1982,2020,1,16,2020,1,30,120
Madhur Sharma,195,6,4,97,0,0,0,1121,428,2022,1,1,2024,12,31,152
Mahalakshmi Iyer,161,92,1,7,0,0,0,722,680,2023,7,3,2023,8,27,143
Mahbub Islam,29,13,2,4,0,0,0,967,939,2022,11,1,2022,12,17,13
Major Lazer,197,159,1,4,0,0,0,2073,2052,2019,10,7,2019,11,31,159
Maluma,192,161,1,3,0,0,0,1695,1681,2020,11,12,2020,11,26,178
Mamta Sharma,188,182,1,2,0,0,0,2157,2150,2019,8,8,2019,8,15,188
Manan Bhardwaj,200,1,6,76,0,0,0,1366,344,2021,1,1,2024,12,31,104
Mangli,196,31,1,17,0,0,0,1583,1471,2021,3,1,2021,6,29,116
Maninder Buttar,200,7,7,235,0,0,0,2318,288,2019,1,1,2024,12,31,25
Mankirat Pannu,192,126,1,3,0,0,0,1443,1429,2021,7,5,2021,8,29,147
Mankirt Aulakh,197,34,12,67,0,0,0,1884,505,2020,1,1,2024,12,31,181
Mansheel Gujral,199,116,1,38,0,0,0,477,8,2024,1,2,2025,12,31,192
Manu Pilas,191,30,1,13,0,0,0,1919,1394,2020,4,2,2021,9,30,190
Maren Morris,136,85,1,4,0,0,0,2297,2276,2019,3,4,2019,4,28,88
Mariah Carey,192,192,1,1,0,0,0,2017,2017,2019,12,26,2019,12,26,192
Mark Ronson,187,20,1,10,0,0,0,2220,2157,2019,6,1,2019,8,27,20
Maroon 5,200,2,4,142,0,1,0,2318,1331,2019,1,1,2021,12,31,39
Marshmello,200,6,11,142,0,0,0,2318,1205,2019,1,1,2022,12,31,193
Martin Garrix,200,16,9,25,0,0,0,2318,2052,2019,2,2,2019,11,30,79
Masaba,200,200,1,1,0,0,0,589,589,2023,11,23,2023,11,23,200
Masked Wolf,199,3,1,56,0,0,0,1625,1240,2021,1,1,2022,12,30,136
Masoom Sharma,199,16,18,23,0,0,0,176,8,2025,1,1,2025,6,30,179
Meet Bros.,195,22,4,28,0,0,0,2129,1891,2019,1,2,2020,12,30,139
Megan Thee Stallion,200,75,2,14,0,0,0,1912,1821,2020,4,2,2020,7,30,118
Meghan Trainor,172,123,1,3,0,0,0,1261,1247,2022,1,3,2022,2,27,125
Mehtab Virk,198,198,1,1,0,0,0,2318,2318,2019,2,28,2019,2,28,198
Melanie Martinez,193,1,1,78,0,0,0,1891,1352,2020,1,1,2021,12,31,115
Metro Boomin,197,130,2,21,0,0,0,925,736,2022,1,2,2023,12,30,188
Mickey J. Meyer,200,196,1,2,0,0,0,2136,2108,2019,8,26,2019,9,29,200
Mickey Singh,180,129,1,2,0,0,0,2150,2143,2019,8,15,2019,8,22,129
Mika Singh,193,19,7,56,0,0,0,2234,1072,2019,1,1,2022,12,31,127
Miley Cyrus,195,43,4,23,0,0,0,2220,806,2019,1,2,2023,12,30,69
Millind Gaba,185,95,3,5,0,0,0,2283,1709,2019,4,4,2020,10,29,185
Mithoon,200,12,14,218,0,0,0,2136,8,2019,1,1,2025,12,31,183
Mitraz,200,2,3,126,0,0,0,1156,8,2022,1,1,2025,12,31,79
Mneskin,199,2,2,31,0,0,0,1471,1261,2021,1,1,2022,12,30,199
Mohammad Faiz,132,2,2,57,0,0,0,568,8,2023,1,1,2025,12,31,132
Mohammed Irfan,200,120,3,69,0,0,0,1072,8,2022,1,1,2025,12,31,190
Mohit Chauhan,200,14,7,131,0,0,0,2297,176,2019,1,1,2025,12,31,189
Mohit Lalwani,197,93,2,12,0,0,0,813,309,2023,4,4,2024,9,29,172
Monali Thakur,200,53,2,18,0,0,0,2136,50,2019,1,2,2025,12,31,140
Mustafa Zahid,199,88,3,18,0,0,0,666,8,2023,2,1,2025,9,29,195
Mustard,173,45,1,6,0,0,0,2318,2283,2019,2,4,2019,4,28,45
NAV,200,105,2,4,0,0,0,2290,1919,2019,3,2,2020,4,28,105
NF,188,188,1,1,0,0,0,2192,2192,2019,7,4,2019,7,4,188
NJ,188,54,1,17,0,0,0,449,337,2024,4,1,2024,8,30,156
Naezy,151,151,1,1,0,0,0,2283,2283,2019,4,4,2019,4,4,151
Nakash Aziz,197,30,4,35,0,0,0,2318,197,2019,2,1,2024,12,31,147
Nakul Abhyankar,180,139,1,3,0,0,0,225,211,2024,11,5,2024,12,28,144
Naomi Scott,175,175,1,1,0,0,0,2199,2199,2019,6,27,2019,6,27,175
Navaan Sandhu,190,84,4,16,0,0,0,1226,197,2022,2,3,2024,12,31,139
Ndee Kundu,190,162,1,3,0,0,0,1387,1373,2021,9,16,2021,9,30,162
Neelkamal Singh,198,98,2,18,0,0,0,582,379,2023,1,2,2024,12,30,173
Neeraj Shridhar,200,144,1,30,0,0,0,1135,211,2022,1,1,2024,12,31,187
Neeti Mohan,195,11,3,68,0,0,0,1975,547,2020,1,1,2024,12,31,73
Neha Kakkar,200,2,15,150,0,0,0,2318,1275,2019,1,1,2022,12,31,19
Neha S. Nair,190,190,1,1,0,0,0,1324,1324,2021,11,18,2021,11,18,190
Nej,198,136,1,4,0,0,0,1072,1051,2022,7,4,2022,8,28,198
Niall Horan,198,140,1,7,0,0,0,2094,2052,2019,10,7,2019,11,31,149
Nicki Minaj,195,67,2,9,0,0,0,2199,1261,2019,1,2,2022,12,30,99
Nihal Sadiq,117,117,1,1,0,0,0,8,8,2025,6,26,2025,6,26,117
Nikhita Gandhi,178,67,1,8,0,0,0,1947,1898,2020,3,2,2020,4,26,69
Nikk,196,18,2,75,0,0,0,2192,631,2019,1,1,2023,12,31,187
Nilotpal Bora,138,92,1,2,0,0,0,1513,1506,2021,5,13,2021,5,20,92
Nimrat Khaira,200,114,3,5,0,0,0,1842,1226,2020,2,10,2022,10,29,200
Ninja,200,147,2,3,0,0,0,2059,778,2019,5,11,2023,11,18,157
Nirvair Pannu,187,111,1,4,0,0,0,1821,1800,2020,7,9,2020,7,30,134
Nitin Mukesh,174,105,2,3,0,0,0,2087,2073,2019,10,17,2019,10,31,105
Nitin Shukla,187,187,1,1,0,0,0,897,897,2023,1,19,2023,1,19,187
Nora Fatehi,169,169,1,1,0,0,0,2115,2115,2019,9,19,2019,9,19,169
Normani,197,188,1,2,0,0,0,2143,2115,2019,8,19,2019,9,22,188
Nucleya,182,25,1,2,0,0,0,1534,1527,2021,4,22,2021,4,29,25
Nusrat Fateh Ali Khan,200,130,1,18,0,0,0,2318,2129,2019,2,1,2019,9,29,200
OAFF,187,2,5,53,0,0,0,1254,890,2022,1,1,2023,12,31,45
Oliver Tree,193,25,1,11,0,0,0,1366,1296,2021,10,2,2021,12,28,50
Olivia Rodrigo,198,1,8,50,0,0,0,1632,1170,2021,1,1,2022,12,30,72
One Direction,199,22,4,197,0,1,0,2311,8,2019,1,1,2025,12,31,191
OneRepublic,198,49,2,10,0,1,0,2234,2122,2019,5,4,2019,9,30,49
Otilia,190,104,1,10,0,0,0,1653,1590,2020,1,4,2021,12,31,173
Ozuna,196,85,1,5,0,0,0,2318,2290,2019,2,7,2019,3,28,85
P!nk,192,118,1,5,0,0,0,2318,2290,2019,2,7,2019,3,28,118
PARTYNEXTDOOR,176,176,1,1,0,0,0,1912,1912,2020,4,9,2020,4,9,176
PSY,183,40,1,5,0,0,0,1156,1128,2022,5,2,2022,6,26,40
Paal Dabba,193,90,1,6,0,0,0,330,295,2024,8,5,2024,9,29,96
Palak Muchhal,198,57,2,109,0,0,0,1842,8,2020,1,1,2025,12,31,58
Paradox,200,18,4,30,0,0,0,995,778,2022,1,1,2023,12,30,71
Param Singh,200,149,1,22,0,0,0,2304,2010,2019,1,2,2020,12,30,160
Parmish Verma,200,19,6,89,0,0,0,2290,169,2019,1,1,2025,12,31,170
Parry Sidhu,185,139,1,3,0,0,0,1569,1555,2021,3,1,2021,4,25,139
Parth Desai,175,175,1,1,0,0,0,1457,1457,2021,7,8,2021,7,8,175
Pav Dharia,188,35,1,101,0,0,0,1331,624,2021,1,1,2023,12,31,142
Payal Dev,199,2,7,184,0,0,0,2262,407,2019,1,1,2024,12,31,21
Pedro Cap,193,71,1,9,0,0,0,2318,2248,2019,2,2,2019,5,28,88
Pink Sweat$,200,3,1,79,0,0,0,1639,1093,2021,1,1,2022,12,31,194
PinkPantheress,199,197,1,2,0,0,0,827,820,2023,3,6,2023,4,30,197
Pitbull,188,13,1,11,0,0,0,253,183,2024,1,2,2025,12,31,64
Piyush Mishra,195,195,1,1,0,0,0,820,820,2023,4,6,2023,4,6,195
Polo G,185,178,1,2,0,0,0,1534,1527,2021,4,22,2021,4,29,178
Pop Smoke,177,80,2,9,0,0,0,1730,1674,2020,10,3,2020,12,29,170
Post Malone,200,3,19,139,0,0,0,2318,729,2019,1,1,2023,12,31,34
Powfu,198,2,1,85,0,0,0,1954,1366,2020,1,1,2021,12,31,163
Prabh Singh,195,9,1,81,0,0,0,722,162,2023,1,1,2025,12,31,93
Prashant Katheriya,169,19,6,23,0,0,0,1065,862,2022,1,1,2023,12,29,117
Prateek Kuhad,200,11,4,44,0,0,0,2010,253,2020,1,1,2024,12,31,194
Pratsofficial,199,85,1,45,0,0,0,1128,701,2022,1,1,2023,12,30,197
Prem Dhillon,198,22,20,82,0,0,0,1989,785,2020,1,1,2023,12,31,72
Prince Narula,200,22,1,36,0,0,0,939,687,2022,1,1,2023,12,30,77
Pritam,200,1,90,329,0,0,0,2318,8,2019,1,1,2025,12,31,54
Priya Saraiya,197,58,1,11,0,0,0,1261,1191,2022,1,3,2022,3,31,136
QARAN,199,74,2,67,0,0,0,2262,1737,2019,1,1,2020,12,30,158
Queen,184,30,1,11,0,0,0,2318,2248,2019,2,2,2019,5,28,30
R Maan,194,42,1,15,0,0,0,757,617,2023,6,3,2023,10,31,175
R Nait,160,160,1,1,0,0,0,1527,1527,2021,4,29,2021,4,29,160
R3HAB,189,74,2,4,0,0,0,2199,2045,2019,6,4,2019,11,28,189
RAYE,199,117,1,8,0,0,0,890,841,2023,1,2,2023,3,26,199
RM,104,104,1,1,0,0,0,939,939,2022,12,8,2022,12,8,104
ROS,194,10,3,32,0,0,0,1569,92,2021,1,1,2025,12,31,25
ROSALA,196,31,1,16,0,0,0,1856,1730,2020,6,1,2020,10,30,115
Rabbi Shergill,182,71,1,10,0,0,0,687,624,2023,8,5,2023,10,31,139
Raftaar,189,144,2,6,0,0,0,1961,1261,2020,1,6,2022,12,30,189
Raghav,198,5,3,58,0,0,0,1247,162,2022,1,1,2025,12,31,195
Raghav Chaitanya,196,6,2,72,0,0,0,1968,134,2020,1,1,2025,12,31,179
Rahat Fateh Ali Khan,200,26,4,50,0,0,0,2318,743,2019,1,1,2023,12,31,83
Rahul Sipligunj,187,23,2,34,0,0,0,1324,834,2021,1,2,2023,12,31,23
Raja Kumari,125,92,1,3,0,0,0,2318,2304,2019,2,7,2019,3,28,113
Rajat Nagpal,197,3,2,148,0,0,0,1499,323,2021,1,1,2024,12,31,152
Raju Punjabi,179,147,2,5,0,0,0,449,218,2024,4,7,2024,11,28,158
Raka,88,88,1,1,0,0,0,834,834,2023,3,23,2023,3,23,88
Ram Miriyala,183,12,3,43,0,0,0,1590,799,2021,2,1,2023,6,31,135
Ram Sampath,19,1,1,58,0,0,0,421,8,2024,1,1,2025,12,31,19
Ramana Gogula,189,40,1,12,0,0,0,183,106,2025,1,2,2025,3,30,189
Ranjit Bawa,196,117,1,4,0,0,0,2052,2031,2019,11,5,2019,12,28,196
Ranveer Singh,143,111,1,3,0,0,0,2269,2255,2019,4,2,2019,5,25,143
Rashid Ali,200,58,1,152,0,0,0,1492,162,2021,1,1,2025,12,31,200
Rasraj Ji Maharaj,198,89,2,34,0,0,0,498,253,2024,2,1,2024,10,30,89
Ravi Basrur,174,18,1,9,0,0,0,1163,1107,2022,4,2,2022,6,28,55
Ravindra Sathe,190,92,1,3,0,0,0,652,295,2023,9,12,2024,9,28,106
Ravneet Singh,170,75,1,4,0,0,0,2318,2297,2019,2,7,2019,3,28,75
Real Boss,189,40,1,12,0,0,0,505,428,2024,2,2,2024,5,29,178
Regard,199,165,1,6,0,0,0,2087,2052,2019,10,7,2019,11,31,196
Rekha Bhardwaj,198,22,1,16,0,0,0,974,869,2022,1,1,2023,12,29,69
Rema,189,11,2,57,0,0,0,1016,624,2022,1,1,2023,12,31,152
Renuka Panwar,190,100,1,12,0,0,0,1660,1583,2020,1,4,2021,12,31,186
Retrib,184,184,1,1,0,0,0,624,624,2023,10,19,2023,10,19,184
Riar Saab,199,2,1,38,0,0,0,785,526,2023,1,1,2024,12,31,182
Rishabh,199,199,1,1,0,0,0,750,750,2023,6,15,2023,6,15,199
Rishi Rich,190,141,2,6,0,0,0,2311,2255,2019,3,2,2019,5,25,181
Rita Ora,190,180,2,2,0,0,0,2311,2304,2019,3,7,2019,3,14,190
Rito Riba,199,11,1,66,0,0,0,981,519,2022,1,1,2024,12,31,120
Ritt Momney,197,153,1,4,0,0,0,1716,1695,2020,10,5,2020,11,29,197
Ritviz,200,4,9,157,0,0,0,2318,806,2019,1,1,2023,12,31,92
Roach Killa,171,83,1,7,0,0,0,526,484,2024,1,1,2024,3,29,171
Rochak Kohli,200,8,10,236,0,0,0,2311,120,2019,1,1,2025,12,31,115
Roddy Ricch,199,20,1,45,0,0,0,1912,1604,2020,1,1,2021,12,31,26
Roll Rida,196,100,1,4,0,0,0,2045,1982,2019,1,16,2020,11,30,196
Romy,200,28,3,45,0,0,0,1982,1639,2020,1,1,2021,12,31,130
Roop Kumar Rathod,195,75,1,34,0,0,0,449,8,2024,1,2,2025,12,31,181
Rosa Linn,199,93,1,34,0,0,0,1016,785,2022,1,1,2023,12,30,199
Rovalio,193,79,1,12,0,0,0,743,666,2023,6,3,2023,9,31,145
Rupinder Handa,194,170,1,2,0,0,0,113,106,2025,3,13,2025,3,20,194
Rupinn,177,177,1,1,0,0,0,2108,2108,2019,9,26,2019,9,26,177
Ruth B.,199,14,2,148,0,0,0,1310,204,2021,1,1,2024,12,31,197
S. P. Balasubrahmanyam,157,78,1,7,0,0,0,477,435,2024,3,4,2024,4,28,145
SAINt JHN,180,5,1,52,0,0,0,1933,1576,2020,1,1,2021,12,31,173
SARRB,200,200,1,1,0,0,0,596,596,2023,11,16,2023,11,16,200
SHAED,188,13,1,27,0,0,0,2101,1919,2019,1,2,2020,12,31,41
SZA,200,12,2,20,0,0,0,2262,813,2019,1,2,2023,6,30,12
Saabi Bhinder,171,134,1,4,0,0,0,617,596,2023,10,2,2023,11,26,161
Saad Lamjarred,200,36,1,19,0,0,0,694,568,2023,8,2,2023,12,31,90
Sabrina Carpenter,200,26,2,45,0,0,0,428,8,2024,1,1,2025,12,31,190
Sachet Tandon,200,1,17,314,0,0,0,2227,8,2019,1,1,2025,12,31,1
Sachet-Parampara,200,1,5,102,0,0,0,1625,8,2021,1,1,2025,12,31,162
Sachin Jaat,191,162,1,2,0,0,0,78,71,2025,4,17,2025,4,24,162
Sachin-Jigar,200,1,24,300,0,0,0,2311,8,2019,1,1,2025,12,31,173
Sai Abhyankkar,200,3,3,71,0,0,0,512,8,2024,1,1,2025,12,31,42
Saindhavi,187,107,1,5,0,0,0,204,176,2024,1,2,2025,12,26,178
SalimSulaiman,199,95,4,64,0,0,0,1366,155,2021,1,1,2025,12,30,187
Sam C.S.,200,122,2,48,0,0,0,2290,274,2019,1,1,2024,12,31,196
Sam Smith,196,6,5,91,0,0,0,2318,701,2019,1,1,2023,12,31,11
Sanam,199,103,2,42,0,0,0,2171,736,2019,1,1,2023,12,30,103
Sanatan Sangeet,198,59,1,9,0,0,0,876,785,2023,2,2,2023,5,30,77
Sandesh Datta Naik,169,84,1,5,0,0,0,1170,1142,2022,4,5,2022,5,28,107
Sanjith Hegde,149,149,1,1,0,0,0,2171,2171,2019,7,25,2019,7,25,149
Sanju Rathod,200,3,2,27,0,0,0,470,8,2024,3,1,2025,8,30,68
Santhosh Dhayanidhi,199,98,1,12,0,0,0,1548,1464,2021,4,1,2021,7,29,149
Santhosh Narayanan,200,5,10,116,0,0,0,1793,8,2020,1,1,2025,12,31,105
Sargi Maan,186,186,1,1,0,0,0,806,806,2023,4,20,2023,4,20,186
Satinder Sartaaj,198,195,2,2,0,0,0,869,141,2023,2,13,2025,2,16,195
Savi Kahlon,180,17,2,15,0,0,0,547,449,2024,1,1,2024,4,29,98
Sean Paul,200,19,1,57,0,0,0,1324,918,2021,1,1,2022,12,31,72
Sean Roldan,179,168,1,2,0,0,0,232,225,2024,11,14,2024,11,21,168
Sebastian Yatra,197,113,1,2,0,0,0,2199,2192,2019,6,4,2019,7,27,113
Sech,184,142,1,6,0,0,0,2234,2199,2019,5,6,2019,6,30,184
Seedhe Maut,145,58,1,2,0,0,0,1436,1429,2021,7,5,2021,8,29,58
Selena Gomez,200,2,14,125,0,0,0,2318,1401,2019,1,1,2021,12,31,67
Selena Gomez & The Scene,178,63,1,9,0,0,0,1345,1289,2021,10,2,2021,12,28,145
Serena,199,82,1,93,0,0,0,1639,785,2021,1,1,2023,12,31,191
Serhat Durmus,198,195,1,2,0,0,0,1408,1387,2021,8,16,2021,9,26,198
ShaSings,195,122,1,17,0,0,0,1058,890,2022,1,1,2023,12,29,123
Shaan Rahman,154,61,1,5,0,0,0,1282,1254,2021,1,6,2022,12,30,63
Shaarib Toshi,198,70,2,85,0,0,0,2283,8,2019,1,1,2025,12,31,191
Shabab Sabri,124,124,1,1,0,0,0,2066,2066,2019,11,7,2019,11,7,124
Shae Gill,198,1,1,95,0,0,0,1226,554,2022,1,1,2023,12,31,172
Shafqat Amanat Ali,182,163,1,5,0,0,0,1492,1352,2021,6,3,2021,10,24,164
Shallum Lama,198,132,1,6,0,0,0,575,533,2023,1,4,2024,12,28,137
Shankar Mahadevan,180,151,2,3,0,0,0,1982,127,2020,1,14,2025,3,30,151
Shankar-Ehsaan-Loy,200,48,9,58,0,0,0,1786,8,2020,1,1,2025,12,31,186
Shankarr Babu Kandukoori,158,19,1,10,0,0,0,204,141,2024,1,2,2025,12,30,20
Sharn,199,7,1,75,0,0,0,897,372,2023,1,1,2024,12,31,152
Shashwat Sachdev,195,117,1,3,0,0,0,50,36,2025,5,15,2025,5,29,117
Shawn Mendes,200,1,12,230,0,0,0,2318,708,2019,1,1,2023,12,31,112
Shilpa Rao,164,4,1,45,0,0,0,330,8,2024,1,1,2025,12,31,147
Shiva Choudhary,200,106,1,16,0,0,0,547,442,2024,1,1,2024,4,29,174
Shooter Kahlon,181,13,1,13,0,0,0,1758,1674,2020,9,1,2020,12,29,13
Shrey Singhal,198,89,1,9,0,0,0,1646,1590,2020,1,4,2021,12,31,198
Shreya Ghoshal,200,10,8,61,0,0,0,2255,29,2019,1,1,2025,12,31,33
Shrylox,187,165,1,5,0,0,0,1058,1030,2022,8,1,2022,9,25,187
Shubh,200,1,20,186,0,0,0,1324,8,2021,1,1,2025,12,31,46
Shweta Mohan,165,16,1,15,0,0,0,2136,2038,2019,8,3,2019,12,31,73
Sia,197,16,4,126,0,0,0,2297,554,2019,1,1,2023,12,31,97
Sickflip,166,166,1,1,0,0,0,1835,1835,2020,6,25,2020,6,25,166
Sid Sriram,200,13,12,153,0,0,0,2318,638,2019,1,1,2023,12,31,162
