rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,End Date
1,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,Republic Records,1,1,22,3054524,2020-04-30
2,spotify:track:127QTOFJsJQp5LbJbu3A1y,Drake,Toosie Slide,OVO,1,2,4,2716369,2020-04-30
3,spotify:track:24Yi9hE78yPEbZ4kxyoXAI,"SAINt JHN, Imanbek",Roses - Imanbek Remix,Columbia/B1 Recordings,2,3,18,2710487,2020-04-30
4,spotify:track:3lay6f81Lhy0qp2Uvp4cNJ,"KSI, Tion Wayne, Swarmz",Houdini (feat. Swarmz & Tion Wayne),BMG Rights Management (US) LLC,4,-1,1,2380250,2020-04-30
5,spotify:track:39Yp9wwQiSRIDOvrVg7mbk,"THE SCOTTS, Travis Scott, Kid Cudi",THE SCOTTS,Cactus Jack / Epic,5,-1,1,2277843,2020-04-30
6,spotify:track:22LAwLoDA5b4AaGSkg6bKW,Lil Mosey,Blueberry Faygo,Mogul Vision/Interscope Records,4,4,12,2138989,2020-04-30
7,spotify:track:7eJMfftS33KTjuF7lTsMCx,"Powfu, beabadoobee",death bed (coffee for your head),Columbia,5,5,11,1961614,2020-04-30
8,spotify:track:3Dv1eDb0MEgF93GpLXlucZ,Doja Cat,Say So,Kemosabe Records/RCA Records,4,6,18,1830203,2020-04-30
9,spotify:track:017PF4Q3l4DBUiWoXk4OWT,Dua Lipa,Break My Heart,Warner Records,6,9,5,1685926,2020-04-30
10,spotify:track:6gBFPUFcJLzWGx4lenP6h2,Travis Scott,goosebumps,Cactus Jack / Epic,10,121,56,1568149,2020-04-30
11,spotify:track:5LBikzSkad9yQ6RH87Gdrm,"Aitch, AJ Tracey, Tay Keith",Rain,NQ Records,2,15,8,1557036,2020-04-30
12,spotify:track:4slSrbTK1sNK4I1mDYEthf,"S1mba, DTG",Rover (feat. DTG),Parlophone UK,12,13,5,1532991,2020-04-30
13,spotify:track:2xLMifQCjDGFmkHkpNLD9h,Travis Scott,SICKO MODE,Cactus Jack / Epic,6,97,82,1477761,2020-04-30
14,spotify:track:1rgnBhdG2JDFTbYkYRZAku,Tones And I,Dance Monkey,Elektra (NEK),1,10,39,1461163,2020-04-30
15,spotify:track:0nbXyq5TXYPCO7pr3N8S4I,Roddy Ricch,The Box,Atlantic Records,1,7,20,1458117,2020-04-30
16,spotify:track:3PfIrDoz19wz7qK7tYeu62,Dua Lipa,Don't Start Now,Warner Records,2,8,26,1446024,2020-04-30
17,spotify:track:0OyQns5ayNK2OVaES0Vb8t,Juice WRLD,Righteous,Grade A Productions/Interscope Records,17,-1,1,1438419,2020-04-30
18,spotify:track:2ZEq4HT450Ye9IFGPTl9qV,Joel Corry,Lonely,Atlantic Records UK,8,12,14,1418848,2020-04-30
19,spotify:track:3AzjcOeAmA57TIOr9zF1ZW,Dua Lipa,Physical,Warner Records,3,11,13,1413103,2020-04-30
20,spotify:track:7ytR5pFWmSjzHJIeQkgog4,"DaBaby, Roddy Ricch",ROCKSTAR (feat. Roddy Ricch),South Coast Music Group/Interscope Records,20,21,2,1315275,2020-04-30
21,spotify:track:5aYWnrsYvJk8NT7PmUcxVN,"Nathan Dawe, Jaykae, Malika",Flowers (feat. Jaykae and MALIKA),Atlantic Records UK,14,14,13,1291372,2020-04-30
22,spotify:track:4nK5YrxbMGZstTLbvj6Gxw,"BENEE, Gus Dapperton",Supalonely,Republic Records,19,19,9,1190059,2020-04-30
23,spotify:track:7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Someone You Loved,Vertigo Berlin,1,20,70,1160550,2020-04-30
24,spotify:track:55CHeLEfn5iJ0IIkgaa4si,Megan Thee Stallion,Savage,300 Entertainment,16,16,6,1134623,2020-04-30
