collab_artist,number of times,main_artist
Young Thug,2,Gunna
Future,2,Gunna
Travis Scott,1,Gunna
Roddy Ricch,1,Gunna
Lil Baby,1,Gunna
21 Savage,1,Gunna
Drake,1,Gunna
