collab_artist,number of times,main_artist
Diplo,2,Major Lazer
M,2,Major Lazer
Nyla,1,Major Lazer
J Balvin,1,Major Lazer
Quavo,1,Major Lazer
PARTYNEXTDOOR,1,Major Lazer
Death Stranding: Timefall,1,Major Lazer
Anitta,1,Major Lazer
Khalid,1,Major Lazer
El Alfa,1,Major Lazer
Camila Cabello,1,Major Lazer
Travis Scott,1,Major Lazer
Pabllo Vittar,1,Major Lazer
Fuse ODG,1,Major Lazer
DJ Snake,1,Major Lazer
Nicki Minaj,1,Major Lazer
Justin Bieber,1,Major Lazer
