collab_artist,number of times,main_artist
Snow,2,Daddy Yankee
Bad Bunny,2,Daddy Yankee
Anuel AA,2,Daddy Yankee
Becky G,1,Daddy Yankee
Ozuna,1,Daddy Yankee
Sech,1,Daddy Yankee
Wisin & Yandel,1,Daddy Yankee
Natti Natasha,1,Daddy Yankee
Kendo Kaponi,1,Daddy Yankee
Katy Perry,1,Daddy Yankee
