collab_artist,number of times,main_artist
NAV,1,Mustard
Travis Scott,1,Mustard
Roddy Ricch,1,Mustard
Migos,1,Mustard
Playboi Carti,1,Mustard
A Boogie Wit da Hoodie,1,Mustard
