rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart
52,"spotify:track:0HaRLPnr887lcQM2YQzkff","Burna Boy, Ed Sheeran","For My Hand (feat. Ed Sheeran)","Spaceship Entertainment Ltd.",10,51,47
53,"spotify:track:4OmfWzukSVD140NiAIEjem","Steve Lacy","Static","L-M Records/RCA Records",34,58,40
54,"spotify:track:2gYj9lubBorOPIVWsTXugG","IVE","After LIKE","Starship Entertainment",48,50,5
55,"spotify:track:3kIiJeILPKS1gObjJFq4Hi","Fortunator, khubvi kid, Crosswavee, dj Call me SA, DJ Micro","Ha mathuthu banga (Fortunator & Rude kid venda)","3436750 Records DK",32,33,9
56,"spotify:track:1uJ0MhoeCx5y66oaxv5tUQ","Naqua SA, Shebeshxt, Justin Juss Tii, Strike SA","Shebe Monateng (Shebeshxt)","2435823 Records DK",45,52,18
57,"spotify:track:0GAX8SapBTjOqW0d5taVMu","Bernice West","Lyfie","Universal Music (Pty) Ltd.",48,53,8
58,"spotify:track:11M54lVpEsq9yDTJ62gPNS","Luxury SA","Gumbafaya","Luxury SA Entertainment",23,61,11
59,"spotify:track:6qyS9qBy0mEk3qYaH8mPss","Kordhell","Murder In My Mind","Kordhell",22,55,79
60,"spotify:track:4k6Uh1HXdhtusDW5y8Gbvy","Steve Lacy","Bad Habit","L-M Records/RCA Records",2,64,54
61,"spotify:track:76OGwb5RA9h4FxQPT33ekc","Rosa Linn","SNAP","Columbia",1,68,83
62,"spotify:track:7DbdUf8aHSYoliSjO6LZv6","Beach Weather","Sex, Drugs, Etc.","8123 / Arista Records",16,65,100
63,"spotify:track:7DQMBUK4oX9gV1qIzpoRz6","Aymos","Mama","DJs Production",40,62,12
64,"spotify:track:3bjM6KcvV1MwkAm7DJQb9O","loafers, Badjack, Maxim Schunk","Lay All Your Love On Me","Soave Records",64,71,2
65,"spotify:track:6cQ8IRL1UQR11v4wD4wjo8","Camylio","monsters","Republic Records",49,79,11
66,"spotify:track:2dFz5ravSFl9FL82ujab6y","Matt Corman","Word to the Wise","MIH Universal",17,88,15
67,"spotify:track:5YbPxJwPfrj7uswNwoF1pJ","Burna Boy","Last Last","Spaceship Entertainment Ltd.",4,67,103
68,"spotify:track:75VD2d6BPTuESBrzRqD6xl","Senior Oat, Kemy Chienda","All In You","The Oat Records",1,63,190
69,"spotify:track:5HVvJfVSUPUPpDwMJk4ATS","Jack Parow","There It Is","Parowphernalia",33,60,5
70,"spotify:track:1MJagJs7aC4UJYZK3j5iIO","Eloff","Witblits","Select",14,77,45
71,"spotify:track:3hxIUxnT27p5WcmjGUXNwx","Hotel Ugly","Shut up My Moms Calling","Hotel Ugly, under exclusive license to Amuseio AB",56,86,23
72,"spotify:track:3PdO57q0KLWkfWXsXQJlV6","Mas Musiq, Aymos, Young Stunna","Sengizwile (feat. Aymos & Young Stunna)","New Money Gang Records",40,66,53
73,"spotify:track:3u6PxWema1snbjLbFEyjkJ","Seafret","Atlantis - Extra Sped Up Version","Sweet Jane Recordings",60,85,10
74,"spotify:track:1MqzIgGsHP4cNjPboevsfq","Indila","Tourner Dans Le Vide","Universal Music Division Capitol Music France",43,89,18
75,"spotify:track:1sWb35nydLCjD71JGURDEv","chyxz, SLOWYMANE","RAGNAROK","ALT:Vision Records",41,73,9
76,"spotify:track:17F0bCxOCJASVSC3dhPEIt","Meneer Cee, DaLootz, Jay Music, Shay Moc","Waars Jou Nanas","Finesse Digital (Pty) Ltd",45,59,23
77,"spotify:track:6cVD6OQ3ZRAjcTkyrUCIYZ","why mona","Wannabe","Ultra Records, LLC",9,90,61
78,"spotify:track:1xzi1Jcr7mEi9K2RfzLOqS","Beyoncé","CUFF IT","Parkwood Entertainment/Columbia",78,93,2
79,"spotify:track:6RbOyNeajWax51NtpO6WT8","Victony, Tempoe","Soweto","The Plug Entertainment",26,83,3
80,"spotify:track:2FUyod5LVoX1JcgesHVfKk","Wendy Shay","Survivor","Rufftown records",1,70,91
81,"spotify:track:4qD1k0Ybmkl7Q7XtqGKgjl","Classic Deep, Six40, Zuma, Mzu M, 2woshort, LuuDaDeejay","Khwela","Ama Roto Entertainment",16,75,25
82,"spotify:track:5Sk39LuvdwuvL84jD01Dum","MUPP, Sadfriendd","vendetta!","Sadfriendd x MUPP",8,84,94
83,"spotify:track:47E3zSKRLgtJ9AaD9IVKrc","Able Heart","Whisper","One Heart Records",1,74,43
84,"spotify:track:0tFyRPMq4YD4xoiB4HWMnr","Necee.T, Shaba Rangz","Woza Baba","Independent",25,81,19
85,"spotify:track:2BH3j05ZXWr5PR30sW079d","Isolate.exe","Crystals","Isolate.exe",85,-1,2
86,"spotify:track:4h9wh7iOZ0GGn8QVp4RAOB","OneRepublic","I Ain't Worried","Interscope Records",27,78,84
87,"spotify:track:1VQI2XUq5D8GKqwm1gpFWJ","Nomfundo Moh, Kwesta","Sibaningi","Universal Music (Pty) Ltd.",62,80,12
88,"spotify:track:6r4n1Le0fAQM1d6NYOCzar","FLVME","PRAYERS UP","New Regime Sound",66,72,4
89,"spotify:track:2WmlrdRYXJwtvsStaLhdEa","Steph Ocho","Omoge","Moodswings Incorporated",89,-1,1
90,"spotify:track:3MKHHwjeu6SYuix0T57VPj","Dj Slikour","Mhana Vafana","Slikour Records",18,98,40
91,"spotify:track:0du9AbEce0kooBH5I6suvG","Margot","110","Select",29,69,12
92,"spotify:track:4UU4qUfkfRd4IXszXX2Z1K","Stabhilithi","Ama-push ups","Cutca Music Publishers",17,76,38
93,"spotify:track:3eLfICfDzCQrP8pOajVGiJ","Knox","Sneakers","Barbershop Records",19,82,19
94,"spotify:track:5uWDenxq03AYLOq83WzLNo","Kabza De Small, Young Stunna, Nobuhle, Ze2","Xola (feat. Nobuhle, Ze2 & Young Stunna)","Piano Hub",23,95,68
95,"spotify:track:6Srgw41KlTpWtu5hbEKeja","Katy Nichole","In Jesus Name (God Of Possible)","Centricity Music",5,92,146
96,"spotify:track:2DwUdMJ5uxv20EhAildreg","NewJeans","Cookie","ADOR",70,99,4
97,"spotify:track:6VBhH7CyP56BXjp8VsDFPZ","Pritam, Arijit Singh, Amitabh Bhattacharya","Kesariya (From ""Brahmastra"")","Sony Music Entertainment India Pvt. Ltd.",23,96,23
98,"spotify:track:5ZSV1Y3Cq2HkGOYOwxpClP","Cloudy June","FU In My Head","Cloudy June",5,-1,69
99,"spotify:track:24MacpaasG6qJ5mvVgY9cl","Zandie Khumalo, Xowla","Ikhwela","Content Connect Africa",63,94,10
100,"spotify:track:7FCkssCnpkqWH2ozJmibAf","Geoxpress","365 (Grime Riddim)","BAD Kompany World",100,-1,1
