rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart
24,"spotify:track:20HFHldksvpelZlcSTL0UA","Nathii, Dj Jay Jay, D_Nice","No Jay Jay","3682629 Records DK",24,27,2
25,"spotify:track:2dFz5ravSFl9FL82ujab6y","Matt Corman","Word to the Wise","MIH Universal",25,32,2
26,"spotify:track:1I4dwH7C0jBAEtz5DjlJgQ","Sofia Carson","Come Back Home","Hollywood Records",2,25,34
27,"spotify:track:0C3shWEOObGT5IxApC7Mkg","Henry Moodie","you were there for me","Robots & Humans",7,18,20
28,"spotify:track:0tFyRPMq4YD4xoiB4HWMnr","Necee.T, Shaba Rangz","Woza Baba","Independent",28,29,6
29,"spotify:track:3MKHHwjeu6SYuix0T57VPj","Dj Slikour","Mhana Vafana","Slikour Records",18,43,28
30,"spotify:track:73TAUoeGvM7YPA8huwA9Yp","TALK","How To Save A Life","Range Music/Capitol Records",19,30,12
31,"spotify:track:0HaRLPnr887lcQM2YQzkff","Burna Boy, Ed Sheeran","For My Hand (feat. Ed Sheeran)","Spaceship Entertainment Ltd.",10,31,34
32,"spotify:track:0wGbyS1tExQSwOYu6UceyE","ONIMXRU, SMITHMANE","SHADOW","ONIMXRU x SMITHMANE",28,28,3
33,"spotify:track:2FUyod5LVoX1JcgesHVfKk","Wendy Shay","Survivor","Rufftown records",1,33,78
34,"spotify:track:4k6Uh1HXdhtusDW5y8Gbvy","Steve Lacy","Bad Habit","L-M Records/RCA Records",2,34,41
35,"spotify:track:7Ddk8FhoYKdsVoX9AOCPMm","DJ Khaled, Drake, Lil Baby","STAYING ALIVE (feat. Drake & Lil Baby)","Epic/We The Best",24,37,6
36,"spotify:track:1inAIGub1bVFLUMFkoRVBq","Sofia Carson","Sweet Caroline","Hollywood Records",23,39,13
37,"spotify:track:4svaKoxMMP7ImmKrD5hfQu","Jax","Victoria’s Secret","Atlantic Records",5,41,41
38,"spotify:track:76OGwb5RA9h4FxQPT33ekc","Rosa Linn","SNAP","Columbia",1,36,70
39,"spotify:track:2ksyzVfU0WJoBpu8otr4pz","INTERWORLD","METAMORPHOSIS","INTERWORLD",32,42,13
40,"spotify:track:3LtpKP5abr2qqjunvjlX5i","Central Cee","Doja","Central Cee",7,38,20
41,"spotify:track:4qD1k0Ybmkl7Q7XtqGKgjl","Classic Deep, Six40, Zuma, Mzu M, 2woshort, LuuDaDeejay","Khwela","Ama Roto Entertainment",16,50,13
42,"spotify:track:4Wk2Ri6qRKrY6nq75HXw4z","Angie oeh","Sex in Afrikaans","Angie Oeh",21,35,35
43,"spotify:track:75VD2d6BPTuESBrzRqD6xl","Senior Oat, Kemy Chienda","All In You","The Oat Records",1,44,177
44,"spotify:track:2ISyz9DRGEMrJN77ge3hi2","Eem Triplin","AWKWARD FREESTYLE","Eem Triplin LLC",44,45,3
45,"spotify:track:3PNaaKLGYYn1ULNZXyMuWM","Nicholas Bonnin, Angelicca","Shut Up and Listen","Virgin",1,53,47
46,"spotify:track:5ww2BF9slyYgNOk37BlC4u","Manuel Turizo","La Bachata","Sony Music Latin/La Industria",45,56,7
47,"spotify:track:3t2Hx5FPih5lKaxJFd6bRE","KSI, Tom Grennan","Not Over Yet (feat. Tom Grennan)","Atlantic Records UK",46,46,6
48,"spotify:track:41pmDwHHK9rvdvp6sezqaf","Frex","Oxford Circus","Boom.Records",48,65,8
49,"spotify:track:0zi0Do3nO8LtRzlau2V7DR","Temple Boys Cpt","Werkhom 2.0 (Bonus Track)","Rejx Entertainment",45,58,8
50,"spotify:track:6gdDu39yYqPcaTgCwYEW8i","Fred again.., Swedish House Mafia, Future","Turn On The Lights again.. (feat. Future)","Atlantic Records UK",22,60,13
51,"spotify:track:4tUwl5pPya2cmezWS0xjeU","Sofia Carson","I Didn't Know","Hollywood Records",20,48,13
52,"spotify:track:6qyS9qBy0mEk3qYaH8mPss","Kordhell","Murder In My Mind","Kordhell",22,49,66
53,"spotify:track:7DbdUf8aHSYoliSjO6LZv6","Beach Weather","Sex, Drugs, Etc.","8123 / Arista Records",16,61,87
54,"spotify:track:5YbPxJwPfrj7uswNwoF1pJ","Burna Boy","Last Last","Spaceship Entertainment Ltd.",4,54,90
55,"spotify:track:4gLkYD4KVDd88vuqfZiAyu","Maglera Doe Boy","Makazana","Universal Music (Pty) Ltd.",40,40,6
56,"spotify:track:4vuVzf7BIZhDAFm3TB0Tzy","charlieonnafriday","Enough","Onnafriday Records / Island Records",35,62,6
57,"spotify:track:3IlWZqnqXW29Zr84eTv3CK","Skweletu","Inja endlini","3825021 Records DK",55,55,10
58,"spotify:track:2icgqIMkjpToStO1FRAoyj","Robot Boii, Mellow & Sleazy, Soul Revolver, Shaun MusiQ, F Teearse","Salary Salary","Silver Merci",10,64,102
59,"spotify:track:3PdO57q0KLWkfWXsXQJlV6","Mas Musiq, Aymos, Young Stunna","Sengizwile (feat. Aymos & Young Stunna)","New Money Gang Records",40,51,40
60,"spotify:track:3fhRgbwaYWhj8jlM81pNN3","Slaga, Leeviosh","Crazy Vibes","Ace Ends Production",13,26,12
61,"spotify:track:2TSfStvlAMLw89u3tali79","Nardo Wick","Dah Dah DahDah","Flawless Ent./RCA Records",42,68,19
62,"spotify:track:1Fid2jjqsHViMX6xNH70hE","Seafret","Atlantis","Sweet Jane Recordings",41,57,26
63,"spotify:track:5XemvyG79fcKPl5lgbhplq","Devon Cole","W.I.T.C.H.","Arista Records",7,59,34
64,"spotify:track:6AmG7bzDsU8nxhSDHXII9D","DJ Toy JustDance","Amapiano 2022 Mixtape","1710 Media",64,69,2
65,"spotify:track:4UU4qUfkfRd4IXszXX2Z1K","Stabhilithi","Ama-push ups","Cutca Music Publishers",17,76,27
66,"spotify:track:1hboZZxKIEjLHRIkhx4Soi","skaiwater","#miles","Cinematic Music Group",7,63,58
67,"spotify:track:6qhTveQbbpuGPn1zs0QLvh","Luxury SA","Definition of Deephouse","Luxury SA",31,47,10
68,"spotify:track:3WMj8moIAXJhHsyLaqIIHI","Zach Bryan","Something in the Orange","Warner Records",28,75,35
69,"spotify:track:17F0bCxOCJASVSC3dhPEIt","Meneer Cee, DaLootz, Jay Music, Shay Moc","Waars Jou Nanas","Finesse Digital (Pty) Ltd",49,78,11
70,"spotify:track:4Oab51CLrmfgwXIDCcaQs1","Maglera Doe Boy, Ason","Dor Do Povo","Universal Music (Pty) Ltd.",66,66,5
71,"spotify:track:1uJ0MhoeCx5y66oaxv5tUQ","Naqua SA, Shebeshxt, Justin Juss Tii, Strike SA","Shebe Monateng (Shebeshxt)","2435823 Records DK",71,80,5
72,"spotify:track:3KlAOO6dkDDrO1UKZmFrFA","leydown","Under the Influence","UR-MUSIC",72,-1,1
73,"spotify:track:4cacyP5c3PMlfnyjpg13xW","Yung Gravy","Betty (Get Money)","Republic Records",3,72,62
74,"spotify:track:4OmfWzukSVD140NiAIEjem","Steve Lacy","Static","L-M Records/RCA Records",34,73,27
75,"spotify:track:27ZZdyTSQWI7Cug2d2PkqV","Armani White","BILLIE EILISH.","Legendbound, LLC / Def Jam Recordings",5,79,83
76,"spotify:track:0G17UriYHMjXnZE2OJJSMR","Xantesha","SUNRISE (Slowed + Reverb)","Xantesha",57,74,7
77,"spotify:track:4sGPzDEbvgrtBePr2cPWiv","really sad music","after dark x sweater weather","really sad music",21,77,23
78,"spotify:track:5uWDenxq03AYLOq83WzLNo","Kabza De Small, Young Stunna, Nobuhle, Ze2","Xola (feat. Nobuhle, Ze2 & Young Stunna)","Piano Hub",23,85,55
79,"spotify:track:4fGcEWzcYYtXYAufStmop7","Dj TeeMan the Drum King, Creed salope","Denja","The Drum King Musiq",35,52,6
80,"spotify:track:3rb0tMq42WfggucPm0HHkA","MEDUZA, James Carter, Elley Duhé, FAST BOY","Bad Memories (feat. Elley Duhé & FAST BOY)","Universal-Island Records Ltd.",36,87,17
81,"spotify:track:41P6Tnd8KIHqON0QIydx6a","beabadoobee","the perfect pair","Dirty Hit",43,84,23
82,"spotify:track:6xGruZOHLs39ZbVccQTuPZ","Joji","Glimpse of Us","88rising Music/Warner Records",1,81,62
83,"spotify:track:6f7jHMkHBJ9HVat7wjfkOr","Luclover","L$d","independent",15,67,36
84,"spotify:track:0TuNMlSf48zMwrdtb4aXfz","Master KG, Team Mosha","Waya Waya (feat. Team Mosha)","Open Mic Productions",28,92,31
85,"spotify:track:5dcRkfX5Uzo9CNTafinRzD","Mr JazziQ, Zan'Ten, Ta Skippa","Ningalali Emakhaya (feat. Zan'Ten & Ta Skippa)","Sound African Recordings",74,86,6
86,"spotify:track:1MJagJs7aC4UJYZK3j5iIO","Eloff","Witblits","Select",14,88,34
87,"spotify:track:0iUrxveyNUBfj0cqjYEijt","MoonDeity","NEON BLADE","MoonDeity",15,91,69
88,"spotify:track:7Iiek3SL6PluRxj9IgbTC1","AURORA","Cure For Me","Glassnote Entertainment Group LLC",88,99,2
89,"spotify:track:7N1bEUVuQo8HHuikDgJ10c","iamnotshane","Maybe My Soulmate Died","Snafu Records",5,93,51
90,"spotify:track:5Sk39LuvdwuvL84jD01Dum","MUPP, Sadfriendd","vendetta!","Sadfriendd x MUPP",8,89,82
91,"spotify:track:7tZMF9Hn5uGsfC7zGXbSKM","Crayon","Ijo (Laba Laba)","Mavin Records/Blowtime Ent",41,95,15
92,"spotify:track:1MqzIgGsHP4cNjPboevsfq","Indila","Tourner Dans Le Vide","Universal Music Division Capitol Music France",78,-1,5
93,"spotify:track:0CQfLvA2MF1lvaN20O5cR4","Maglera Doe Boy, Miss Ready, Halo Yagami","Goni","Universal Music (Pty) Ltd.",93,-1,1
94,"spotify:track:1Bailok9p8aLTZdcIM2hIv","Cairo CPT, Minollar","Izigqibo Zakho 2.0","Si Online Records",94,-1,4
95,"spotify:track:2hZ17zF5a03Ly4by80wI2M","Headie One, Abra Cadabra, Bandokay","Can't Be Us","Relentless Records",95,-1,1
96,"spotify:track:0xzI1KAr0Yd9tv8jlIk3sn","benny blanco, BTS, Snoop Dogg","Bad Decisions (with BTS & Snoop Dogg)","Friends Keep Secrets/Interscope Records",67,71,6
97,"spotify:track:3w1xg3rt6XZ8GLVuzmW5Vn","JP Cooper","The Only Reason","Universal-Island Records Ltd.",3,90,106
98,"spotify:track:4h9wh7iOZ0GGn8QVp4RAOB","OneRepublic","I Ain't Worried","Interscope Records",27,97,74
99,"spotify:track:5LwT1tPiIUszQ7C51DuEL2","Grace Lokwa, Moses Bliss, Prinx Emmanuel","Kumama Papa","Spotlite Nation",81,94,3
100,"spotify:track:2Fyjjpg03fn7n5cj0Qm380","Summer Walker","Karma","LVRN/Interscope Records",33,-1,28
