,,trackAppearanceCount,artistAppearanceCount,artist_names,track_name,rank,uri,source,peak_rank,previous_rank,weeks_on_chart,streams,End Date,Week,Year,End Date Dt,Seconds since Epoch,End Date Aggregated,ArtistCount,main_artist,isTopTen
246,16,16,45,Charlie Puth,Attention,15,spotify:track:4iLqG9SeJSnt0cSPICSjxv,Artist Partner,6,11,17,887158,2017-08-17,33,2017,2017-08-17,1502928000.0,2017-08-01,1,Charlie Puth,1
246,17,17,48,Charlie Puth,Attention,16,spotify:track:4iLqG9SeJSnt0cSPICSjxv,Artist Partner,6,15,18,843457,2017-08-24,34,2017,2017-08-24,1503532800.0,2017-08-01,1,Charlie Puth,1
246,18,18,49,Charlie Puth,Attention,16,spotify:track:4iLqG9SeJSnt0cSPICSjxv,Artist Partner,6,16,19,827299,2017-08-31,35,2017,2017-08-31,1504137600.0,2017-08-01,1,Charlie Puth,1
246,19,19,50,Charlie Puth,Attention,22,spotify:track:4iLqG9SeJSnt0cSPICSjxv,Artist Partner,6,16,20,796959,2017-09-07,36,2017,2017-09-07,1504742400.0,2017-09-01,1,Charlie Puth,1
246,20,20,51,Charlie Puth,Attention,26,spotify:track:4iLqG9SeJSnt0cSPICSjxv,Artist Partner,6,22,21,759060,2017-09-14,37,2017,2017-09-14,1505347200.0,2017-09-01,1,Charlie Puth,1
246,21,21,52,Charlie Puth,Attention,30,spotify:track:4iLqG9SeJSnt0cSPICSjxv,Artist Partner,6,26,22,729019,2017-09-21,38,2017,2017-09-21,1505952000.0,2017-09-01,1,Charlie Puth,1
246,22,22,53,Charlie Puth,Attention,29,spotify:track:4iLqG9SeJSnt0cSPICSjxv,Artist Partner,6,30,23,687866,2017-09-28,39,2017,2017-09-28,1506556800.0,2017-09-01,1,Charlie Puth,1
246,23,23,54,Charlie Puth,Attention,31,spotify:track:4iLqG9SeJSnt0cSPICSjxv,Artist Partner,6,29,24,640013,2017-10-05,40,2017,2017-10-05,1507161600.0,2017-10-01,1,Charlie Puth,1
246,24,24,55,Charlie Puth,Attention,44,spotify:track:4iLqG9SeJSnt0cSPICSjxv,Artist Partner,6,31,25,575124,2017-10-12,41,2017,2017-10-12,1507766400.0,2017-10-01,1,Charlie Puth,1
246,25,25,57,Charlie Puth,Attention,49,spotify:track:4iLqG9SeJSnt0cSPICSjxv,Artist Partner,6,44,26,495374,2017-10-19,42,2017,2017-10-19,1508371200.0,2017-10-01,1,Charlie Puth,1
246,26,26,59,Charlie Puth,Attention,49,spotify:track:4iLqG9SeJSnt0cSPICSjxv,Artist Partner,6,49,27,486420,2017-10-26,43,2017,2017-10-26,1508976000.0,2017-10-01,1,Charlie Puth,1
246,27,27,61,Charlie Puth,Attention,50,spotify:track:4iLqG9SeJSnt0cSPICSjxv,Artist Partner,6,49,28,474080,2017-11-02,44,2017,2017-11-02,1509580800.0,2017-11-01,1,Charlie Puth,1
246,28,28,64,Charlie Puth,Attention,48,spotify:track:4iLqG9SeJSnt0cSPICSjxv,Artist Partner,6,50,29,460687,2017-11-09,45,2017,2017-11-09,1510185600.0,2017-11-01,1,Charlie Puth,1
246,29,29,65,Charlie Puth,Attention,53,spotify:track:4iLqG9SeJSnt0cSPICSjxv,Artist Partner,6,48,30,401583,2017-11-16,46,2017,2017-11-16,1510790400.0,2017-11-01,1,Charlie Puth,1
246,30,30,68,Charlie Puth,Attention,51,spotify:track:4iLqG9SeJSnt0cSPICSjxv,Artist Partner,6,53,31,350018,2017-11-23,47,2017,2017-11-23,1511395200.0,2017-11-01,1,Charlie Puth,1
246,31,31,69,Charlie Puth,Attention,59,spotify:track:4iLqG9SeJSnt0cSPICSjxv,Artist Partner,6,51,32,333539,2017-11-30,48,2017,2017-11-30,1512000000.0,2017-11-01,1,Charlie Puth,1
246,32,32,72,Charlie Puth,Attention,59,spotify:track:4iLqG9SeJSnt0cSPICSjxv,Artist Partner,6,59,33,336654,2017-12-07,49,2017,2017-12-07,1512604800.0,2017-12-01,1,Charlie Puth,1
246,33,33,73,Charlie Puth,Attention,59,spotify:track:4iLqG9SeJSnt0cSPICSjxv,Artist Partner,6,59,34,334229,2017-12-14,50,2017,2017-12-14,1513209600.0,2017-12-01,1,Charlie Puth,1
246,34,34,75,Charlie Puth,Attention,69,spotify:track:4iLqG9SeJSnt0cSPICSjxv,Artist Partner,6,59,35,305562,2017-12-21,51,2017,2017-12-21,1513814400.0,2017-12-01,1,Charlie Puth,1
246,35,35,78,Charlie Puth,Attention,113,spotify:track:4iLqG9SeJSnt0cSPICSjxv,Artist Partner,6,69,36,281769,2017-12-28,52,2017,2017-12-28,1514419200.0,2017-12-01,1,Charlie Puth,1
246,36,36,80,Charlie Puth,Attention,74,spotify:track:4iLqG9SeJSnt0cSPICSjxv,Artist Partner,6,113,37,289803,2018-01-04,1,2018,2018-01-04,1515024000.0,2018-01-01,1,Charlie Puth,1
246,37,37,81,Charlie Puth,Attention,78,spotify:track:4iLqG9SeJSnt0cSPICSjxv,Artist Partner,6,74,38,282053,2018-01-11,2,2018,2018-01-11,1515628800.0,2018-01-01,1,Charlie Puth,1
246,38,38,84,Charlie Puth,Attention,88,spotify:track:4iLqG9SeJSnt0cSPICSjxv,Artist Partner,6,78,39,269011,2018-01-18,3,2018,2018-01-18,1516233600.0,2018-01-01,1,Charlie Puth,1
246,39,39,85,Charlie Puth,Attention,96,spotify:track:4iLqG9SeJSnt0cSPICSjxv,Artist Partner,6,88,40,270090,2018-01-25,4,2018,2018-01-25,1516838400.0,2018-01-01,1,Charlie Puth,1
246,40,40,88,Charlie Puth,Attention,106,spotify:track:4iLqG9SeJSnt0cSPICSjxv,Artist Partner,6,96,41,249488,2018-02-01,5,2018,2018-02-01,1517443200.0,2018-02-01,1,Charlie Puth,1
246,41,41,89,Charlie Puth,Attention,105,spotify:track:4iLqG9SeJSnt0cSPICSjxv,Artist Partner,6,106,42,246799,2018-02-08,6,2018,2018-02-08,1518048000.0,2018-02-01,1,Charlie Puth,1
246,42,42,92,Charlie Puth,Attention,117,spotify:track:4iLqG9SeJSnt0cSPICSjxv,Artist Partner,6,105,43,237440,2018-02-15,7,2018,2018-02-15,1518652800.0,2018-02-01,1,Charlie Puth,1
246,43,43,93,Charlie Puth,Attention,120,spotify:track:4iLqG9SeJSnt0cSPICSjxv,Artist Partner,6,117,44,226236,2018-02-22,8,2018,2018-02-22,1519257600.0,2018-02-01,1,Charlie Puth,1
246,44,44,96,Charlie Puth,Attention,120,spotify:track:4iLqG9SeJSnt0cSPICSjxv,Artist Partner,6,120,45,222400,2018-03-01,9,2018,2018-03-01,1519862400.0,2018-03-01,1,Charlie Puth,1
246,45,45,98,Charlie Puth,Attention,129,spotify:track:4iLqG9SeJSnt0cSPICSjxv,Artist Partner,6,120,46,215169,2018-03-08,10,2018,2018-03-08,1520467200.0,2018-03-01,1,Charlie Puth,1
246,46,46,99,Charlie Puth,Attention,135,spotify:track:4iLqG9SeJSnt0cSPICSjxv,Artist Partner,6,129,47,212404,2018-03-15,11,2018,2018-03-15,1521072000.0,2018-03-01,1,Charlie Puth,1
246,47,47,102,Charlie Puth,Attention,140,spotify:track:4iLqG9SeJSnt0cSPICSjxv,Artist Partner,6,135,48,212841,2018-03-22,12,2018,2018-03-22,1521676800.0,2018-03-01,1,Charlie Puth,1
246,48,48,103,Charlie Puth,Attention,138,spotify:track:4iLqG9SeJSnt0cSPICSjxv,Artist Partner,6,140,49,205908,2018-03-29,13,2018,2018-03-29,1522281600.0,2018-03-01,1,Charlie Puth,1
246,49,49,105,Charlie Puth,Attention,156,spotify:track:4iLqG9SeJSnt0cSPICSjxv,Artist Partner,6,138,50,184636,2018-04-05,14,2018,2018-04-05,1522886400.0,2018-04-01,1,Charlie Puth,1
246,50,50,107,Charlie Puth,Attention,168,spotify:track:4iLqG9SeJSnt0cSPICSjxv,Artist Partner,6,156,51,184526,2018-04-12,15,2018,2018-04-12,1523491200.0,2018-04-01,1,Charlie Puth,1
246,51,51,109,Charlie Puth,Attention,176,spotify:track:4iLqG9SeJSnt0cSPICSjxv,Artist Partner,6,168,52,179143,2018-04-19,16,2018,2018-04-19,1524096000.0,2018-04-01,1,Charlie Puth,1
246,52,52,111,Charlie Puth,Attention,196,spotify:track:4iLqG9SeJSnt0cSPICSjxv,Artist Partner,6,176,53,170668,2018-04-26,17,2018,2018-04-26,1524700800.0,2018-04-01,1,Charlie Puth,1
246,53,53,113,Charlie Puth,Attention,200,spotify:track:4iLqG9SeJSnt0cSPICSjxv,Artist Partner,6,196,54,169161,2018-05-03,18,2018,2018-05-03,1525305600.0,2018-05-01,1,Charlie Puth,1
246,54,54,115,Charlie Puth,Attention,194,spotify:track:4iLqG9SeJSnt0cSPICSjxv,Artist Partner,6,200,55,169872,2018-05-10,19,2018,2018-05-10,1525910400.0,2018-05-01,1,Charlie Puth,1
246,55,55,117,Charlie Puth,Attention,144,spotify:track:5cF0dROlMOK5uNZtivgu50,Artist Partner,6,194,56,202074,2018-05-17,20,2018,2018-05-17,1526515200.0,2018-05-01,1,Charlie Puth,1
246,56,56,120,Charlie Puth,Attention,176,spotify:track:5cF0dROlMOK5uNZtivgu50,Artist Partner,6,144,57,179609,2018-05-24,21,2018,2018-05-24,1527120000.0,2018-05-01,1,Charlie Puth,1
246,57,57,123,Charlie Puth,Attention,196,spotify:track:5cF0dROlMOK5uNZtivgu50,Artist Partner,6,176,58,176016,2018-05-31,22,2018,2018-05-31,1527724800.0,2018-05-01,1,Charlie Puth,1
247,0,0,56,Charlie Puth,How Long,58,spotify:track:32DGGj6KlNuBr6WaqRxpxi,Artist Partner,58,-1,1,373125,2017-10-12,41,2017,2017-10-12,1507766400.0,2017-10-01,1,Charlie Puth,0
247,1,1,58,Charlie Puth,How Long,36,spotify:track:32DGGj6KlNuBr6WaqRxpxi,Artist Partner,36,58,2,596065,2017-10-19,42,2017,2017-10-19,1508371200.0,2017-10-01,1,Charlie Puth,0
247,2,2,60,Charlie Puth,How Long,28,spotify:track:32DGGj6KlNuBr6WaqRxpxi,Artist Partner,28,36,3,673162,2017-10-26,43,2017,2017-10-26,1508976000.0,2017-10-01,1,Charlie Puth,0
247,3,3,62,Charlie Puth,How Long,21,spotify:track:32DGGj6KlNuBr6WaqRxpxi,Artist Partner,21,28,4,791236,2017-11-02,44,2017,2017-11-02,1509580800.0,2017-11-01,1,Charlie Puth,0
247,4,4,63,Charlie Puth,How Long,20,spotify:track:32DGGj6KlNuBr6WaqRxpxi,Artist Partner,20,21,5,820998,2017-11-09,45,2017,2017-11-09,1510185600.0,2017-11-01,1,Charlie Puth,0
247,5,5,66,Charlie Puth,How Long,20,spotify:track:32DGGj6KlNuBr6WaqRxpxi,Artist Partner,20,20,6,804520,2017-11-16,46,2017,2017-11-16,1510790400.0,2017-11-01,1,Charlie Puth,0
247,6,6,67,Charlie Puth,How Long,19,spotify:track:32DGGj6KlNuBr6WaqRxpxi,Artist Partner,19,20,7,781847,2017-11-23,47,2017,2017-11-23,1511395200.0,2017-11-01,1,Charlie Puth,0
247,7,7,70,Charlie Puth,How Long,18,spotify:track:32DGGj6KlNuBr6WaqRxpxi,Artist Partner,18,19,8,787640,2017-11-30,48,2017,2017-11-30,1512000000.0,2017-11-01,1,Charlie Puth,0
247,8,8,71,Charlie Puth,How Long,19,spotify:track:32DGGj6KlNuBr6WaqRxpxi,Artist Partner,18,18,9,779274,2017-12-07,49,2017,2017-12-07,1512604800.0,2017-12-01,1,Charlie Puth,0
247,9,9,74,Charlie Puth,How Long,19,spotify:track:32DGGj6KlNuBr6WaqRxpxi,Artist Partner,18,19,10,759200,2017-12-14,50,2017,2017-12-14,1513209600.0,2017-12-01,1,Charlie Puth,0
247,10,10,76,Charlie Puth,How Long,21,spotify:track:32DGGj6KlNuBr6WaqRxpxi,Artist Partner,18,19,11,756682,2017-12-21,51,2017,2017-12-21,1513814400.0,2017-12-01,1,Charlie Puth,0
247,11,11,77,Charlie Puth,How Long,23,spotify:track:32DGGj6KlNuBr6WaqRxpxi,Artist Partner,18,21,12,711542,2017-12-28,52,2017,2017-12-28,1514419200.0,2017-12-01,1,Charlie Puth,0
247,12,12,79,Charlie Puth,How Long,18,spotify:track:32DGGj6KlNuBr6WaqRxpxi,Artist Partner,18,23,13,720862,2018-01-04,1,2018,2018-01-04,1515024000.0,2018-01-01,1,Charlie Puth,0
247,13,13,82,Charlie Puth,How Long,21,spotify:track:32DGGj6KlNuBr6WaqRxpxi,Artist Partner,18,18,14,698412,2018-01-11,2,2018,2018-01-11,1515628800.0,2018-01-01,1,Charlie Puth,0
247,14,14,83,Charlie Puth,How Long,27,spotify:track:32DGGj6KlNuBr6WaqRxpxi,Artist Partner,18,21,15,635901,2018-01-18,3,2018,2018-01-18,1516233600.0,2018-01-01,1,Charlie Puth,0
247,15,15,86,Charlie Puth,How Long,32,spotify:track:32DGGj6KlNuBr6WaqRxpxi,Artist Partner,18,27,16,618612,2018-01-25,4,2018,2018-01-25,1516838400.0,2018-01-01,1,Charlie Puth,0
247,16,16,87,Charlie Puth,How Long,37,spotify:track:32DGGj6KlNuBr6WaqRxpxi,Artist Partner,18,32,17,563753,2018-02-01,5,2018,2018-02-01,1517443200.0,2018-02-01,1,Charlie Puth,0
247,17,17,90,Charlie Puth,How Long,42,spotify:track:32DGGj6KlNuBr6WaqRxpxi,Artist Partner,18,37,18,550213,2018-02-08,6,2018,2018-02-08,1518048000.0,2018-02-01,1,Charlie Puth,0
247,18,18,91,Charlie Puth,How Long,50,spotify:track:32DGGj6KlNuBr6WaqRxpxi,Artist Partner,18,42,19,471464,2018-02-15,7,2018,2018-02-15,1518652800.0,2018-02-01,1,Charlie Puth,0
247,19,19,94,Charlie Puth,How Long,66,spotify:track:32DGGj6KlNuBr6WaqRxpxi,Artist Partner,18,50,20,349951,2018-02-22,8,2018,2018-02-22,1519257600.0,2018-02-01,1,Charlie Puth,0
247,20,20,95,Charlie Puth,How Long,74,spotify:track:32DGGj6KlNuBr6WaqRxpxi,Artist Partner,18,66,21,326154,2018-03-01,9,2018,2018-03-01,1519862400.0,2018-03-01,1,Charlie Puth,0
247,21,21,97,Charlie Puth,How Long,90,spotify:track:32DGGj6KlNuBr6WaqRxpxi,Artist Partner,18,74,22,279588,2018-03-08,10,2018,2018-03-08,1520467200.0,2018-03-01,1,Charlie Puth,0
247,22,22,100,Charlie Puth,How Long,99,spotify:track:32DGGj6KlNuBr6WaqRxpxi,Artist Partner,18,90,23,260382,2018-03-15,11,2018,2018-03-15,1521072000.0,2018-03-01,1,Charlie Puth,0
247,23,23,101,Charlie Puth,How Long,112,spotify:track:32DGGj6KlNuBr6WaqRxpxi,Artist Partner,18,99,24,252963,2018-03-22,12,2018,2018-03-22,1521676800.0,2018-03-01,1,Charlie Puth,0
247,24,24,104,Charlie Puth,How Long,110,spotify:track:32DGGj6KlNuBr6WaqRxpxi,Artist Partner,18,112,25,237408,2018-03-29,13,2018,2018-03-29,1522281600.0,2018-03-01,1,Charlie Puth,0
247,25,25,106,Charlie Puth,How Long,113,spotify:track:32DGGj6KlNuBr6WaqRxpxi,Artist Partner,18,110,26,218961,2018-04-05,14,2018,2018-04-05,1522886400.0,2018-04-01,1,Charlie Puth,0
247,26,26,108,Charlie Puth,How Long,124,spotify:track:32DGGj6KlNuBr6WaqRxpxi,Artist Partner,18,113,27,216693,2018-04-12,15,2018,2018-04-12,1523491200.0,2018-04-01,1,Charlie Puth,0
247,27,27,110,Charlie Puth,How Long,128,spotify:track:32DGGj6KlNuBr6WaqRxpxi,Artist Partner,18,124,28,207373,2018-04-19,16,2018,2018-04-19,1524096000.0,2018-04-01,1,Charlie Puth,0
247,28,28,112,Charlie Puth,How Long,162,spotify:track:32DGGj6KlNuBr6WaqRxpxi,Artist Partner,18,128,29,189082,2018-04-26,17,2018,2018-04-26,1524700800.0,2018-04-01,1,Charlie Puth,0
247,29,29,114,Charlie Puth,How Long,166,spotify:track:32DGGj6KlNuBr6WaqRxpxi,Artist Partner,18,162,30,188534,2018-05-03,18,2018,2018-05-03,1525305600.0,2018-05-01,1,Charlie Puth,0
247,30,30,116,Charlie Puth,How Long,163,spotify:track:32DGGj6KlNuBr6WaqRxpxi,Artist Partner,18,166,31,187397,2018-05-10,19,2018,2018-05-10,1525910400.0,2018-05-01,1,Charlie Puth,0
247,31,31,118,Charlie Puth,How Long,135,spotify:track:6wmAHw1szh5RCKSRjiXhPe,Artist Partner,18,163,32,210022,2018-05-17,20,2018,2018-05-17,1526515200.0,2018-05-01,1,Charlie Puth,0
247,32,32,121,Charlie Puth,How Long,152,spotify:track:6wmAHw1szh5RCKSRjiXhPe,Artist Partner,18,135,33,189685,2018-05-24,21,2018,2018-05-24,1527120000.0,2018-05-01,1,Charlie Puth,0
247,33,33,124,Charlie Puth,How Long,180,spotify:track:6wmAHw1szh5RCKSRjiXhPe,Artist Partner,18,152,34,183408,2018-05-31,22,2018,2018-05-31,1527724800.0,2018-05-01,1,Charlie Puth,0
248,0,0,119,"Charlie Puth, Kehlani",Done for Me (feat. Kehlani),184,spotify:track:1lsBTdE6MGsKeZCD6llNu7,Artist Partner,184,-1,1,174758,2018-05-17,20,2018,2018-05-17,1526515200.0,2018-05-01,2,Charlie Puth,0
248,1,1,122,"Charlie Puth, Kehlani",Done for Me (feat. Kehlani),149,spotify:track:1lsBTdE6MGsKeZCD6llNu7,Artist Partner,149,184,2,194755,2018-05-24,21,2018,2018-05-24,1527120000.0,2018-05-01,2,Charlie Puth,0
248,2,2,125,"Charlie Puth, Kehlani",Done for Me (feat. Kehlani),164,spotify:track:1lsBTdE6MGsKeZCD6llNu7,Artist Partner,149,149,3,191262,2018-05-31,22,2018,2018-05-31,1527724800.0,2018-05-01,2,Charlie Puth,0
248,3,3,126,"Charlie Puth, Kehlani",Done for Me (feat. Kehlani),195,spotify:track:1lsBTdE6MGsKeZCD6llNu7,Artist Partner,149,164,4,168669,2018-06-07,23,2018,2018-06-07,1528329600.0,2018-06-01,2,Charlie Puth,0
249,0,0,0,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),103,spotify:track:68EMU2RD1ECNeOeJ5qAXCV,Artist Partner,103,-1,1,170322,2016-12-29,52,2016,2016-12-29,1482969600.0,2016-12-01,2,Charlie Puth,0
249,1,1,1,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),82,spotify:track:68EMU2RD1ECNeOeJ5qAXCV,Artist Partner,82,103,2,177968,2017-01-05,1,2017,2017-01-05,1483574400.0,2017-01-01,2,Charlie Puth,0
249,2,2,2,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),81,spotify:track:68EMU2RD1ECNeOeJ5qAXCV,Artist Partner,81,82,3,175391,2017-01-12,2,2017,2017-01-12,1484179200.0,2017-01-01,2,Charlie Puth,0
249,3,3,3,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),86,spotify:track:68EMU2RD1ECNeOeJ5qAXCV,Artist Partner,81,81,4,168265,2017-01-19,3,2017,2017-01-19,1484784000.0,2017-01-01,2,Charlie Puth,0
249,4,4,4,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),92,spotify:track:68EMU2RD1ECNeOeJ5qAXCV,Artist Partner,81,86,5,160135,2017-01-26,4,2017,2017-01-26,1485388800.0,2017-01-01,2,Charlie Puth,0
249,5,5,5,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),117,spotify:track:68EMU2RD1ECNeOeJ5qAXCV,Artist Partner,81,92,6,136915,2017-02-02,5,2017,2017-02-02,1485993600.0,2017-02-01,2,Charlie Puth,0
249,6,6,6,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),131,spotify:track:68EMU2RD1ECNeOeJ5qAXCV,Artist Partner,81,117,7,127356,2017-02-09,6,2017,2017-02-09,1486598400.0,2017-02-01,2,Charlie Puth,0
249,7,7,7,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),143,spotify:track:68EMU2RD1ECNeOeJ5qAXCV,Artist Partner,81,143,9,128951,2017-02-23,8,2017,2017-02-23,1487808000.0,2017-02-01,2,Charlie Puth,0
249,8,8,8,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),140,spotify:track:68EMU2RD1ECNeOeJ5qAXCV,Artist Partner,81,143,10,129639,2017-03-02,9,2017,2017-03-02,1488412800.0,2017-03-01,2,Charlie Puth,0
249,9,9,9,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),150,spotify:track:68EMU2RD1ECNeOeJ5qAXCV,Artist Partner,81,140,11,134507,2017-03-09,10,2017,2017-03-09,1489017600.0,2017-03-01,2,Charlie Puth,0
249,10,10,10,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),137,spotify:track:68EMU2RD1ECNeOeJ5qAXCV,Artist Partner,81,150,12,147563,2017-03-16,11,2017,2017-03-16,1489622400.0,2017-03-01,2,Charlie Puth,0
249,11,11,11,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),170,spotify:track:68EMU2RD1ECNeOeJ5qAXCV,Artist Partner,81,137,13,131125,2017-03-23,12,2017,2017-03-23,1490227200.0,2017-03-01,2,Charlie Puth,0
249,12,12,12,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),182,spotify:track:68EMU2RD1ECNeOeJ5qAXCV,Artist Partner,81,170,14,123910,2017-03-30,13,2017,2017-03-30,1490832000.0,2017-03-01,2,Charlie Puth,0
249,13,13,13,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),187,spotify:track:68EMU2RD1ECNeOeJ5qAXCV,Artist Partner,81,182,15,122086,2017-04-06,14,2017,2017-04-06,1491436800.0,2017-04-01,2,Charlie Puth,0
249,14,14,14,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),191,spotify:track:68EMU2RD1ECNeOeJ5qAXCV,Artist Partner,81,187,16,117370,2017-04-13,15,2017,2017-04-13,1492041600.0,2017-04-01,2,Charlie Puth,0
249,15,15,18,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),191,spotify:track:68EMU2RD1ECNeOeJ5qAXCV,Artist Partner,81,-1,17,118144,2017-05-11,19,2017,2017-05-11,1494460800.0,2017-05-01,2,Charlie Puth,0
249,16,16,20,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),195,spotify:track:68EMU2RD1ECNeOeJ5qAXCV,Artist Partner,81,191,18,118036,2017-05-18,20,2017,2017-05-18,1495065600.0,2017-05-01,2,Charlie Puth,0
249,17,17,22,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),185,spotify:track:68EMU2RD1ECNeOeJ5qAXCV,Artist Partner,81,195,19,120585,2017-05-25,21,2017,2017-05-25,1495670400.0,2017-05-01,2,Charlie Puth,0
249,18,18,24,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),172,spotify:track:68EMU2RD1ECNeOeJ5qAXCV,Artist Partner,81,185,20,124127,2017-06-01,22,2017,2017-06-01,1496275200.0,2017-06-01,2,Charlie Puth,0
249,19,19,26,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),160,spotify:track:68EMU2RD1ECNeOeJ5qAXCV,Artist Partner,81,172,21,127925,2017-06-08,23,2017,2017-06-08,1496880000.0,2017-06-01,2,Charlie Puth,0
249,20,20,28,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),165,spotify:track:68EMU2RD1ECNeOeJ5qAXCV,Artist Partner,81,160,22,122782,2017-06-15,24,2017,2017-06-15,1497484800.0,2017-06-01,2,Charlie Puth,0
249,21,21,30,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),165,spotify:track:68EMU2RD1ECNeOeJ5qAXCV,Artist Partner,81,165,23,124978,2017-06-22,25,2017,2017-06-22,1498089600.0,2017-06-01,2,Charlie Puth,0
249,22,22,31,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),172,spotify:track:68EMU2RD1ECNeOeJ5qAXCV,Artist Partner,81,165,24,122710,2017-06-29,26,2017,2017-06-29,1498694400.0,2017-06-01,2,Charlie Puth,0
249,23,23,34,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),160,spotify:track:68EMU2RD1ECNeOeJ5qAXCV,Artist Partner,81,172,25,123196,2017-07-06,27,2017,2017-07-06,1499299200.0,2017-07-01,2,Charlie Puth,0
249,24,24,35,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),158,spotify:track:68EMU2RD1ECNeOeJ5qAXCV,Artist Partner,81,160,26,121767,2017-07-13,28,2017,2017-07-13,1499904000.0,2017-07-01,2,Charlie Puth,0
249,25,25,37,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),165,spotify:track:68EMU2RD1ECNeOeJ5qAXCV,Artist Partner,81,158,27,122508,2017-07-20,29,2017,2017-07-20,1500508800.0,2017-07-01,2,Charlie Puth,0
249,26,26,39,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),187,spotify:track:68EMU2RD1ECNeOeJ5qAXCV,Artist Partner,81,165,28,123087,2017-07-27,30,2017,2017-07-27,1501113600.0,2017-07-01,2,Charlie Puth,0
249,27,27,41,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),172,spotify:track:68EMU2RD1ECNeOeJ5qAXCV,Artist Partner,81,187,29,130374,2017-08-03,31,2017,2017-08-03,1501718400.0,2017-08-01,2,Charlie Puth,0
249,28,28,43,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),170,spotify:track:68EMU2RD1ECNeOeJ5qAXCV,Artist Partner,81,172,30,133636,2017-08-10,32,2017,2017-08-10,1502323200.0,2017-08-01,2,Charlie Puth,0
249,29,29,46,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),177,spotify:track:68EMU2RD1ECNeOeJ5qAXCV,Artist Partner,81,170,31,131644,2017-08-17,33,2017,2017-08-17,1502928000.0,2017-08-01,2,Charlie Puth,0
249,30,30,47,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),190,spotify:track:68EMU2RD1ECNeOeJ5qAXCV,Artist Partner,81,177,32,130312,2017-08-24,34,2017,2017-08-24,1503532800.0,2017-08-01,2,Charlie Puth,0
250,0,0,0,"Cheat Codes, Dante Klein",Let Me Hold You (Turn Me On),126,spotify:track:0lmdsH1MIoLsMymnNpd6HU,Spinnin' Records,126,-1,1,150953,2016-12-29,52,2016,2016-12-29,1482969600.0,2016-12-01,1,Cheat Codes,0
250,1,1,2,"Cheat Codes, Dante Klein",Let Me Hold You (Turn Me On),96,spotify:track:0lmdsH1MIoLsMymnNpd6HU,Spinnin' Records,96,126,2,157027,2017-01-05,1,2017,2017-01-05,1483574400.0,2017-01-01,1,Cheat Codes,0
250,2,2,4,"Cheat Codes, Dante Klein",Let Me Hold You (Turn Me On),88,spotify:track:0lmdsH1MIoLsMymnNpd6HU,Spinnin' Records,88,96,3,163725,2017-01-12,2,2017,2017-01-12,1484179200.0,2017-01-01,1,Cheat Codes,0
250,3,3,6,"Cheat Codes, Dante Klein",Let Me Hold You (Turn Me On),96,spotify:track:0lmdsH1MIoLsMymnNpd6HU,Spinnin' Records,88,88,4,156181,2017-01-19,3,2017,2017-01-19,1484784000.0,2017-01-01,1,Cheat Codes,0
