,,trackAppearanceCount,artistAppearanceCount,artist_names,track_name,rank,uri,source,peak_rank,previous_rank,weeks_on_chart,streams,End Date,Week,Year,End Date Dt,Seconds since Epoch,End Date Aggregated,ArtistCount,main_artist,isTopTen
0,0,0,17,"2 Chainz, Drake, Quavo",Bigger Than You (feat. Drake & Quavo),139,spotify:track:5S1IUPueD0xE0vj4zU3nSf,Def Jam Recordings,139,-1,1,214347,2018-06-21,25,2018,2018-06-21,1529539200.0,2018-06-01,3,2 Chainz,0
0,1,1,18,"2 Chainz, Drake, Quavo",Bigger Than You (feat. Drake & Quavo),166,spotify:track:5S1IUPueD0xE0vj4zU3nSf,Def Jam Recordings,139,139,2,192349,2018-06-28,26,2018,2018-06-28,1530144000.0,2018-06-01,3,2 Chainz,0
1,0,0,0,"2 Chainz, Ty Dolla $ign, Trey Songz, Jhen Aiko",It's A Vibe,185,spotify:track:6H0AwSQ20mo62jGlPGB8S6,2Chainz PS/Def Jam,185,-1,1,111024,2017-07-13,28,2017,2017-07-13,1499904000.0,2017-07-01,1,2 Chainz,0
1,1,1,1,"2 Chainz, Ty Dolla $ign, Trey Songz, Jhen Aiko",It's A Vibe,152,spotify:track:6H0AwSQ20mo62jGlPGB8S6,2Chainz PS/Def Jam,152,185,2,128292,2017-07-20,29,2017,2017-07-20,1500508800.0,2017-07-01,1,2 Chainz,0
1,2,2,2,"2 Chainz, Ty Dolla $ign, Trey Songz, Jhen Aiko",It's A Vibe,152,spotify:track:6H0AwSQ20mo62jGlPGB8S6,2Chainz PS/Def Jam,152,152,3,137579,2017-07-27,30,2017,2017-07-27,1501113600.0,2017-07-01,1,2 Chainz,0
1,3,3,3,"2 Chainz, Ty Dolla $ign, Trey Songz, Jhen Aiko",It's A Vibe,135,spotify:track:6H0AwSQ20mo62jGlPGB8S6,2Chainz PS/Def Jam,135,152,4,151621,2017-08-03,31,2017,2017-08-03,1501718400.0,2017-08-01,1,2 Chainz,0
1,4,4,4,"2 Chainz, Ty Dolla $ign, Trey Songz, Jhen Aiko",It's A Vibe,130,spotify:track:6H0AwSQ20mo62jGlPGB8S6,2Chainz PS/Def Jam,130,135,5,160896,2017-08-10,32,2017,2017-08-10,1502323200.0,2017-08-01,1,2 Chainz,0
1,5,5,5,"2 Chainz, Ty Dolla $ign, Trey Songz, Jhen Aiko",It's A Vibe,129,spotify:track:6H0AwSQ20mo62jGlPGB8S6,2Chainz PS/Def Jam,129,130,6,166527,2017-08-17,33,2017,2017-08-17,1502928000.0,2017-08-01,1,2 Chainz,0
1,6,6,6,"2 Chainz, Ty Dolla $ign, Trey Songz, Jhen Aiko",It's A Vibe,124,spotify:track:6H0AwSQ20mo62jGlPGB8S6,2Chainz PS/Def Jam,124,129,7,170192,2017-08-24,34,2017,2017-08-24,1503532800.0,2017-08-01,1,2 Chainz,0
1,7,7,7,"2 Chainz, Ty Dolla $ign, Trey Songz, Jhen Aiko",It's A Vibe,132,spotify:track:6H0AwSQ20mo62jGlPGB8S6,2Chainz PS/Def Jam,124,124,8,170053,2017-08-31,35,2017,2017-08-31,1504137600.0,2017-08-01,1,2 Chainz,0
1,8,8,8,"2 Chainz, Ty Dolla $ign, Trey Songz, Jhen Aiko",It's A Vibe,135,spotify:track:6H0AwSQ20mo62jGlPGB8S6,2Chainz PS/Def Jam,124,132,9,170591,2017-09-07,36,2017,2017-09-07,1504742400.0,2017-09-01,1,2 Chainz,0
1,9,9,9,"2 Chainz, Ty Dolla $ign, Trey Songz, Jhen Aiko",It's A Vibe,136,spotify:track:6H0AwSQ20mo62jGlPGB8S6,2Chainz PS/Def Jam,124,135,10,165729,2017-09-14,37,2017,2017-09-14,1505347200.0,2017-09-01,1,2 Chainz,0
1,10,10,10,"2 Chainz, Ty Dolla $ign, Trey Songz, Jhen Aiko",It's A Vibe,142,spotify:track:6H0AwSQ20mo62jGlPGB8S6,2Chainz PS/Def Jam,124,136,11,166556,2017-09-21,38,2017,2017-09-21,1505952000.0,2017-09-01,1,2 Chainz,0
1,11,11,11,"2 Chainz, Ty Dolla $ign, Trey Songz, Jhen Aiko",It's A Vibe,154,spotify:track:6H0AwSQ20mo62jGlPGB8S6,2Chainz PS/Def Jam,124,142,12,154618,2017-09-28,39,2017,2017-09-28,1506556800.0,2017-09-01,1,2 Chainz,0
1,12,12,12,"2 Chainz, Ty Dolla $ign, Trey Songz, Jhen Aiko",It's A Vibe,161,spotify:track:6H0AwSQ20mo62jGlPGB8S6,2Chainz PS/Def Jam,124,154,13,145769,2017-10-05,40,2017,2017-10-05,1507161600.0,2017-10-01,1,2 Chainz,0
1,13,13,13,"2 Chainz, Ty Dolla $ign, Trey Songz, Jhen Aiko",It's A Vibe,167,spotify:track:6H0AwSQ20mo62jGlPGB8S6,2Chainz PS/Def Jam,124,161,14,150319,2017-10-12,41,2017,2017-10-12,1507766400.0,2017-10-01,1,2 Chainz,0
1,14,14,14,"2 Chainz, Ty Dolla $ign, Trey Songz, Jhen Aiko",It's A Vibe,170,spotify:track:6H0AwSQ20mo62jGlPGB8S6,2Chainz PS/Def Jam,124,167,15,152705,2017-10-19,42,2017,2017-10-19,1508371200.0,2017-10-01,1,2 Chainz,0
1,15,15,15,"2 Chainz, Ty Dolla $ign, Trey Songz, Jhen Aiko",It's A Vibe,165,spotify:track:6H0AwSQ20mo62jGlPGB8S6,2Chainz PS/Def Jam,124,170,16,155661,2017-10-26,43,2017,2017-10-26,1508976000.0,2017-10-01,1,2 Chainz,0
1,16,16,16,"2 Chainz, Ty Dolla $ign, Trey Songz, Jhen Aiko",It's A Vibe,171,spotify:track:6H0AwSQ20mo62jGlPGB8S6,2Chainz PS/Def Jam,124,165,17,153496,2017-11-02,44,2017,2017-11-02,1509580800.0,2017-11-01,1,2 Chainz,0
2,0,0,0,21 Savage,Bank Account,132,spotify:track:5eqK0tbzUPo2SoeZsov04s,"Slaughter Gang, LLC/Epic Records",132,-1,1,147564,2017-07-27,30,2017,2017-07-27,1501113600.0,2017-07-01,1,21 Savage,0
2,1,1,1,21 Savage,Bank Account,77,spotify:track:5eqK0tbzUPo2SoeZsov04s,"Slaughter Gang, LLC/Epic Records",77,132,2,226420,2017-08-03,31,2017,2017-08-03,1501718400.0,2017-08-01,1,21 Savage,0
2,2,2,2,21 Savage,Bank Account,58,spotify:track:5eqK0tbzUPo2SoeZsov04s,"Slaughter Gang, LLC/Epic Records",58,77,3,326247,2017-08-10,32,2017,2017-08-10,1502323200.0,2017-08-01,1,21 Savage,0
2,3,3,3,21 Savage,Bank Account,55,spotify:track:5eqK0tbzUPo2SoeZsov04s,"Slaughter Gang, LLC/Epic Records",55,58,4,352279,2017-08-17,33,2017,2017-08-17,1502928000.0,2017-08-01,1,21 Savage,0
2,4,4,4,21 Savage,Bank Account,55,spotify:track:5eqK0tbzUPo2SoeZsov04s,"Slaughter Gang, LLC/Epic Records",55,55,5,368411,2017-08-24,34,2017,2017-08-24,1503532800.0,2017-08-01,1,21 Savage,0
2,5,5,5,21 Savage,Bank Account,57,spotify:track:5eqK0tbzUPo2SoeZsov04s,"Slaughter Gang, LLC/Epic Records",55,55,6,384448,2017-08-31,35,2017,2017-08-31,1504137600.0,2017-08-01,1,21 Savage,0
2,6,6,6,21 Savage,Bank Account,55,spotify:track:5eqK0tbzUPo2SoeZsov04s,"Slaughter Gang, LLC/Epic Records",55,57,7,398545,2017-09-07,36,2017,2017-09-07,1504742400.0,2017-09-01,1,21 Savage,0
2,7,7,7,21 Savage,Bank Account,55,spotify:track:5eqK0tbzUPo2SoeZsov04s,"Slaughter Gang, LLC/Epic Records",55,55,8,392961,2017-09-14,37,2017,2017-09-14,1505347200.0,2017-09-01,1,21 Savage,0
2,8,8,8,21 Savage,Bank Account,55,spotify:track:5eqK0tbzUPo2SoeZsov04s,"Slaughter Gang, LLC/Epic Records",55,55,9,392162,2017-09-21,38,2017,2017-09-21,1505952000.0,2017-09-01,1,21 Savage,0
2,9,9,9,21 Savage,Bank Account,56,spotify:track:2fQrGHiQOvpL9UgPvtYy6G,"Slaughter Gang, LLC/Epic Records",55,55,10,391561,2017-09-28,39,2017,2017-09-28,1506556800.0,2017-09-01,1,21 Savage,0
2,10,10,10,21 Savage,Bank Account,58,spotify:track:2fQrGHiQOvpL9UgPvtYy6G,"Slaughter Gang, LLC/Epic Records",55,56,11,351673,2017-10-05,40,2017,2017-10-05,1507161600.0,2017-10-01,1,21 Savage,0
2,11,11,11,21 Savage,Bank Account,56,spotify:track:2fQrGHiQOvpL9UgPvtYy6G,"Slaughter Gang, LLC/Epic Records",55,58,12,379797,2017-10-12,41,2017,2017-10-12,1507766400.0,2017-10-01,1,21 Savage,0
2,12,12,12,21 Savage,Bank Account,52,spotify:track:2fQrGHiQOvpL9UgPvtYy6G,"Slaughter Gang, LLC/Epic Records",52,56,13,405254,2017-10-19,42,2017,2017-10-19,1508371200.0,2017-10-01,1,21 Savage,0
2,13,13,13,21 Savage,Bank Account,53,spotify:track:2fQrGHiQOvpL9UgPvtYy6G,"Slaughter Gang, LLC/Epic Records",52,52,14,419559,2017-10-26,43,2017,2017-10-26,1508976000.0,2017-10-01,1,21 Savage,0
2,14,14,14,21 Savage,Bank Account,54,spotify:track:2fQrGHiQOvpL9UgPvtYy6G,"Slaughter Gang, LLC/Epic Records",52,53,15,405063,2017-11-02,44,2017,2017-11-02,1509580800.0,2017-11-01,1,21 Savage,0
2,15,15,15,21 Savage,Bank Account,55,spotify:track:2fQrGHiQOvpL9UgPvtYy6G,"Slaughter Gang, LLC/Epic Records",52,54,16,387377,2017-11-09,45,2017,2017-11-09,1510185600.0,2017-11-01,1,21 Savage,0
2,16,16,17,21 Savage,Bank Account,54,spotify:track:2fQrGHiQOvpL9UgPvtYy6G,"Slaughter Gang, LLC/Epic Records",52,55,17,389332,2017-11-16,46,2017,2017-11-16,1510790400.0,2017-11-01,1,21 Savage,0
2,17,17,19,21 Savage,Bank Account,49,spotify:track:2fQrGHiQOvpL9UgPvtYy6G,"Slaughter Gang, LLC/Epic Records",49,54,18,456400,2017-11-23,47,2017,2017-11-23,1511395200.0,2017-11-01,1,21 Savage,0
2,18,18,21,21 Savage,Bank Account,47,spotify:track:2fQrGHiQOvpL9UgPvtYy6G,"Slaughter Gang, LLC/Epic Records",47,49,19,474553,2017-11-30,48,2017,2017-11-30,1512000000.0,2017-11-01,1,21 Savage,0
2,19,19,23,21 Savage,Bank Account,48,spotify:track:2fQrGHiQOvpL9UgPvtYy6G,"Slaughter Gang, LLC/Epic Records",47,47,20,456628,2017-12-07,49,2017,2017-12-07,1512604800.0,2017-12-01,1,21 Savage,0
2,20,20,26,21 Savage,Bank Account,50,spotify:track:2fQrGHiQOvpL9UgPvtYy6G,"Slaughter Gang, LLC/Epic Records",47,48,21,430144,2017-12-14,50,2017,2017-12-14,1513209600.0,2017-12-01,1,21 Savage,0
2,21,21,27,21 Savage,Bank Account,59,spotify:track:2fQrGHiQOvpL9UgPvtYy6G,"Slaughter Gang, LLC/Epic Records",47,50,22,344627,2017-12-21,51,2017,2017-12-21,1513814400.0,2017-12-01,1,21 Savage,0
2,22,22,28,21 Savage,Bank Account,98,spotify:track:2fQrGHiQOvpL9UgPvtYy6G,"Slaughter Gang, LLC/Epic Records",47,59,23,301575,2017-12-28,52,2017,2017-12-28,1514419200.0,2017-12-01,1,21 Savage,0
2,23,23,29,21 Savage,Bank Account,73,spotify:track:2fQrGHiQOvpL9UgPvtYy6G,"Slaughter Gang, LLC/Epic Records",47,98,24,294267,2018-01-04,1,2018,2018-01-04,1515024000.0,2018-01-01,1,21 Savage,0
2,24,24,30,21 Savage,Bank Account,85,spotify:track:2fQrGHiQOvpL9UgPvtYy6G,"Slaughter Gang, LLC/Epic Records",47,73,25,274570,2018-01-11,2,2018,2018-01-11,1515628800.0,2018-01-01,1,21 Savage,0
2,25,25,31,21 Savage,Bank Account,90,spotify:track:2fQrGHiQOvpL9UgPvtYy6G,"Slaughter Gang, LLC/Epic Records",47,85,26,266059,2018-01-18,3,2018,2018-01-18,1516233600.0,2018-01-01,1,21 Savage,0
2,26,26,32,21 Savage,Bank Account,100,spotify:track:2fQrGHiQOvpL9UgPvtYy6G,"Slaughter Gang, LLC/Epic Records",47,90,27,260530,2018-01-25,4,2018,2018-01-25,1516838400.0,2018-01-01,1,21 Savage,0
2,27,27,33,21 Savage,Bank Account,107,spotify:track:2fQrGHiQOvpL9UgPvtYy6G,"Slaughter Gang, LLC/Epic Records",47,100,28,243661,2018-02-01,5,2018,2018-02-01,1517443200.0,2018-02-01,1,21 Savage,0
2,28,28,34,21 Savage,Bank Account,97,spotify:track:2fQrGHiQOvpL9UgPvtYy6G,"Slaughter Gang, LLC/Epic Records",47,107,29,264419,2018-02-08,6,2018,2018-02-08,1518048000.0,2018-02-01,1,21 Savage,0
2,29,29,35,21 Savage,Bank Account,101,spotify:track:2fQrGHiQOvpL9UgPvtYy6G,"Slaughter Gang, LLC/Epic Records",47,97,30,264212,2018-02-15,7,2018,2018-02-15,1518652800.0,2018-02-01,1,21 Savage,0
2,30,30,36,21 Savage,Bank Account,103,spotify:track:2fQrGHiQOvpL9UgPvtYy6G,"Slaughter Gang, LLC/Epic Records",47,101,31,263611,2018-02-22,8,2018,2018-02-22,1519257600.0,2018-02-01,1,21 Savage,0
2,31,31,37,21 Savage,Bank Account,99,spotify:track:2fQrGHiQOvpL9UgPvtYy6G,"Slaughter Gang, LLC/Epic Records",47,103,32,262075,2018-03-01,9,2018,2018-03-01,1519862400.0,2018-03-01,1,21 Savage,0
2,32,32,38,21 Savage,Bank Account,101,spotify:track:2fQrGHiQOvpL9UgPvtYy6G,"Slaughter Gang, LLC/Epic Records",47,99,33,258723,2018-03-08,10,2018,2018-03-08,1520467200.0,2018-03-01,1,21 Savage,0
2,33,33,39,21 Savage,Bank Account,103,spotify:track:2fQrGHiQOvpL9UgPvtYy6G,"Slaughter Gang, LLC/Epic Records",47,101,34,250440,2018-03-15,11,2018,2018-03-15,1521072000.0,2018-03-01,1,21 Savage,0
2,34,34,40,21 Savage,Bank Account,121,spotify:track:2fQrGHiQOvpL9UgPvtYy6G,"Slaughter Gang, LLC/Epic Records",47,103,35,235206,2018-03-22,12,2018,2018-03-22,1521676800.0,2018-03-01,1,21 Savage,0
2,35,35,41,21 Savage,Bank Account,122,spotify:track:2fQrGHiQOvpL9UgPvtYy6G,"Slaughter Gang, LLC/Epic Records",47,121,36,222086,2018-03-29,13,2018,2018-03-29,1522281600.0,2018-03-01,1,21 Savage,0
2,36,36,42,21 Savage,Bank Account,133,spotify:track:2fQrGHiQOvpL9UgPvtYy6G,"Slaughter Gang, LLC/Epic Records",47,122,37,198240,2018-04-05,14,2018,2018-04-05,1522886400.0,2018-04-01,1,21 Savage,0
2,37,37,43,21 Savage,Bank Account,146,spotify:track:2fQrGHiQOvpL9UgPvtYy6G,"Slaughter Gang, LLC/Epic Records",47,133,38,194805,2018-04-12,15,2018,2018-04-12,1523491200.0,2018-04-01,1,21 Savage,0
2,38,38,44,21 Savage,Bank Account,164,spotify:track:2fQrGHiQOvpL9UgPvtYy6G,"Slaughter Gang, LLC/Epic Records",47,146,39,183556,2018-04-19,16,2018,2018-04-19,1524096000.0,2018-04-01,1,21 Savage,0
2,39,39,45,21 Savage,Bank Account,185,spotify:track:2fQrGHiQOvpL9UgPvtYy6G,"Slaughter Gang, LLC/Epic Records",47,164,40,175883,2018-04-26,17,2018,2018-04-26,1524700800.0,2018-04-01,1,21 Savage,0
2,40,40,46,21 Savage,Bank Account,190,spotify:track:2fQrGHiQOvpL9UgPvtYy6G,"Slaughter Gang, LLC/Epic Records",47,-1,41,170649,2018-05-10,19,2018,2018-05-10,1525910400.0,2018-05-01,1,21 Savage,0
2,41,41,47,21 Savage,Bank Account,191,spotify:track:2fQrGHiQOvpL9UgPvtYy6G,"Slaughter Gang, LLC/Epic Records",47,190,42,171795,2018-05-17,20,2018,2018-05-17,1526515200.0,2018-05-01,1,21 Savage,0
3,0,0,49,21 Savage,a lot,130,spotify:track:2t8yVaLvJ0RenpXUIAC52d,"Slaughter Gang, LLC/Epic Records",130,-1,1,325922,2018-12-27,52,2018,2018-12-27,1545868800.0,2018-12-01,1,21 Savage,0
3,1,1,51,21 Savage,a lot,99,spotify:track:2t8yVaLvJ0RenpXUIAC52d,"Slaughter Gang, LLC/Epic Records",99,130,2,273389,2019-01-03,1,2019,2019-01-03,1546473600.0,2019-01-01,1,21 Savage,0
4,0,0,48,21 Savage,monster,117,spotify:track:2FUNBaa5DwItJtYEBgAblU,"Slaughter Gang, LLC/Epic Records",117,-1,1,339591,2018-12-27,52,2018,2018-12-27,1545868800.0,2018-12-01,1,21 Savage,0
4,1,1,50,21 Savage,monster,54,spotify:track:2FUNBaa5DwItJtYEBgAblU,"Slaughter Gang, LLC/Epic Records",54,117,2,370646,2019-01-03,1,2019,2019-01-03,1546473600.0,2019-01-01,1,21 Savage,0
5,0,0,16,"21 Savage, Offset, Metro Boomin, Travis Scott",Ghostface Killers (feat. Travis Scott),75,spotify:track:5u6vkDnOyaf8LsteDAj2ub,"Slaughter Gang, LLC/Epic/Quality Control Music/Motown/Capitol/Boominati Worldwide/Republic",75,-1,1,298627,2017-11-09,45,2017,2017-11-09,1510185600.0,2017-11-01,2,21 Savage,0
5,1,1,18,"21 Savage, Offset, Metro Boomin, Travis Scott",Ghostface Killers (feat. Travis Scott),110,spotify:track:5u6vkDnOyaf8LsteDAj2ub,"Slaughter Gang, LLC/Epic/Quality Control Music/Motown/Capitol/Boominati Worldwide/Republic",75,75,2,225061,2017-11-16,46,2017,2017-11-16,1510790400.0,2017-11-01,2,21 Savage,0
5,2,2,20,"21 Savage, Offset, Metro Boomin, Travis Scott",Ghostface Killers (feat. Travis Scott),122,spotify:track:5u6vkDnOyaf8LsteDAj2ub,"Slaughter Gang, LLC/Epic/Quality Control Music/Motown/Capitol/Boominati Worldwide/Republic",75,110,3,193043,2017-11-23,47,2017,2017-11-23,1511395200.0,2017-11-01,2,21 Savage,0
5,3,3,22,"21 Savage, Offset, Metro Boomin, Travis Scott",Ghostface Killers (feat. Travis Scott),133,spotify:track:5u6vkDnOyaf8LsteDAj2ub,"Slaughter Gang, LLC/Epic/Quality Control Music/Motown/Capitol/Boominati Worldwide/Republic",75,122,4,181766,2017-11-30,48,2017,2017-11-30,1512000000.0,2017-11-01,2,21 Savage,0
5,4,4,24,"21 Savage, Offset, Metro Boomin, Travis Scott",Ghostface Killers (feat. Travis Scott),166,spotify:track:5u6vkDnOyaf8LsteDAj2ub,"Slaughter Gang, LLC/Epic/Quality Control Music/Motown/Capitol/Boominati Worldwide/Republic",75,133,5,169411,2017-12-07,49,2017,2017-12-07,1512604800.0,2017-12-01,2,21 Savage,0
5,5,5,25,"21 Savage, Offset, Metro Boomin, Travis Scott",Ghostface Killers (feat. Travis Scott),195,spotify:track:5u6vkDnOyaf8LsteDAj2ub,"Slaughter Gang, LLC/Epic/Quality Control Music/Motown/Capitol/Boominati Worldwide/Republic",75,166,6,159787,2017-12-14,50,2017,2017-12-14,1513209600.0,2017-12-01,2,21 Savage,0
6,0,0,23,5 Seconds of Summer,Ghost Of You,189,spotify:track:1MhXdlCQPnO56T57MfmaRm,Capitol,189,-1,1,178442,2018-06-21,25,2018,2018-06-21,1529539200.0,2018-06-01,1,5 Seconds of Summer,0
7,0,0,22,5 Seconds of Summer,Lie To Me,141,spotify:track:3567eNX2L3RkkMkwspncMH,Capitol,141,-1,1,213403,2018-06-21,25,2018,2018-06-21,1529539200.0,2018-06-01,1,5 Seconds of Summer,0
8,0,0,21,5 Seconds of Summer,Moving Along,178,spotify:track:4UQajPk0EPvbwWTl0fYi4C,Capitol,178,-1,1,184988,2018-06-21,25,2018,2018-06-21,1529539200.0,2018-06-01,1,5 Seconds of Summer,0
9,0,0,20,5 Seconds of Summer,Talk Fast,196,spotify:track:1pMrGc8rMC5qx0zMak8tkd,Capitol,196,-1,1,175265,2018-06-21,25,2018,2018-06-21,1529539200.0,2018-06-01,1,5 Seconds of Summer,0
10,0,0,19,5 Seconds of Summer,Valentine,105,spotify:track:19hh7DkfRBrpRGYfKlw7jb,Capitol,105,-1,1,257938,2018-06-21,25,2018,2018-06-21,1529539200.0,2018-06-01,1,5 Seconds of Summer,0
10,1,1,35,5 Seconds of Summer,Valentine,131,spotify:track:19hh7DkfRBrpRGYfKlw7jb,Capitol,105,-1,2,236826,2018-09-13,37,2018,2018-09-13,1536796800.0,2018-09-01,1,5 Seconds of Summer,0
10,2,2,37,5 Seconds of Summer,Valentine,82,spotify:track:19hh7DkfRBrpRGYfKlw7jb,Capitol,82,131,3,305592,2018-09-20,38,2018,2018-09-20,1537401600.0,2018-09-01,1,5 Seconds of Summer,0
10,3,3,39,5 Seconds of Summer,Valentine,163,spotify:track:19hh7DkfRBrpRGYfKlw7jb,Capitol,82,82,4,203149,2018-09-27,39,2018,2018-09-27,1538006400.0,2018-09-01,1,5 Seconds of Summer,0
11,0,0,0,5 Seconds of Summer,Want You Back,51,spotify:track:2Pvr8rYuh5J8V7QglJhH6W,Capitol,51,-1,1,450940,2018-03-01,9,2018,2018-03-01,1519862400.0,2018-03-01,1,5 Seconds of Summer,0
11,1,1,1,5 Seconds of Summer,Want You Back,52,spotify:track:2Pvr8rYuh5J8V7QglJhH6W,Capitol,51,51,2,435465,2018-03-08,10,2018,2018-03-08,1520467200.0,2018-03-01,1,5 Seconds of Summer,0
11,2,2,2,5 Seconds of Summer,Want You Back,60,spotify:track:2Pvr8rYuh5J8V7QglJhH6W,Capitol,51,52,3,381162,2018-03-15,11,2018,2018-03-15,1521072000.0,2018-03-01,1,5 Seconds of Summer,0
11,3,3,3,5 Seconds of Summer,Want You Back,71,spotify:track:2Pvr8rYuh5J8V7QglJhH6W,Capitol,51,60,4,347558,2018-03-22,12,2018,2018-03-22,1521676800.0,2018-03-01,1,5 Seconds of Summer,0
11,4,4,4,5 Seconds of Summer,Want You Back,93,spotify:track:2Pvr8rYuh5J8V7QglJhH6W,Capitol,51,71,5,281950,2018-03-29,13,2018,2018-03-29,1522281600.0,2018-03-01,1,5 Seconds of Summer,0
11,5,5,5,5 Seconds of Summer,Want You Back,96,spotify:track:2Pvr8rYuh5J8V7QglJhH6W,Capitol,51,93,6,250601,2018-04-05,14,2018,2018-04-05,1522886400.0,2018-04-01,1,5 Seconds of Summer,0
11,6,6,6,5 Seconds of Summer,Want You Back,101,spotify:track:2Pvr8rYuh5J8V7QglJhH6W,Capitol,51,96,7,249593,2018-04-12,15,2018,2018-04-12,1523491200.0,2018-04-01,1,5 Seconds of Summer,0
11,7,7,8,5 Seconds of Summer,Want You Back,154,spotify:track:2Pvr8rYuh5J8V7QglJhH6W,Capitol,51,101,8,188718,2018-04-19,16,2018,2018-04-19,1524096000.0,2018-04-01,1,5 Seconds of Summer,0
11,8,8,17,5 Seconds of Summer,Want You Back,127,spotify:track:2vHfabj6nFebekTYODqntl,Capitol,51,-1,9,228843,2018-06-21,25,2018,2018-06-21,1529539200.0,2018-06-01,1,5 Seconds of Summer,0
12,0,0,7,5 Seconds of Summer,Youngblood,53,spotify:track:55S2PQgSMYAhgoTCcGCDfw,Capitol,53,-1,1,417167,2018-04-19,16,2018,2018-04-19,1524096000.0,2018-04-01,1,5 Seconds of Summer,1
12,1,1,9,5 Seconds of Summer,Youngblood,18,spotify:track:55S2PQgSMYAhgoTCcGCDfw,Capitol,18,53,2,746471,2018-04-26,17,2018,2018-04-26,1524700800.0,2018-04-01,1,5 Seconds of Summer,1
12,2,2,10,5 Seconds of Summer,Youngblood,17,spotify:track:55S2PQgSMYAhgoTCcGCDfw,Capitol,17,18,3,865541,2018-05-03,18,2018,2018-05-03,1525305600.0,2018-05-01,1,5 Seconds of Summer,1
12,3,3,11,5 Seconds of Summer,Youngblood,10,spotify:track:55S2PQgSMYAhgoTCcGCDfw,Capitol,10,17,4,1013314,2018-05-10,19,2018,2018-05-10,1525910400.0,2018-05-01,1,5 Seconds of Summer,1
12,4,4,12,5 Seconds of Summer,Youngblood,5,spotify:track:55S2PQgSMYAhgoTCcGCDfw,Capitol,5,10,5,1253479,2018-05-17,20,2018,2018-05-17,1526515200.0,2018-05-01,1,5 Seconds of Summer,1
12,5,5,13,5 Seconds of Summer,Youngblood,3,spotify:track:55S2PQgSMYAhgoTCcGCDfw,Capitol,3,5,6,1551717,2018-05-24,21,2018,2018-05-24,1527120000.0,2018-05-01,1,5 Seconds of Summer,1
12,6,6,14,5 Seconds of Summer,Youngblood,1,spotify:track:55S2PQgSMYAhgoTCcGCDfw,Capitol,1,3,7,1996786,2018-05-31,22,2018,2018-05-31,1527724800.0,2018-05-01,1,5 Seconds of Summer,1
12,7,7,15,5 Seconds of Summer,Youngblood,1,spotify:track:55S2PQgSMYAhgoTCcGCDfw,Capitol,1,1,8,2120898,2018-06-07,23,2018,2018-06-07,1528329600.0,2018-06-01,1,5 Seconds of Summer,1
12,8,8,16,5 Seconds of Summer,Youngblood,1,spotify:track:55S2PQgSMYAhgoTCcGCDfw,Capitol,1,1,9,2010112,2018-06-14,24,2018,2018-06-14,1528934400.0,2018-06-01,1,5 Seconds of Summer,1
12,9,9,18,5 Seconds of Summer,Youngblood,1,spotify:track:2iUXsYOEPhVqEBwsqP70rE,Capitol,1,1,10,2177086,2018-06-21,25,2018,2018-06-21,1529539200.0,2018-06-01,1,5 Seconds of Summer,1
12,10,10,24,5 Seconds of Summer,Youngblood,1,spotify:track:2iUXsYOEPhVqEBwsqP70rE,Capitol,1,1,11,1969208,2018-06-28,26,2018,2018-06-28,1530144000.0,2018-06-01,1,5 Seconds of Summer,1
12,11,11,25,5 Seconds of Summer,Youngblood,1,spotify:track:2iUXsYOEPhVqEBwsqP70rE,Capitol,1,1,12,1739430,2018-07-05,27,2018,2018-07-05,1530748800.0,2018-07-01,1,5 Seconds of Summer,1
12,12,12,26,5 Seconds of Summer,Youngblood,2,spotify:track:2iUXsYOEPhVqEBwsqP70rE,Capitol,1,1,13,1691534,2018-07-12,28,2018,2018-07-12,1531353600.0,2018-07-01,1,5 Seconds of Summer,1
12,13,13,27,5 Seconds of Summer,Youngblood,2,spotify:track:2iUXsYOEPhVqEBwsqP70rE,Capitol,1,2,14,1728261,2018-07-19,29,2018,2018-07-19,1531958400.0,2018-07-01,1,5 Seconds of Summer,1
12,14,14,28,5 Seconds of Summer,Youngblood,3,spotify:track:2iUXsYOEPhVqEBwsqP70rE,Capitol,1,2,15,1604923,2018-07-26,30,2018,2018-07-26,1532563200.0,2018-07-01,1,5 Seconds of Summer,1
12,15,15,29,5 Seconds of Summer,Youngblood,4,spotify:track:2iUXsYOEPhVqEBwsqP70rE,Capitol,1,3,16,1518764,2018-08-02,31,2018,2018-08-02,1533168000.0,2018-08-01,1,5 Seconds of Summer,1
12,16,16,30,5 Seconds of Summer,Youngblood,5,spotify:track:2iUXsYOEPhVqEBwsqP70rE,Capitol,1,4,17,1433908,2018-08-09,32,2018,2018-08-09,1533772800.0,2018-08-01,1,5 Seconds of Summer,1
12,17,17,31,5 Seconds of Summer,Youngblood,5,spotify:track:2iUXsYOEPhVqEBwsqP70rE,Capitol,1,5,18,1384769,2018-08-16,33,2018,2018-08-16,1534377600.0,2018-08-01,1,5 Seconds of Summer,1
12,18,18,32,5 Seconds of Summer,Youngblood,8,spotify:track:2iUXsYOEPhVqEBwsqP70rE,Capitol,1,5,19,1297019,2018-08-23,34,2018,2018-08-23,1534982400.0,2018-08-01,1,5 Seconds of Summer,1
12,19,19,33,5 Seconds of Summer,Youngblood,8,spotify:track:2iUXsYOEPhVqEBwsqP70rE,Capitol,1,8,20,1212858,2018-08-30,35,2018,2018-08-30,1535587200.0,2018-08-01,1,5 Seconds of Summer,1
