main_artist,track_name,trackAppearanceCount,artistAppearanceCount,rank,peak_rank,previous_rank,weeks_on_chart,streams,ArtistCount,isTopTen,rank difference,Max Streams per Song,Min Streams per Song,Total Streams per Song,Mean Streams per Song,Min Position per Song,Artist Song Count,MaxMin Difference Position,MaxMin Difference Streams,MaxMin Ratio Position,MaxMin Ratio Streams,Labels
Frank Ocean,Pink + White,35,56,93,68,68,37,76497,1,0,25,82954,,,,,,,,,,1
Frank Ocean,Pink + White,36,57,76,68,93,38,82954,1,0,-17,82954,,,,,,,,,,1
Future,WAIT FOR U (feat. Drake & Tems),60,224,43,1,44,62,103733,3,1,-1,107823,,,,,,,,,,3
Future,WAIT FOR U (feat. Drake & Tems),61,225,37,1,43,63,100732,3,1,-6,107823,,,,,,,,,,3
Future,WAIT FOR U (feat. Drake & Tems),62,226,33,1,37,64,105760,3,1,-4,107823,,,,,,,,,,3
Future,WAIT FOR U (feat. Drake & Tems),63,227,34,1,33,65,101075,3,1,1,107823,,,,,,,,,,3
Future,WAIT FOR U (feat. Drake & Tems),64,228,53,1,34,66,105867,3,1,19,107823,,,,,,,,,,3
Future,WAIT FOR U (feat. Drake & Tems),65,229,46,1,53,67,107823,3,1,-7,107823,,,,,,,,,,3
Giveon,Heartbreak Anniversary,118,307,188,3,185,120,47559,1,1,3,50071,,,,,,,,,,1
Giveon,Heartbreak Anniversary,119,308,181,3,188,121,44668,1,1,-7,50071,,,,,,,,,,1
Giveon,Heartbreak Anniversary,120,309,159,3,181,122,46497,1,1,-22,50071,,,,,,,,,,1
Giveon,Heartbreak Anniversary,121,310,174,3,159,123,46044,1,1,15,50071,,,,,,,,,,1
Giveon,Heartbreak Anniversary,122,311,183,3,174,124,48881,1,1,9,50071,,,,,,,,,,1
Giveon,Heartbreak Anniversary,123,313,194,3,183,125,50071,1,1,11,50071,,,,,,,,,,1
Giveon,Lost Me,21,312,194,19,-1,22,47191,1,0,17,47191,,,,,,,,,,1
Glass Animals,Heat Waves,129,129,111,5,87,131,63895,1,1,24,63895,,,,,,,,,,1
Glass Animals,Heat Waves,130,130,104,5,111,132,58770,1,1,-7,63895,,,,,,,,,,1
Glass Animals,Heat Waves,131,131,113,5,104,133,56154,1,1,9,63895,,,,,,,,,,1
Glass Animals,Heat Waves,132,132,111,5,113,134,55992,1,1,-2,63895,,,,,,,,,,1
Glass Animals,Heat Waves,133,133,141,5,111,135,56955,1,1,30,63895,,,,,,,,,,1
Glass Animals,Heat Waves,134,134,142,5,141,136,58527,1,1,1,63895,,,,,,,,,,1
Glenn Jones,All for You,15,15,142,132,144,17,53642,1,0,-2,63258,,,,,,,,,,1
Glenn Jones,All for You,16,16,140,132,142,18,50425,1,0,-2,63258,,,,,,,,,,1
Glenn Jones,All for You,17,17,134,132,140,19,50323,1,0,-6,63258,,,,,,,,,,1
Glenn Jones,All for You,18,18,126,126,134,20,52243,1,0,-8,63258,,,,,,,,,,1
Glenn Jones,All for You,19,19,148,126,126,21,54050,1,0,22,63258,,,,,,,,,,1
Glenn Jones,All for You,20,20,127,126,148,22,63258,1,0,-21,63258,,,,,,,,,,1
Gunna,fukumean,2,104,8,8,8,3,224672,1,1,0,271718,,,,,,,,,,0
Gunna,fukumean,3,105,6,6,8,4,242981,1,1,-2,271718,,,,,,,,,,0
Gunna,fukumean,4,106,5,5,6,5,271718,1,1,-1,271718,,,,,,,,,,0
Gunna,fukumean,5,107,5,5,5,6,271656,1,1,0,271718,,,,,,,,,,0
Gunna,fukumean,6,108,9,5,5,7,270335,1,1,4,271718,,,,,,,,,,0
Gunna,fukumean,7,109,7,5,9,8,271717,1,1,-2,271718,,,,,,,,,,0
H.E.R.,Could've Been (feat. Bryson Tiller),54,85,199,77,-1,56,46053,2,0,-1,46053,,,,,,,,,,1
H.E.R.,Could've Been (feat. Bryson Tiller),55,86,189,77,199,57,43984,2,0,-10,46053,,,,,,,,,,1
H.E.R.,Could've Been (feat. Bryson Tiller),56,87,193,77,189,58,42296,2,0,4,46053,,,,,,,,,,1
H.E.R.,Could've Been (feat. Bryson Tiller),57,88,193,77,193,59,44163,2,0,0,46053,,,,,,,,,,1
Harry Styles,As It Was,64,431,85,1,78,66,73547,1,1,7,73547,,,,,,,,,,1
Harry Styles,As It Was,65,432,78,1,85,67,68896,1,1,-7,73547,,,,,,,,,,1
Harry Styles,As It Was,66,433,81,1,78,68,67120,1,1,3,73547,,,,,,,,,,1
Harry Styles,As It Was,67,434,88,1,81,69,65833,1,1,7,73547,,,,,,,,,,1
Harry Styles,As It Was,68,435,114,1,88,70,64114,1,1,26,73547,,,,,,,,,,1
Harry Styles,As It Was,69,436,113,1,114,71,67032,1,1,-1,73547,,,,,,,,,,1
Ice Beats Slide,JAGERMEISTER,24,34,105,14,121,26,64503,1,0,-16,64503,,,,,,,,,,1
Ice Beats Slide,JAGERMEISTER,25,35,130,14,105,27,52097,1,0,25,64503,,,,,,,,,,1
Ice Beats Slide,JAGERMEISTER,26,36,157,14,130,28,47649,1,0,27,64503,,,,,,,,,,1
Ice Beats Slide,JAGERMEISTER,27,37,166,14,157,29,46787,1,0,9,64503,,,,,,,,,,1
Ice Beats Slide,JAGERMEISTER,28,38,199,14,-1,30,49322,1,0,33,64503,,,,,,,,,,1
Ice Spice,Deli,1,24,73,56,56,2,89568,1,0,17,92956,,,,,,,,,,1
Ice Spice,Deli,2,26,64,56,73,3,92956,1,0,-9,92956,,,,,,,,,,1
Ice Spice,Princess Diana (with Nicki Minaj),10,19,79,19,70,12,75016,1,0,9,75016,,,,,,,,,,1
Ice Spice,Princess Diana (with Nicki Minaj),11,20,89,19,79,13,65159,1,0,10,75016,,,,,,,,,,1
Ice Spice,Princess Diana (with Nicki Minaj),12,21,90,19,89,14,62970,1,0,1,75016,,,,,,,,,,1
Ice Spice,Princess Diana (with Nicki Minaj),13,23,72,19,90,15,72353,1,0,-18,75016,,,,,,,,,,1
Ice Spice,Princess Diana (with Nicki Minaj),14,25,113,19,72,16,65282,1,0,41,75016,,,,,,,,,,1
Ice Spice,Princess Diana (with Nicki Minaj),15,27,121,19,113,17,64878,1,0,8,75016,,,,,,,,,,1
Iniko,Jericho,8,8,152,70,127,10,52107,1,0,25,52107,,,,,,,,,,1
Iniko,Jericho,9,9,179,70,152,11,44784,1,0,27,52107,,,,,,,,,,1
Iniko,Jericho,10,10,164,70,179,12,46230,1,0,-15,52107,,,,,,,,,,1
Iniko,Jericho,11,11,182,70,164,13,45088,1,0,18,52107,,,,,,,,,,1
Inkabi Zezwe,Khaya Lami,6,37,177,15,177,8,49253,1,0,0,53594,,,,,,,,,,1
Inkabi Zezwe,Khaya Lami,7,40,198,15,177,9,43477,1,0,21,53594,,,,,,,,,,1
Inkabi Zezwe,Khaya Lami,8,43,120,15,198,10,53594,1,0,-78,53594,,,,,,,,,,1
Inkabi Zezwe,Khaya Lami,9,46,152,15,120,11,48483,1,0,32,53594,,,,,,,,,,1
Inkabi Zezwe,Khaya Lami,10,49,188,15,152,12,48070,1,0,36,53594,,,,,,,,,,1
Inkabi Zezwe,Sayona,5,36,86,51,113,7,72216,1,0,-27,86148,,,,,,,,,,1
Inkabi Zezwe,Sayona,6,39,80,51,86,8,68426,1,0,-6,86148,,,,,,,,,,1
Inkabi Zezwe,Sayona,7,42,61,51,80,9,77326,1,0,-19,86148,,,,,,,,,,1
Inkabi Zezwe,Sayona,8,45,69,51,61,10,74533,1,0,8,86148,,,,,,,,,,1
Inkabi Zezwe,Sayona,9,48,77,51,69,11,86148,1,0,8,86148,,,,,,,,,,1
Inkabi Zezwe,Sayona,10,51,77,51,77,12,82290,1,0,0,86148,,,,,,,,,,1
Inkabi Zezwe,Umbayimbayi,13,35,16,1,14,15,172252,1,1,2,172252,,,,,,,,,,3
Inkabi Zezwe,Umbayimbayi,14,38,15,1,16,16,152621,1,1,-1,172252,,,,,,,,,,3
Inkabi Zezwe,Umbayimbayi,15,41,15,1,15,17,145763,1,1,0,172252,,,,,,,,,,3
Inkabi Zezwe,Umbayimbayi,16,44,17,1,15,18,130137,1,1,2,172252,,,,,,,,,,3
Inkabi Zezwe,Umbayimbayi,17,47,32,1,17,19,138289,1,1,15,172252,,,,,,,,,,3
Inkabi Zezwe,Umbayimbayi,18,50,27,1,32,20,131271,1,1,-5,172252,,,,,,,,,,3
J Hus,Who Told You (feat. Drake),3,3,108,46,62,4,64112,2,0,46,64112,,,,,,,,,,1
J Hus,Who Told You (feat. Drake),4,4,132,46,108,5,51965,2,0,24,64112,,,,,,,,,,1
J Hus,Who Told You (feat. Drake),5,5,104,46,132,6,57760,2,0,-28,64112,,,,,,,,,,1
J Hus,Who Told You (feat. Drake),6,6,115,46,104,7,55523,2,0,11,64112,,,,,,,,,,1
J Hus,Who Told You (feat. Drake),7,7,186,46,115,8,48384,2,0,71,64112,,,,,,,,,,1
J. Cole,Love Yourz,19,513,106,93,122,21,64422,1,0,-16,64422,,,,,,,,,,1
J. Cole,Love Yourz,20,516,101,93,106,22,59529,1,0,-5,64422,,,,,,,,,,1
J. Cole,Love Yourz,21,520,108,93,101,23,57095,1,0,7,64422,,,,,,,,,,1
J. Cole,Love Yourz,22,525,103,93,108,24,59044,1,0,-5,64422,,,,,,,,,,1
J. Cole,Love Yourz,23,530,125,93,103,25,60527,1,0,22,64422,,,,,,,,,,1
J. Cole,Love Yourz,24,534,135,93,125,26,60606,1,0,10,64422,,,,,,,,,,1
J. Cole,MIDDLE CHILD,116,511,99,2,107,118,66326,1,1,-8,66326,,,,,,,,,,1
J. Cole,MIDDLE CHILD,117,517,103,2,99,119,58974,1,1,4,66326,,,,,,,,,,1
J. Cole,MIDDLE CHILD,118,521,114,2,103,120,56030,1,1,11,66326,,,,,,,,,,1
J. Cole,MIDDLE CHILD,119,526,109,2,114,121,57357,1,1,-5,66326,,,,,,,,,,1
J. Cole,MIDDLE CHILD,120,531,131,2,109,122,59330,1,1,22,66326,,,,,,,,,,1
J. Cole,MIDDLE CHILD,121,535,136,2,131,123,60289,1,1,5,66326,,,,,,,,,,1
J. Cole,No Role Modelz,140,510,44,39,43,142,102958,1,0,1,102958,,,,,,,,,,3
J. Cole,No Role Modelz,141,514,43,39,44,143,95228,1,0,-1,102958,,,,,,,,,,3
J. Cole,No Role Modelz,142,518,51,39,43,144,88719,1,0,8,102958,,,,,,,,,,3
J. Cole,No Role Modelz,143,523,47,39,51,145,91426,1,0,-4,102958,,,,,,,,,,3
J. Cole,No Role Modelz,144,528,67,39,47,146,94078,1,0,20,102958,,,,,,,,,,3
J. Cole,No Role Modelz,145,532,53,39,67,147,101446,1,0,-14,102958,,,,,,,,,,3
J. Cole,Wet Dreamz,64,512,102,91,108,66,66216,1,0,-6,66216,,,,,,,,,,1
J. Cole,Wet Dreamz,65,515,99,91,102,67,59794,1,0,-3,66216,,,,,,,,,,1
J. Cole,Wet Dreamz,66,519,107,91,99,68,57633,1,0,8,66216,,,,,,,,,,1
J. Cole,Wet Dreamz,67,524,98,91,107,69,60828,1,0,-9,66216,,,,,,,,,,1
J. Cole,Wet Dreamz,68,529,119,91,98,70,62619,1,0,21,66216,,,,,,,,,,1
J. Cole,Wet Dreamz,69,533,119,91,119,71,65876,1,0,0,66216,,,,,,,,,,1
J. Cole,Work Out,1,527,197,196,196,2,43705,1,0,1,43705,,,,,,,,,,1
JVKE,golden hour,39,39,183,58,173,41,48267,1,0,10,48267,,,,,,,,,,1
JVKE,golden hour,40,40,177,58,183,42,45255,1,0,-6,48267,,,,,,,,,,1
JVKE,golden hour,41,41,195,58,177,43,41892,1,0,18,48267,,,,,,,,,,1
Jain,Makeba,3,3,151,129,129,4,52132,1,0,22,52132,,,,,,,,,,1
Jain,Makeba,4,4,174,129,151,5,45950,1,0,23,52132,,,,,,,,,,1
James Arthur,Say You Won't Let Go,269,329,167,85,161,272,50732,1,0,6,54253,,,,,,,,,,1
James Arthur,Say You Won't Let Go,270,330,148,85,167,273,49169,1,0,-19,54253,,,,,,,,,,1
James Arthur,Say You Won't Let Go,271,331,143,85,148,274,48744,1,0,-5,54253,,,,,,,,,,1
James Arthur,Say You Won't Let Go,272,332,137,85,143,275,50158,1,0,-6,54253,,,,,,,,,,1
James Arthur,Say You Won't Let Go,273,333,156,85,137,276,52284,1,0,19,54253,,,,,,,,,,1
James Arthur,Say You Won't Let Go,274,334,167,85,156,277,54253,1,0,11,54253,,,,,,,,,,1
Jamie Fine,If Anything's Left,13,13,110,73,97,15,64034,1,0,13,65916,,,,,,,,,,1
Jamie Fine,If Anything's Left,14,14,98,73,110,16,60993,1,0,-12,65916,,,,,,,,,,1
Jamie Fine,If Anything's Left,15,15,89,73,98,17,63705,1,0,-9,65916,,,,,,,,,,1
Jamie Fine,If Anything's Left,16,16,91,73,89,18,65008,1,0,2,65916,,,,,,,,,,1
Jamie Fine,If Anything's Left,17,17,110,73,91,19,65916,1,0,19,65916,,,,,,,,,,1
Jamie Fine,If Anything's Left,18,18,126,73,110,20,63644,1,0,16,65916,,,,,,,,,,1
Jimmy Maradona,Wena Wa Pallwa (feat. Ch'cco & LeeMcKrazy),1,1,15,15,26,2,141422,3,0,-11,171916,,,,,,,,,,3
Jimmy Maradona,Wena Wa Pallwa (feat. Ch'cco & LeeMcKrazy),2,2,26,15,15,3,155111,3,0,11,171916,,,,,,,,,,3
Jimmy Maradona,Wena Wa Pallwa (feat. Ch'cco & LeeMcKrazy),3,3,14,14,26,4,171916,3,0,-12,171916,,,,,,,,,,3
Joyous Celebration,Ndenzel' Uncedo Hymn 377 - Live,17,18,154,107,183,19,52070,1,0,-29,56347,,,,,,,,,,1
Joyous Celebration,Ndenzel' Uncedo Hymn 377 - Live,18,19,164,107,154,20,46938,1,0,10,56347,,,,,,,,,,1
Joyous Celebration,Ndenzel' Uncedo Hymn 377 - Live,19,20,152,107,164,21,48074,1,0,-12,56347,,,,,,,,,,1
Joyous Celebration,Ndenzel' Uncedo Hymn 377 - Live,20,21,133,107,152,22,51071,1,0,-19,56347,,,,,,,,,,1
Joyous Celebration,Ndenzel' Uncedo Hymn 377 - Live,21,22,143,107,133,23,56347,1,0,10,56347,,,,,,,,,,1
Joyous Celebration,Ndenzel' Uncedo Hymn 377 - Live,22,23,161,107,143,24,54857,1,0,18,56347,,,,,,,,,,1
Juice WRLD,Lucid Dreams,233,885,197,5,-1,235,46495,1,1,-3,46495,,,,,,,,,,1
Juice WRLD,Lucid Dreams,234,886,183,5,197,236,44450,1,1,-14,46495,,,,,,,,,,1
Jung Kook,Seven (feat. Latto) (Explicit Ver.),1,5,21,11,11,2,116332,2,0,10,116332,,,,,,,,,,1
Jung Kook,Seven (feat. Latto) (Explicit Ver.),2,6,60,11,21,3,99199,2,0,39,116332,,,,,,,,,,1
Jung Kook,Seven (feat. Latto) (Explicit Ver.),3,7,68,11,60,4,91408,2,0,8,116332,,,,,,,,,,1
Justin Bieber,Ghost,90,457,181,21,175,92,48953,1,0,6,48953,,,,,,,,,,1
Justin Bieber,Ghost,91,458,173,21,181,93,46012,1,0,-8,48953,,,,,,,,,,1
Justin Bieber,Ghost,92,459,172,21,173,94,44420,1,0,-1,48953,,,,,,,,,,1
Justin Bieber,Ghost,93,460,175,21,172,95,45912,1,0,3,48953,,,,,,,,,,1
Justin Bieber,Ghost,94,461,198,21,175,96,46788,1,0,23,48953,,,,,,,,,,1
K.O,SETE (feat. Young Stunna & Blxckie),44,48,54,1,58,46,93954,3,1,-4,93954,,,,,,,,,,1
K.O,SETE (feat. Young Stunna & Blxckie),45,49,61,1,54,47,79011,3,1,7,93954,,,,,,,,,,1
K.O,SETE (feat. Young Stunna & Blxckie),46,50,68,1,61,48,71627,3,1,7,93954,,,,,,,,,,1
K.O,SETE (feat. Young Stunna & Blxckie),47,51,67,1,68,49,75822,3,1,-1,93954,,,,,,,,,,1
K.O,SETE (feat. Young Stunna & Blxckie),48,52,97,1,67,50,74568,3,1,30,93954,,,,,,,,,,1
K.O,SETE (feat. Young Stunna & Blxckie),49,53,81,1,97,51,80265,3,1,-16,93954,,,,,,,,,,1
Kabza De Small,Abalele,91,769,135,1,148,93,55225,1,1,-13,55301,,,,,,,,,,1
Kabza De Small,Abalele,92,774,144,1,135,94,50022,1,1,9,55301,,,,,,,,,,1
Kabza De Small,Abalele,93,777,150,1,144,95,48125,1,1,6,55301,,,,,,,,,,1
Kabza De Small,Abalele,94,783,184,1,150,96,44989,1,1,34,55301,,,,,,,,,,1
Kabza De Small,Abalele,95,786,160,1,184,97,51678,1,1,-24,55301,,,,,,,,,,1
Kabza De Small,Abalele,96,791,159,1,160,98,55301,1,1,-1,55301,,,,,,,,,,1
Kabza De Small,Asibe Happy,65,771,178,1,-1,66,49070,1,1,9,55458,,,,,,,,,,1
Kabza De Small,Asibe Happy,66,775,170,1,178,67,46395,1,1,-8,55458,,,,,,,,,,1
Kabza De Small,Asibe Happy,67,779,169,1,170,68,45007,1,1,-1,55458,,,,,,,,,,1
Kabza De Small,Asibe Happy,68,782,181,1,169,69,45134,1,1,12,55458,,,,,,,,,,1
Kabza De Small,Asibe Happy,69,787,163,1,181,70,51556,1,1,-18,55458,,,,,,,,,,1
Kabza De Small,Asibe Happy,70,789,156,1,163,71,55458,1,1,-7,55458,,,,,,,,,,1
Kabza De Small,Khusela (feat. Msaki),56,770,139,5,158,58,54861,2,1,-19,55423,,,,,,,,,,1
Kabza De Small,Khusela (feat. Msaki),57,773,141,5,139,59,50401,2,1,2,55423,,,,,,,,,,1
Kabza De Small,Khusela (feat. Msaki),58,778,151,5,141,60,48090,2,1,10,55423,,,,,,,,,,1
Kabza De Small,Khusela (feat. Msaki),59,781,159,5,151,61,47779,2,1,8,55423,,,,,,,,,,1
Kabza De Small,Khusela (feat. Msaki),60,785,153,5,159,62,52696,2,1,-6,55423,,,,,,,,,,1
Kabza De Small,Khusela (feat. Msaki),61,790,157,5,153,63,55423,2,1,4,55423,,,,,,,,,,1
Kabza De Small,"Nana Thula (feat. Njelic, Young Stunna, Nkosazana Daughter & Xolani Guitars)",5,768,7,6,6,7,227801,3,1,1,227801,,,,,,,,,,0
Kabza De Small,"Nana Thula (feat. Njelic, Young Stunna, Nkosazana Daughter & Xolani Guitars)",6,772,9,6,7,8,201618,3,1,2,227801,,,,,,,,,,0
Kabza De Small,"Nana Thula (feat. Njelic, Young Stunna, Nkosazana Daughter & Xolani Guitars)",7,776,10,6,9,9,204814,3,1,1,227801,,,,,,,,,,0
Kabza De Small,"Nana Thula (feat. Njelic, Young Stunna, Nkosazana Daughter & Xolani Guitars)",8,780,10,6,10,10,189383,3,1,0,227801,,,,,,,,,,0
Kabza De Small,"Nana Thula (feat. Njelic, Young Stunna, Nkosazana Daughter & Xolani Guitars)",9,784,16,6,10,11,200164,3,1,6,227801,,,,,,,,,,0
Kabza De Small,"Nana Thula (feat. Njelic, Young Stunna, Nkosazana Daughter & Xolani Guitars)",10,788,11,6,16,12,213822,3,1,-5,227801,,,,,,,,,,0
Kali Uchis,Moonlight,6,23,176,163,-1,8,45452,1,0,2,45452,,,,,,,,,,1
Kali Uchis,Moonlight,7,24,183,163,176,9,43002,1,0,7,45452,,,,,,,,,,1
Kali Uchis,Moonlight,8,25,187,163,183,10,44566,1,0,4,45452,,,,,,,,,,1
Kaliii,Area Codes,1,1,63,25,51,9,86393,1,0,12,86393,,,,,,,,,,1
Kaliii,Area Codes,2,2,70,25,63,10,71854,1,0,7,86393,,,,,,,,,,1
Kaliii,Area Codes,3,3,91,25,70,11,62745,1,0,21,86393,,,,,,,,,,1
Kaliii,Area Codes,4,4,106,25,91,12,58038,1,0,15,86393,,,,,,,,,,1
Kaliii,Area Codes,5,5,145,25,106,13,54966,1,0,39,86393,,,,,,,,,,1
Kaliii,Area Codes,6,6,152,25,145,14,56517,1,0,7,86393,,,,,,,,,,1
Kanye West,Heartless,6,295,186,115,-1,7,44168,1,0,-14,44168,,,,,,,,,,1
Kanye West,Heartless,7,296,197,115,186,8,41822,1,0,11,44168,,,,,,,,,,1
Kaylow,24 Hours,4,4,12,2,11,5,182210,1,1,1,182210,,,,,,,,,,3
Kaylow,24 Hours,5,5,14,2,12,6,153418,1,1,2,182210,,,,,,,,,,3
Kaylow,24 Hours,6,6,17,2,14,7,136716,1,1,3,182210,,,,,,,,,,3
Kaylow,24 Hours,7,7,16,2,17,8,131754,1,1,-1,182210,,,,,,,,,,3
Kaylow,24 Hours,8,8,38,2,16,9,128056,1,1,22,182210,,,,,,,,,,3
Kaylow,24 Hours,9,9,25,2,38,10,137524,1,1,-13,182210,,,,,,,,,,3
Kelvin Momo,Izono,28,190,122,12,124,30,59366,1,0,-2,59366,,,,,,,,,,1
Kelvin Momo,Izono,29,192,128,12,122,31,52418,1,0,6,59366,,,,,,,,,,1
Kelvin Momo,Izono,30,194,137,12,128,32,49599,1,0,9,59366,,,,,,,,,,1
Kelvin Momo,Izono,31,196,161,12,137,33,47334,1,0,24,59366,,,,,,,,,,1
Kelvin Momo,Izono,32,198,159,12,161,34,51766,1,0,-2,59366,,,,,,,,,,1
Kelvin Momo,Izono,33,200,165,12,159,35,54400,1,0,6,59366,,,,,,,,,,1
Kelvin Momo,Sukakude,28,189,25,7,25,30,137697,1,1,0,138704,,,,,,,,,,3
Kelvin Momo,Sukakude,29,191,23,7,25,31,124804,1,1,-2,138704,,,,,,,,,,3
Kelvin Momo,Sukakude,30,193,23,7,23,32,118760,1,1,0,138704,,,,,,,,,,3
Kelvin Momo,Sukakude,31,195,22,7,23,33,115542,1,1,-1,138704,,,,,,,,,,3
Kelvin Momo,Sukakude,32,197,41,7,22,34,123727,1,1,19,138704,,,,,,,,,,3
Kelvin Momo,Sukakude,33,199,23,7,41,35,138704,1,1,-18,138704,,,,,,,,,,3
Kendrick Lamar,All The Stars (with SZA),48,334,200,4,-1,50,46001,1,1,73,46001,,,,,,,,,,1
Kendrick Lamar,All The Stars (with SZA),49,339,199,4,-1,51,41555,1,1,-1,46001,,,,,,,,,,1
Kendrick Lamar,All The Stars (with SZA),50,342,188,4,199,52,44421,1,1,-11,46001,,,,,,,,,,1
Kendrick Lamar,LOVE. FEAT. ZACARI.,40,333,103,74,116,42,65524,1,0,-13,65524,,,,,,,,,,1
Kendrick Lamar,LOVE. FEAT. ZACARI.,41,336,105,74,103,43,57593,1,0,2,65524,,,,,,,,,,1
Kendrick Lamar,LOVE. FEAT. ZACARI.,42,338,109,74,105,44,56816,1,0,4,65524,,,,,,,,,,1
Kendrick Lamar,LOVE. FEAT. ZACARI.,43,341,97,74,109,45,60948,1,0,-12,65524,,,,,,,,,,1
Kendrick Lamar,LOVE. FEAT. ZACARI.,44,344,123,74,97,46,60783,1,0,26,65524,,,,,,,,,,1
Kendrick Lamar,LOVE. FEAT. ZACARI.,45,346,128,74,123,47,63047,1,0,5,65524,,,,,,,,,,1
Kendrick Lamar,Money Trees,61,332,67,49,59,63,83810,1,0,8,83810,,,,,,,,,,1
Kendrick Lamar,Money Trees,62,335,65,49,67,64,75630,1,0,-2,83810,,,,,,,,,,1
Kendrick Lamar,Money Trees,63,337,70,49,65,65,71058,1,0,5,83810,,,,,,,,,,1
Kendrick Lamar,Money Trees,64,340,71,49,70,66,72693,1,0,1,83810,,,,,,,,,,1
Kendrick Lamar,Money Trees,65,343,99,49,71,67,72782,1,0,28,83810,,,,,,,,,,1
Kendrick Lamar,Money Trees,66,345,89,49,99,68,76195,1,0,-10,83810,,,,,,,,,,1
Khanyisa,SUKA,3,18,18,10,12,4,169588,1,1,6,169588,,,,,,,,,,3
Khanyisa,SUKA,4,19,20,10,18,5,138162,1,1,2,169588,,,,,,,,,,3
Khanyisa,SUKA,5,20,24,10,20,6,117445,1,1,4,169588,,,,,,,,,,3
Khanyisa,SUKA,6,21,29,10,24,7,109644,1,1,5,169588,,,,,,,,,,3
Khanyisa,SUKA,7,22,49,10,29,8,111356,1,1,20,169588,,,,,,,,,,3
Khanyisa,SUKA,8,23,45,10,49,9,109715,1,1,-4,169588,,,,,,,,,,3
Kharishma,Matome,4,4,138,138,154,5,54973,1,0,-16,54973,,,,,,,,,,1
Kharishma,Matome,5,5,157,138,138,6,48158,1,0,19,54973,,,,,,,,,,1
Kharishma,Matome,6,6,154,138,157,7,47868,1,0,-3,54973,,,,,,,,,,1
Kharishma,Matome,7,7,169,138,154,8,46372,1,0,15,54973,,,,,,,,,,1
Kharishma,Matome,8,8,169,138,169,9,50311,1,0,0,54973,,,,,,,,,,1
Kharishma,Matome,9,9,182,138,169,10,51658,1,0,13,54973,,,,,,,,,,1
King Monada,AYE KUWA (feat. CK THE DJ),32,45,193,10,176,34,46968,2,1,17,46968,,,,,,,,,,1
King Monada,LEMENEMENE,12,44,114,46,109,14,63134,1,0,5,63134,,,,,,,,,,1
King Monada,LEMENEMENE,13,46,117,46,114,15,54960,1,0,3,63134,,,,,,,,,,1
King Monada,LEMENEMENE,14,47,112,46,117,16,56322,1,0,-5,63134,,,,,,,,,,1
King Monada,LEMENEMENE,15,48,144,46,112,17,49610,1,0,32,63134,,,,,,,,,,1
King Monada,LEMENEMENE,16,49,175,46,144,18,49707,1,0,31,63134,,,,,,,,,,1
King Monada,LEMENEMENE,17,50,189,46,175,19,50570,1,0,14,63134,,,,,,,,,,1
Lady Amar,Hamba Juba,18,18,5,1,3,20,302417,1,1,2,302417,,,,,,,,,,0
Lady Amar,Hamba Juba,19,19,5,1,5,21,263274,1,1,0,302417,,,,,,,,,,0
Lady Amar,Hamba Juba,20,20,7,1,5,22,241860,1,1,2,302417,,,,,,,,,,0
Lady Amar,Hamba Juba,21,21,7,1,7,23,217210,1,1,0,302417,,,,,,,,,,0
Lady Amar,Hamba Juba,22,22,14,1,7,24,223227,1,1,7,302417,,,,,,,,,,0
Lady Amar,Hamba Juba,23,23,8,1,14,25,237922,1,1,-6,302417,,,,,,,,,,0
Lewis Capaldi,Before You Go,159,463,169,25,174,161,50371,1,0,-5,50371,,,,,,,,,,1
Lewis Capaldi,Before You Go,160,465,169,25,169,162,46410,1,0,0,50371,,,,,,,,,,1
Lewis Capaldi,Before You Go,161,467,162,25,169,163,46327,1,0,-7,50371,,,,,,,,,,1
Lewis Capaldi,Before You Go,162,469,167,25,162,164,46662,1,0,5,50371,,,,,,,,,,1
Lewis Capaldi,Before You Go,163,471,172,25,167,165,50061,1,0,5,50371,,,,,,,,,,1
Lewis Capaldi,Before You Go,164,473,191,25,172,166,50285,1,0,19,50371,,,,,,,,,,1
Lewis Capaldi,Someone You Loved,232,462,75,7,71,234,77564,1,1,4,77564,,,,,,,,,,1
Lewis Capaldi,Someone You Loved,233,464,73,7,75,235,71337,1,1,-2,77564,,,,,,,,,,1
Lewis Capaldi,Someone You Loved,234,466,71,7,73,236,70804,1,1,-2,77564,,,,,,,,,,1
Lewis Capaldi,Someone You Loved,235,468,75,7,71,237,71417,1,1,4,77564,,,,,,,,,,1
Lewis Capaldi,Someone You Loved,236,470,100,7,75,238,72317,1,1,25,77564,,,,,,,,,,1
Lewis Capaldi,Someone You Loved,237,472,93,7,100,239,74454,1,1,-7,77564,,,,,,,,,,1
Libianca,People,27,39,21,5,18,29,150537,1,1,3,150537,,,,,,,,,,3
Libianca,People,28,40,21,5,21,30,131946,1,1,0,150537,,,,,,,,,,3
Libianca,People,29,41,21,5,21,31,125755,1,1,0,150537,,,,,,,,,,3
Libianca,People,30,42,19,5,21,32,123061,1,1,-2,150537,,,,,,,,,,3
Libianca,People,31,43,36,5,19,33,130773,1,1,17,150537,,,,,,,,,,3
Libianca,People,32,44,29,5,36,34,128001,1,1,-7,150537,,,,,,,,,,3
Lil Baby,Drip Too Hard (Lil Baby & Gunna),87,207,129,41,141,90,58123,1,0,-12,58123,,,,,,,,,,1
