main_artist,track_name,trackAppearanceCount,artistAppearanceCount,rank,peak_rank,previous_rank,weeks_on_chart,streams,ArtistCount,isTopTen,rank difference,Max Streams per Song,Min Streams per Song,Total Streams per Song,Mean Streams per Song,Min Position per Song,Artist Song Count,MaxMin Difference Position,MaxMin Difference Streams,MaxMin Ratio Position,MaxMin Ratio Streams,Labels
Burna Boy,Last Last,61,210,38,1,53,63,97070,1,1,-15,100092,50148.0,320833.0,53472.166666666664,112.0,6.0,62.0,9119.0,1.5535714285714286,1.181841748424663,3
Burna Boy,Last Last,62,212,68,1,38,64,93409,1,1,30,100092,68188.0,440287.0,73381.16666666667,64.0,6.0,44.0,13262.0,1.6875,1.1944916994192527,3
Burna Boy,Last Last,63,214,63,1,68,65,93185,1,1,-5,100092,68743.0,449556.0,74926.0,66.0,6.0,25.0,11336.0,1.378787878787879,1.1649040629591376,3
Busta 929,Uyavala,1,232,15,15,26,2,172478,1,0,-11,172478,56490.0,359561.0,59926.833333333336,103.0,6.0,29.0,9153.0,1.2815533980582525,1.1620286776420605,3
Busta 929,Uyavala,2,233,18,15,15,3,141707,1,0,3,172478,101939.0,669036.0,111506.0,31.0,6.0,16.0,16696.0,1.5161290322580645,1.163784223898606,3
Busta 929,Uyavala,3,234,16,15,18,4,138218,1,0,-2,172478,77856.0,493957.0,82326.16666666667,56.0,6.0,31.0,15133.0,1.5535714285714286,1.1943716605014385,3
Busta 929,Uyavala,4,235,18,15,16,5,127859,1,0,2,172478,43071.0,87166.0,43583.0,181.0,2.0,14.0,1024.0,1.0773480662983426,1.0237746975923476,3
Busta 929,Uyavala,5,236,30,15,18,6,141174,1,0,12,172478,75511.0,508595.0,84765.83333333333,52.0,6.0,42.0,18178.0,1.8076923076923077,1.240733138218273,3
Busta 929,Uyavala,6,237,19,15,30,7,152827,1,0,-11,172478,104134.0,699412.0,116568.66666666667,24.0,6.0,21.0,33965.0,1.875,1.3261662857472103,3
Casswell P,Mangihlale,6,6,77,40,76,8,75357,1,0,1,75357,101114.0,101114.0,101114.0,54.0,1.0,0.0,0.0,1.0,1.0,1
Casswell P,Mangihlale,7,7,120,40,77,9,54139,1,0,43,75357,184078.0,1329872.0,221645.33333333334,4.0,6.0,13.0,123612.0,4.25,1.6715196818739881,1
Casswell P,Mangihlale,8,8,138,40,120,10,49268,1,0,18,75357,83445.0,602058.0,100343.0,22.0,6.0,58.0,55623.0,3.6363636363636362,1.6665827790760381,1
Casswell P,Mangihlale,9,9,173,40,138,11,46087,1,0,35,75357,58035.0,391861.0,65310.166666666664,74.0,6.0,53.0,20727.0,1.7162162162162162,1.3571465494959938,1
Casswell P,Mangihlale,10,10,193,40,173,12,47323,1,0,20,75357,72378.0,395095.0,79019.0,52.0,5.0,47.0,16467.0,1.9038461538461537,1.2275138854348007,1
Central Cee,Doja,34,48,147,20,178,35,52518,1,0,-31,52518,43402.0,92099.0,46049.5,144.0,2.0,54.0,5295.0,1.375,1.1219989862218331,1
Central Cee,Doja,35,49,131,20,147,36,52088,1,0,-16,52518,96691.0,884641.0,147440.16666666666,9.0,6.0,32.0,104415.0,4.555555555555555,2.079883339711038,1
Central Cee,Doja,36,50,163,20,131,37,46266,1,0,32,52518,43093.0,144490.0,48163.333333333336,130.0,3.0,50.0,13576.0,1.3846153846153846,1.3150395655906992,1
Central Cee,Doja,37,51,142,20,163,38,49746,1,0,-21,52518,49706.0,49706.0,49706.0,174.0,1.0,0.0,0.0,1.0,1.0,1
Central Cee,Doja,38,52,179,20,142,39,49131,1,0,37,52518,82221.0,430793.0,86158.6,45.0,5.0,38.0,11387.0,1.8444444444444446,1.1384925992143127,1
Central Cee,Doja,39,53,180,20,179,40,51746,1,0,1,52518,64146.0,399204.0,66534.0,81.0,6.0,35.0,6573.0,1.4320987654320987,1.1024693667570853,1
Chris Brown,Under The Influence,66,403,53,2,48,68,95368,1,1,5,95368,52823.0,343005.0,57167.5,110.0,6.0,27.0,9314.0,1.2454545454545454,1.1763247070404936,3
Chris Brown,Under The Influence,67,404,51,2,53,69,89911,1,1,-2,95368,52454.0,52454.0,52454.0,126.0,1.0,0.0,0.0,1.0,1.0,3
Chris Brown,Under The Influence,68,405,55,2,51,70,83614,1,1,4,95368,92690.0,613551.0,102258.5,34.0,6.0,20.0,18481.0,1.588235294117647,1.199385046930629,3
Chris Brown,Under The Influence,69,406,54,2,55,71,86254,1,1,-1,95368,49602.0,260176.0,65044.0,62.0,4.0,83.0,37145.0,2.338709677419355,1.748860933026894,3
Chris Brown,Under The Influence,70,407,78,2,54,72,86121,1,1,24,95368,60107.0,447759.0,74626.5,40.0,6.0,84.0,46437.0,3.1,1.772572246161013,3
Chris Brown,Under The Influence,71,408,67,2,78,73,91861,1,1,-11,95368,44309.0,220386.0,55096.5,93.0,4.0,98.0,24088.0,2.053763440860215,1.5436367329436458,3
ChubbyCheeks,Kuyabongwa,1,1,111,111,123,2,56727,1,0,-12,60035,65761.0,426582.0,71097.0,65.0,6.0,46.0,14178.0,1.7076923076923076,1.215598911208771,1
ChubbyCheeks,Kuyabongwa,2,2,118,111,111,3,54822,1,0,7,60035,41580.0,161743.0,53914.333333333336,120.0,3.0,78.0,20386.0,1.65,1.4902837902837902,1
ChubbyCheeks,Kuyabongwa,3,3,130,111,118,4,59655,1,0,12,60035,58918.0,376117.0,62686.166666666664,89.0,6.0,51.0,12299.0,1.5730337078651686,1.2087477511117146,1
ChubbyCheeks,Kuyabongwa,4,4,138,111,130,5,60035,1,0,8,60035,109303.0,694102.0,115683.66666666667,26.0,6.0,25.0,21712.0,1.9615384615384615,1.1986404764736558,1
DJ Maphorisa,"Shona Kwelanga (feat. Mawhoo, Da Muziqal Chef & Kabza De Small)",16,299,42,19,41,34,105177,3,0,1,120116,52361.0,336039.0,56006.5,101.0,6.0,53.0,8353.0,1.5247524752475248,1.1595271289700348,3
DJ Maphorisa,"Shona Kwelanga (feat. Mawhoo, Da Muziqal Chef & Kabza De Small)",17,300,42,19,42,35,95426,3,0,0,120116,46251.0,247609.0,49521.8,136.0,5.0,37.0,6856.0,1.2720588235294117,1.148234632764697,3
DJ Maphorisa,"Shona Kwelanga (feat. Mawhoo, Da Muziqal Chef & Kabza De Small)",18,301,44,19,42,36,95415,3,0,2,120116,45245.0,188494.0,47123.5,159.0,4.0,22.0,3794.0,1.1383647798742138,1.0838545695656978,3
DJ Maphorisa,"Shona Kwelanga (feat. Mawhoo, Da Muziqal Chef & Kabza De Small)",19,302,49,19,44,37,90535,3,0,5,120116,49918.0,331280.0,55213.333333333336,117.0,6.0,28.0,8824.0,1.2393162393162394,1.1767699026403302,3
DJ Maphorisa,"Shona Kwelanga (feat. Mawhoo, Da Muziqal Chef & Kabza De Small)",20,303,58,19,49,38,102446,3,0,9,120116,44105.0,242051.0,48410.2,133.0,5.0,61.0,11988.0,1.4586466165413534,1.2718059176964063,3
DJ Maphorisa,"Shona Kwelanga (feat. Mawhoo, Da Muziqal Chef & Kabza De Small)",21,304,34,19,58,39,120116,3,0,-24,120116,50581.0,327992.0,54665.333333333336,117.0,6.0,29.0,8008.0,1.2478632478632479,1.1583203179059332,3
DJ Stokie,Awukhuzeki,2,50,45,45,172,3,102244,1,0,-127,448211,77899.0,487953.0,81325.5,55.0,6.0,34.0,12295.0,1.6181818181818182,1.1578325780818752,0
DJ Stokie,Awukhuzeki,3,51,11,11,45,4,174295,1,0,-34,448211,110853.0,701438.0,116906.33333333333,25.0,6.0,15.0,13498.0,1.6,1.121764859769244,0
DJ Stokie,Awukhuzeki,1,53,3,3,6,6,331600,1,1,-3,448211,47800.0,151900.0,50633.333333333336,115.0,3.0,43.0,7755.0,1.373913043478261,1.1622384937238495,0
DJ Stokie,Awukhuzeki,2,54,2,2,3,7,389564,1,1,-1,448211,201545.0,1339937.0,223322.83333333334,8.0,6.0,4.0,35773.0,1.5,1.177493859932025,0
DJ Stokie,Awukhuzeki,3,55,2,2,2,8,448211,1,1,0,448211,42799.0,275681.0,45946.833333333336,186.0,6.0,11.0,6908.0,1.0591397849462365,1.161405640318699,0
Daniel Caesar,Best Part (feat. H.E.R.),195,229,162,83,162,197,51188,2,0,0,53822,43065.0,89157.0,44578.5,198.0,2.0,2.0,3027.0,1.0101010101010102,1.0702890978753048,1
Daniel Caesar,Best Part (feat. H.E.R.),196,231,153,83,162,198,48714,2,0,-9,53822,120161.0,834637.0,139106.16666666666,14.0,6.0,23.0,54171.0,2.642857142857143,1.4508201496325763,1
Daniel Caesar,Best Part (feat. H.E.R.),197,233,156,83,153,199,47782,2,0,3,53822,48932.0,324411.0,54068.5,115.0,6.0,47.0,14120.0,1.4086956521739131,1.2885637210823184,1
Daniel Caesar,Best Part (feat. H.E.R.),198,235,134,83,156,200,51036,2,0,-22,53822,146582.0,979272.0,163212.0,11.0,6.0,14.0,37270.0,2.272727272727273,1.254260413966244,1
Daniel Caesar,Best Part (feat. H.E.R.),199,237,157,83,134,201,51842,2,0,23,53822,91249.0,581703.0,96950.5,40.0,6.0,16.0,12165.0,1.4,1.1333165294962138,1
Daniel Caesar,Best Part (feat. H.E.R.),200,239,170,83,157,202,53822,2,0,13,53822,52917.0,348869.0,58144.833333333336,109.0,6.0,24.0,11190.0,1.2201834862385321,1.2114632348772607,1
Daniel Caesar,Get You (feat. Kali Uchis),24,228,136,119,166,26,55190,2,0,-30,57403,46376.0,302430.0,50405.0,150.0,6.0,15.0,8942.0,1.1,1.1928152492668622,1
Daniel Caesar,Get You (feat. Kali Uchis),25,230,137,119,136,27,50697,2,0,1,57403,59153.0,374595.0,62432.5,87.0,6.0,35.0,5717.0,1.4022988505747127,1.0966476763646815,1
Daniel Caesar,Get You (feat. Kali Uchis),26,232,124,119,137,28,52631,2,0,-13,57403,97534.0,622147.0,103691.16666666667,33.0,6.0,31.0,21187.0,1.9393939393939394,1.2172268132138537,1
Daniel Caesar,Get You (feat. Kali Uchis),27,234,120,119,124,29,54235,2,0,-4,57403,96892.0,500748.0,100149.6,35.0,5.0,27.0,6528.0,1.7714285714285714,1.0673739834042026,1
Daniel Caesar,Get You (feat. Kali Uchis),28,236,147,119,120,30,54258,2,0,27,57403,52105.0,52105.0,52105.0,153.0,1.0,0.0,0.0,1.0,1.0,1
Daniel Caesar,Get You (feat. Kali Uchis),29,238,146,119,147,31,57403,2,0,-1,57403,49168.0,313264.0,52210.666666666664,119.0,6.0,57.0,7175.0,1.4789915966386555,1.1459282460136675,1
Dave,Sprinter,4,62,6,4,5,5,271651,1,1,1,290577,43819.0,230973.0,46194.6,173.0,5.0,24.0,5953.0,1.138728323699422,1.1358543097742988,0
Dave,Sprinter,5,64,4,4,6,6,277364,1,1,-2,290577,51743.0,348506.0,58084.333333333336,102.0,6.0,55.0,16673.0,1.5392156862745099,1.3222271611618963,0
Dave,Sprinter,6,65,4,4,4,7,275046,1,1,0,290577,277854.0,573227.0,286613.5,5.0,2.0,2.0,17519.0,1.4,1.0630510987784951,0
Dave,Sprinter,7,66,4,4,4,8,290577,1,1,0,290577,46069.0,298496.0,49749.333333333336,131.0,6.0,51.0,7776.0,1.3893129770992367,1.1687902928216372,0
Dave,Sprinter,8,67,8,4,4,9,277577,1,1,4,290577,42055.0,42055.0,42055.0,194.0,1.0,0.0,0.0,1.0,1.0,0
Dave,Sprinter,9,68,6,4,8,10,281422,1,1,-2,290577,47453.0,302369.0,50394.833333333336,135.0,6.0,42.0,7654.0,1.3111111111111111,1.1612964406886814,0
Dave,UK Rap,4,63,195,87,164,5,46722,1,0,31,46722,42780.0,42780.0,42780.0,187.0,1.0,0.0,0.0,1.0,1.0,1
David Guetta,I'm Good (Blue),43,164,83,8,79,45,73944,1,1,4,73944,43766.0,183004.0,45751.0,166.0,4.0,25.0,3310.0,1.1506024096385543,1.0756294840743956,1
David Guetta,I'm Good (Blue),44,165,77,8,83,46,69189,1,1,-6,73944,47877.0,298132.0,49688.666666666664,144.0,6.0,44.0,4948.0,1.3055555555555556,1.1033481630010236,1
David Guetta,I'm Good (Blue),45,166,82,8,77,47,67069,1,1,5,73944,64905.0,413834.0,68972.33333333333,72.0,6.0,39.0,9679.0,1.5416666666666667,1.1491256451737155,1
David Guetta,I'm Good (Blue),46,168,85,8,82,48,67198,1,1,3,73944,45498.0,241004.0,48200.8,151.0,5.0,40.0,6263.0,1.2649006622516556,1.137654402391314,1
David Guetta,I'm Good (Blue),47,169,105,8,85,49,68802,1,1,20,73944,89882.0,596469.0,99411.5,36.0,6.0,23.0,15939.0,1.6388888888888888,1.1773325026145391,1
David Guetta,I'm Good (Blue),48,170,100,8,105,50,71253,1,1,-5,73944,53607.0,338735.0,56455.833333333336,107.0,6.0,42.0,7925.0,1.3925233644859814,1.1478351707799355,1
David Kushner,Daylight,10,10,46,18,38,12,100825,1,0,8,100825,51263.0,321975.0,53662.5,113.0,6.0,59.0,5373.0,1.5221238938053097,1.1048124378206503,3
David Kushner,Daylight,11,11,40,18,46,13,97344,1,0,-6,100825,42699.0,143975.0,47991.666666666664,145.0,3.0,43.0,10030.0,1.296551724137931,1.234900114756786,3
David Kushner,Daylight,12,12,42,18,40,14,96934,1,0,2,100825,43352.0,43352.0,43352.0,199.0,1.0,0.0,0.0,1.0,1.0,3
David Kushner,Daylight,13,13,45,18,42,15,92985,1,0,3,100825,66510.0,66510.0,66510.0,115.0,1.0,0.0,0.0,1.0,1.0,3
David Kushner,Daylight,14,14,69,18,45,16,93032,1,0,24,100825,171840.0,171840.0,171840.0,15.0,1.0,0.0,0.0,1.0,1.0,3
David Kushner,Daylight,15,15,60,18,69,17,98321,1,0,-9,100825,73877.0,73877.0,73877.0,96.0,1.0,0.0,0.0,1.0,1.0,3
Davido,UNAVAILABLE (feat. Musa Keys),12,28,96,73,83,14,66830,2,0,13,67638,67671.0,67671.0,67671.0,110.0,1.0,0.0,0.0,1.0,1.0,1
Davido,UNAVAILABLE (feat. Musa Keys),13,29,86,73,96,15,65792,2,0,-10,67638,139358.0,139358.0,139358.0,22.0,1.0,0.0,0.0,1.0,1.0,1
Davido,UNAVAILABLE (feat. Musa Keys),14,30,80,73,86,16,67638,2,0,-6,67638,70823.0,209993.0,104996.5,31.0,2.0,71.0,68347.0,3.2903225806451615,1.9650396057777841,1
Davido,UNAVAILABLE (feat. Musa Keys),15,31,112,73,80,17,55886,2,0,32,67638,230340.0,230340.0,230340.0,9.0,1.0,0.0,0.0,1.0,1.0,1
Davido,UNAVAILABLE (feat. Musa Keys),16,32,126,73,112,18,60409,2,0,14,67638,52727.0,52727.0,52727.0,175.0,1.0,0.0,0.0,1.0,1.0,1
Davido,UNAVAILABLE (feat. Musa Keys),17,33,144,73,126,19,58001,2,0,18,67638,93535.0,93535.0,93535.0,62.0,1.0,0.0,0.0,1.0,1.0,1
De Mthuda,Sgudi Snyc,4,238,3,3,7,7,338164,1,1,-4,396678,67716.0,67716.0,67716.0,109.0,1.0,0.0,0.0,1.0,1.0,0
De Mthuda,Sgudi Snyc,5,240,2,2,3,8,389999,1,1,-1,396678,59707.0,59707.0,59707.0,139.0,1.0,0.0,0.0,1.0,1.0,0
De Mthuda,Sgudi Snyc,6,242,2,2,2,9,391984,1,1,0,396678,101743.0,101743.0,101743.0,52.0,1.0,0.0,0.0,1.0,1.0,0
De Mthuda,Sgudi Snyc,7,244,2,2,2,10,374941,1,1,0,396678,86950.0,86950.0,86950.0,71.0,1.0,0.0,0.0,1.0,1.0,0
De Mthuda,Sgudi Snyc,8,246,3,2,2,11,387262,1,1,1,396678,75757.0,75757.0,75757.0,91.0,1.0,0.0,0.0,1.0,1.0,0
De Mthuda,Sgudi Snyc,9,248,3,2,3,12,396678,1,1,0,396678,79074.0,79074.0,79074.0,85.0,1.0,0.0,0.0,1.0,1.0,0
De Mthuda,iThuba,1,241,108,108,137,2,56921,1,0,-29,92812,58732.0,375951.0,62658.5,91.0,6.0,44.0,11111.0,1.4835164835164836,1.1891813662058162,1
De Mthuda,iThuba,2,243,93,93,108,3,61155,1,0,-15,92812,478067.0,3302421.0,550403.5,1.0,6.0,0.0,218605.0,1.0,1.4572685418571036,1
De Mthuda,iThuba,3,245,86,86,93,4,67021,1,0,-7,92812,110430.0,777900.0,129650.0,19.0,6.0,25.0,51434.0,2.3157894736842106,1.4657611156388664,1
De Mthuda,iThuba,4,247,81,81,86,5,84358,1,0,-5,92812,82691.0,625908.0,104318.0,26.0,6.0,44.0,54179.0,2.6923076923076925,1.655198268251684,1
De Mthuda,iThuba,5,249,66,66,81,6,92812,1,0,-15,92812,47063.0,248915.0,49783.0,135.0,5.0,61.0,4918.0,1.451851851851852,1.1044982257824618,1
Deejaykgosi,Ngizwile,1,1,79,79,123,2,85367,1,0,-44,100674,69979.0,141115.0,70557.5,103.0,2.0,0.0,1157.0,1.0,1.0165335314880177,1
Deejaykgosi,Ngizwile,2,2,57,57,79,3,100674,1,0,-22,100674,89598.0,581174.0,96862.33333333333,39.0,6.0,32.0,21278.0,1.8205128205128205,1.2374829795307931,1
Dj Jaivane,uLala Kanjani (feat. LeeMcKrazy & Skandisoul),1,1,92,92,108,2,76871,3,0,-16,89552,47651.0,103770.0,51885.0,132.0,2.0,29.0,8468.0,1.2196969696969697,1.1777087574237686,1
Dj Jaivane,uLala Kanjani (feat. LeeMcKrazy & Skandisoul),2,2,70,70,92,3,89552,3,0,-22,89552,45002.0,292697.0,48782.833333333336,163.0,6.0,8.0,9415.0,1.049079754601227,1.2092129238700502,1
Dr Dope,Hamba Wena,1,1,82,82,182,2,67508,1,0,-100,114221,48718.0,259178.0,51835.6,124.0,5.0,60.0,10534.0,1.4838709677419355,1.2162239829221233,1
Dr Dope,Hamba Wena,2,2,76,76,82,3,69281,1,0,-6,114221,47905.0,47905.0,47905.0,160.0,1.0,0.0,0.0,1.0,1.0,1
Dr Dope,Hamba Wena,3,3,55,55,76,4,85317,1,0,-21,114221,48455.0,48455.0,48455.0,153.0,1.0,0.0,0.0,1.0,1.0,1
Dr Dope,Hamba Wena,4,4,63,55,55,5,98158,1,0,8,114221,111272.0,793847.0,132307.83333333334,17.0,6.0,26.0,58613.0,2.5294117647058822,1.5267542598317636,1
Dr Dope,Hamba Wena,5,5,40,40,63,6,114221,1,0,-23,114221,,,,,,,,,,1
Drake,Chicago Freestyle (feat. Giveon),138,1678,104,5,112,140,65230,2,1,-8,65230,,,,,,,,,,1
Drake,Chicago Freestyle (feat. Giveon),139,1685,96,5,104,141,61320,2,1,-8,65230,,,,,,,,,,1
Drake,Chicago Freestyle (feat. Giveon),140,1692,95,5,96,142,60731,2,1,-1,65230,,,,,,,,,,1
Drake,Chicago Freestyle (feat. Giveon),141,1701,104,5,95,143,58986,2,1,9,65230,,,,,,,,,,1
Drake,Chicago Freestyle (feat. Giveon),142,1710,122,5,104,144,60828,2,1,18,65230,,,,,,,,,,1
Drake,Chicago Freestyle (feat. Giveon),143,1720,134,5,122,145,61505,2,1,12,65230,,,,,,,,,,1
Drake,Fair Trade (with Travis Scott),74,1680,163,1,169,76,51167,1,1,-6,54041,,,,,,,,,,1
Drake,Fair Trade (with Travis Scott),75,1687,145,1,163,77,49681,1,1,-18,54041,,,,,,,,,,1
Drake,Fair Trade (with Travis Scott),76,1696,160,1,145,78,46402,1,1,15,54041,,,,,,,,,,1
Drake,Fair Trade (with Travis Scott),77,1704,157,1,160,79,47823,1,1,-3,54041,,,,,,,,,,1
Drake,Fair Trade (with Travis Scott),78,1712,149,1,157,80,54041,1,1,-8,54041,,,,,,,,,,1
Drake,Fair Trade (with Travis Scott),79,1721,177,1,149,81,52481,1,1,28,54041,,,,,,,,,,1
Drake,Jimmy Cooks (feat. 21 Savage),53,1676,78,1,80,55,75054,2,1,-2,77356,,,,,,,,,,1
Drake,Jimmy Cooks (feat. 21 Savage),54,1683,68,1,78,56,73654,2,1,-10,77356,,,,,,,,,,1
Drake,Jimmy Cooks (feat. 21 Savage),55,1690,75,1,68,57,69741,2,1,7,77356,,,,,,,,,,1
Drake,Jimmy Cooks (feat. 21 Savage),56,1698,76,1,75,58,71363,2,1,1,77356,,,,,,,,,,1
Drake,Jimmy Cooks (feat. 21 Savage),57,1706,96,1,76,59,74608,2,1,20,77356,,,,,,,,,,1
Drake,Jimmy Cooks (feat. 21 Savage),58,1714,88,1,96,60,77356,2,1,-8,77356,,,,,,,,,,1
Drake,On The Radar Freestyle,1,1718,112,66,66,2,67405,1,0,46,67405,,,,,,,,,,1
Drake,One Dance,34,1679,128,78,133,112,58157,1,0,-5,61901,,,,,,,,,,1
Drake,One Dance,35,1686,114,78,128,113,55653,1,0,-14,61901,,,,,,,,,,1
Drake,One Dance,36,1694,115,78,114,114,55574,1,0,1,61901,,,,,,,,,,1
Drake,One Dance,37,1702,116,78,115,115,55094,1,0,1,61901,,,,,,,,,,1
Drake,One Dance,38,1711,136,78,116,116,58565,1,0,20,61901,,,,,,,,,,1
Drake,One Dance,39,1719,132,78,136,117,61901,1,0,-4,61901,,,,,,,,,,1
Drake,Rich Flex,33,1675,72,1,67,35,79966,1,1,5,79966,,,,,,,,,,1
Drake,Rich Flex,34,1682,67,1,72,36,75377,1,1,-5,79966,,,,,,,,,,1
Drake,Rich Flex,35,1691,78,1,67,37,68734,1,1,11,79966,,,,,,,,,,1
Drake,Rich Flex,36,1699,82,1,78,38,68496,1,1,4,79966,,,,,,,,,,1
Drake,Rich Flex,37,1708,104,1,82,39,69187,1,1,22,79966,,,,,,,,,,1
Drake,Rich Flex,38,1716,94,1,104,40,74432,1,1,-10,79966,,,,,,,,,,1
Drake,Search & Rescue,11,1674,65,5,60,13,84449,1,1,5,84449,,,,,,,,,,1
Drake,Search & Rescue,12,1681,62,5,65,14,78254,1,1,-3,84449,,,,,,,,,,1
Drake,Search & Rescue,13,1689,67,5,62,15,71645,1,1,5,84449,,,,,,,,,,1
Drake,Search & Rescue,14,1697,73,5,67,16,72336,1,1,6,84449,,,,,,,,,,1
Drake,Search & Rescue,15,1707,102,5,73,17,71688,1,1,29,84449,,,,,,,,,,1
Drake,Search & Rescue,16,1715,90,5,102,18,76167,1,1,-12,84449,,,,,,,,,,1
Drake,Teenage Fever,66,1677,97,70,105,68,66733,1,0,-8,68729,,,,,,,,,,1
Drake,Teenage Fever,67,1684,94,70,97,69,62290,1,0,-3,68729,,,,,,,,,,1
Drake,Teenage Fever,68,1693,98,70,94,70,60101,1,0,4,68729,,,,,,,,,,1
Drake,Teenage Fever,69,1700,93,70,98,71,62577,1,0,-5,68729,,,,,,,,,,1
Drake,Teenage Fever,70,1709,115,70,93,72,64090,1,0,22,68729,,,,,,,,,,1
Drake,Teenage Fever,71,1717,105,70,115,73,68729,1,0,-10,68729,,,,,,,,,,1
Drake,Yebbas Heartbreak,50,1688,175,13,-1,52,45671,1,0,-6,51370,,,,,,,,,,1
Drake,Yebbas Heartbreak,51,1695,148,13,175,53,48223,1,0,-27,51370,,,,,,,,,,1
Drake,Yebbas Heartbreak,52,1703,148,13,148,54,49173,1,0,0,51370,,,,,,,,,,1
Drake,Yebbas Heartbreak,53,1713,192,13,148,55,47463,1,0,44,51370,,,,,,,,,,1
Drake,Yebbas Heartbreak,54,1722,184,13,192,56,51370,1,0,-8,51370,,,,,,,,,,1
Dua Lipa,Dance The Night (From Barbie The Album),1,431,107,92,92,2,68369,1,0,15,73624,,,,,,,,,,1
Dua Lipa,Dance The Night (From Barbie The Album),2,432,97,92,107,3,73624,1,0,-10,73624,,,,,,,,,,1
Ed Sheeran,Shivers,93,1129,148,11,156,95,52440,1,0,-8,52440,,,,,,,,,,1
Ed Sheeran,Shivers,94,1130,136,11,148,96,50814,1,0,-12,52440,,,,,,,,,,1
Ed Sheeran,Shivers,95,1131,135,11,136,97,49951,1,0,-1,52440,,,,,,,,,,1
Ed Sheeran,Shivers,96,1132,136,11,135,98,50381,1,0,1,52440,,,,,,,,,,1
Ed Sheeran,Shivers,97,1133,166,11,136,99,50714,1,0,30,52440,,,,,,,,,,1
Ed Sheeran,Shivers,98,1134,183,11,166,100,51453,1,0,17,52440,,,,,,,,,,1
Elaine,You're the One,82,153,176,12,-1,84,49580,1,0,12,50799,,,,,,,,,,1
Elaine,You're the One,83,154,190,12,176,85,43925,1,0,14,50799,,,,,,,,,,1
Elaine,You're the One,84,155,196,12,-1,86,43889,1,0,6,50799,,,,,,,,,,1
Elaine,You're the One,85,156,186,12,-1,87,50799,1,0,-10,50799,,,,,,,,,,1
Elvirgo,Malume (Nta Swi Byela Mani Revisit),1,3,50,50,60,4,90173,1,0,-10,112677,,,,,,,,,,3
Elvirgo,Malume (Nta Swi Byela Mani Revisit),2,4,32,32,50,5,106839,1,0,-18,112677,,,,,,,,,,3
Elvirgo,Malume (Nta Swi Byela Mani Revisit),3,5,37,32,32,6,100208,1,0,5,112677,,,,,,,,,,3
Elvirgo,Malume (Nta Swi Byela Mani Revisit),4,6,52,32,37,7,106128,1,0,15,112677,,,,,,,,,,3
Elvirgo,Malume (Nta Swi Byela Mani Revisit),5,7,41,32,52,8,112677,1,0,-11,112677,,,,,,,,,,3
Eminem,Mockingbird,36,337,113,52,96,38,63576,1,0,17,63576,,,,,,,,,,1
Eminem,Mockingbird,37,338,100,52,113,39,59745,1,0,-13,63576,,,,,,,,,,1
Eminem,Mockingbird,38,339,116,52,100,40,55339,1,0,16,63576,,,,,,,,,,1
Eminem,Mockingbird,39,340,119,52,116,41,54346,1,0,3,63576,,,,,,,,,,1
Eminem,Mockingbird,40,341,138,52,119,42,58303,1,0,19,63576,,,,,,,,,,1
Eminem,Mockingbird,41,342,131,52,138,43,62065,1,0,-7,63576,,,,,,,,,,1
FIFTY FIFTY,Cupid - Twin Ver.,10,10,143,61,151,12,53598,1,0,-8,53598,,,,,,,,,,1
FIFTY FIFTY,Cupid - Twin Ver.,11,11,149,61,143,13,49127,1,0,6,53598,,,,,,,,,,1
FIFTY FIFTY,Cupid - Twin Ver.,12,12,191,61,149,14,42448,1,0,42,53598,,,,,,,,,,1
Fabolous,Into You (feat. Tamia) - Main Mix,119,119,192,97,-1,120,43884,2,0,-1,43884,,,,,,,,,,1
Fantasia,When I See U,163,163,48,39,53,165,100155,1,0,-5,103738,,,,,,,,,,3
Fantasia,When I See U,164,164,48,39,48,166,92124,1,0,0,103738,,,,,,,,,,3
Fantasia,When I See U,165,165,54,39,48,167,87070,1,0,6,103738,,,,,,,,,,3
Fantasia,When I See U,166,166,43,39,54,168,93154,1,0,-11,103738,,,,,,,,,,3
Fantasia,When I See U,167,167,65,39,43,169,97008,1,0,22,103738,,,,,,,,,,3
Fantasia,When I See U,168,168,48,39,65,170,103738,1,0,-17,103738,,,,,,,,,,3
Focalistic,Khekheleza (Dlala Dlala),1,115,30,17,31,3,128030,1,0,-1,128030,,,,,,,,,,3
Focalistic,Khekheleza (Dlala Dlala),2,116,30,17,30,4,111533,1,0,0,128030,,,,,,,,,,3
Focalistic,Khekheleza (Dlala Dlala),3,117,41,17,30,5,97619,1,0,11,128030,,,,,,,,,,3
Focalistic,Khekheleza (Dlala Dlala),4,118,48,17,41,6,91005,1,0,7,128030,,,,,,,,,,3
Focalistic,Khekheleza (Dlala Dlala),5,119,61,17,48,7,99175,1,0,13,128030,,,,,,,,,,3
Focalistic,Khekheleza (Dlala Dlala),6,120,37,17,61,8,115768,1,0,-24,128030,,,,,,,,,,3
Frank Ocean,Pink + White,31,52,92,92,95,33,68498,1,0,-3,82954,,,,,,,,,,1
Frank Ocean,Pink + White,32,53,83,83,92,34,67039,1,0,-9,82954,,,,,,,,,,1
Frank Ocean,Pink + White,33,54,79,79,83,35,67968,1,0,-4,82954,,,,,,,,,,1
Frank Ocean,Pink + White,34,55,68,68,79,36,74728,1,0,-11,82954,,,,,,,,,,1
