Cluster,Mean squared error,r-squared,method
2,3396.5373352256215,-0.05565728755313426,"few select features, k-means groups and linear regression"
3,3279.6354274466894,-0.01932371053167148,"few select features, k-means groups and linear regression"
1,1895.6136233971781,0.41083576053454285,"few select features, k-means groups and linear regression"
0,3312.3670289627694,-0.0294968222226224,"few select features, k-means groups and linear regression"
2,3014.0360257360717,0.06322563791143665,"all numeric features, k-means groups and linear regression"
3,2717938.9839216033,-843.7462260299308,"all numeric features, k-means groups and linear regression"
1,2114.0501291253177,0.34294482739270693,"all numeric features, k-means groups and linear regression"
0,8036.985640366352,-1.4979270427036386,"all numeric features, k-means groups and linear regression"
