index,End Date,rank difference
7319,2017-11-30,0
7327,2017-09-21,0
7328,2017-09-28,0
7329,2017-10-05,0
7330,2017-10-12,0
7331,2017-10-19,0
7332,2017-10-26,0
7333,2017-11-02,0
7334,2017-11-09,0
7335,2017-11-16,0
7336,2017-11-23,0
7337,2017-11-30,0
7338,2017-12-07,0
7339,2017-12-14,0
7340,2017-12-28,0
7341,2018-01-04,0
7342,2018-01-11,0
7345,2023-01-05,0
7356,2017-01-26,0
7376,2017-10-26,0
7378,2017-11-09,0
7379,2017-11-16,0
7380,2017-11-23,0
7386,2018-01-11,0
7389,2023-01-05,0
7401,2023-01-05,0
7403,2017-01-05,0
7404,2017-12-28,0
7405,2023-01-26,0
7407,2023-01-05,0
7420,2023-01-05,0
7431,2023-01-26,0
7439,2023-01-05,0
7452,2017-10-05,0
7456,2023-01-05,0
7458,2023-01-19,0
7459,2023-01-26,0
7460,2023-02-02,0
7469,2023-01-05,0
7476,2023-01-05,0
7489,2023-02-02,0
7493,2023-03-30,0
7494,2023-03-30,0
7495,2016-12-29,0
7511,2016-12-29,0
7525,2017-08-17,0
7533,2016-12-29,0
7547,2017-02-16,0
7554,2023-02-23,0
7560,2018-01-25,0
7561,2023-01-05,0
7567,2023-01-05,0
7568,2023-01-05,0
7581,2023-01-19,0
7582,2023-03-23,0
7583,2023-01-05,0
7593,2023-01-05,0
7594,2023-01-12,0
7603,2023-03-16,0
7606,2017-10-12,0
7612,2016-12-29,0
7626,2023-02-16,0
7628,2023-02-16,0
7631,2023-02-16,0
7632,2023-01-05,0
7640,2016-12-29,0
7657,2016-12-29,0
7670,2023-02-16,0
7672,2023-02-16,0
7673,2023-02-16,0
7674,2023-02-16,0
7681,2016-12-29,0
7694,2023-02-16,0
7697,2023-02-16,0
7699,2017-10-26,0
7712,2017-08-17,0
7716,2017-09-14,0
7726,2017-11-23,0
7734,2016-12-29,0
7746,2016-12-29,0
7749,2017-01-19,0
7753,2017-02-16,0
7755,2017-03-02,0
7760,2017-01-05,0
7761,2017-08-17,0
7770,2017-10-19,0
7777,2017-08-17,0
7779,2017-08-17,0
7788,2017-10-19,0
7802,2023-01-05,0
7811,2023-03-09,0
7815,2017-08-17,0
7817,2018-01-25,0
7818,2023-01-05,0
7823,2023-02-09,0
7831,2017-01-26,0
7836,2023-01-05,0
7840,2023-01-12,0
7842,2023-01-05,0
7843,2023-01-12,0
7845,2023-01-26,0
7846,2023-02-02,0
7848,2023-02-16,0
7849,2023-02-23,0
7851,2023-03-09,0
7852,2023-03-16,0
7854,2023-03-30,0
7855,2023-01-05,0
7857,2023-01-19,0
7858,2023-01-26,0
7868,2023-01-05,0
7879,2023-01-05,0
7888,2023-01-12,0
7896,2023-03-09,0
7898,2023-03-23,0
7900,2018-01-04,0
7904,2017-08-17,0
7905,2017-08-24,0
7909,2017-09-21,0
7917,2017-11-16,0
7918,2023-01-19,0
7929,2017-02-16,0
7934,2017-03-23,0
7936,2017-08-17,0
7942,2016-12-29,0
7944,2017-01-12,0
7946,2017-01-26,0
7956,2017-02-09,0
7979,2017-11-09,0
7980,2017-11-02,0
7984,2017-11-09,0
7985,2016-12-29,0
7989,2017-09-14,0
8000,2017-11-09,0
8001,2017-11-09,0
8002,2017-11-09,0
8003,2017-11-09,0
8005,2017-11-09,0
8006,2017-10-12,0
8015,2017-11-09,0
8017,2017-11-09,0
8018,2017-01-26,0
8025,2017-09-28,0
8036,2017-11-09,0
8037,2017-09-14,0
8040,2017-10-05,0
8041,2017-10-12,0
8043,2017-10-26,0
8046,2017-11-16,0
8048,2017-11-30,0
8056,2023-02-02,0
8060,2023-01-05,0
8063,2023-01-26,0
8064,2023-02-02,0
8070,2023-03-16,0
8073,2017-11-09,0
8075,2016-12-29,0
8084,2023-01-05,0
8090,2017-01-05,0
8103,2016-12-29,0
8117,2017-11-02,0
8129,2017-03-16,0
8133,2017-08-17,0
8142,2017-08-17,0
8156,2017-11-23,0
8158,2017-10-26,0
8165,2017-12-14,0
8168,2018-01-11,0
8171,2018-01-25,0
8172,2018-01-25,0
8173,2018-01-25,0
8174,2018-01-25,0
8175,2016-12-29,0
8179,2017-08-17,0
8188,2016-12-29,0
8191,2017-01-19,0
8192,2017-01-26,0
8205,2017-09-07,0
8211,2017-10-12,0
8226,2023-01-05,0
8238,2023-01-05,0
8244,2023-01-19,0
8245,2016-12-29,0
8248,2017-01-19,0
8256,2017-03-16,0
8267,2016-12-29,0
8279,2017-08-17,0
8285,2017-09-28,0
8302,2016-12-29,0
8323,2017-10-05,0
8330,2016-12-29,0
8341,2017-03-16,0
8347,2017-02-16,0
8351,2017-12-14,0
8353,2016-12-29,0
8358,2023-01-05,0
8366,2023-03-02,0
8371,2017-01-05,0
8373,2017-01-19,0
8384,2017-08-17,0
8392,2023-01-12,0
8393,2017-08-17,0
8405,2017-01-12,0
8408,2017-02-02,0
8417,2017-01-19,0
8426,2017-03-16,0
8427,2016-12-29,0
8431,2017-01-26,0
8432,2017-02-02,0
8433,2017-02-09,0
8435,2017-02-23,0
8448,2016-12-29,0
8451,2023-01-05,0
8464,2023-01-05,0
8477,2017-11-23,0
8478,2017-11-30,0
8479,2016-12-29,0
8482,2017-01-19,0
8483,2017-01-26,0
8493,2023-01-05,0
8496,2023-01-26,0
8506,2023-01-05,0
8519,2017-03-02,0
8521,2023-02-23,0
8526,2023-01-19,0
8531,2023-02-23,0
8537,2023-01-26,0
8540,2023-02-02,0
8542,2023-02-02,0
8543,2023-03-16,0
8545,2023-03-30,0
8546,2023-01-26,0
8548,2023-01-05,0
8553,2023-03-02,0
8558,2017-09-07,0
8571,2017-09-07,0
8572,2017-09-14,0
8589,2023-03-23,0
8591,2023-01-05,0
8592,2023-01-12,0
8604,2023-01-05,0
8616,2023-03-30,0
8617,2017-11-09,0
8620,2023-03-23,0
8622,2017-12-07,0
8625,2017-12-07,0
8628,2023-02-02,0
8631,2023-03-23,0
8633,2017-10-26,0
8641,2017-12-07,0
8642,2023-01-05,0
8655,2017-08-31,0
8656,2017-09-07,0
8676,2023-01-05,0
8684,2023-03-23,0
8686,2023-01-05,0
8688,2023-03-23,0
8689,2023-03-30,0
8690,2017-12-07,0
8697,2023-01-05,0
8704,2017-12-28,0
8705,2017-01-19,0
8707,2017-02-02,0
8708,2017-02-09,0
8715,2017-03-30,0
8734,2018-01-25,0
8735,2017-02-23,0
8757,2017-12-07,0
8764,2016-12-29,0
8792,2016-12-29,0
8793,2017-01-05,0
8796,2017-01-26,0
8798,2017-02-09,0
8801,2017-03-02,0
8814,2017-10-12,0
8815,2017-10-19,0
8820,2017-11-23,0
8821,2017-11-30,0
8829,2016-12-29,0
8831,2017-01-12,0
8843,2016-12-29,0
8846,2017-01-19,0
8849,2016-12-29,0
8857,2018-01-18,0
8858,2018-01-18,0
8859,2017-12-28,0
8860,2023-02-02,0
8866,2023-01-05,0
8879,2017-01-05,0
8885,2017-10-26,0
8892,2023-01-05,0
8898,2023-02-16,0
8905,2016-12-29,0
8909,2023-01-05,0
8911,2016-12-29,0
8913,2017-09-07,0
8918,2016-12-29,0
8921,2017-01-19,0
8931,2017-03-30,0
8932,2023-01-05,0
8945,2023-03-09,0
8947,2023-01-05,0
8960,2023-01-05,0
8973,2017-01-05,0
8976,2016-12-29,0
8994,2016-12-29,0
9008,2016-12-29,0
9024,2016-12-29,0
9028,2023-01-05,0
9032,2023-02-02,0
9041,2016-12-29,0
9044,2016-12-29,0
9052,2016-12-29,0
9074,2017-01-05,0
9076,2017-08-17,0
9077,2023-03-16,0
9080,2023-03-02,0
9082,2023-01-05,0
9095,2016-12-29,0
9098,2017-01-19,0
9099,2017-01-26,0
9118,2017-10-19,0
9130,2016-12-29,0
9131,2017-01-05,0
9137,2017-02-16,0
9153,2017-10-19,0
9180,2023-01-05,0
9193,2016-12-29,0
9201,2023-01-05,0
9214,2017-01-19,0
9215,2017-01-19,0
9216,2017-01-19,0
9217,2017-01-19,0
9219,2017-01-19,0
9220,2017-08-31,0
9221,2017-02-16,0
9223,2017-08-24,0
9230,2023-01-05,0
9243,2017-01-19,0
9244,2023-01-05,0
9257,2023-01-05,0
9261,2023-02-02,0
9263,2023-02-16,0
9270,2017-10-05,0
9271,2023-01-05,0
9274,2023-01-26,0
9284,2017-01-05,0
9286,2017-08-17,0
9289,2017-09-07,0
9295,2017-10-19,0
9296,2017-10-26,0
9309,2017-01-05,0
9327,2017-09-21,0
9328,2017-09-28,0
9336,2017-11-23,0
9345,2023-02-23,0
9348,2023-01-26,0
9349,2018-01-18,0
9351,2016-12-29,0
9352,2017-01-05,0
9362,2017-03-16,0
9367,2016-12-29,0
9381,2016-12-29,0
9397,2023-01-26,0
9399,2017-01-19,0
9400,2023-01-05,0
9413,2016-12-29,0
9423,2017-12-28,0
9424,2023-02-02,0
9426,2023-02-02,0
9428,2023-02-16,0
9429,2016-12-29,0
9435,2016-12-29,0
9448,2017-03-30,0
9449,2023-01-05,0
9459,2017-08-17,0
9462,2017-09-07,0
9464,2017-09-21,0
9470,2017-11-02,0
9482,2017-12-28,0
9487,2017-08-31,0
9488,2017-08-31,0
9491,2017-08-31,0
9492,2017-08-31,0
9495,2017-08-31,0
9513,2017-08-31,0
9531,2018-01-11,0
9534,2017-03-09,0
9545,2017-10-05,0
9558,2017-02-16,0
9560,2017-08-31,0
9561,2017-08-31,0
9578,2017-08-31,0
9581,2017-08-31,0
9582,2017-08-31,0
9584,2017-09-14,0
9594,2017-11-23,0
9603,2017-11-23,0
9607,2017-09-07,0
9627,2023-01-12,0
9632,2023-02-16,0
9633,2023-02-23,0
9635,2023-03-09,0
9636,2023-03-16,0
9637,2023-03-23,0
9639,2017-09-21,0
9646,2017-11-09,0
9651,2023-02-16,0
9657,2023-03-30,0
9658,2023-03-23,0
9660,2017-08-17,0
9666,2017-09-28,0
9676,2016-12-29,0
9681,2023-03-16,0
9683,2017-09-07,0
9695,2016-12-29,0
9707,2023-01-05,0
9717,2023-02-16,0
9719,2023-03-30,0
9720,2016-12-29,0
9732,2017-03-30,0
9733,2017-09-14,0
9734,2017-09-21,0
9737,2017-10-12,0
9738,2017-10-19,0
9739,2017-10-26,0
9752,2016-12-29,0
9754,2017-01-12,0
9755,2017-01-19,0
9758,2017-02-09,0
9760,2017-02-23,0
9767,2017-08-24,0
9789,2018-01-04,0
9793,2023-01-05,0
9806,2016-12-29,0
9812,2016-12-29,0
9826,2016-12-29,0
9837,2017-03-23,0
9838,2017-02-02,0
9841,2016-12-29,0
9847,2017-03-02,0
9851,2017-03-30,0
9875,2017-08-17,0
9876,2017-08-24,0
9882,2016-12-29,0
9887,2017-02-02,0
9889,2017-02-16,0
9891,2017-03-02,0
9909,2018-01-04,0
9913,2023-02-23,0
9914,2017-08-17,0
9919,2017-08-17,0
9922,2017-09-07,0
9932,2023-01-05,0
9938,2023-02-16,0
9941,2023-03-09,0
9943,2023-03-23,0
9945,2023-01-05,0
9954,2023-03-09,0
9958,2023-01-05,0
9971,2016-12-29,0
9972,2017-01-05,0
9985,2023-03-09,0
