,trackAppearanceCount,artistAppearanceCount,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,End Date,Week,Year,End Date Dt,Seconds since Epoch,End Date Aggregated,ArtistCount,main_artist,isTopTen
1354,5,278,71,spotify:track:1XhaUSmhANVIRtDvs7p2UP,"Burna Boy, Blxst, Kehlani",Solid (feat. Blxst & Kehlani),Spaceship Entertainment Ltd.,16,61,6,31490,2022-08-18,33,2022,2022-08-18,1660780800.0,2022-08-01,3,Burna Boy,0
1355,6,302,107,spotify:track:1XhaUSmhANVIRtDvs7p2UP,"Burna Boy, Blxst, Kehlani",Solid (feat. Blxst & Kehlani),Spaceship Entertainment Ltd.,16,71,7,27312,2022-08-25,34,2022,2022-08-25,1661385600.0,2022-08-01,3,Burna Boy,0
1356,7,328,125,spotify:track:1XhaUSmhANVIRtDvs7p2UP,"Burna Boy, Blxst, Kehlani",Solid (feat. Blxst & Kehlani),Spaceship Entertainment Ltd.,16,107,8,22220,2022-09-01,35,2022,2022-09-01,1661990400.0,2022-09-01,3,Burna Boy,0
1357,0,128,141,spotify:track:163l4xzEe3JAfPbv0kYNQo,"Burna Boy, Don Jazzy",Question (feat. Don Jazzy),Spaceship Entertainment Ltd.,71,172,21,16059,2022-07-07,27,2022,2022-07-07,1657152000.0,2022-07-01,2,Burna Boy,0
1358,1,158,162,spotify:track:163l4xzEe3JAfPbv0kYNQo,"Burna Boy, Don Jazzy",Question (feat. Don Jazzy),Spaceship Entertainment Ltd.,71,141,22,15566,2022-07-14,28,2022,2022-07-14,1657756800.0,2022-07-01,2,Burna Boy,0
1359,2,187,161,spotify:track:163l4xzEe3JAfPbv0kYNQo,"Burna Boy, Don Jazzy",Question (feat. Don Jazzy),Spaceship Entertainment Ltd.,71,162,23,17434,2022-07-21,29,2022,2022-07-21,1658361600.0,2022-07-01,2,Burna Boy,0
1360,3,213,171,spotify:track:163l4xzEe3JAfPbv0kYNQo,"Burna Boy, Don Jazzy",Question (feat. Don Jazzy),Spaceship Entertainment Ltd.,71,161,24,16103,2022-07-28,30,2022,2022-07-28,1658966400.0,2022-07-01,2,Burna Boy,0
1361,0,132,1,spotify:track:0HaRLPnr887lcQM2YQzkff,"Burna Boy, Ed Sheeran",For My Hand (feat. Ed Sheeran),Spaceship Entertainment Ltd.,1,-1,1,408684,2022-07-14,28,2022,2022-07-14,1657756800.0,2022-07-01,2,Burna Boy,1
1362,1,163,3,spotify:track:0HaRLPnr887lcQM2YQzkff,"Burna Boy, Ed Sheeran",For My Hand (feat. Ed Sheeran),Spaceship Entertainment Ltd.,1,1,2,235991,2022-07-21,29,2022,2022-07-21,1658361600.0,2022-07-01,2,Burna Boy,1
1363,2,190,4,spotify:track:0HaRLPnr887lcQM2YQzkff,"Burna Boy, Ed Sheeran",For My Hand (feat. Ed Sheeran),Spaceship Entertainment Ltd.,1,3,3,186521,2022-07-28,30,2022,2022-07-28,1658966400.0,2022-07-01,2,Burna Boy,1
1364,3,217,6,spotify:track:0HaRLPnr887lcQM2YQzkff,"Burna Boy, Ed Sheeran",For My Hand (feat. Ed Sheeran),Spaceship Entertainment Ltd.,1,4,4,166723,2022-08-04,31,2022,2022-08-04,1659571200.0,2022-08-01,2,Burna Boy,1
1365,4,242,6,spotify:track:0HaRLPnr887lcQM2YQzkff,"Burna Boy, Ed Sheeran",For My Hand (feat. Ed Sheeran),Spaceship Entertainment Ltd.,1,6,5,147811,2022-08-11,32,2022,2022-08-11,1660176000.0,2022-08-01,2,Burna Boy,1
1366,5,267,6,spotify:track:0HaRLPnr887lcQM2YQzkff,"Burna Boy, Ed Sheeran",For My Hand (feat. Ed Sheeran),Spaceship Entertainment Ltd.,1,6,6,134484,2022-08-18,33,2022,2022-08-18,1660780800.0,2022-08-01,2,Burna Boy,1
1367,6,292,7,spotify:track:0HaRLPnr887lcQM2YQzkff,"Burna Boy, Ed Sheeran",For My Hand (feat. Ed Sheeran),Spaceship Entertainment Ltd.,1,6,7,157869,2022-08-25,34,2022,2022-08-25,1661385600.0,2022-08-01,2,Burna Boy,1
1368,7,315,10,spotify:track:0HaRLPnr887lcQM2YQzkff,"Burna Boy, Ed Sheeran",For My Hand (feat. Ed Sheeran),Spaceship Entertainment Ltd.,1,7,8,135114,2022-09-01,35,2022,2022-09-01,1661990400.0,2022-09-01,2,Burna Boy,1
1369,0,140,10,spotify:track:6UbWYuDxDYmYYhsNYuYPPC,"Burna Boy, J Balvin",Rollercoaster (feat. J Balvin),Spaceship Entertainment Ltd.,10,-1,1,229413,2022-07-14,28,2022,2022-07-14,1657756800.0,2022-07-01,2,Burna Boy,1
1370,1,171,19,spotify:track:6UbWYuDxDYmYYhsNYuYPPC,"Burna Boy, J Balvin",Rollercoaster (feat. J Balvin),Spaceship Entertainment Ltd.,10,10,2,105294,2022-07-21,29,2022,2022-07-21,1658361600.0,2022-07-01,2,Burna Boy,1
1371,2,197,28,spotify:track:6UbWYuDxDYmYYhsNYuYPPC,"Burna Boy, J Balvin",Rollercoaster (feat. J Balvin),Spaceship Entertainment Ltd.,10,19,3,72047,2022-07-28,30,2022,2022-07-28,1658966400.0,2022-07-01,2,Burna Boy,1
1372,3,225,35,spotify:track:6UbWYuDxDYmYYhsNYuYPPC,"Burna Boy, J Balvin",Rollercoaster (feat. J Balvin),Spaceship Entertainment Ltd.,10,28,4,60277,2022-08-04,31,2022,2022-08-04,1659571200.0,2022-08-01,2,Burna Boy,1
1373,4,250,53,spotify:track:6UbWYuDxDYmYYhsNYuYPPC,"Burna Boy, J Balvin",Rollercoaster (feat. J Balvin),Spaceship Entertainment Ltd.,10,35,5,48047,2022-08-11,32,2022,2022-08-11,1660176000.0,2022-08-01,2,Burna Boy,1
1374,5,275,52,spotify:track:6UbWYuDxDYmYYhsNYuYPPC,"Burna Boy, J Balvin",Rollercoaster (feat. J Balvin),Spaceship Entertainment Ltd.,10,53,6,38866,2022-08-18,33,2022,2022-08-18,1660780800.0,2022-08-01,2,Burna Boy,1
1375,6,300,80,spotify:track:6UbWYuDxDYmYYhsNYuYPPC,"Burna Boy, J Balvin",Rollercoaster (feat. J Balvin),Spaceship Entertainment Ltd.,10,52,7,33243,2022-08-25,34,2022,2022-08-25,1661385600.0,2022-08-01,2,Burna Boy,1
1376,7,323,100,spotify:track:6UbWYuDxDYmYYhsNYuYPPC,"Burna Boy, J Balvin",Rollercoaster (feat. J Balvin),Spaceship Entertainment Ltd.,10,80,8,27333,2022-09-01,35,2022,2022-09-01,1661990400.0,2022-09-01,2,Burna Boy,1
1377,0,135,4,spotify:track:0cE68B5sCz9f3snJ5ueTGZ,"Burna Boy, J Hus",Cloak & Dagger (feat. J Hus),Spaceship Entertainment Ltd.,4,-1,1,346975,2022-07-14,28,2022,2022-07-14,1657756800.0,2022-07-01,2,Burna Boy,1
1378,1,167,9,spotify:track:0cE68B5sCz9f3snJ5ueTGZ,"Burna Boy, J Hus",Cloak & Dagger (feat. J Hus),Spaceship Entertainment Ltd.,4,4,2,160716,2022-07-21,29,2022,2022-07-21,1658361600.0,2022-07-01,2,Burna Boy,1
1379,2,193,11,spotify:track:0cE68B5sCz9f3snJ5ueTGZ,"Burna Boy, J Hus",Cloak & Dagger (feat. J Hus),Spaceship Entertainment Ltd.,4,9,3,118106,2022-07-28,30,2022,2022-07-28,1658966400.0,2022-07-01,2,Burna Boy,1
1380,3,220,13,spotify:track:0cE68B5sCz9f3snJ5ueTGZ,"Burna Boy, J Hus",Cloak & Dagger (feat. J Hus),Spaceship Entertainment Ltd.,4,11,4,104279,2022-08-04,31,2022,2022-08-04,1659571200.0,2022-08-01,2,Burna Boy,1
1381,4,245,26,spotify:track:0cE68B5sCz9f3snJ5ueTGZ,"Burna Boy, J Hus",Cloak & Dagger (feat. J Hus),Spaceship Entertainment Ltd.,4,13,5,85516,2022-08-11,32,2022,2022-08-11,1660176000.0,2022-08-01,2,Burna Boy,1
1382,5,270,21,spotify:track:0cE68B5sCz9f3snJ5ueTGZ,"Burna Boy, J Hus",Cloak & Dagger (feat. J Hus),Spaceship Entertainment Ltd.,4,26,6,73732,2022-08-18,33,2022,2022-08-18,1660780800.0,2022-08-01,2,Burna Boy,1
1383,6,295,28,spotify:track:0cE68B5sCz9f3snJ5ueTGZ,"Burna Boy, J Hus",Cloak & Dagger (feat. J Hus),Spaceship Entertainment Ltd.,4,21,7,66056,2022-08-25,34,2022,2022-08-25,1661385600.0,2022-08-01,2,Burna Boy,1
1384,7,318,44,spotify:track:0cE68B5sCz9f3snJ5ueTGZ,"Burna Boy, J Hus",Cloak & Dagger (feat. J Hus),Spaceship Entertainment Ltd.,4,28,8,53848,2022-09-01,35,2022,2022-09-01,1661990400.0,2022-09-01,2,Burna Boy,1
1385,0,161,196,spotify:track:5nUiz96J8ZSmwoSuL4sGvh,"Burna Boy, Jorja Smith",Gum Body (feat. Jorja Smith),Spaceship Entertainment Ltd.,196,-1,1,13217,2022-07-14,28,2022,2022-07-14,1657756800.0,2022-07-01,2,Burna Boy,0
1386,0,143,13,spotify:track:2cgamRofJ1iWxAHD801DNu,"Burna Boy, Khalid",Wild Dreams (feat. Khalid),Spaceship Entertainment Ltd.,13,-1,1,223396,2022-07-14,28,2022,2022-07-14,1657756800.0,2022-07-01,2,Burna Boy,0
1387,1,172,21,spotify:track:2cgamRofJ1iWxAHD801DNu,"Burna Boy, Khalid",Wild Dreams (feat. Khalid),Spaceship Entertainment Ltd.,13,13,2,102092,2022-07-21,29,2022,2022-07-21,1658361600.0,2022-07-01,2,Burna Boy,0
1388,2,198,30,spotify:track:2cgamRofJ1iWxAHD801DNu,"Burna Boy, Khalid",Wild Dreams (feat. Khalid),Spaceship Entertainment Ltd.,13,21,3,70290,2022-07-28,30,2022,2022-07-28,1658966400.0,2022-07-01,2,Burna Boy,0
1389,3,224,33,spotify:track:2cgamRofJ1iWxAHD801DNu,"Burna Boy, Khalid",Wild Dreams (feat. Khalid),Spaceship Entertainment Ltd.,13,30,4,61080,2022-08-04,31,2022,2022-08-04,1659571200.0,2022-08-01,2,Burna Boy,0
1390,4,249,52,spotify:track:2cgamRofJ1iWxAHD801DNu,"Burna Boy, Khalid",Wild Dreams (feat. Khalid),Spaceship Entertainment Ltd.,13,33,5,51730,2022-08-11,32,2022,2022-08-11,1660176000.0,2022-08-01,2,Burna Boy,0
1391,5,274,46,spotify:track:2cgamRofJ1iWxAHD801DNu,"Burna Boy, Khalid",Wild Dreams (feat. Khalid),Spaceship Entertainment Ltd.,13,52,6,42411,2022-08-18,33,2022,2022-08-18,1660780800.0,2022-08-01,2,Burna Boy,0
1392,6,299,69,spotify:track:2cgamRofJ1iWxAHD801DNu,"Burna Boy, Khalid",Wild Dreams (feat. Khalid),Spaceship Entertainment Ltd.,13,46,7,38097,2022-08-25,34,2022,2022-08-25,1661385600.0,2022-08-01,2,Burna Boy,0
1393,7,322,89,spotify:track:2cgamRofJ1iWxAHD801DNu,"Burna Boy, Khalid",Wild Dreams (feat. Khalid),Spaceship Entertainment Ltd.,13,69,8,30411,2022-09-01,35,2022,2022-09-01,1661990400.0,2022-09-01,2,Burna Boy,0
1394,0,147,18,spotify:track:0D9Bnm77CkYlzpZijEKFuy,"Burna Boy, Ladysmith Black Mambazo",Glory (feat. Ladysmith Black Mambazo),Spaceship Entertainment Ltd.,18,-1,1,190641,2022-07-14,28,2022,2022-07-14,1657756800.0,2022-07-01,2,Burna Boy,0
1395,1,179,45,spotify:track:0D9Bnm77CkYlzpZijEKFuy,"Burna Boy, Ladysmith Black Mambazo",Glory (feat. Ladysmith Black Mambazo),Spaceship Entertainment Ltd.,18,18,2,70678,2022-07-21,29,2022,2022-07-21,1658361600.0,2022-07-01,2,Burna Boy,0
1396,2,205,48,spotify:track:0D9Bnm77CkYlzpZijEKFuy,"Burna Boy, Ladysmith Black Mambazo",Glory (feat. Ladysmith Black Mambazo),Spaceship Entertainment Ltd.,18,45,3,46561,2022-07-28,30,2022,2022-07-28,1658966400.0,2022-07-01,2,Burna Boy,0
1397,3,232,58,spotify:track:0D9Bnm77CkYlzpZijEKFuy,"Burna Boy, Ladysmith Black Mambazo",Glory (feat. Ladysmith Black Mambazo),Spaceship Entertainment Ltd.,18,48,4,37321,2022-08-04,31,2022,2022-08-04,1659571200.0,2022-08-01,2,Burna Boy,0
1398,4,257,88,spotify:track:0D9Bnm77CkYlzpZijEKFuy,"Burna Boy, Ladysmith Black Mambazo",Glory (feat. Ladysmith Black Mambazo),Spaceship Entertainment Ltd.,18,58,5,29394,2022-08-11,32,2022,2022-08-11,1660176000.0,2022-08-01,2,Burna Boy,0
1399,5,283,105,spotify:track:0D9Bnm77CkYlzpZijEKFuy,"Burna Boy, Ladysmith Black Mambazo",Glory (feat. Ladysmith Black Mambazo),Spaceship Entertainment Ltd.,18,88,6,24472,2022-08-18,33,2022,2022-08-18,1660780800.0,2022-08-01,2,Burna Boy,0
1400,6,308,136,spotify:track:0D9Bnm77CkYlzpZijEKFuy,"Burna Boy, Ladysmith Black Mambazo",Glory (feat. Ladysmith Black Mambazo),Spaceship Entertainment Ltd.,18,105,7,20996,2022-08-25,34,2022,2022-08-25,1661385600.0,2022-08-01,2,Burna Boy,0
1401,7,332,171,spotify:track:0D9Bnm77CkYlzpZijEKFuy,"Burna Boy, Ladysmith Black Mambazo",Glory (feat. Ladysmith Black Mambazo),Spaceship Entertainment Ltd.,18,136,8,17012,2022-09-01,35,2022,2022-09-01,1661990400.0,2022-09-01,2,Burna Boy,0
1402,0,150,21,spotify:track:0KRrOQfFl8nQ4DuIAPnlYP,"Burna Boy, Ladysmith Black Mambazo","Love, Damini (feat. Ladysmith Black Mambazo)",Spaceship Entertainment Ltd.,21,-1,1,143561,2022-07-14,28,2022,2022-07-14,1657756800.0,2022-07-01,2,Burna Boy,0
1403,1,180,56,spotify:track:0KRrOQfFl8nQ4DuIAPnlYP,"Burna Boy, Ladysmith Black Mambazo","Love, Damini (feat. Ladysmith Black Mambazo)",Spaceship Entertainment Ltd.,21,21,2,56459,2022-07-21,29,2022,2022-07-21,1658361600.0,2022-07-01,2,Burna Boy,0
1404,2,206,69,spotify:track:0KRrOQfFl8nQ4DuIAPnlYP,"Burna Boy, Ladysmith Black Mambazo","Love, Damini (feat. Ladysmith Black Mambazo)",Spaceship Entertainment Ltd.,21,56,3,35287,2022-07-28,30,2022,2022-07-28,1658966400.0,2022-07-01,2,Burna Boy,0
1405,3,233,82,spotify:track:0KRrOQfFl8nQ4DuIAPnlYP,"Burna Boy, Ladysmith Black Mambazo","Love, Damini (feat. Ladysmith Black Mambazo)",Spaceship Entertainment Ltd.,21,69,4,28344,2022-08-04,31,2022,2022-08-04,1659571200.0,2022-08-01,2,Burna Boy,0
1406,4,259,119,spotify:track:0KRrOQfFl8nQ4DuIAPnlYP,"Burna Boy, Ladysmith Black Mambazo","Love, Damini (feat. Ladysmith Black Mambazo)",Spaceship Entertainment Ltd.,21,82,5,22708,2022-08-11,32,2022,2022-08-11,1660176000.0,2022-08-01,2,Burna Boy,0
1407,5,286,138,spotify:track:0KRrOQfFl8nQ4DuIAPnlYP,"Burna Boy, Ladysmith Black Mambazo","Love, Damini (feat. Ladysmith Black Mambazo)",Spaceship Entertainment Ltd.,21,119,6,18670,2022-08-18,33,2022,2022-08-18,1660780800.0,2022-08-01,2,Burna Boy,0
1408,6,312,200,spotify:track:0KRrOQfFl8nQ4DuIAPnlYP,"Burna Boy, Ladysmith Black Mambazo","Love, Damini (feat. Ladysmith Black Mambazo)",Spaceship Entertainment Ltd.,21,138,7,15013,2022-08-25,34,2022,2022-08-25,1661385600.0,2022-08-01,2,Burna Boy,0
1409,0,1,61,spotify:track:45s98gUcOcj5nJeFDNLH2g,"Burna Boy, Polo G",Want It All,Spaceship Entertainment Ltd.,61,-1,1,28788,2022-02-17,7,2022,2022-02-17,1645056000.0,2022-02-01,1,Burna Boy,0
1410,1,6,62,spotify:track:45s98gUcOcj5nJeFDNLH2g,"Burna Boy, Polo G",Want It All,Spaceship Entertainment Ltd.,61,61,2,27708,2022-02-24,8,2022,2022-02-24,1645660800.0,2022-02-01,1,Burna Boy,0
1411,2,12,69,spotify:track:45s98gUcOcj5nJeFDNLH2g,"Burna Boy, Polo G",Want It All,Spaceship Entertainment Ltd.,61,62,3,28568,2022-03-03,9,2022,2022-03-03,1646265600.0,2022-03-01,1,Burna Boy,0
1412,3,17,66,spotify:track:45s98gUcOcj5nJeFDNLH2g,"Burna Boy, Polo G",Want It All,Spaceship Entertainment Ltd.,61,69,4,27850,2022-03-10,10,2022,2022-03-10,1646870400.0,2022-03-01,1,Burna Boy,0
1413,4,21,66,spotify:track:45s98gUcOcj5nJeFDNLH2g,"Burna Boy, Polo G",Want It All,Spaceship Entertainment Ltd.,61,66,5,25873,2022-03-17,11,2022,2022-03-17,1647475200.0,2022-03-01,1,Burna Boy,0
1414,5,25,64,spotify:track:45s98gUcOcj5nJeFDNLH2g,"Burna Boy, Polo G",Want It All,Spaceship Entertainment Ltd.,61,66,6,27798,2022-03-24,12,2022,2022-03-24,1648080000.0,2022-03-01,1,Burna Boy,0
1415,6,30,109,spotify:track:45s98gUcOcj5nJeFDNLH2g,"Burna Boy, Polo G",Want It All,Spaceship Entertainment Ltd.,61,64,7,20134,2022-03-31,13,2022,2022-03-31,1648684800.0,2022-03-01,1,Burna Boy,0
1416,7,34,112,spotify:track:45s98gUcOcj5nJeFDNLH2g,"Burna Boy, Polo G",Want It All,Spaceship Entertainment Ltd.,61,109,8,18250,2022-04-07,14,2022,2022-04-07,1649289600.0,2022-04-01,1,Burna Boy,0
1417,8,38,106,spotify:track:45s98gUcOcj5nJeFDNLH2g,"Burna Boy, Polo G",Want It All,Spaceship Entertainment Ltd.,61,112,9,17379,2022-04-14,15,2022,2022-04-14,1649894400.0,2022-04-01,1,Burna Boy,0
1418,9,42,112,spotify:track:45s98gUcOcj5nJeFDNLH2g,"Burna Boy, Polo G",Want It All,Spaceship Entertainment Ltd.,61,106,10,17126,2022-04-21,16,2022,2022-04-21,1650499200.0,2022-04-01,1,Burna Boy,0
1419,10,47,104,spotify:track:45s98gUcOcj5nJeFDNLH2g,"Burna Boy, Polo G",Want It All,Spaceship Entertainment Ltd.,61,112,11,18547,2022-04-28,17,2022,2022-04-28,1651104000.0,2022-04-01,1,Burna Boy,0
1420,11,50,100,spotify:track:45s98gUcOcj5nJeFDNLH2g,"Burna Boy, Polo G",Want It All,Spaceship Entertainment Ltd.,61,104,12,21411,2022-05-05,18,2022,2022-05-05,1651708800.0,2022-05-01,1,Burna Boy,0
1421,12,57,97,spotify:track:45s98gUcOcj5nJeFDNLH2g,"Burna Boy, Polo G",Want It All,Spaceship Entertainment Ltd.,61,100,13,20316,2022-05-12,19,2022,2022-05-12,1652313600.0,2022-05-01,1,Burna Boy,0
1422,13,66,109,spotify:track:45s98gUcOcj5nJeFDNLH2g,"Burna Boy, Polo G",Want It All,Spaceship Entertainment Ltd.,61,97,14,22053,2022-05-19,20,2022,2022-05-19,1652918400.0,2022-05-01,1,Burna Boy,0
1423,14,74,117,spotify:track:45s98gUcOcj5nJeFDNLH2g,"Burna Boy, Polo G",Want It All,Spaceship Entertainment Ltd.,61,109,15,18672,2022-05-26,21,2022,2022-05-26,1653523200.0,2022-05-01,1,Burna Boy,0
1424,15,82,116,spotify:track:45s98gUcOcj5nJeFDNLH2g,"Burna Boy, Polo G",Want It All,Spaceship Entertainment Ltd.,61,117,16,17952,2022-06-02,22,2022,2022-06-02,1654128000.0,2022-06-01,1,Burna Boy,0
1425,16,90,128,spotify:track:45s98gUcOcj5nJeFDNLH2g,"Burna Boy, Polo G",Want It All,Spaceship Entertainment Ltd.,61,116,17,17603,2022-06-09,23,2022,2022-06-09,1654732800.0,2022-06-01,1,Burna Boy,0
1426,17,99,111,spotify:track:45s98gUcOcj5nJeFDNLH2g,"Burna Boy, Polo G",Want It All,Spaceship Entertainment Ltd.,61,128,18,18807,2022-06-16,24,2022,2022-06-16,1655337600.0,2022-06-01,1,Burna Boy,0
1427,18,108,128,spotify:track:45s98gUcOcj5nJeFDNLH2g,"Burna Boy, Polo G",Want It All,Spaceship Entertainment Ltd.,61,111,19,18178,2022-06-23,25,2022,2022-06-23,1655942400.0,2022-06-01,1,Burna Boy,0
1428,19,115,113,spotify:track:45s98gUcOcj5nJeFDNLH2g,"Burna Boy, Polo G",Want It All,Spaceship Entertainment Ltd.,61,128,20,18994,2022-06-30,26,2022,2022-06-30,1656547200.0,2022-06-01,1,Burna Boy,0
1429,20,123,104,spotify:track:45s98gUcOcj5nJeFDNLH2g,"Burna Boy, Polo G",Want It All,Spaceship Entertainment Ltd.,61,113,21,20582,2022-07-07,27,2022,2022-07-07,1657152000.0,2022-07-01,1,Burna Boy,0
1430,21,156,101,spotify:track:45s98gUcOcj5nJeFDNLH2g,"Burna Boy, Polo G",Want It All,Spaceship Entertainment Ltd.,61,104,22,24062,2022-07-14,28,2022,2022-07-14,1657756800.0,2022-07-01,1,Burna Boy,0
1431,22,185,153,spotify:track:45s98gUcOcj5nJeFDNLH2g,"Burna Boy, Polo G",Want It All,Spaceship Entertainment Ltd.,61,101,23,18030,2022-07-21,29,2022,2022-07-21,1658361600.0,2022-07-01,1,Burna Boy,0
1432,23,211,162,spotify:track:45s98gUcOcj5nJeFDNLH2g,"Burna Boy, Polo G",Want It All,Spaceship Entertainment Ltd.,61,153,24,16811,2022-07-28,30,2022,2022-07-28,1658966400.0,2022-07-01,1,Burna Boy,0
1433,24,239,185,spotify:track:45s98gUcOcj5nJeFDNLH2g,"Burna Boy, Polo G",Want It All,Spaceship Entertainment Ltd.,61,162,25,16017,2022-08-04,31,2022,2022-08-04,1659571200.0,2022-08-01,1,Burna Boy,0
1434,25,264,193,spotify:track:45s98gUcOcj5nJeFDNLH2g,"Burna Boy, Polo G",Want It All,Spaceship Entertainment Ltd.,61,185,26,14710,2022-08-11,32,2022,2022-08-11,1660176000.0,2022-08-01,1,Burna Boy,0
1435,26,288,175,spotify:track:45s98gUcOcj5nJeFDNLH2g,"Burna Boy, Polo G",Want It All,Spaceship Entertainment Ltd.,61,193,27,15617,2022-08-18,33,2022,2022-08-18,1660780800.0,2022-08-01,1,Burna Boy,0
1436,0,145,15,spotify:track:4bUe0OUcwdu85AMBkZzYFg,"Burna Boy, Popcaan",Toni-Ann Singh (feat. Popcaan),Spaceship Entertainment Ltd.,15,-1,1,213000,2022-07-14,28,2022,2022-07-14,1657756800.0,2022-07-01,2,Burna Boy,0
1437,1,174,26,spotify:track:4bUe0OUcwdu85AMBkZzYFg,"Burna Boy, Popcaan",Toni-Ann Singh (feat. Popcaan),Spaceship Entertainment Ltd.,15,15,2,91711,2022-07-21,29,2022,2022-07-21,1658361600.0,2022-07-01,2,Burna Boy,0
1438,2,200,35,spotify:track:4bUe0OUcwdu85AMBkZzYFg,"Burna Boy, Popcaan",Toni-Ann Singh (feat. Popcaan),Spaceship Entertainment Ltd.,15,26,3,61941,2022-07-28,30,2022,2022-07-28,1658966400.0,2022-07-01,2,Burna Boy,0
1439,3,227,43,spotify:track:4bUe0OUcwdu85AMBkZzYFg,"Burna Boy, Popcaan",Toni-Ann Singh (feat. Popcaan),Spaceship Entertainment Ltd.,15,35,4,51562,2022-08-04,31,2022,2022-08-04,1659571200.0,2022-08-01,2,Burna Boy,0
1440,4,252,58,spotify:track:4bUe0OUcwdu85AMBkZzYFg,"Burna Boy, Popcaan",Toni-Ann Singh (feat. Popcaan),Spaceship Entertainment Ltd.,15,43,5,42091,2022-08-11,32,2022,2022-08-11,1660176000.0,2022-08-01,2,Burna Boy,0
1441,5,276,64,spotify:track:4bUe0OUcwdu85AMBkZzYFg,"Burna Boy, Popcaan",Toni-Ann Singh (feat. Popcaan),Spaceship Entertainment Ltd.,15,58,6,33419,2022-08-18,33,2022,2022-08-18,1660780800.0,2022-08-01,2,Burna Boy,0
1442,6,301,104,spotify:track:4bUe0OUcwdu85AMBkZzYFg,"Burna Boy, Popcaan",Toni-Ann Singh (feat. Popcaan),Spaceship Entertainment Ltd.,15,64,7,28260,2022-08-25,34,2022,2022-08-25,1661385600.0,2022-08-01,2,Burna Boy,0
1443,7,325,116,spotify:track:4bUe0OUcwdu85AMBkZzYFg,"Burna Boy, Popcaan",Toni-Ann Singh (feat. Popcaan),Spaceship Entertainment Ltd.,15,104,8,23778,2022-09-01,35,2022,2022-09-01,1661990400.0,2022-09-01,2,Burna Boy,0
1444,0,10,191,spotify:track:3qvZW1bLvAsJIUhYcuvf4F,"Burna Boy, Stormzy",Real Life (feat. Stormzy),Spaceship Entertainment Ltd.,191,-1,1,9881,2022-02-24,8,2022,2022-02-24,1645660800.0,2022-02-01,2,Burna Boy,0
1445,1,27,191,spotify:track:3qvZW1bLvAsJIUhYcuvf4F,"Burna Boy, Stormzy",Real Life (feat. Stormzy),Spaceship Entertainment Ltd.,191,-1,2,10606,2022-03-24,12,2022,2022-03-24,1648080000.0,2022-03-01,2,Burna Boy,0
1446,2,32,193,spotify:track:3qvZW1bLvAsJIUhYcuvf4F,"Burna Boy, Stormzy",Real Life (feat. Stormzy),Spaceship Entertainment Ltd.,191,191,3,10591,2022-03-31,13,2022,2022-03-31,1648684800.0,2022-03-01,2,Burna Boy,0
1447,3,36,191,spotify:track:3qvZW1bLvAsJIUhYcuvf4F,"Burna Boy, Stormzy",Real Life (feat. Stormzy),Spaceship Entertainment Ltd.,191,193,4,10458,2022-04-07,14,2022,2022-04-07,1649289600.0,2022-04-01,2,Burna Boy,0
1448,4,40,187,spotify:track:3qvZW1bLvAsJIUhYcuvf4F,"Burna Boy, Stormzy",Real Life (feat. Stormzy),Spaceship Entertainment Ltd.,187,191,5,10784,2022-04-14,15,2022,2022-04-14,1649894400.0,2022-04-01,2,Burna Boy,0
1449,5,44,184,spotify:track:3qvZW1bLvAsJIUhYcuvf4F,"Burna Boy, Stormzy",Real Life (feat. Stormzy),Spaceship Entertainment Ltd.,184,187,6,11183,2022-04-21,16,2022,2022-04-21,1650499200.0,2022-04-01,2,Burna Boy,0
1450,6,53,157,spotify:track:3qvZW1bLvAsJIUhYcuvf4F,"Burna Boy, Stormzy",Real Life (feat. Stormzy),Spaceship Entertainment Ltd.,157,-1,7,14652,2022-05-05,18,2022,2022-05-05,1651708800.0,2022-05-01,2,Burna Boy,0
1451,7,61,159,spotify:track:3qvZW1bLvAsJIUhYcuvf4F,"Burna Boy, Stormzy",Real Life (feat. Stormzy),Spaceship Entertainment Ltd.,157,157,8,13788,2022-05-12,19,2022,2022-05-12,1652313600.0,2022-05-01,2,Burna Boy,0
1452,8,69,160,spotify:track:3qvZW1bLvAsJIUhYcuvf4F,"Burna Boy, Stormzy",Real Life (feat. Stormzy),Spaceship Entertainment Ltd.,157,159,9,14175,2022-05-19,20,2022,2022-05-19,1652918400.0,2022-05-01,2,Burna Boy,0
1453,9,76,159,spotify:track:3qvZW1bLvAsJIUhYcuvf4F,"Burna Boy, Stormzy",Real Life (feat. Stormzy),Spaceship Entertainment Ltd.,157,160,10,13986,2022-05-26,21,2022,2022-05-26,1653523200.0,2022-05-01,2,Burna Boy,0
1454,10,84,156,spotify:track:3qvZW1bLvAsJIUhYcuvf4F,"Burna Boy, Stormzy",Real Life (feat. Stormzy),Spaceship Entertainment Ltd.,156,159,11,14015,2022-06-02,22,2022,2022-06-02,1654128000.0,2022-06-01,2,Burna Boy,0
1455,11,92,154,spotify:track:3qvZW1bLvAsJIUhYcuvf4F,"Burna Boy, Stormzy",Real Life (feat. Stormzy),Spaceship Entertainment Ltd.,154,156,12,14625,2022-06-09,23,2022,2022-06-09,1654732800.0,2022-06-01,2,Burna Boy,0
