main_artist,track_name,Max Streams per Song,Min Streams per Song,Total Streams per Song,Mean Streams per Song,Min Position per Song,Artist Song Count,MaxMin Difference Position,MaxMin Difference Streams,MaxMin Ratio Position,MaxMin Ratio Streams
Don Toliver,No Idea,28902,12018,585283,18290.09375,28,32,164,16884,6.857142857142857,2.4048926610084873
Don Toliver,Swangin On Westheimer,22110,22110,22110,22110.0,180,1,0,0,1.0,1.0
Don Toliver,Way Bigger,28524,28524,28524,28524.0,108,1,0,0,1.0,1.0
Don Toliver,What You Need,29095,20214,74558,24852.666666666668,105,3,64,8881,1.6095238095238096,1.4393489660631245
Don Toliver,XSCAPE,27720,27720,27720,27720.0,116,1,0,0,1.0,1.0
Don Toliver,You (feat. Travis Scott),24014,24014,24014,24014.0,153,1,0,0,1.0,1.0
Dove Cameron,Boyfriend,53159,27636,755574,39767.05263157895,35,19,158,25523,5.514285714285714,1.9235417571283833
Dr. Dre,Gospel (with Eminem),24574,24574,24574,24574.0,191,1,0,0,1.0,1.0
Dr. Dre,Still D.R.E.,31817,1099,224881,11835.842105263158,78,19,114,30718,2.4615384615384617,28.950864422202002
Drake,4pm in Calabasas,10368,10368,10368,10368.0,130,1,0,0,1.0,1.0
Drake,5 Am in Toronto,9366,9366,9366,9366.0,163,1,0,0,1.0,1.0
Drake,7am On Bridle Path,203355,24236,350763,70152.6,12,5,157,179119,14.083333333333334,8.390617263574848
Drake,8 Out Of 10,27524,3904,51158,10231.6,9,5,154,23620,18.11111111111111,7.050204918032787
Drake,A Keeper,126007,26582,192532,64177.333333333336,8,3,166,99425,21.75,4.740312993755173
Drake,After Dark (feat. Static Major & Ty Dolla $ign),15833,4600,40572,8114.4,26,5,96,11233,4.6923076923076925,3.4419565217391304
Drake,Behind Barz - Bonus,20736,12317,179682,14973.5,49,12,99,8419,3.020408163265306,1.6835268328326702
Drake,Blue Tint,15491,3649,36257,7251.4,29,5,159,11842,6.482758620689655,4.245272677445875
Drake,Calling My Name,119922,37245,157167,78583.5,13,2,91,82677,8.0,3.2198147402335886
Drake,Can I,9472,9472,9472,9472.0,156,1,0,0,1.0,1.0
Drake,Cant Take A Joke,22330,4448,47968,9593.6,14,5,113,17882,9.071428571428571,5.02023381294964
Drake,Champagne Poetry,339963,25250,863858,66450.61538461539,3,13,177,314713,60.0,13.463881188118812
Drake,Chicago Freestyle (feat. Giveon),69715,22429,3229183,32291.83,5,100,195,47286,40.0,3.1082527085469702
Drake,Club Paradise,10353,10353,10353,10353.0,131,1,0,0,1.0,1.0
Drake,Controlla,3551,3551,3551,3551.0,174,1,0,0,1.0,1.0
Drake,Currents,129430,25196,193662,64554.0,6,3,191,104234,32.833333333333336,5.136926496269249
Drake,Days in The East,11406,11406,11406,11406.0,115,1,0,0,1.0,1.0
Drake,Deep Pockets,44186,14384,58570,29285.0,16,2,125,29802,8.8125,3.071885428253615
Drake,Demons (feat. Fivio Foreign & Sosa Geek),38833,17842,56675,28337.5,29,2,63,20991,3.1724137931034484,2.1764936666293018
Drake,Desires (with Future),42557,12680,89323,22330.75,21,4,167,29877,8.952380952380953,3.356230283911672
Drake,Dont Matter To Me (with Michael Jackson),37388,5692,283145,10486.851851851852,2,27,198,31696,100.0,6.568517217146873
Drake,Down Hill,78208,78208,78208,78208.0,27,1,0,0,1.0,1.0
Drake,Draft Day,8906,8906,8906,8906.0,181,1,0,0,1.0,1.0
Drake,Dreams Money Can Buy,13878,13878,13878,13878.0,84,1,0,0,1.0,1.0
Drake,Elevate,31858,4426,66971,11161.833333333334,6,6,164,27432,28.333333333333332,7.197921373700859
Drake,Emotionless,36711,4125,85059,12151.285714285714,3,7,183,32586,62.0,8.899636363636363
Drake,F*****g Fans,132338,22895,190656,63552.0,27,3,167,109443,7.185185185185185,5.7802140205285
Drake,Fair Trade (with Travis Scott),392465,31925,2999562,53563.607142857145,1,56,147,360540,148.0,12.293343774471417
Drake,Fake Love,3541,3541,3541,3541.0,178,1,0,0,1.0,1.0
Drake,Falling Back,168300,31598,252074,84024.66666666667,3,3,108,136702,37.0,5.326286473827458
Drake,Final Fantasy,11883,4191,21460,7153.333333333333,40,3,101,7692,3.525,2.835361488904796
Drake,Finesse,17626,4368,41257,8251.4,18,5,117,13258,7.5,4.035256410256411
Drake,Flight's Booked,100525,32614,133139,66569.5,17,2,117,67911,7.882352941176471,3.082265284846998
Drake,Fountains (with Tems),192145,23576,456255,57031.875,14,8,159,168569,12.357142857142858,8.150025449609773
Drake,From Florida With Love,35594,13254,48848,24424.0,32,2,132,22340,5.125,2.685528896936774
Drake,Get Along Better,156048,22159,251822,62955.5,21,4,168,133889,9.0,7.042195044902749
Drake,Girls Love Beyonc (feat. James Fauntleroy),8447,8447,8447,8447.0,200,1,0,0,1.0,1.0
Drake,Girls Want Girls (with Lil Baby),388818,27462,2512087,47397.8679245283,2,53,191,361356,96.5,14.158400699147913
Drake,God's Plan,31030,7204,841284,12018.342857142858,1,70,198,23826,199.0,4.307329261521377
Drake,How Bout Now,14302,14302,14302,14302.0,80,1,0,0,1.0,1.0
Drake,I Get Lonely,8776,8776,8776,8776.0,187,1,0,0,1.0,1.0
Drake,I'm Upset,33583,5183,223532,11176.6,5,20,176,28400,36.2,6.47945205479452
Drake,IMY2 (with Kid Cudi),151657,27784,221274,73758.0,22,3,118,123873,6.363636363636363,5.458429311834149
Drake,In My Feelings,51735,7094,695855,18311.973684210527,1,38,177,44641,178.0,7.292782633211164
Drake,In The Bible (with Lil Durk & Giveon),268731,22614,589253,58925.3,7,10,184,246117,27.285714285714285,11.883390819846113
Drake,Intro,108080,108080,108080,108080.0,14,1,0,0,1.0,1.0
Drake,Is There More,17273,4268,27608,9202.666666666666,20,3,117,13005,6.85,4.0470946579194
Drake,Jaded,17345,3571,37855,7571.0,19,5,173,13774,10.105263157894736,4.857182861943433
Drake,Jimmy Cooks (feat. 21 Savage),209366,20372,1529576,95598.5,1,16,135,188994,136.0,10.277145101119183
Drake,Jodeci Freestyle (feat. J. Cole),9229,9229,9229,9229.0,170,1,0,0,1.0,1.0
Drake,Knife Talk (with 21 Savage ft. Project Pat),218049,30012,2406189,42967.66071428572,10,56,149,188037,15.9,7.2653938424630145
Drake,Landed,41656,16930,58586,29293.0,23,2,79,24726,4.434782608695652,2.460484347312463
Drake,Laugh Now Cry Later (feat. Lil Durk),118762,25546,2588175,46217.41071428572,1,56,142,93216,143.0,4.648946997573006
Drake,Lemon Pepper Freestyle (feat. Rick Ross),137168,18446,659206,36622.555555555555,2,18,197,118722,99.5,7.436192128374715
Drake,Liability,76572,76572,76572,76572.0,29,1,0,0,1.0,1.0
Drake,Losses,39191,13395,52586,26293.0,27,2,132,25796,5.888888888888889,2.9257932064203063
Drake,Love All (with JAY-Z),289365,24186,620857,68984.11111111111,5,9,165,265179,34.0,11.964152815678492
Drake,March 14,12360,4067,21757,7252.333333333333,38,3,111,8293,3.9210526315789473,3.039095156134743
Drake,Massive,127853,33857,431529,53941.125,7,8,134,93996,20.142857142857142,3.7762648787547626
Drake,Mob Ties,27539,4353,130266,8141.625,8,16,185,23186,24.125,6.326441534573857
Drake,Money In The Grave (Drake ft. Rick Ross),41988,13787,1447845,21937.045454545456,6,66,194,28201,33.333333333333336,3.045477623848553
Drake,N 2 Deep,213156,21762,394316,65719.33333333333,11,6,177,191394,17.09090909090909,9.794871794871796
Drake,Nice For What,23808,5377,414157,12550.212121212122,1,33,194,18431,195.0,4.427747814766598
Drake,No Friends In The Industry,220183,23834,500201,62525.125,9,8,160,196349,18.77777777777778,9.238189141562474
Drake,Nonstop,48531,7953,886463,12485.394366197183,1,71,199,40578,200.0,6.102225575254621
Drake,Not You Too (feat. Chris Brown),51704,13062,99819,24954.75,10,4,163,38642,17.3,3.958352472821926
Drake,Omert,17997,9319,27316,13658.0,39,2,76,8678,2.948717948717949,1.9312157956862324
Drake,One Dance,38343,2986,1338051,16937.354430379746,78,79,122,35357,2.5641025641025643,12.840924313462827
Drake,Overdrive,88668,88668,88668,88668.0,20,1,0,0,1.0,1.0
Drake,Pain 1993 (with Playboi Carti),68574,12328,199977,24997.125,6,8,172,56246,29.666666666666668,5.56245944192083
Drake,Papis Home,280674,23911,533690,76241.42857142857,6,7,168,256763,29.0,11.738279452971435
Drake,Passionfruit,28719,2367,45390,6484.285714285715,117,7,65,26352,1.5555555555555556,12.133079847908744
Drake,Peak,17717,3847,33128,8282.0,17,4,154,13870,10.058823529411764,4.605406810501689
Drake,Pipe Down,189438,23800,331477,66295.4,15,5,160,165638,11.666666666666666,7.959579831932773
Drake,Portland,3862,3862,3862,3862.0,155,1,0,0,1.0,1.0
Drake,Race My Mind,172893,24279,278469,69617.25,18,4,146,148614,9.11111111111111,7.121092301989374
Drake,Ratchet Happy Birthday,13991,3934,23469,7823.0,33,3,119,10057,4.606060606060606,3.556431113370615
Drake,Sandras Rose,19905,4015,36558,9139.5,16,4,143,15890,9.9375,4.957658779576588
Drake,Sticky,173284,48260,1129416,75294.4,2,15,58,125024,30.0,3.5906340654786573
Drake,Summer Games,16671,4166,33227,8306.75,22,4,131,12505,6.954545454545454,4.001680268843015
Drake,Survival,35051,4128,60609,12121.8,4,5,141,30923,36.25,8.491036821705427
Drake,TSU,237894,22111,431858,71976.33333333333,8,6,171,215783,22.375,10.75907919135272
Drake,Talk Up (feat. Jay-Z),25365,3887,48018,9603.6,11,5,158,21478,15.363636363636363,6.525598147671726
Drake,Teenage Fever,40810,23734,1008340,33611.333333333336,76,30,117,17076,2.539473684210526,1.7194741720738183
Drake,Texts Go Green,157854,31889,238554,79518.0,4,3,104,125965,27.0,4.950108187776349
Drake,Thats How You Feel,15665,4447,32791,8197.75,28,4,103,11218,4.678571428571429,3.5225995052844614
Drake,The Motion,11953,11953,11953,11953.0,105,1,0,0,1.0,1.0
Drake,The Motto,3168,2094,5262,2631.0,197,2,3,1074,1.015228426395939,1.512893982808023
Drake,The Remorse,139294,23929,200100,66700.0,26,3,157,115365,7.038461538461538,5.821137531865101
Drake,Tie That Binds,84171,84171,84171,84171.0,23,1,0,0,1.0,1.0
Drake,Time Flies,44947,13227,76071,25357.0,14,3,144,31720,11.285714285714286,3.3981250472518334
Drake,Toosie Slide,135434,18960,2306415,45223.82352941176,1,51,175,116474,176.0,7.143143459915612
Drake,Trust Issues,13417,13417,13417,13417.0,88,1,0,0,1.0,1.0
Drake,Wants and Needs (feat. Lil Baby),136158,22176,2825838,35770.101265822785,3,79,194,113982,65.66666666666667,6.1398809523809526
Drake,War,34010,13169,47179,23589.5,42,2,125,20841,3.9761904761904763,2.582580302224922
Drake,Way 2 Sexy (with Future & Young Thug),291545,22772,1991113,53813.86486486487,4,37,195,268773,49.75,12.802784120850166
Drake,Whats Next,156396,20520,1002500,41770.833333333336,1,24,195,135876,196.0,7.621637426900585
Drake,When To Say When,41549,14342,55891,27945.5,24,2,120,27207,6.0,2.8970157579138194
Drake,Yebbas Heartbreak,200466,21223,1334982,43063.93548387097,13,31,185,179243,15.23076923076923,9.445695707487161
Drake,You Only Live Twice (with Lil Wayne & Rick Ross),156109,26899,224315,74771.66666666667,20,3,128,129210,7.4,5.8035242945834415
Dreamville,"1993 (with J. Cole, JID, Cozz & EARTHGANG feat. Smino & Buddy)",12855,12855,12855,12855.0,92,1,0,0,1.0,1.0
Dreamville,"Costa Rica (with Bas & JID feat. Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God)",17872,9086,57601,11520.2,43,5,133,8786,4.093023255813954,1.966982170372001
Dreamville,"Don't Hit Me Right Now (with Bas & Cozz feat. Yung Baby Tate, Guapdad 4000 & Buddy)",12360,12360,12360,12360.0,94,1,0,0,1.0,1.0
Dreamville,"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)",23190,7821,84763,12109.0,24,7,166,15369,7.916666666666667,2.9650939777522054
Dreamville,Freedom of Speech (with J. Cole),25692,25692,25692,25692.0,166,1,0,0,1.0,1.0
Dreamville,Got Me (with Ari Lennox & Omen feat. Ty Dolla $ign & Dreezy),13964,8222,22186,11093.0,78,2,112,5742,2.4358974358974357,1.6983702262223304
Dreamville,"Ladies, Ladies, Ladies (with JID feat. T.I.)",10604,10604,10604,10604.0,111,1,0,0,1.0,1.0
Dreamville,LamboTruck (with Cozz feat. REASON & Childish Major),16397,16397,16397,16397.0,52,1,0,0,1.0,1.0
Dreamville,"Oh Wow...Swerve (with J. Cole feat. Zoink Gang, KEY! & Maxo Kream)",13385,13385,13385,13385.0,82,1,0,0,1.0,1.0
Dreamville,"PTSD (with Omen feat. Mereba, Deante' Hitchcock & St. Beauty)",7760,7760,7760,7760.0,190,1,0,0,1.0,1.0
Dreamville,Rembrandt...Run It Back (with JID & J. Cole feat. Vince Staples),10548,10548,10548,10548.0,113,1,0,0,1.0,1.0
Dreamville,Sacrifices (with EARTHGANG & J. Cole feat. Smino & Saba),13251,8740,21991,10995.5,85,2,80,4511,1.9411764705882353,1.5161327231121282
Dreamville,Self Love (with Ari Lennox & Bas feat. Baby Rose),11904,11904,11904,11904.0,99,1,0,0,1.0,1.0
Dreamville,Sleep Deprived (with Lute & Omen feat. Mez & DaVionne),11569,11569,11569,11569.0,104,1,0,0,1.0,1.0
Dreamville,Stick (with JID & J. Cole feat. Kenny Mason & Sheck Wes),40852,40852,40852,40852.0,49,1,0,0,1.0,1.0
Dreamville,Sunset (with J. Cole feat. Young Nudy),14545,9082,23627,11813.5,69,2,84,5463,2.217391304347826,1.6015194890993174
Dreamville,"Swivel (with EARTHGANG) - From The Album ""Mirrorland""",12989,12989,12989,12989.0,90,1,0,0,1.0,1.0
Dreamville,Under The Sun (with J. Cole & Lute feat. DaBaby),23493,9458,45739,15246.333333333334,22,3,121,14035,6.5,2.4839289490378516
Dreamville,Wells Fargo (with JID & EARTHGANG feat. Buddy & Guapdad 4000) - Interlude,14821,14821,14821,14821.0,67,1,0,0,1.0,1.0
Drip Gogo,Ayavuma (feat. DJ Sumbody & The Lowkeys),32259,32259,32259,32259.0,114,1,0,0,1.0,1.0
DripReport,Skechers,35442,12616,344774,22984.933333333334,28,15,140,22826,6.0,2.809289790741915
Drizzy Sam Rsa,Thatheka,52436,25613,625404,39087.75,38,16,154,26823,5.052631578947368,2.0472416351071723
Droomsindroom,Hey Sonneblom,33552,26967,152629,30525.8,102,5,97,6585,1.9509803921568627,1.244187340082323
Dua Lipa,Break My Heart,35766,15252,762320,25410.666666666668,24,30,176,20514,8.333333333333334,2.345003933910307
Dua Lipa,Don't Start Now,67007,24014,4142616,33955.86885245902,4,122,190,42993,48.5,2.790330640459732
Dua Lipa,IDGAF,13470,4296,613429,9294.378787878788,10,66,186,9174,19.6,3.1354748603351954
Dua Lipa,Kiss and Make Up,14648,6765,229623,9983.608695652174,28,23,161,7883,6.75,2.165262379896526
Dua Lipa,Levitating (feat. DaBaby),72225,17342,3974659,41838.515789473684,11,95,182,54883,17.545454545454547,4.164744550801522
Dua Lipa,New Rules,9885,1533,380830,7185.471698113208,38,53,161,8352,5.2368421052631575,6.448140900195694
Dua Lipa,Physical,27873,16580,343679,21479.9375,37,16,58,11293,2.5675675675675675,1.6811218335343787
Dua Lipa,"Swan Song - From the Motion Picture ""Alita: Battle Angel""",12730,9888,43088,10772.0,62,4,39,2842,1.6290322580645162,1.2874190938511327
Dua Lipa,Want To,6358,5203,22930,5732.5,130,4,29,1155,1.2230769230769232,1.221987315010571
Dua Lipa,We're Good,33024,19402,440316,25900.941176470587,46,17,147,13622,4.195652173913044,1.702092567776518
Duncan Laurence,Arcade,39639,20793,824198,30525.85185185185,48,27,107,18846,3.2291666666666665,1.9063627182224787
Dynoro,In My Mind,27910,3612,1209965,15920.592105263158,4,76,190,24298,48.5,7.727021040974529
Dzo 729,Ba Xolele - 729 Street Vocal,81058,20233,1631405,52625.967741935485,7,31,162,60825,24.142857142857142,4.0062274502051105
Eagles,Hotel California - 2013 Remaster,5402,5402,5402,5402.0,200,1,0,0,1.0,1.0
Early B,Potte,11694,6868,134895,9635.357142857143,125,14,73,4826,1.584,1.7026790914385557
Earth,September,2782,2156,11734,2346.8,147,5,43,626,1.2925170068027212,1.290352504638219
Ed Sheeran,1000 Nights (feat. Meek Mill & A Boogie Wit da Hoodie),13197,13197,13197,13197.0,92,1,0,0,1.0,1.0
Ed Sheeran,2step,25304,25304,25304,25304.0,158,1,0,0,1.0,1.0
Ed Sheeran,2step (feat. Lil Baby),31317,31317,31317,31317.0,119,1,0,0,1.0,1.0
Ed Sheeran,Afterglow,35568,18473,325709,23264.928571428572,38,14,156,17095,5.105263157894737,1.9254046446164672
Ed Sheeran,Antisocial (with Travis Scott),46598,9466,213308,19391.636363636364,5,11,174,37132,35.8,4.922670610606381
Ed Sheeran,BLOW (with Chris Stapleton & Bruno Mars),14509,8224,36134,12044.666666666666,77,3,103,6285,2.3376623376623376,1.7642266536964981
Ed Sheeran,Bad Habits,149326,49916,5942112,90032.0,1,66,56,99410,57.0,2.9915457969388575
Ed Sheeran,Bad Habits (feat. Bring Me The Horizon),28374,28374,28374,28374.0,140,1,0,0,1.0,1.0
Ed Sheeran,Bad Habits - Kooldrink Amapiano Remix,24867,23150,48017,24008.5,124,2,19,1717,1.153225806451613,1.0741684665226783
Ed Sheeran,Beautiful People (feat. Khalid),66404,23543,4784781,34925.40875912409,2,137,193,42861,97.5,2.8205411374930978
Ed Sheeran,Best Part of Me (feat. YEBBA),24281,8481,95400,13628.57142857143,25,7,167,15800,7.68,2.862987855205754
Ed Sheeran,Castle on the Hill,14610,3309,41601,8320.2,52,5,141,11301,3.7115384615384617,4.415231187669991
Ed Sheeran,Cross Me (feat. Chance the Rapper & PnB Rock),32607,8787,314305,17461.38888888889,5,18,187,23820,38.4,3.710822806418573
Ed Sheeran,Dive,12453,7498,19951,9975.5,70,2,100,4955,2.4285714285714284,1.6608428914377167
Ed Sheeran,Don't,6762,6762,6762,6762.0,197,1,0,0,1.0,1.0
Ed Sheeran,Feels (feat. Young Thug & J Hus),14281,14281,14281,14281.0,81,1,0,0,1.0,1.0
Ed Sheeran,First Times,26892,26892,26892,26892.0,140,1,0,0,1.0,1.0
Ed Sheeran,Galway Girl,13522,8778,22300,11150.0,60,2,70,4744,2.1666666666666665,1.5404420141262247
Ed Sheeran,Give Me Love,6747,6747,6747,6747.0,198,1,0,0,1.0,1.0
Ed Sheeran,Happier,17775,3444,461539,7444.177419354839,38,62,153,14331,5.026315789473684,5.161149825783972
Ed Sheeran,I Don't Care (with Justin Bieber),72144,18929,3466739,33657.66019417476,1,103,184,53215,185.0,3.8112948386074277
Ed Sheeran,I Don't Want Your Money (feat. H.E.R.),13538,13538,13538,13538.0,88,1,0,0,1.0,1.0
Ed Sheeran,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",8148,8148,8148,8148.0,142,1,0,0,1.0,1.0
Ed Sheeran,Merry Christmas,57645,31027,88672,44336.0,44,2,75,26618,2.7045454545454546,1.8578979598414285
Ed Sheeran,New Man,7218,7218,7218,7218.0,174,1,0,0,1.0,1.0
Ed Sheeran,Nothing On You (feat. Paulo Londra & Dave),13121,13121,13121,13121.0,94,1,0,0,1.0,1.0
Ed Sheeran,Overpass Graffiti,63683,25382,222478,37079.666666666664,28,6,154,38301,6.5,2.508982743676621
Ed Sheeran,Perfect,28890,2104,2764821,14251.654639175258,28,194,170,26786,7.071428571428571,13.730988593155894
Ed Sheeran,Perfect Duet (Ed Sheeran & Beyonc),7467,1571,254373,5652.733333333334,46,45,134,5896,3.9130434782608696,4.753023551877785
Ed Sheeran,Photograph,14551,7139,166388,8319.4,53,20,146,7412,3.7547169811320753,2.0382406499509735
Ed Sheeran,Put It All on Me (feat. Ella Mai),16861,9101,25962,12981.0,57,2,93,7760,2.6315789473684212,1.8526535545544445
Ed Sheeran,Remember The Name (feat. Eminem & 50 Cent),32407,8624,96286,16047.666666666666,12,6,171,23783,15.25,3.7577690166975883
Ed Sheeran,Shape of You,20615,1738,1389343,10605.67175572519,29,131,170,18877,6.862068965517241,11.861334867663981
Ed Sheeran,Shivers,108009,53513,4024953,73180.96363636364,11,55,41,54496,4.7272727272727275,2.018369368190907
Ed Sheeran,South of the Border (feat. Camila Cabello & Cardi B),32424,12507,1036648,19935.53846153846,13,52,186,19917,15.307692307692308,2.592468217798033
Ed Sheeran,Supermarket Flowers,10996,7195,18191,9095.5,81,2,103,3801,2.271604938271605,1.5282835302293258
Ed Sheeran,Take Me Back to London (feat. Stormzy),19677,8159,39045,13015.0,42,3,149,11518,4.5476190476190474,2.4116926093884055
Ed Sheeran,Tenerife Sea,7791,7791,7791,7791.0,157,1,0,0,1.0,1.0
Ed Sheeran,The A Team,10376,6901,17277,8638.5,91,2,104,3475,2.142857142857143,1.5035502101144762
Ed Sheeran,The Joker And The Queen (feat. Taylor Swift),40876,27526,102818,34272.666666666664,63,3,83,13350,2.3174603174603177,1.484996003778246
Ed Sheeran,Thinking out Loud,25689,2178,655801,9788.074626865671,49,67,151,23511,4.081632653061225,11.794765840220386
Ed Sheeran,Tides,23989,23989,23989,23989.0,174,1,0,0,1.0,1.0
Ed Sheeran,Visiting Hours,48380,22023,157648,31529.6,32,5,168,26357,6.25,2.196794260545793
Ed Sheeran,Way To Break My Heart (feat. Skrillex),14393,14393,14393,14393.0,79,1,0,0,1.0,1.0
Ed Sheeran,What Do I Know?,7618,7618,7618,7618.0,163,1,0,0,1.0,1.0
Eduardo XD,It Ain't Me TikTok - Remix,35196,35196,35196,35196.0,65,1,0,0,1.0,1.0
Elaine,Changes,14224,11188,51804,12951.0,137,4,62,3036,1.4525547445255473,1.2713621737575975
Elaine,I Just Wanna Know,14424,11318,76700,12783.333333333334,133,6,62,3106,1.4661654135338347,1.2744301113270895
Elaine,I/You,13248,12287,37883,12627.666666666666,155,3,39,961,1.2516129032258065,1.0782127451778303
Elaine,Right Now,51296,21588,161826,32365.2,44,5,109,29708,3.477272727272727,2.376134889753567
Elaine,Risky,28761,10047,966289,20131.020833333332,45,48,146,18714,4.2444444444444445,2.8626455658405496
Elaine,Shine,25535,25535,25535,25535.0,193,1,0,0,1.0,1.0
Elaine,You're the One,42880,9825,1746766,25687.735294117647,12,68,183,33055,16.25,4.364376590330789
Elandr,Vuur Op Die Water,19855,6756,648870,12722.941176470587,111,51,88,13099,1.7927927927927927,2.9388691533451747
Elevation Worship,Jireh (feat. Chandler Moore & Naomi Raine),30744,19063,297570,22890.0,73,13,117,11681,2.6027397260273974,1.6127576981587368
Elevation Worship,Old Church Basement (feat. Dante Bowe),17667,17667,17667,17667.0,200,1,0,0,1.0,1.0
Elevation Worship,Talking To Jesus (feat. Brandon Lake),17784,17784,17784,17784.0,199,1,0,0,1.0,1.0
Elevation Worship,The Blessing (Live),14724,12363,191497,13678.357142857143,127,14,73,2361,1.5748031496062993,1.1909730647900996
Elevation Worship,Wait On You (feat. Dante Bowe & Chandler Moore),21895,18788,40683,20341.5,135,2,55,3107,1.4074074074074074,1.1653715137321694
Eliza Rose,B.O.T.A. (Baddest Of Them All) - Edit,31036,30441,61477,30738.5,160,2,6,595,1.0375,1.0195460070299924
Ella Fitzgerald,Sleigh Ride,6497,6497,6497,6497.0,194,1,0,0,1.0,1.0
Ella Mai,Boo'd Up,10747,3724,168076,7639.818181818182,32,22,166,7023,6.1875,2.885875402792696
Ella Mai,Everything (feat. John Legend),4836,4836,4836,4836.0,198,1,0,0,1.0,1.0
Ella Mai,Gut Feeling (feat. H.E.R.),6461,6461,6461,6461.0,128,1,0,0,1.0,1.0
Ella Mai,Naked - Bonus Track,4894,4894,4894,4894.0,195,1,0,0,1.0,1.0
Ella Mai,Not Another Love Song,17029,17029,17029,17029.0,176,1,0,0,1.0,1.0
Ella Mai,Shot Clock,7084,7084,7084,7084.0,200,1,0,0,1.0,1.0
Ella Mai,Trip,15420,5742,430979,9369.108695652174,24,46,174,9678,8.25,2.685475444096134
Ella Mai,Whatchamacallit (feat. Chris Brown),11688,5242,48070,6867.142857142857,48,7,151,6446,4.145833333333333,2.2296833269744374
Elley Duh,MIDDLE OF THE NIGHT,55696,24713,1559624,44560.68571428571,32,35,143,30983,5.46875,2.253712620887792
Ellie Goulding,Close To Me (with Diplo) (feat. Swae Lee),27694,8991,1226659,17036.930555555555,10,72,185,18703,19.5,3.0801913024135246
Ellie Goulding,Hate Me (with Juice WRLD),23850,12310,880643,16011.690909090908,39,55,147,11540,4.769230769230769,1.9374492282696993
Ellie Goulding,Sixteen,13523,7529,400130,10259.74358974359,76,39,116,5994,2.526315789473684,1.79612166290344
Eloff,Johnnie Blou,45661,25853,1107592,33563.393939393936,49,33,144,19808,3.938775510204082,1.7661780064209183
Eloff,Witblits,36031,27072,353705,32155.0,121,11,57,8959,1.4710743801652892,1.330932328605201
Elton John,Cold Heart - PNAU Remix,120054,20900,4184086,70916.71186440678,8,59,175,99154,22.875,5.74421052631579
Elton John,Hold Me Closer,42187,33432,185713,37142.6,93,5,40,8755,1.4301075268817205,1.2618748504426895
Elton John,Step Into Christmas,29518,7798,37316,18658.0,147,2,7,21720,1.0476190476190477,3.7853295716850472
Elvis Presley,Blue Christmas,17621,7062,24683,12341.5,116,2,58,10559,1.5,2.495185499858397
ElyOtto,SugarCrash!,20677,18738,97303,19460.6,153,5,30,1939,1.196078431372549,1.1034795602518945
Em Beihold,Numb Little Bug,34225,24312,311690,28335.454545454544,84,11,83,9913,1.9880952380952381,1.4077410332346167
Eminem,'Till I Collapse,7645,1617,107421,3978.5555555555557,42,27,140,6028,4.333333333333333,4.727891156462585
Eminem,Alfred - Interlude,25072,25072,25072,25072.0,54,1,0,0,1.0,1.0
Eminem,Alfred - Outro,14133,14133,14133,14133.0,139,1,0,0,1.0,1.0
Eminem,Black Magic (feat. Skylar Grey),19467,19467,19467,19467.0,178,1,0,0,1.0,1.0
Eminem,Darkness,42838,11592,89864,22466.0,15,4,169,31246,12.266666666666667,3.695479641131815
Eminem,Em Calls Paul - Skit,21642,4984,34719,11573.0,19,3,137,16658,8.210526315789474,4.342295345104334
Eminem,Fall,31003,5416,92026,13146.57142857143,5,7,172,25587,35.4,5.724335302806499
Eminem,Farewell,23773,11733,35506,17753.0,59,2,127,12040,3.152542372881356,2.0261655160657974
Eminem,From The D 2 The LBC (with Snoop Dogg),29649,26971,56620,28310.0,164,2,4,2678,1.024390243902439,1.099291831967669
Eminem,Gnat,36005,18987,78529,26176.333333333332,61,3,62,17018,2.0163934426229506,1.8962974666877337
Eminem,Godzilla (feat. Juice WRLD),92016,16318,1836455,28694.609375,2,64,196,75698,99.0,5.638926339012134
Eminem,Good Guy (feat. Jessie Reyez),21385,4940,43924,10981.0,20,4,153,16445,8.65,4.328947368421052
Eminem,Greatest,36489,5165,86410,14401.666666666666,3,6,179,31324,60.666666666666664,7.064666021297192
Eminem,"I Will (feat. KXNG Crooked, Royce Da 5'9"" & Joell Ortiz)",21258,21258,21258,21258.0,74,1,0,0,1.0,1.0
Eminem,In Too Deep,34077,14621,48698,24349.0,29,2,95,19456,4.275862068965517,2.3306887353806167
Eminem,Kamikaze,30525,5936,69342,13868.4,6,5,150,24589,26.0,5.142351752021563
Eminem,Killer (feat. Jack Harlow & Cordae) - Remix,22130,21742,43872,21936.0,151,2,1,388,1.0066225165562914,1.0178456443749424
Eminem,Killshot,15328,4443,98617,8218.083333333334,23,12,160,10885,7.956521739130435,3.4499212243979294
Eminem,Leaving Heaven (feat. Skylar Grey),34162,15866,50028,25014.0,28,2,78,18296,3.7857142857142856,2.1531576957015
Eminem,Little Engine,23616,23616,23616,23616.0,61,1,0,0,1.0,1.0
Eminem,Lock It Up (feat. Anderson .Paak),27398,14050,41448,20724.0,41,2,93,13348,3.268292682926829,1.9500355871886121
