main_artist,track_name,Max Streams per Song,Min Streams per Song,Total Streams per Song,Mean Streams per Song,Min Position per Song,Artist Song Count,MaxMin Difference Position,MaxMin Difference Streams,MaxMin Ratio Position,MaxMin Ratio Streams
JVKE,golden hour,29403,28352,57755,28877.5,183,2,4,1051,1.0218579234972678,1.0370696952595937
Jack Harlow,Churchill Downs (feat. Drake),102211,30863,1069658,50936.09523809524,7,21,149,71348,22.285714285714285,3.3117648964779836
Jack Harlow,Dua Lipa,76230,28471,270919,45153.166666666664,14,6,162,47759,12.571428571428571,2.6774612763864987
Jack Harlow,First Class,156584,35838,1955712,78228.48,2,25,118,120746,60.0,4.369217032200457
Jack Harlow,I Got A Shot,26093,26093,26093,26093.0,163,1,0,0,1.0,1.0
Jack Harlow,I'd Do Anything To Make You Smile,35490,35490,35490,35490.0,75,1,0,0,1.0,1.0
Jack Harlow,Like A Blade Of Grass,31974,31974,31974,31974.0,99,1,0,0,1.0,1.0
Jack Harlow,Lil Secret,26952,26952,26952,26952.0,154,1,0,0,1.0,1.0
Jack Harlow,Movie Star (feat. Pharrell Williams),31204,31204,31204,31204.0,106,1,0,0,1.0,1.0
Jack Harlow,Nail Tech,44556,27689,513168,36654.857142857145,44,14,113,16867,3.5681818181818183,1.609158871754126
Jack Harlow,Parent Trap (feat. Justin Timberlake),27764,27764,27764,27764.0,141,1,0,0,1.0,1.0
Jack Harlow,Poison (feat. Lil Wayne),28378,28378,28378,28378.0,132,1,0,0,1.0,1.0
Jack Harlow,SUVs (Black on Black),24738,24738,24738,24738.0,137,1,0,0,1.0,1.0
Jack Harlow,Side Piece,33331,33331,33331,33331.0,83,1,0,0,1.0,1.0
Jack Harlow,Talk Of The Town,30148,30148,30148,30148.0,116,1,0,0,1.0,1.0
Jack Harlow,Tyler Herro,35376,18588,697389,25829.222222222223,40,27,145,16788,4.625,1.9031633311814073
Jack Harlow,WHATS POPPIN,41514,13801,1042828,26739.17948717949,15,39,180,27713,13.0,3.008042895442359
Jack Harlow,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",51925,25894,950020,39584.166666666664,11,24,65,26031,6.909090909090909,2.005290800957751
Jack Harlow,Way Out (feat. Big Sean),28519,17246,191843,21315.88888888889,82,9,118,11273,2.4390243902439024,1.653658819436391
Jack Harlow,"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track",31986,19296,652431,24164.11111111111,66,27,134,12690,3.0303030303030303,1.6576492537313432
Jack Harlow,Young Harleezy,36643,36643,36643,36643.0,72,1,0,0,1.0,1.0
Jacquees,Put In Work (with Chris Brown),15785,15785,15785,15785.0,158,1,0,0,1.0,1.0
Jaden,Falling For You with Justin Bieber,14442,14442,14442,14442.0,192,1,0,0,1.0,1.0
Jaden,GHOST,7918,4155,49725,5525.0,47,9,129,3763,3.74468085106383,1.9056558363417568
Jaden,I,8928,8928,8928,8928.0,154,1,0,0,1.0,1.0
Jaden,K,9239,9239,9239,9239.0,143,1,0,0,1.0,1.0
Jaden,N,8671,8671,8671,8671.0,160,1,0,0,1.0,1.0
Jaden,P,8900,8900,8900,8900.0,156,1,0,0,1.0,1.0
Jaden,Plastic,5962,5962,5962,5962.0,163,1,0,0,1.0,1.0
Jaden,SOHO,8354,7022,15376,7688.0,97,2,28,1332,1.288659793814433,1.1896895471375677
Jaden,Summertime In Paris,9690,9690,9690,9690.0,130,1,0,0,1.0,1.0
Jake Paul,Fresh Outta London,16773,16773,16773,16773.0,135,1,0,0,1.0,1.0
James Arthur,Empty Space,7558,6008,27384,6846.0,116,4,52,1550,1.4482758620689655,1.257989347536618
James Arthur,Falling Like The Stars,9095,7875,42904,8580.8,121,5,30,1220,1.2479338842975207,1.154920634920635
James Arthur,Rewrite The Stars (with James Arthur & Anne-Marie),10743,6880,143989,8469.941176470587,64,17,119,3863,2.859375,1.5614825581395348
James Arthur,Say You Won't Let Go,34062,2339,4162029,17786.44871794872,85,234,115,31723,2.3529411764705883,14.562633604104319
James Arthur,Train Wreck,23547,15538,690602,20311.823529411766,98,34,100,8009,2.020408163265306,1.5154460033466342
James Bay,Bad,6981,6981,6981,6981.0,184,1,0,0,1.0,1.0
James Bay,Peer Pressure,8451,7566,16017,8008.5,127,2,43,885,1.3385826771653544,1.1169706582077716
James Blake,Mile High (feat. Travis Scott & Metro Boomin),12724,7912,28973,9657.666666666666,62,3,82,4812,2.3225806451612905,1.6081900910010112
James Hype,Ferrari,29749,27696,116431,29107.75,163,4,34,2053,1.2085889570552146,1.074126227614096
Jason Derulo,Acapulco,39821,21892,1131199,31422.194444444445,58,36,136,17929,3.3448275862068964,1.8189749680248493
Jason Derulo,"Colors - Coca-Cola Anthem, 2018 FIFA World CupTM",3462,3462,3462,3462.0,168,1,0,0,1.0,1.0
Jason Derulo,Goodbye (feat. Nicki Minaj & Willy William),10677,5583,73130,8125.555555555556,49,9,116,5094,3.36734693877551,1.9124126813541107
Jason Derulo,Lifestyle (feat. Adam Levine),20045,20045,20045,20045.0,142,1,0,0,1.0,1.0
Jason Derulo,Love Not War (The Tampa Beat),20355,17474,114458,19076.333333333332,125,6,66,2881,1.528,1.1648735263820533
Jason Derulo,Take You Dancing,42519,14637,1202187,30054.675,26,40,154,27882,6.923076923076923,2.904898544783767
Jason Isbell and the 400 Unit,If We Were Vampires,2236,2236,2236,2236.0,165,1,0,0,1.0,1.0
Jason Mraz,I'm Yours,8508,2221,387542,5962.184615384615,79,65,116,6287,2.4683544303797467,3.830706888788834
Jawsh 685,Savage Love (Laxed  Siren Beat) [BTS Remix],22878,22878,22878,22878.0,103,1,0,0,1.0,1.0
Jawsh 685,Savage Love (Laxed - Siren Beat),67126,15280,2240731,40013.05357142857,3,56,158,51846,53.666666666666664,4.393062827225131
Jax Jones,All Day And Night,7332,7332,7332,7332.0,192,1,0,0,1.0,1.0
Jax Jones,Breathe (feat. Ina Wroldsen),5042,1249,41670,3788.181818181818,46,11,128,3793,3.782608695652174,4.036829463570856
Jax Jones,Harder (with Bebe Rexha),9957,8836,18793,9396.5,133,2,30,1121,1.2255639097744362,1.1268673607967405
Jay,My Volgende Fout,25492,23466,73315,24438.333333333332,169,3,27,2026,1.1597633136094674,1.0863376800477287
Jay Electronica,The Blinding feat. Travis Scott,12283,12283,12283,12283.0,182,1,0,0,1.0,1.0
Jay Music,The Fxckin Injury,64836,31325,427053,53381.625,33,8,136,33511,5.121212121212121,2.0697845171588187
Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",7095,2298,76832,4802.0,24,16,161,4797,7.708333333333333,3.087467362924282
Jay Rock,WIN,3450,3450,3450,3450.0,191,1,0,0,1.0,1.0
Jay Rock,Wow Freestyle (feat. Kendrick Lamar),3579,3579,3579,3579.0,183,1,0,0,1.0,1.0
Jaymes Young,Infinity,48700,26037,1045771,38732.25925925926,42,27,150,22663,4.571428571428571,1.8704151783999692
JazziDisciples,My Sunday,10029,10029,10029,10029.0,190,1,0,0,1.0,1.0
JazziDisciples,Sgubu Se Monati,17875,10333,190208,12680.533333333333,112,15,81,7542,1.7232142857142858,1.729894512726217
Jeremy Loops,Dreaming Again,2213,2213,2213,2213.0,171,1,0,0,1.0,1.0
Jeremy Loops,Flash Floods,2345,2345,2345,2345.0,153,1,0,0,1.0,1.0
Jeremy Loops,Freak,3708,3708,3708,3708.0,74,1,0,0,1.0,1.0
Jeremy Loops,Gold,4265,4265,4265,4265.0,64,1,0,0,1.0,1.0
Jeremy Loops,Mortal Man,14050,14050,14050,14050.0,147,1,0,0,1.0,1.0
Jeremy Loops,Rather Have Me Dead,4685,4685,4685,4685.0,50,1,0,0,1.0,1.0
Jeremy Loops,Runaway Kids,2133,2133,2133,2133.0,182,1,0,0,1.0,1.0
Jeremy Loops,The Shore,2659,2659,2659,2659.0,125,1,0,0,1.0,1.0
Jeremy Loops,Thieves,2826,2826,2826,2826.0,104,1,0,0,1.0,1.0
Jeremy Loops,Underwater Blues,2468,2468,2468,2468.0,142,1,0,0,1.0,1.0
Jeremy Loops,Vultures,2784,2784,2784,2784.0,111,1,0,0,1.0,1.0
Jeremy Loops,Waves,7731,1290,62984,4498.857142857143,32,14,164,6441,6.125,5.993023255813953
Jeremy Zucker,comethru,6579,6579,6579,6579.0,198,1,0,0,1.0,1.0
Jess Glynne,All I Am,6946,4407,43526,5440.75,111,8,59,2539,1.5315315315315314,1.576128885863399
Jess Glynne,I'll Be There,10573,3254,378364,7567.28,35,50,165,7319,5.714285714285714,3.2492317148125385
Jessica Darrow,"Surface Pressure - From ""Encanto""/Soundtrack Version",25832,24396,76011,25337.0,156,3,9,1436,1.0576923076923077,1.058862108542384
Jessie J,Bang Bang,4025,4025,4025,4025.0,193,1,0,0,1.0,1.0
Jessie Reyez,Imported (with 6LACK),8276,8276,8276,8276.0,154,1,0,0,1.0,1.0
Jhen Aiko,10k Hours (feat. Nas),17520,17520,17520,17520.0,99,1,0,0,1.0,1.0
Jhen Aiko,B.S. (feat. H.E.R.),35763,11114,221990,17076.153846153848,21,13,165,24649,8.857142857142858,3.217833363325535
Jhen Aiko,Born Tired,20761,20761,20761,20761.0,70,1,0,0,1.0,1.0
Jhen Aiko,Define Me - interlude,16307,16307,16307,16307.0,111,1,0,0,1.0,1.0
Jhen Aiko,Happiness Over Everything (H.O.E.) (feat. Future & Miguel),35033,11897,78355,19588.75,24,4,167,23136,7.958333333333333,2.944691939144322
Jhen Aiko,LOVE,16533,16533,16533,16533.0,108,1,0,0,1.0,1.0
Jhen Aiko,Lightning & Thunder (feat. John Legend),16573,16573,16573,16573.0,106,1,0,0,1.0,1.0
Jhen Aiko,Lotus - intro,17822,17822,17822,17822.0,95,1,0,0,1.0,1.0
Jhen Aiko,Magic Hour,13575,13575,13575,13575.0,160,1,0,0,1.0,1.0
Jhen Aiko,Mourning Doves,14183,14183,14183,14183.0,146,1,0,0,1.0,1.0
Jhen Aiko,None Of Your Concern,15184,10269,25453,12726.5,95,2,89,4915,1.936842105263158,1.4786249878274418
Jhen Aiko,None Of Your Concern (feat. Big Sean),28750,14226,42976,21488.0,39,2,97,14524,3.4871794871794872,2.0209475608041614
Jhen Aiko,One Way St. (feat. Ab-Soul),18921,18921,18921,18921.0,83,1,0,0,1.0,1.0
Jhen Aiko,P*$$Y Fairy (OTW),22654,11899,98095,14013.57142857143,62,7,120,10755,2.935483870967742,1.9038574670140347
Jhen Aiko,Party For Me,13029,13029,13029,13029.0,172,1,0,0,1.0,1.0
Jhen Aiko,Pray For You,15828,15828,15828,15828.0,119,1,0,0,1.0,1.0
Jhen Aiko,Speak,23923,23923,23923,23923.0,59,1,0,0,1.0,1.0
Jhen Aiko,Summer 2020 - interlude,13849,13849,13849,13849.0,154,1,0,0,1.0,1.0
Jhen Aiko,Surrender (feat. Dr. Chill),12610,12610,12610,12610.0,181,1,0,0,1.0,1.0
Jhen Aiko,Triggered (freestyle),25891,9424,47988,15996.0,48,3,120,16467,3.5,2.7473471986417657
Jhen Aiko,Tryna Smoke,16192,16192,16192,16192.0,112,1,0,0,1.0,1.0
Jnr Choi,TO THE MOON,36861,23932,367330,30610.833333333332,76,12,112,12929,2.473684210526316,1.5402390105298345
Jobe London,Sukendleleni,38257,9429,534663,19095.10714285714,23,28,164,28828,8.130434782608695,4.057376179870612
Joeboy,Contour,23800,23800,23800,23800.0,110,1,0,0,1.0,1.0
Joeboy,Sip (Alcohol),27812,23425,51237,25618.5,94,2,81,4387,1.8617021276595744,1.1872785485592317
Joel Corry,BED,36614,19068,915995,27757.424242424244,68,33,126,17546,2.8529411764705883,1.9201804069645478
Joel Corry,Head & Heart (feat. MNEK),68504,12904,4246719,44236.65625,5,96,195,55600,40.0,5.30874147551147
Joel Corry,OUT OUT (feat. Charli XCX & Saweetie),38731,24839,820868,30402.51851851852,71,27,108,13892,2.5211267605633805,1.5592817746286083
Joey Bada$$,The Baddest,26782,26782,26782,26782.0,190,1,0,0,1.0,1.0
Joey Bada$$,The Light,13058,13058,13058,13058.0,197,1,0,0,1.0,1.0
Joey Fatts,Where You At,20830,20830,20830,20830.0,149,1,0,0,1.0,1.0
John Legend,A Good Night,4852,2528,19752,3950.4,110,5,55,2324,1.5,1.9193037974683544
John Legend,All of Me,33706,2300,2717585,18872.118055555555,92,144,108,31406,2.1739130434782608,14.654782608695653
John Legend,Nervous,28522,28522,28522,28522.0,196,1,0,0,1.0,1.0
John Legend,"U Move, I Move (feat. Jhene Aiko)",11972,11972,11972,11972.0,189,1,0,0,1.0,1.0
John Lennon,Happy Xmas (War Is Over) - Remastered 2010,40997,15591,101316,25329.0,41,4,93,25406,3.268292682926829,2.629529856968764
John Mayer,New Light,5139,3545,35004,4375.5,95,8,83,1594,1.8736842105263158,1.4496473906911143
Johnny Clegg & Savuka,Asimbonanga,7908,7908,7908,7908.0,195,1,0,0,1.0,1.0
Joji,Daylight,14369,13960,28329,14164.5,179,2,7,409,1.0391061452513966,1.029297994269341
Joji,Ew,14451,14451,14451,14451.0,182,1,0,0,1.0,1.0
Joji,Gimme Love,16457,16405,32862,16431.0,96,2,57,52,1.59375,1.0031697653154525
Joji,Glimpse of Us,125722,48000,1160610,72538.125,9,16,60,77722,7.666666666666667,2.6192083333333334
Joji,MODUS,14362,14362,14362,14362.0,187,1,0,0,1.0,1.0
Joji,Run,25575,15259,40834,20417.0,42,2,70,10316,2.6666666666666665,1.6760600301461432
Joji,SLOW DANCING IN THE DARK,5211,4959,20181,5045.25,154,4,40,252,1.2597402597402598,1.0508166969147006
Joji,Sanctuary,11493,8286,29878,9959.333333333334,84,3,74,3207,1.880952380952381,1.387038377986966
Joji,YEAH RIGHT,2792,2792,2792,2792.0,187,1,0,0,1.0,1.0
Joji,Your Man,20414,20414,20414,20414.0,99,1,0,0,1.0,1.0
Jon Bellion,All Time Low,5821,5250,33332,5555.333333333333,185,6,14,571,1.0756756756756756,1.1087619047619048
Jonas Blue,Polaroid,7813,5636,69019,6901.9,113,10,86,2177,1.761061946902655,1.3862668559261888
Jonas Blue,Rise,23017,3119,1023113,14015.246575342466,4,73,188,19898,48.0,7.379608848990061
Jonas Blue,What I Like About You (feat. Theresa Rex),13770,7172,477560,10853.636363636364,76,44,121,6598,2.5921052631578947,1.9199665365309537
Jonas Brothers,Cool,12284,6745,53830,8971.666666666666,70,6,104,5539,2.4857142857142858,1.8212008895478131
Jonas Brothers,Like It's Christmas,13626,13626,13626,13626.0,174,1,0,0,1.0,1.0
Jonas Brothers,Only Human,19230,9844,520681,12397.166666666666,33,42,162,9386,5.909090909090909,1.9534741974806988
Jonas Brothers,Sucker,37095,13272,1626494,19835.29268292683,5,82,191,23823,39.2,2.7949819168173597
Jonas Brothers,What A Man Gotta Do,37622,14766,1165922,19761.389830508473,19,59,181,22856,10.526315789473685,2.5478802654747392
Jonas Brothers,X (with KAROL G),12513,12513,12513,12513.0,182,1,0,0,1.0,1.0
Jorja Smith,All of This (Jorja Smith x GuiltyBeatz),53041,21654,132157,33039.25,25,4,172,31387,7.88,2.4494781564607
Jorja Smith,Be Honest (feat. Burna Boy),16983,9802,183937,13138.357142857143,53,14,143,7181,3.69811320754717,1.7326055906957765
Jorja Smith,Blue Lights,4836,4836,4836,4836.0,97,1,0,0,1.0,1.0
Jorja Smith,February 3rd,5998,3391,9389,4694.5,72,2,123,2607,2.7083333333333335,1.768799764081392
Jorja Smith,Goodbyes,4105,4105,4105,4105.0,125,1,0,0,1.0,1.0
Jorja Smith,Lost & Found,4886,4886,4886,4886.0,95,1,0,0,1.0,1.0
Jorja Smith,On Your Own,4561,4561,4561,4561.0,107,1,0,0,1.0,1.0
Jorja Smith,Teenage Fantasy,4742,4742,4742,4742.0,99,1,0,0,1.0,1.0
Jorja Smith,The One,3765,3765,3765,3765.0,145,1,0,0,1.0,1.0
Jorja Smith,Wandering Romance,3600,3600,3600,3600.0,157,1,0,0,1.0,1.0
Jorja Smith,Where Did I Go?,4257,4257,4257,4257.0,121,1,0,0,1.0,1.0
Jos Feliciano,Feliz Navidad,50455,11185,148630,29726.0,44,5,64,39270,2.4545454545454546,4.510952168082253
Josiah De Disciple,Dala What You Must,32884,32884,32884,32884.0,94,1,0,0,1.0,1.0
Josiah De Disciple,Khuzeka,20977,19941,40918,20459.0,148,2,11,1036,1.0743243243243243,1.0519532621232637
Josiah De Disciple,Manuel,39466,20637,150444,25074.0,53,6,146,18829,3.7547169811320753,1.9123903668168822
Josiah De Disciple,The Warning,28510,28510,28510,28510.0,128,1,0,0,1.0,1.0
Journey,Don't Stop Believin',32296,2622,3240210,15429.57142857143,73,210,126,29674,2.7260273972602738,12.317315026697178
Joyner Lucas,Devil's Work,8719,8719,8719,8719.0,125,1,0,0,1.0,1.0
Joyner Lucas,I Love,6949,5618,19143,6381.0,119,3,66,1331,1.5546218487394958,1.2369170523317907
Joyner Lucas,Isis,19588,8054,86286,12326.57142857143,38,7,141,11534,4.7105263157894735,2.432083436801589
Joyner Lucas,Ramen & OJ,28908,19986,258024,23456.727272727272,79,11,113,8922,2.430379746835443,1.4464124887421195
Joyner Lucas,Will,14495,14495,14495,14495.0,131,1,0,0,1.0,1.0
Joyner Lucas,Will - Remix,21637,12539,49624,16541.333333333332,68,3,121,9098,2.7794117647058822,1.7255762022489831
Joyner Lucas,Your Heart,56297,25533,183369,36673.8,41,5,103,30764,3.5121951219512195,2.204872126267967
Jub Jub,Ndikhokhele,60602,15785,206047,29435.285714285714,8,7,186,44817,24.25,3.8392144440924927
Juice WRLD,All Girls Are The Same,29720,2993,1604560,18028.76404494382,59,89,140,26727,3.3728813559322033,9.929836284664216
Juice WRLD,Already Dead,69621,23604,286429,40918.42857142857,27,7,168,46017,7.222222222222222,2.9495424504321304
Juice WRLD,Anxiety - Intro,25325,25325,25325,25325.0,59,1,0,0,1.0,1.0
Juice WRLD,Armed And Dangerous,10447,6010,113443,7562.866666666667,74,15,120,4437,2.6216216216216215,1.738269550748752
Juice WRLD,Bad Boy (with Young Thug),39976,18381,183853,26264.714285714286,29,7,143,21595,5.931034482758621,2.1748544692889396
Juice WRLD,Bad Energy,42014,13853,129032,21505.333333333332,16,6,177,28161,12.0625,3.032844871147044
Juice WRLD,Bandit (with YoungBoy Never Broke Again),25712,11512,885610,17030.96153846154,35,52,162,14200,5.628571428571429,2.2334954829742877
Juice WRLD,Blood On My Jeans,40479,14764,116071,23214.2,19,5,151,25715,8.947368421052632,2.7417366567325927
Juice WRLD,Burn,45736,27262,72998,36499.0,49,2,108,18474,3.204081632653061,1.6776465409727825
Juice WRLD,Can't Die,28954,14452,61580,20526.666666666668,49,3,144,14502,3.938775510204082,2.0034597287572655
Juice WRLD,Cigarettes,46811,26597,138728,34682.0,49,4,110,20214,3.2448979591836733,1.760010527503102
Juice WRLD,Come & Go (with Marshmello),75299,20878,2697637,32898.01219512195,2,82,195,54421,98.5,3.606619407989271
Juice WRLD,Conversations,57663,15874,397865,24866.5625,7,16,173,41789,25.714285714285715,3.6325437822854982
Juice WRLD,Doom,29591,29591,29591,29591.0,145,1,0,0,1.0,1.0
Juice WRLD,Empty,10246,10246,10246,10246.0,93,1,0,0,1.0,1.0
Juice WRLD,Fast,20798,7909,51728,12932.0,29,4,126,12889,5.344827586206897,2.6296624099127577
Juice WRLD,Feline (with Polo G & Trippie Redd),33089,33089,33089,33089.0,115,1,0,0,1.0,1.0
Juice WRLD,Fighting Demons,34469,14508,67612,22537.333333333332,34,3,158,19961,5.647058823529412,2.375861593603529
Juice WRLD,Girl Of My Dreams (with SUGA of BTS),45220,26426,71646,35823.0,51,2,123,18794,3.411764705882353,1.7111935215318248
Juice WRLD,Go Hard,28142,28142,28142,28142.0,160,1,0,0,1.0,1.0
Juice WRLD,Hate The Other Side (with Marshmello & The Kid Laroi),46755,15542,364462,21438.941176470587,12,17,185,31213,16.416666666666668,3.008300090078497
Juice WRLD,Hear Me Calling,12588,7936,49541,9908.2,65,5,87,4652,2.3384615384615386,1.5861895161290323
Juice WRLD,I Want It,32258,17373,49631,24815.5,42,2,79,14885,2.880952380952381,1.8567892707074196
Juice WRLD,Juice WRLD Speaks From Heaven - Outro,18858,18858,18858,18858.0,96,1,0,0,1.0,1.0
Juice WRLD,Lean Wit Me,5686,4976,42722,5340.25,107,8,83,710,1.7757009345794392,1.142684887459807
Juice WRLD,Legends,14943,13651,28594,14297.0,119,2,6,1292,1.050420168067227,1.0946450809464507
Juice WRLD,Let Me Know (I Wonder Why Freestyle),13704,13704,13704,13704.0,136,1,0,0,1.0,1.0
Juice WRLD,Life's A Mess (feat. Halsey),72453,14644,364563,28043.30769230769,3,13,174,57809,59.0,4.94762360010926
Juice WRLD,Life's A Mess II (with Clever & Post Malone),17816,17816,17816,17816.0,183,1,0,0,1.0,1.0
Juice WRLD,Lucid Dreams,35042,2851,4715236,21144.55605381166,5,223,191,32191,39.2,12.291125920729568
Juice WRLD,Make Believe,9539,6810,16349,8174.5,108,2,77,2729,1.712962962962963,1.400734214390602
Juice WRLD,Man Of The Year,28771,14956,62090,20696.666666666668,50,3,130,13815,3.6,1.9237095480074886
Juice WRLD,Maze,7991,7991,7991,7991.0,149,1,0,0,1.0,1.0
Juice WRLD,Not Enough,26782,26782,26782,26782.0,187,1,0,0,1.0,1.0
Juice WRLD,Real Shit (with benny blanco),35095,22614,57709,28854.5,56,2,71,12481,2.267857142857143,1.5519147430795082
Juice WRLD,Reminds Me Of You,39493,19299,220225,27528.125,39,8,120,20194,4.076923076923077,2.0463754598683868
Juice WRLD,Righteous,58801,15626,956174,25162.473684210527,6,38,194,43175,33.333333333333336,3.763023166517343
Juice WRLD,Robbery,35784,7339,1924354,20256.35789473684,34,95,166,28445,5.882352941176471,4.875868646954626
Juice WRLD,Rockstar In His Prime,33419,33419,33419,33419.0,112,1,0,0,1.0,1.0
Juice WRLD,Screw Juice,32727,17552,50279,25139.5,39,2,79,15175,3.0256410256410255,1.8645738377392889
Juice WRLD,Smile (with The Weeknd),58211,17609,850988,29344.41379310345,6,29,176,40602,30.333333333333332,3.3057527400760973
Juice WRLD,Sometimes,40964,28886,69850,34925.0,63,2,78,12078,2.238095238095238,1.4181264280274182
Juice WRLD,Stay High,34600,13752,102772,20554.4,31,5,153,20848,5.935483870967742,2.515997673065736
Juice WRLD,Tell Me U Luv Me (with Trippie Redd),39298,12468,180299,20033.222222222223,23,9,175,26830,8.608695652173912,3.15190888675008
Juice WRLD,"The Man, The Myth, The Legend - Interlude",19256,19256,19256,19256.0,92,1,0,0,1.0,1.0
Juice WRLD,Titanic,44469,15368,102355,25588.75,15,4,149,29101,10.933333333333334,2.8936100989068194
Juice WRLD,Up Up And Away,32848,13844,83018,20754.5,38,4,153,19004,5.026315789473684,2.3727246460560534
Juice WRLD,Wandered To LA (with Justin Bieber),59232,24696,193400,38680.0,31,5,141,34536,5.548387096774194,2.3984450923226435
Juice WRLD,Wasted (feat. Lil Uzi Vert),5978,4266,50523,5052.3,80,10,119,1712,2.4875,1.4013127051101735
Juice WRLD,Wishing Well,63279,22137,2489991,35571.3,4,70,196,41142,50.0,2.8585174142837784
Juice WRLD,You Wouldn't Understand,30605,30605,30605,30605.0,136,1,0,0,1.0,1.0
Julia Michaels,Anxiety (with Selena Gomez),8301,7291,22995,7665.0,145,3,28,1010,1.193103448275862,1.1385269510355231
Julia Michaels,Heaven,5615,1794,63962,3762.470588235294,36,17,147,3821,5.083333333333333,3.129877369007804
Julia Michaels,Issues,2841,2119,12417,2483.4,171,5,23,722,1.1345029239766082,1.340726757904672
Julia Michaels,Jump (with Trippie Redd),5064,3016,44025,4002.2727272727275,96,11,81,2048,1.84375,1.6790450928381964
Julia Michaels,What A Time (feat. Niall Horan),9170,7113,56806,8115.142857142857,124,7,49,2057,1.3951612903225807,1.2891888092225503
Juluka,Impi,9863,9627,19490,9745.0,140,2,53,236,1.3785714285714286,1.0245143866209618
Jung Kook,Stay Alive (Prod. SUGA of BTS),30100,30100,30100,30100.0,123,1,0,0,1.0,1.0
Junior De Rocka,Catalia,58285,20042,862527,39205.77272727273,20,22,180,38243,10.0,2.908142899910189
Junior De Rocka,Kash,34776,34776,34776,34776.0,97,1,0,0,1.0,1.0
Justin Bieber,2 Much,24844,24844,24844,24844.0,104,1,0,0,1.0,1.0
Justin Bieber,All Around Me,16244,16244,16244,16244.0,102,1,0,0,1.0,1.0
Justin Bieber,Anyone,61608,25137,2108156,35731.457627118645,11,59,163,36471,15.818181818181818,2.450889127580857
Justin Bieber,As I Am (feat. Khalid),49612,19536,185426,30904.333333333332,28,6,144,30076,6.142857142857143,2.5395167895167896
Justin Bieber,Available,14455,14455,14455,14455.0,126,1,0,0,1.0,1.0
Justin Bieber,Changes,11975,11975,11975,11975.0,188,1,0,0,1.0,1.0
Justin Bieber,Come Around Me,17099,17099,17099,17099.0,92,1,0,0,1.0,1.0
Justin Bieber,Confirmation,13351,13351,13351,13351.0,155,1,0,0,1.0,1.0
Justin Bieber,Deserve You,23006,23006,23006,23006.0,120,1,0,0,1.0,1.0
Justin Bieber,Die For You (feat. Dominic Fike),20349,20349,20349,20349.0,167,1,0,0,1.0,1.0
Justin Bieber,Forever (feat. Post Malone & Clever),47320,20171,235116,29389.5,15,8,54,27149,4.6,2.3459421942392544
Justin Bieber,Get Me,27140,14557,41697,20848.5,35,2,86,12583,3.4571428571428573,1.8643951363605138
Justin Bieber,Get Me (feat. Kehlani),20935,13988,34923,17461.5,65,2,66,6947,2.0153846153846153,1.4966399771232486
Justin Bieber,Ghost,69865,16983,2884005,54415.188679245286,21,53,157,52882,8.476190476190476,4.113819702054996
Justin Bieber,Habitual,19459,19459,19459,19459.0,78,1,0,0,1.0,1.0
Justin Bieber,Hold On,60437,20534,852603,32792.42307692308,17,26,180,39903,11.588235294117647,2.9432648290639913
Justin Bieber,Holy (feat. Chance The Rapper),57435,20380,1508677,37716.925,12,40,176,37055,15.666666666666666,2.818204121687929
Justin Bieber,Honest (feat. Don Toliver),35172,32356,67528,33764.0,88,2,8,2816,1.0909090909090908,1.0870317715415998
Justin Bieber,Intentions,46878,46878,46878,46878.0,13,1,0,0,1.0,1.0
Justin Bieber,Intentions (feat. Quavo),65609,17334,1939064,35255.70909090909,4,55,188,48275,48.0,3.7849890388831198
Justin Bieber,Lonely (with benny blanco),48531,18563,869522,31054.35714285714,17,28,174,29968,11.235294117647058,2.6143942250713788
Justin Bieber,Love You Different (feat. BEAM),19378,19378,19378,19378.0,181,1,0,0,1.0,1.0
Justin Bieber,Love Yourself,6266,4036,40860,5107.5,157,8,35,2230,1.2229299363057324,1.5525272547076314
Justin Bieber,Loved By You (feat. Burna Boy),23667,23667,23667,23667.0,113,1,0,0,1.0,1.0
Justin Bieber,Mistletoe,49370,6366,188481,26925.85714285714,26,7,147,43004,6.653846153846154,7.75526233113415
Justin Bieber,Off My Face,24578,24578,24578,24578.0,106,1,0,0,1.0,1.0
Justin Bieber,Peaches (feat. Daniel Caesar & Giveon),122250,27205,3830124,49104.153846153844,1,78,184,95045,185.0,4.493659253813637
Justin Bieber,Running Over (feat. Lil Dicky),13360,13360,13360,13360.0,154,1,0,0,1.0,1.0
Justin Bieber,Second Emotion (feat. Travis Scott),13183,13183,13183,13183.0,160,1,0,0,1.0,1.0
Justin Bieber,Unstable (feat. The Kid LAROI),29117,21200,50317,25158.5,82,2,85,7917,2.0365853658536586,1.3734433962264152
Justin Bieber,Yummy,61046,12768,834627,30912.11111111111,5,27,189,48278,38.8,4.781171679197995
Justin Bieber,Yummy - Summer Walker Remix,12862,12862,12862,12862.0,169,1,0,0,1.0,1.0
Justin Timberlake,Say Something (feat. Chris Stapleton),5875,1367,56408,4339.076923076923,54,13,122,4508,3.259259259259259,4.2977322604242865
