main_artist,track_name,trackAppearanceCount,artistAppearanceCount,rank,peak_rank,previous_rank,weeks_on_chart,streams,ArtistCount,isTopTen,rank difference,Max Streams per Song,Min Streams per Song,Total Streams per Song,Mean Streams per Song,Min Position per Song,Artist Song Count,MaxMin Difference Position,MaxMin Difference Streams,MaxMin Ratio Position,MaxMin Ratio Streams,Labels,main_art_track,entry rank
AKA,Company,9,201,22,1,20,10,133768,1,1,2,435810,28228.0,121225.0,30306.25,111.0,4.0,75.0,4011.0,1.6756756756756757,1.1420929573473146,3,AKACompany,1
AKA,Company,10,204,25,1,22,11,124521,1,1,3,435810,27097.0,27097.0,27097.0,195.0,1.0,0.0,0.0,1.0,1.0,3,AKACompany,1
AKA,Company,11,207,22,1,25,12,122023,1,1,-3,435810,33591.0,847337.0,36840.739130434784,64.0,23.0,133.0,12249.0,3.078125,1.3646512458694293,3,AKACompany,1
AKA,Composure,1,129,125,102,102,2,44796,1,0,23,44796,28896.0,97227.0,32409.0,99.0,3.0,66.0,8095.0,1.6666666666666667,1.2801425802879292,2,AKAComposure,125
AKA,Congratulate,1,126,69,59,59,2,64597,1,0,10,64597,34582.0,1522397.0,50746.566666666666,20.0,30.0,170.0,47943.0,9.5,2.3863570643687466,2,AKACongratulate,69
AKA,Crown (feat. Manana),1,156,56,8,8,2,76032,2,1,48,76032,44724.0,686072.0,52774.769230769234,55.0,13.0,116.0,19802.0,3.109090909090909,1.4427600393524729,2,AKACrown (feat. Manana),56
AKA,Crown (feat. Manana),2,174,125,8,56,3,53816,2,1,69,76032,29847.0,29847.0,29847.0,141.0,1.0,0.0,0.0,1.0,1.0,2,AKACrown (feat. Manana),56
AKA,Crown (feat. Manana),3,183,199,8,125,4,43973,2,1,74,76032,39998.0,2016224.0,84009.33333333333,10.0,24.0,163.0,129944.0,17.3,4.248762438121906,2,AKACrown (feat. Manana),56
AKA,Dangerous,1,153,28,3,3,2,118701,1,1,25,118701,30316.0,599562.0,35268.35294117647,37.0,17.0,162.0,23993.0,5.378378378378378,1.7914302678453622,2,AKADangerous,28
AKA,Dangerous,2,168,34,3,28,3,101394,1,1,6,118701,26107.0,232527.0,29065.875,130.0,8.0,69.0,5767.0,1.5307692307692307,1.220898609568315,2,AKADangerous,28
AKA,Dangerous,3,178,39,3,34,4,101102,1,1,5,118701,43590.0,91944.0,45972.0,145.0,2.0,36.0,4764.0,1.2482758620689656,1.1092911218169306,2,AKADangerous,28
AKA,Dangerous,4,186,69,3,39,5,73987,1,1,30,118701,25388.0,25388.0,25388.0,195.0,1.0,0.0,0.0,1.0,1.0,2,AKADangerous,28
AKA,Dangerous,5,191,85,3,69,6,67147,1,1,16,118701,46570.0,566245.0,56624.5,22.0,10.0,43.0,22894.0,2.9545454545454546,1.4916040369336483,2,AKADangerous,28
AKA,Dangerous,6,195,102,3,85,7,54782,1,1,17,118701,37607.0,679609.0,61782.63636363636,29.0,11.0,132.0,32696.0,5.551724137931035,1.8694126093546415,2,AKADangerous,28
AKA,Dangerous,7,199,118,3,102,8,47725,1,1,16,118701,27315.0,860164.0,31857.925925925927,117.0,27.0,82.0,8261.0,1.7008547008547008,1.3024345597656966,2,AKADangerous,28
AKA,Dangerous,8,203,124,3,118,9,52271,1,1,6,118701,29219.0,29219.0,29219.0,137.0,1.0,0.0,0.0,1.0,1.0,2,AKADangerous,28
AKA,Dangerous,9,206,147,3,124,10,48189,1,1,23,118701,26544.0,92446.0,30815.333333333332,89.0,3.0,100.0,8521.0,2.1235955056179776,1.3210141651597347,2,AKADangerous,28
AKA,Dangerous,10,209,156,3,147,11,45640,1,1,9,118701,25727.0,25727.0,25727.0,189.0,1.0,0.0,0.0,1.0,1.0,2,AKADangerous,28
AKA,Diary (Anxiety),1,162,129,19,19,2,52148,1,0,110,52148,29496.0,6189262.0,123785.24,2.0,50.0,141.0,171687.0,71.5,6.820687550854353,2,AKADiary (Anxiety),129
AKA,Don't Forget To Pray,1,122,41,41,42,2,86882,1,0,-1,86882,29931.0,78497.0,39248.5,64.0,2.0,67.0,18635.0,2.046875,1.6225986435468243,2,AKADon't Forget To Pray,41
AKA,Don't Forget To Pray,2,149,62,41,41,3,76094,1,0,21,86882,68467.0,68467.0,68467.0,73.0,1.0,0.0,0.0,1.0,1.0,2,AKADon't Forget To Pray,41
AKA,Ease,1,163,134,22,22,2,50975,1,0,112,50975,71724.0,71724.0,71724.0,32.0,1.0,0.0,0.0,1.0,1.0,2,AKAEase,134
AKA,Energy (feat. Gemini Major),4,107,56,56,-1,5,69941,2,0,-138,69941,43437.0,747117.0,53365.5,61.0,14.0,131.0,23493.0,3.1475409836065573,1.5408522688030941,2,AKAEnergy (feat. Gemini Major),56
AKA,Energy (feat. Gemini Major),5,124,60,56,56,6,67027,2,0,4,69941,26564.0,83537.0,27845.666666666668,177.0,3.0,18.0,1971.0,1.1016949152542372,1.0741981629272699,2,AKAEnergy (feat. Gemini Major),56
AKA,Fela In Versace,39,102,16,16,-1,41,131451,1,0,-175,131451,33367.0,73153.0,36576.5,103.0,2.0,36.0,6419.0,1.3495145631067962,1.1923757005424522,2,AKAFela In Versace,16
AKA,Fela In Versace,40,120,24,16,16,42,119894,1,0,8,131451,28652.0,220185.0,31455.0,125.0,7.0,62.0,7516.0,1.496,1.2623202568756107,2,AKAFela In Versace,16
AKA,Fela In Versace,41,148,61,16,24,43,76453,1,0,37,131451,44368.0,44368.0,44368.0,147.0,1.0,0.0,0.0,1.0,1.0,2,AKAFela In Versace,16
AKA,Fela In Versace,42,164,178,16,61,44,44176,1,0,117,131451,26948.0,238023.0,34003.28571428572,65.0,7.0,114.0,18481.0,2.753846153846154,1.6858022858839246,2,AKAFela In Versace,16
AKA,Jika,5,103,18,18,-1,6,127050,1,0,-132,140202,27309.0,539792.0,44982.666666666664,28.0,12.0,171.0,33716.0,7.107142857142857,2.234611300303929,2,AKAJika,18
AKA,Jika,6,118,14,14,18,7,140202,1,0,-4,140202,37175.0,86632.0,43316.0,90.0,2.0,57.0,12282.0,1.6333333333333333,1.330383322125084,2,AKAJika,18
AKA,Jika,7,147,47,14,14,8,95705,1,0,33,140202,29883.0,29883.0,29883.0,200.0,1.0,0.0,0.0,1.0,1.0,2,AKAJika,18
AKA,Jika,8,159,78,14,47,9,67125,1,0,31,140202,32334.0,78875.0,39437.5,71.0,2.0,63.0,14207.0,1.8873239436619718,1.4393826931403477,2,AKAJika,18
AKA,Jika,9,171,106,14,78,10,57603,1,0,28,140202,35296.0,35296.0,35296.0,133.0,1.0,0.0,0.0,1.0,1.0,2,AKAJika,18
AKA,Jika,10,181,165,14,106,11,47877,1,0,59,140202,37345.0,1114165.0,65539.11764705883,4.0,17.0,189.0,103383.0,48.25,3.768322399250234,2,AKAJika,18
AKA,Last Time,1,160,100,11,11,2,60209,1,0,89,60209,33045.0,938802.0,55223.64705882353,7.0,17.0,185.0,79337.0,27.428571428571427,3.4008775911635647,2,AKALast Time,100
AKA,Lemons (Lemonade),1,79,5,2,2,2,164534,1,1,3,339799,46744.0,2339693.0,106349.68181818182,3.0,22.0,146.0,234163.0,49.666666666666664,6.009477152147869,0,AKALemons (Lemonade),5
AKA,Lemons (Lemonade),2,80,7,2,5,3,138511,1,1,2,339799,161040.0,1093379.0,182229.83333333334,4.0,6.0,9.0,56068.0,3.25,1.3481619473422752,0,AKALemons (Lemonade),5
AKA,Lemons (Lemonade),3,81,7,2,7,4,134733,1,1,0,339799,53926.0,2294149.0,95589.54166666667,19.0,24.0,76.0,80210.0,5.0,2.487408671141935,0,AKALemons (Lemonade),5
AKA,Lemons (Lemonade),4,82,9,2,7,5,126145,1,1,2,339799,28153.0,517305.0,47027.72727272727,17.0,11.0,174.0,52965.0,11.235294117647058,2.8813270344190673,0,AKALemons (Lemonade),5
AKA,Lemons (Lemonade),5,83,18,2,9,6,107279,1,1,9,339799,28500.0,88315.0,29438.333333333332,127.0,3.0,52.0,2325.0,1.4094488188976377,1.081578947368421,0,AKALemons (Lemonade),5
AKA,Lemons (Lemonade),6,84,15,2,18,7,104908,1,1,-3,339799,32180.0,120808.0,40269.333333333336,135.0,3.0,56.0,17343.0,1.4148148148148147,1.5389372280919826,0,AKALemons (Lemonade),5
AKA,Lemons (Lemonade),7,85,32,2,15,8,103145,1,1,17,339799,56257.0,56257.0,56257.0,82.0,1.0,0.0,0.0,1.0,1.0,0,AKALemons (Lemonade),5
AKA,Lemons (Lemonade),8,86,26,2,32,9,93337,1,1,-6,339799,33857.0,1830409.0,59045.45161290323,5.0,31.0,187.0,72225.0,38.4,3.133236849100629,0,AKALemons (Lemonade),5
AKA,Lemons (Lemonade),9,87,23,2,26,10,92474,1,1,-3,339799,28557.0,678626.0,39919.17647058824,153.0,17.0,44.0,19730.0,1.2875816993464053,1.690898903946493,0,AKALemons (Lemonade),5
AKA,Lemons (Lemonade),10,88,24,2,23,11,98637,1,1,1,339799,29387.0,616274.0,34237.444444444445,88.0,18.0,103.0,12949.0,2.1704545454545454,1.4406370163677817,0,AKALemons (Lemonade),5
AKA,Lemons (Lemonade),11,89,37,2,24,12,89608,1,1,13,339799,25247.0,175764.0,29294.0,113.0,6.0,84.0,6621.0,1.7433628318584071,1.2622489800768408,0,AKALemons (Lemonade),5
AKA,Lemons (Lemonade),12,90,62,2,37,13,76171,1,1,25,339799,75029.0,3754476.0,104291.0,8.0,36.0,59.0,62862.0,8.375,1.8378360367324635,0,AKALemons (Lemonade),5
AKA,Lemons (Lemonade),13,91,42,2,62,14,81120,1,1,-20,339799,118812.0,396315.0,132105.0,18.0,3.0,7.0,32953.0,1.3888888888888888,1.2773541393125274,0,AKALemons (Lemonade),5
AKA,Lemons (Lemonade),14,92,48,2,42,15,88243,1,1,6,339799,41852.0,229384.0,45876.8,98.0,5.0,97.0,12387.0,1.989795918367347,1.2959715186848897,0,AKALemons (Lemonade),5
AKA,Lemons (Lemonade),15,93,43,2,48,16,78772,1,1,-5,339799,38003.0,428624.0,47624.88888888889,45.0,9.0,140.0,50900.0,4.111111111111111,2.3393679446359497,0,AKALemons (Lemonade),5
AKA,Lemons (Lemonade),16,94,44,2,43,17,68705,1,1,1,339799,34480.0,412694.0,37517.63636363636,128.0,11.0,64.0,5505.0,1.5,1.1596577726218098,0,AKALemons (Lemonade),5
AKA,Lemons (Lemonade),17,95,59,2,44,18,61755,1,1,15,339799,75413.0,75413.0,75413.0,59.0,1.0,0.0,0.0,1.0,1.0,0,AKALemons (Lemonade),5
AKA,Lemons (Lemonade),18,97,47,2,59,19,71224,1,1,-12,339799,38343.0,3559787.0,98882.97222222222,5.0,36.0,189.0,150971.0,38.8,4.93738100826748,0,AKALemons (Lemonade),5
AKA,Lemons (Lemonade),19,98,64,2,47,20,75611,1,1,17,339799,46586.0,1608703.0,64348.12,37.0,25.0,88.0,58698.0,3.3783783783783785,2.259992272356502,0,AKALemons (Lemonade),5
AKA,Lemons (Lemonade),20,100,62,2,64,21,70776,1,1,-2,339799,35487.0,74528.0,37264.0,184.0,2.0,11.0,3554.0,1.059782608695652,1.100149350466368,0,AKALemons (Lemonade),5
AKA,Lemons (Lemonade),21,101,6,2,62,22,189232,1,1,-56,339799,50661.0,50661.0,50661.0,119.0,1.0,0.0,0.0,1.0,1.0,0,AKALemons (Lemonade),5
AKA,Lemons (Lemonade),22,117,6,2,6,23,197891,1,1,0,339799,30506.0,139225.0,34806.25,124.0,4.0,73.0,8169.0,1.5887096774193548,1.2677833868747133,0,AKALemons (Lemonade),5
AKA,Lemons (Lemonade),23,134,2,2,6,24,339799,1,1,-4,339799,36428.0,688693.0,43043.3125,86.0,16.0,103.0,16570.0,2.197674418604651,1.454869880311848,0,AKALemons (Lemonade),5
AKA,Lemons (Lemonade),24,152,11,2,2,25,169995,1,1,9,339799,27115.0,358411.0,29867.583333333332,109.0,12.0,90.0,8659.0,1.8256880733944953,1.319343536787756,0,AKALemons (Lemonade),5
AKA,Lemons (Lemonade),25,167,16,2,11,26,146588,1,1,5,339799,25768.0,142150.0,28430.0,144.0,5.0,54.0,5216.0,1.375,1.2024216081962125,0,AKALemons (Lemonade),5
AKA,Lemons (Lemonade),26,177,20,2,16,27,140954,1,1,4,339799,32970.0,1806869.0,54753.606060606064,14.0,33.0,174.0,45431.0,13.428571428571429,2.3779496511980587,0,AKALemons (Lemonade),5
AKA,Lemons (Lemonade),27,185,23,2,20,28,132733,1,1,3,339799,28547.0,734246.0,36712.3,61.0,20.0,127.0,17973.0,3.081967213114754,1.629593302273444,0,AKALemons (Lemonade),5
AKA,Lemons (Lemonade),28,190,26,2,23,29,134049,1,1,3,339799,27485.0,83999.0,27999.666666666668,172.0,3.0,19.0,1412.0,1.1104651162790697,1.0513734764416955,0,AKALemons (Lemonade),5
AKA,Lemons (Lemonade),29,194,33,2,26,30,107989,1,1,7,339799,44054.0,240706.0,60176.5,55.0,4.0,145.0,32459.0,3.6363636363636362,1.7368002905525037,0,AKALemons (Lemonade),5
AKA,Lemons (Lemonade),30,198,34,2,33,31,97631,1,1,1,339799,27636.0,121614.0,30403.5,116.0,4.0,77.0,4790.0,1.6637931034482758,1.1733246490085396,0,AKALemons (Lemonade),5
AKA,Lemons (Lemonade),31,202,39,2,34,32,107555,1,1,5,339799,26582.0,66525.0,33262.5,95.0,2.0,79.0,13361.0,1.831578947368421,1.502633360920924,0,AKALemons (Lemonade),5
AKA,Lemons (Lemonade),32,205,41,2,39,33,100448,1,1,2,339799,38680.0,248531.0,62132.75,23.0,4.0,136.0,55876.0,6.913043478260869,2.444570837642192,0,AKALemons (Lemonade),5
AKA,Lemons (Lemonade),33,208,39,2,41,34,97606,1,1,-2,339799,39082.0,230610.0,57652.5,33.0,4.0,123.0,44415.0,4.7272727272727275,2.1364566808249323,0,AKALemons (Lemonade),5
AKA,Mbuzi (Freestyle) (feat. Thato Saul),1,157,57,7,7,2,75361,2,1,50,75361,37245.0,37245.0,37245.0,104.0,1.0,0.0,0.0,1.0,1.0,2,AKAMbuzi (Freestyle) (feat. Thato Saul),57
AKA,Mbuzi (Freestyle) (feat. Thato Saul),2,172,110,7,57,3,55718,2,1,53,75361,31169.0,2453586.0,49071.72,40.0,50.0,159.0,35654.0,4.975,2.1438929705797425,2,AKAMbuzi (Freestyle) (feat. Thato Saul),57
AKA,Mbuzi (Freestyle) (feat. Thato Saul),3,182,187,7,110,4,45517,2,1,77,75361,35378.0,336967.0,56161.166666666664,27.0,6.0,162.0,56975.0,7.0,2.6104641302504383,2,AKAMbuzi (Freestyle) (feat. Thato Saul),57
AKA,Paradise,1,131,135,118,118,2,43957,1,0,17,188294,25196.0,64232.0,32116.0,100.0,2.0,97.0,13840.0,1.97,1.5492935386569298,2,AKAParadise,135
AKA,Paradise,2,141,16,16,135,3,188294,1,0,-119,188294,31925.0,1124079.0,37469.3,70.0,30.0,127.0,17279.0,2.8142857142857145,1.5412372748629601,2,AKAParadise,135
AKA,Paradise,3,158,73,16,16,4,68772,1,0,57,188294,31598.0,83774.0,41887.0,55.0,2.0,56.0,20578.0,2.018181818181818,1.6512437496044055,2,AKAParadise,135
AKA,Paradise,4,173,114,16,73,5,55273,1,0,41,188294,32614.0,32614.0,32614.0,134.0,1.0,0.0,0.0,1.0,1.0,2,AKAParadise,135
AKA,Prada,1,99,191,40,40,2,36711,1,1,151,253059,27462.0,455619.0,30374.6,100.0,15.0,93.0,10804.0,1.93,1.3934163571480591,2,AKAPrada,191
AKA,Prada,2,105,26,26,-1,3,111181,1,1,-165,253059,34341.0,214013.0,53503.25,36.0,4.0,162.0,47099.0,5.5,2.3715092746279955,2,AKAPrada,191
AKA,Prada,3,119,22,22,26,4,124339,1,1,-4,253059,46204.0,46204.0,46204.0,100.0,1.0,0.0,0.0,1.0,1.0,2,AKAPrada,191
AKA,Prada,4,136,6,6,22,5,253059,1,1,-16,253059,54706.0,3395789.0,73821.5,2.0,46.0,99.0,73599.0,50.5,2.3453551712792016,2,AKAPrada,191
AKA,Prada,5,154,34,6,6,6,105236,1,1,28,253059,35725.0,90149.0,45074.5,66.0,2.0,97.0,18699.0,2.4696969696969697,1.5234149755073478,2,AKAPrada,191
AKA,Prada,6,169,54,6,34,7,78183,1,1,20,253059,29773.0,734364.0,33380.181818181816,84.0,22.0,115.0,14843.0,2.369047619047619,1.4985389446814228,2,AKAPrada,191
AKA,Prada,7,179,91,6,54,8,66401,1,1,37,253059,32947.0,594006.0,59400.6,8.0,10.0,176.0,98377.0,23.0,3.985916775427201,2,AKAPrada,191
AKA,Prada,8,187,94,6,91,9,63847,1,1,3,253059,33857.0,303676.0,43382.28571428572,27.0,7.0,114.0,31122.0,5.222222222222222,1.919219068434888,2,AKAPrada,191
AKA,Prada,9,192,112,6,94,10,58289,1,1,18,253059,41778.0,106623.0,53311.5,48.0,2.0,58.0,23067.0,2.2083333333333335,1.552132701421801,2,AKAPrada,191
AKA,Prada,10,196,138,6,112,11,47321,1,1,26,253059,49380.0,49380.0,49380.0,79.0,1.0,0.0,0.0,1.0,1.0,2,AKAPrada,191
AKA,Prada,11,200,153,6,138,12,42057,1,1,15,253059,36981.0,900313.0,64308.07142857143,7.0,14.0,190.0,99373.0,28.142857142857142,3.68713663773289,2,AKAPrada,191
AKA,Run Jozi (Godly) (feat. K.O),1,128,115,93,93,2,46433,2,0,22,46433,27457.0,1546843.0,36829.59523809524,99.0,42.0,91.0,25624.0,1.9191919191919191,1.9332410678515497,2,AKARun Jozi (Godly) (feat. K.O),115
AKA,Sponono (feat. Baby S.O.N & 031 Choppa),1,155,51,12,12,2,81708,3,0,39,81708,28719.0,28719.0,28719.0,174.0,1.0,0.0,0.0,1.0,1.0,2,AKASponono (feat. Baby S.O.N & 031 Choppa),51
AKA,Sponono (feat. Baby S.O.N & 031 Choppa),2,170,96,12,51,3,61202,3,0,45,81708,35634.0,357694.0,59615.666666666664,19.0,6.0,164.0,67631.0,9.631578947368421,2.897934556883875,2,AKASponono (feat. Baby S.O.N & 031 Choppa),51
AKA,Sponono (feat. Baby S.O.N & 031 Choppa),3,180,140,12,96,4,51411,3,0,44,81708,38135.0,797850.0,56989.28571428572,15.0,14.0,179.0,80128.0,12.933333333333334,3.1011669070407764,2,AKASponono (feat. Baby S.O.N & 031 Choppa),51
AKA,Sponono (feat. Baby S.O.N & 031 Choppa),4,188,195,12,140,5,44256,3,0,55,81708,81135.0,3481644.0,133909.38461538462,1.0,26.0,57.0,198509.0,58.0,3.4466506439884146,2,AKASponono (feat. Baby S.O.N & 031 Choppa),51
AKA,The World Is Yours,1,108,58,58,-1,2,69498,1,0,-92,69498,111588.0,561577.0,140394.25,9.0,4.0,20.0,49088.0,3.2222222222222223,1.439903932322472,2,AKAThe World Is Yours,58
AKA,The World Is Yours,2,125,68,58,58,3,65082,1,0,10,69498,35269.0,1130014.0,47083.916666666664,18.0,24.0,181.0,71162.0,11.055555555555555,3.0176925912274237,2,AKAThe World Is Yours,58
Adele,Easy On Me,32,111,33,1,38,33,58186,1,1,-5,63920,34284.0,1240897.0,59090.333333333336,12.0,21.0,174.0,61420.0,15.5,2.7915062419787655,3,AdeleEasy On Me,33
Adele,Easy On Me,33,112,36,1,33,34,59354,1,1,3,63920,31608.0,2104376.0,43841.166666666664,70.0,48.0,117.0,28055.0,2.6714285714285713,1.887591748924323,3,AdeleEasy On Me,33
Adele,Easy On Me,34,113,43,1,36,35,57264,1,1,7,63920,31889.0,80700.0,40350.0,62.0,2.0,46.0,16922.0,1.7419354838709677,1.5306532032989433,3,AdeleEasy On Me,33
Adele,Easy On Me,35,114,61,1,43,36,52328,1,1,18,63920,36282.0,148052.0,49350.666666666664,44.0,3.0,124.0,31497.0,3.8181818181818183,1.8681164213659667,3,AdeleEasy On Me,33
Adele,Easy On Me,36,115,70,1,61,37,47736,1,1,9,63920,30700.0,878950.0,35158.0,91.0,25.0,109.0,9771.0,2.197802197802198,1.318273615635179,3,AdeleEasy On Me,33
Adele,Easy On Me,37,116,50,1,70,38,48829,1,1,-20,63920,29285.0,29285.0,29285.0,166.0,1.0,0.0,0.0,1.0,1.0,3,AdeleEasy On Me,33
Adele,Easy On Me,38,117,58,1,50,39,48135,1,1,8,63920,33245.0,1270093.0,39690.40625,61.0,32.0,133.0,14732.0,3.180327868852459,1.4431343059106632,3,AdeleEasy On Me,33
Adele,Easy On Me,39,118,54,1,58,40,46890,1,1,-4,63920,25613.0,183698.0,30616.333333333332,94.0,6.0,98.0,10028.0,2.0425531914893615,1.3915199312848945,3,AdeleEasy On Me,33
Adele,Easy On Me,40,119,59,1,54,41,46870,1,1,5,63920,26967.0,120203.0,30050.75,126.0,4.0,73.0,6186.0,1.5793650793650793,1.2293914784736901,3,AdeleEasy On Me,33
Adele,Easy On Me,41,120,73,1,59,42,47423,1,1,14,63920,26492.0,285385.0,28538.5,133.0,10.0,60.0,4872.0,1.4511278195488722,1.1839045749660275,3,AdeleEasy On Me,33
Adele,Easy On Me,42,121,67,1,73,43,48233,1,1,-6,63920,39241.0,746633.0,57433.307692307695,34.0,13.0,149.0,44464.0,5.382352941176471,2.1331005835733032,3,AdeleEasy On Me,33
Adele,Easy On Me,43,122,61,1,67,44,45530,1,1,-6,63920,39168.0,2386732.0,50781.53191489362,29.0,47.0,160.0,22439.0,6.517241379310345,1.572891135620915,3,AdeleEasy On Me,33
Adele,Easy On Me,44,123,61,1,61,45,47224,1,1,0,63920,33420.0,69337.0,34668.5,116.0,2.0,46.0,2497.0,1.396551724137931,1.0747157390783961,3,AdeleEasy On Me,33
Adele,Easy On Me,45,124,77,1,61,46,46095,1,1,16,63920,46543.0,301575.0,60315.0,76.0,5.0,87.0,21732.0,2.1447368421052633,1.466923060395763,3,AdeleEasy On Me,33
Adele,Easy On Me,46,125,70,1,77,47,46547,1,1,-7,63920,57528.0,57528.0,57528.0,99.0,1.0,0.0,0.0,1.0,1.0,3,AdeleEasy On Me,33
Adele,Easy On Me,47,126,78,1,70,48,42853,1,1,8,63920,30473.0,238210.0,34030.0,150.0,7.0,50.0,8559.0,1.3333333333333333,1.2808715912447084,3,AdeleEasy On Me,33
Adele,Easy On Me,48,127,93,1,78,49,40822,1,1,15,63920,53513.0,2985757.0,59715.14,23.0,50.0,87.0,14985.0,4.782608695652174,1.2800254143852896,3,AdeleEasy On Me,33
Adele,Easy On Me,49,128,92,1,93,50,41323,1,1,-1,63920,42743.0,179731.0,59910.333333333336,57.0,3.0,110.0,37581.0,2.9298245614035086,1.8792316870598695,3,AdeleEasy On Me,33
Adele,Easy On Me,50,129,92,1,92,51,42449,1,1,0,63920,30850.0,378422.0,42046.88888888889,144.0,9.0,54.0,19252.0,1.375,1.6240518638573744,3,AdeleEasy On Me,33
Adele,Easy On Me,51,130,83,1,92,52,43390,1,1,-9,63920,30728.0,93752.0,31250.666666666668,161.0,3.0,17.0,1260.0,1.1055900621118013,1.041004946628482,3,AdeleEasy On Me,33
Adele,Easy On Me,52,131,88,1,83,53,44719,1,1,5,63920,31970.0,882237.0,42011.28571428572,42.0,21.0,129.0,23726.0,4.071428571428571,1.7421332499218016,3,AdeleEasy On Me,33
Adele,Easy On Me,53,132,98,1,88,54,44493,1,1,10,63920,26034.0,288230.0,28823.0,176.0,10.0,17.0,10238.0,1.0965909090909092,1.3932549742644234,3,AdeleEasy On Me,33
Adele,Easy On Me,54,133,92,1,98,55,48137,1,1,-6,63920,30388.0,997745.0,36953.51851851852,105.0,27.0,81.0,18922.0,1.7714285714285714,1.6226800052652364,3,AdeleEasy On Me,33
Adele,Easy On Me,55,134,89,1,92,56,49540,1,1,-3,63920,40819.0,2418353.0,50382.354166666664,37.0,48.0,153.0,30602.0,5.135135135135135,1.7496998946569,3,AdeleEasy On Me,33
Adele,Easy On Me,56,135,85,1,89,57,48755,1,1,-4,63920,33432.0,285290.0,35661.25,107.0,8.0,55.0,5545.0,1.514018691588785,1.1658590571907155,3,AdeleEasy On Me,33
Adele,Easy On Me,57,136,88,1,85,58,45328,1,1,3,63920,26971.0,26971.0,26971.0,168.0,1.0,0.0,0.0,1.0,1.0,3,AdeleEasy On Me,33
Adele,Easy On Me,58,137,96,1,88,59,47089,1,1,8,63920,38512.0,1806634.0,62297.724137931036,52.0,29.0,73.0,35966.0,2.4038461538461537,1.933890735355214,3,AdeleEasy On Me,33
Adele,Easy On Me,59,138,112,1,96,60,46447,1,1,16,63920,53236.0,202563.0,67521.0,61.0,3.0,58.0,21501.0,1.9508196721311475,1.4038808325193477,3,AdeleEasy On Me,33
Adele,Easy On Me,60,139,160,1,112,61,42195,1,1,48,63920,28088.0,333244.0,30294.909090909092,121.0,11.0,72.0,3972.0,1.5950413223140496,1.1414127029336372,3,AdeleEasy On Me,33
Adele,Easy On Me,61,140,143,1,160,62,41236,1,1,-17,63920,37330.0,2774287.0,55485.74,46.0,50.0,109.0,55208.0,3.369565217391304,2.4789177605143315,3,AdeleEasy On Me,33
Adele,Easy On Me,62,141,162,1,143,63,43739,1,1,19,63920,33995.0,448939.0,40812.63636363636,51.0,11.0,82.0,17847.0,2.607843137254902,1.5249889689660243,3,AdeleEasy On Me,33
Adele,Easy On Me,63,142,124,1,162,64,45714,1,1,-38,63920,46843.0,46843.0,46843.0,160.0,1.0,0.0,0.0,1.0,1.0,3,AdeleEasy On Me,33
Adele,Easy On Me,64,143,91,1,124,65,48943,1,1,-33,63920,30578.0,177662.0,35532.4,70.0,5.0,76.0,11235.0,2.085714285714286,1.367421021649552,3,AdeleEasy On Me,33
Adele,Easy On Me,65,144,86,1,91,66,48353,1,1,-5,63920,35248.0,1914343.0,70901.5925925926,8.0,27.0,174.0,67724.0,22.75,2.9213572401270995,3,AdeleEasy On Me,33
Adele,Easy On Me,66,145,90,1,86,67,52406,1,1,4,63920,31835.0,1126447.0,40230.25,102.0,28.0,98.0,16639.0,1.9607843137254901,1.5226637348829903,3,AdeleEasy On Me,33
Adele,Easy On Me,67,146,107,1,90,68,52309,1,1,17,63920,28099.0,445508.0,34269.846153846156,75.0,13.0,125.0,12522.0,2.6666666666666665,1.4456386348268622,3,AdeleEasy On Me,33
Adele,Easy On Me,68,147,95,1,107,69,56732,1,1,-12,63920,30866.0,66757.0,33378.5,93.0,2.0,44.0,5025.0,1.4731182795698925,1.162800492451241,3,AdeleEasy On Me,33
Adele,Easy On Me,69,148,92,1,95,70,56474,1,1,-3,63920,80795.0,181479.0,90739.5,40.0,2.0,13.0,19889.0,1.325,1.2461662231573736,3,AdeleEasy On Me,33
Adele,Easy On Me,70,150,100,1,92,71,53262,1,1,8,63920,29241.0,95427.0,31809.0,106.0,3.0,58.0,3910.0,1.5471698113207548,1.1337163571697275,3,AdeleEasy On Me,33
Adele,Easy On Me,71,152,113,1,100,72,53968,1,1,13,63920,36056.0,280735.0,40105.0,100.0,7.0,81.0,8898.0,1.81,1.2467827823385844,3,AdeleEasy On Me,33
Adele,Easy On Me,72,153,128,1,113,73,52272,1,1,15,63920,33588.0,404565.0,50570.625,46.0,8.0,137.0,38530.0,3.9782608695652173,2.14713588186257,3,AdeleEasy On Me,33
Adele,Easy On Me,73,155,115,1,128,74,55174,1,1,-13,63920,29404.0,89797.0,29932.333333333332,169.0,3.0,2.0,1104.0,1.0118343195266273,1.0375459121208,3,AdeleEasy On Me,33
Adele,Easy On Me,74,157,118,1,115,75,58448,1,1,3,63920,33812.0,1041396.0,43391.5,98.0,24.0,96.0,24695.0,1.9795918367346939,1.7303620016562167,3,AdeleEasy On Me,33
Adele,Easy On Me,75,159,93,1,118,76,63920,1,1,-25,63920,49081.0,49081.0,49081.0,137.0,1.0,0.0,0.0,1.0,1.0,3,AdeleEasy On Me,33
