main_artist,track_name,End Date,rank difference
Davido,OVER DEM,2023-03-30,0
Davido,PICASSO (feat. Logos Olori),2023-04-06,0
Davido,PRECISION,2023-04-06,0
Davido,Stand Strong (feat. Sunday Service Choir),2022-05-12,0
Davido,Stand Strong (feat. Sunday Service Choir),2022-06-02,0
Davido,Stand Strong (feat. Sunday Service Choir),2022-06-09,0
Davido,U (JUJU) (feat. Skepta),2023-04-06,0
Davido,UNAVAILABLE (feat. Musa Keys),2023-03-30,0
Davido,UNAVAILABLE (feat. Musa Keys),2023-04-13,0
Davido,UNAVAILABLE (feat. Musa Keys),2023-05-11,0
Dboi,Bezos,2023-03-09,0
Deribb,Where,2023-04-06,0
Diamond Platnumz,Melody (feat. Jaywillz),2022-03-17,0
Dice Ailes,Hold Me (feat. Tiwa Savage),2022-03-03,0
Dj Bentoa,YESHUA - dance cruise,2023-06-08,0
Dj Boat,Door,2022-05-19,0
Dj Boat,Peru,2022-05-19,0
Dj Boat,Question,2022-02-17,0
Dj Boat,Question,2022-04-07,0
Dj Boat,Sip (Alcohol),2022-05-19,0
Dj Voyst,B.O.A (Based On Analysis),2022-10-20,0
Dj khalipha,Mara pass Mara Beat,2023-04-13,0
Django23,Poppin',2022-06-02,0
Doja Cat,Need to Know,2022-02-17,0
Doja Cat,Vegas (From the Original Motion Picture Soundtrack ELVIS),2022-06-09,0
Doja Cat,Woman,2022-02-17,0
Don Toliver,"Givin Up (Not The One) (Don Toliver & 21 Savage, 2 Chainz)",2023-06-08,0
Don Toliver,Leave The Club (feat. Lil Durk & GloRilla),2023-03-02,0
Don Toliver,Private Landing (feat. Justin Bieber & Future),2023-03-02,0
Don Toliver,Slow Motion (feat. Wizkid),2023-03-02,0
Drake,A Keeper,2022-06-23,0
Drake,BackOutsideBoyz,2022-11-10,0
Drake,Broke Boys,2022-11-10,0
Drake,Calling My Name,2022-06-23,0
Drake,Circo Loco,2022-11-10,0
Drake,Currents,2022-06-23,0
Drake,Down Hill,2022-06-23,0
Drake,Fair Trade (with Travis Scott),2022-02-24,0
Drake,Falling Back,2022-06-23,0
Drake,Flight's Booked,2022-06-23,0
Drake,Girls Want Girls (with Lil Baby),2022-02-17,0
Drake,Hours In Silence,2022-11-10,0
Drake,I Guess Its Fuck Me,2022-11-10,0
Drake,Intro,2022-06-23,0
Drake,Jimmy Cooks (feat. 21 Savage),2022-06-23,0
Drake,Jimmy Cooks (feat. 21 Savage),2022-09-01,0
Drake,Jimmy Cooks (feat. 21 Savage),2023-01-26,0
Drake,Jumbotron Shit Poppin,2022-11-10,0
Drake,Liability,2022-06-23,0
Drake,Major Distribution,2022-11-10,0
Drake,Massive,2022-06-23,0
Drake,Middle of the Ocean,2022-11-10,0
Drake,More Ms,2022-11-10,0
Drake,On BS,2022-11-10,0
Drake,One Dance,2022-02-17,0
Drake,Overdrive,2022-06-23,0
Drake,Privileged Rappers,2022-11-10,0
Drake,Pussy & Millions (feat. Travis Scott),2022-11-10,0
Drake,Rich Flex,2022-11-10,0
Drake,Search & Rescue,2023-04-13,0
Drake,Spin Bout U,2022-11-10,0
Drake,Sticky,2022-06-23,0
Drake,Texts Go Green,2022-06-23,0
Drake,Tie That Binds,2022-06-23,0
Drake,Treacherous Twins,2022-11-10,0
Drake,Wants and Needs (feat. Lil Baby),2022-06-23,0
Drake,Way 2 Sexy (with Future & Young Thug),2022-02-17,0
Dreamville,Stick (with JID & J. Cole feat. Kenny Mason & Sheck Wes),2022-04-07,0
Dremo,Confam,2022-03-24,0
Dunsin Oyekan,Worthy of My Praise,2024-05-16,0
EI8HT,Silk & Cologne (EI8HT & Offset) - Spider-Verse Remix,2023-06-08,0
Ebuka Songs,I Will Pray,2023-03-02,0
Ebuka Songs,I Will Pray,2023-03-16,0
Ebuka Songs,I will pray,2024-05-30,0
Ed Sheeran,2step (feat. Lil Baby),2022-04-28,0
Ed Sheeran,Bad Habits,2022-02-17,0
Ed Sheeran,Shivers,2022-02-17,0
Ed Sheeran,Shivers,2022-04-07,0
Ed Sheeran,The Joker And The Queen (feat. Taylor Swift),2022-02-17,0
Elley Duh,MIDDLE OF THE NIGHT,2022-04-21,0
Eltee Skhillz,ODG,2022-02-17,0
Eltee Skhillz,ODG,2022-03-24,0
Eminem,Mockingbird,2023-01-12,0
Emmmzeal,Carterefe Machala Efe,2022-08-04,0
Erigga,Vawulence,2022-09-08,0
Falz,All Night,2022-06-16,0
Falz,Another Me,2022-06-16,0
Falz,Bop Daddy,2022-03-10,0
Falz,Ice Cream,2022-03-24,0
Falz,Knee Down,2022-06-16,0
Falz,Oga,2022-02-17,0
Falz,Yakubu,2023-04-06,0
Fave,Baby Riddim,2022-02-17,0
Fave,Baby Riddim,2022-03-10,0
Fave,Baby Riddim,2022-04-21,0
Fave,Baby Riddim,2022-06-30,0
Fave,Baby Riddim,2022-12-29,0
Fave,Beautifully,2022-02-17,0
Fave,N.B.U,2022-09-01,0
Fave,Obsessed,2022-03-03,0
Fave,Scatta Scatta,2022-10-27,0
Feranbanks,Cityboiz,2023-02-23,0
Feranbanks,Energy,2022-02-24,0
Fiokee,Follow You,2022-02-17,0
Fireboy DML,Adore (feat. Euro),2022-08-11,0
Fireboy DML,Afro Highlife,2022-08-11,0
Fireboy DML,All Of Us (Ashawo),2022-09-15,0
Fireboy DML,All Of Us (Ashawo),2023-02-16,0
Fireboy DML,Ashawo,2022-08-11,0
Fireboy DML,Bandana,2022-07-14,0
Fireboy DML,Bandana,2022-07-28,0
Fireboy DML,Bandana,2022-08-04,0
Fireboy DML,Bandana,2022-08-11,0
Fireboy DML,Bandana,2022-08-18,0
Fireboy DML,Bandana,2022-09-01,0
Fireboy DML,Bandana,2022-09-08,0
Fireboy DML,Bandana,2022-10-13,0
Fireboy DML,Change,2022-08-11,0
Fireboy DML,Coming Back For You,2022-11-10,0
Fireboy DML,Compromise (feat. Rema),2022-08-11,0
Fireboy DML,Diana,2022-08-11,0
Fireboy DML,Diana,2022-11-17,0
Fireboy DML,Everyday,2024-05-16,0
Fireboy DML,Glory,2022-08-11,0
Fireboy DML,Havin' Fun,2022-08-11,0
Fireboy DML,King,2023-04-06,0
Fireboy DML,Peru,2022-02-17,0
Fireboy DML,Peru - Remix,2022-02-17,0
Fireboy DML,Playboy,2022-03-24,0
Fireboy DML,Playboy,2022-04-21,0
Fireboy DML,Playboy,2022-04-28,0
Fireboy DML,Playboy,2022-05-05,0
Fireboy DML,Playboy,2022-05-26,0
Fireboy DML,Playboy,2022-06-16,0
Fireboy DML,Playboy,2022-11-03,0
Fireboy DML,Playboy,2023-02-23,0
Fireboy DML,Sofri,2022-08-11,0
Fireboy DML,Someone,2023-05-11,0
Fireboy DML,Timoti,2022-08-11,0
Fivio Foreign,City of Gods,2022-02-17,0
Flavour,Game Changer (Dike),2023-02-09,0
Flavour,Levels,2022-02-17,0
Focalistic,Ke Star - Remix,2022-02-17,0
Frenna,More Pretty Girls,2024-06-20,0
Freshyo livinglarge,Love don't cost a dime cover,2023-01-19,0
Fridayy,Blessings (with Asake) - Remix,2023-02-09,0
Fridayy,Blessings - Remix,2022-12-22,0
Future,712PM,2022-05-05,0
Future,BACK TO THE BASICS,2022-05-05,0
Future,CHICKENS (feat. EST Gee),2022-05-05,0
Future,FOR A NUT (feat. Gunna & Young Thug),2022-05-05,0
Future,GOLD STACKS,2022-05-05,0
Future,HOLY GHOST,2022-05-05,0
Future,I'M DAT N****,2022-05-05,0
Future,I'M ON ONE (feat. Drake),2022-05-05,0
Future,KEEP IT BURNIN (feat. Kanye West),2022-05-05,0
Future,LOVE YOU BETTER,2022-05-05,0
Future,Like That,2024-05-16,0
Future,MASSAGING ME,2022-05-05,0
Future,PUFFIN ON ZOOTIEZ,2022-05-05,0
Future,THE WAY THINGS GOING,2022-05-05,0
Future,VOODOO (feat. Kodak Black),2022-05-05,0
Future,WAIT FOR U (feat. Drake & Tems),2022-05-05,0
Future,WAIT FOR U (feat. Drake & Tems),2022-06-16,0
Future,WAIT FOR U (feat. Drake & Tems),2022-07-07,0
Future,WAIT FOR U (feat. Drake & Tems),2022-09-08,0
Future,WAIT FOR U (feat. Drake & Tems),2023-02-16,0
Future,WE JUS WANNA GET HIGH,2022-05-05,0
Future,WORST DAY,2022-05-05,0
Future,Worst Day,2022-02-17,0
GAYLE,abcdefu,2022-02-17,0
Giveon,For Tonight,2022-02-17,0
Giveon,Heartbreak Anniversary,2022-07-14,0
Giveon,Lost Me,2022-06-30,0
Glass Animals,Heat Waves,2022-02-17,0
Glass Animals,Heat Waves,2022-05-12,0
Goya Menor,Ameno Amapiano Remix (You Wanna Bamba),2022-02-17,0
Grace Lokwa,Kumama Papa,2023-01-05,0
Guchi,All Over You,2023-06-08,0
Gunna,bread & butter,2023-06-08,0
Gunna,collage,2024-05-16,0
Gunna,fukumean,2024-05-16,0
Gunna,hakuna matata,2024-05-16,0
Gunna,let it breathe (feat. Roddy Ricch),2024-05-16,0
Gunna,on one tonight,2024-05-16,0
Gunna,one of wun,2024-05-16,0
Gunna,prada dem (feat. Offset),2024-05-16,0
Gunna,pushin P (feat. Young Thug),2022-02-17,0
Gunna,treesh,2024-05-16,0
Gunna,whatsapp (wassam),2024-05-16,0
Gyakie,Forever (Remix),2022-02-17,0
Gyakie,SOMETHING,2022-06-16,0
Harry Styles,As It Was,2022-04-07,0
Harry Styles,As It Was,2022-05-12,0
Harry Styles,As It Was,2022-09-15,0
Headie One,Cry No More (feat. Stormzy & Tay Keith),2024-05-16,0
Highlife Soes,Night And Day,2022-09-15,0
Hitboy Kellz,Jegede,2022-07-21,0
Hitboy Kellz,Lowkey,2022-09-15,0
Hitboy Kellz,Pinafore,2022-07-14,0
Hitboy Kellz,Superman,2022-07-14,0
Hotkid,My Way,2024-05-16,0
Hyce,Vanilla (Sped Up),2023-02-02,0
Ice Prince,Shakara,2022-02-17,0
Ice Spice,Munch (Feelin U),2022-09-22,0
Ice Spice,Princess Diana (with Nicki Minaj),2023-04-27,0
Id Cabasa,Olufunmi Reimagined,2024-05-30,0
Idahams,Bad Girl,2022-08-25,0
Imagine Dragons,Enemy (with JID) - from the series Arcane League of Legends,2022-02-17,0
Iniko,Jericho,2023-04-27,0
Internet Money,I Remember (feat. Roddy Ricch & Kodak Black),2023-03-30,0
Internet Money,"Lemonade (feat. Gunna, Don Toliver & NAV)",2022-02-17,0
Iyanya,Call (feat. Ayra Starr),2022-03-17,0
Iyanya,Like,2022-07-21,0
Iyanya,Like (feat. Kizz Daniel),2022-07-28,0
Iyanya,Like (feat. Kizz Daniel),2022-09-08,0
Iyanya,One Side,2022-10-20,0
Iyanya,One Side - Remix,2023-02-23,0
Iyanya,Sinner,2023-05-11,0
J Hus,It's Crazy,2023-06-08,0
JAE5,Dimension (feat. Skepta & Rema),2022-02-17,0
JAE5,Dimension (feat. Skepta & Rema),2022-03-03,0
JAE5,I Wish (feat. Libianca),2023-06-08,0
JAE5,Propeller (feat. Dave & BNXN),2022-07-28,0
JIN,The Astronaut,2022-11-03,0
JZyNo,Butta My Bread,2023-06-08,0
Jack Harlow,Churchill Downs (feat. Drake),2022-05-12,0
Jack Harlow,Churchill Downs (feat. Drake),2022-06-30,0
Jack Harlow,Dua Lipa,2022-05-12,0
Jack Harlow,First Class,2022-04-14,0
Jack Harlow,Nail Tech,2022-02-24,0
Jaido P,One Of A Kind,2023-03-23,0
JayO,22,2023-03-02,0
JayO,22,2023-03-30,0
Jaymes Young,Infinity,2022-02-17,0
Jaywillz,Medicine,2022-02-17,0
Jeriq,My Bro,2023-02-02,0
Jimin,Like Crazy,2023-03-30,0
Jimin,Set Me Free Pt.2,2023-03-23,0
Jnr Choi,TO THE MOON,2022-02-17,0
Joeboy,Adenuga (feat. Qing Madi),2024-05-16,0
Joeboy,Adenuga (feat. Qing Madi),2024-05-30,0
Joeboy,Body & Soul,2023-01-26,0
Joeboy,Body & Soul,2023-03-02,0
Joeboy,Body & Soul,2023-03-09,0
Joeboy,Contour,2022-08-25,0
Joeboy,Contour,2022-10-13,0
Joeboy,Contour,2023-02-16,0
Joeboy,Cubana,2022-04-07,0
Joeboy,Door,2022-02-17,0
Joeboy,Duffel Bag,2023-04-13,0
Joeboy,Likkle Riddim,2022-10-13,0
Joeboy,Normally,2023-06-08,0
Joeboy,Osadebe,2024-05-16,0
Joeboy,Sip (Alcohol),2022-02-17,0
Joeboy,Sip (Alcohol),2022-08-18,0
Joeboy,Spiritual Gbedu - A COLORS SHOW,2022-07-21,0
Johnny Drille,Believe Me,2023-04-13,0
Johnny Drille,Home,2022-11-03,0
Johnny Drille,How Are You (My Friend),2022-10-20,0
Joji,Glimpse of Us,2022-06-23,0
Jordan Adetunji,KEHLANI,2024-06-20,0
Juice WRLD,All Girls Are The Same,2023-02-09,0
Juice WRLD,Face 2 Face,2022-12-22,0
Juice WRLD,In My Head,2022-11-03,0
Juice WRLD,Lucid Dreams,2023-01-19,0
Juice WRLD,Lucid Dreams,2023-03-16,0
Juice WRLD,The Light,2023-03-30,0
Jung Kook,Stay Alive (Prod. SUGA of BTS),2022-02-17,0
Justin Bieber,Ghost,2022-02-17,0
Justin Bieber,Honest (feat. Don Toliver),2022-05-05,0
Justin Bieber,Loved By You (feat. Burna Boy),2022-07-07,0
Justin Bieber,Peaches (feat. Daniel Caesar & Giveon),2022-02-17,0
Jux,Nice (Kiss),2022-08-25,0
K.O,SETE (feat. Young Stunna & Blxckie),2022-09-15,0
KAESTYLE,Egberi,2024-05-23,0
KAESTYLE,My Dealer,2024-05-23,0
KCee,Ojapiano,2023-06-08,0
KTIZO,Jolene,2022-09-15,0
Kabza De Small,Ubumnandi (feat. Nia Pearl & MDU a.k.a TRP),2022-06-23,0
Kanye West,True Love,2022-06-02,0
Kate Bush,Running Up That Hill (A Deal With God),2022-06-09,0
Kay Flock,"Shake It (feat. Cardi B, Dougie B & Bory300)",2022-04-21,0
Kayode,Live Forever,2022-02-17,0
Kelvyn Boy,Down Flat,2022-03-03,0
Kendrick Lamar,Auntie Diaries,2022-05-19,0
Kendrick Lamar,Count Me Out,2022-05-19,0
Kendrick Lamar,Crown,2022-05-19,0
Kendrick Lamar,Die Hard,2022-05-19,0
Kendrick Lamar,Father Time (feat. Sampha),2022-05-19,0
Kendrick Lamar,Mirror,2022-05-19,0
Kendrick Lamar,Mother I Sober (feat. Beth Gibbons of Portishead),2022-05-19,0
Kendrick Lamar,Mr. Morale,2022-05-19,0
Kendrick Lamar,N95,2022-05-19,0
Kendrick Lamar,Not Like Us,2024-05-16,0
Kendrick Lamar,Not Like Us,2024-05-23,0
Kendrick Lamar,Purple Hearts,2022-05-19,0
Kendrick Lamar,Rich - Interlude,2022-05-19,0
Kendrick Lamar,Rich Spirit,2022-05-19,0
Kendrick Lamar,Savior,2022-05-19,0
Kendrick Lamar,Savior - Interlude,2022-05-19,0
Kendrick Lamar,Silent Hill,2022-05-19,0
Kendrick Lamar,The Heart Part 5,2022-05-12,0
Kendrick Lamar,United In Grief,2022-05-19,0
Kendrick Lamar,We Cry Together,2022-05-19,0
Kendrick Lamar,Worldwide Steppers,2022-05-19,0
Kendrick Lamar,euphoria,2024-05-16,0
Khaid,Amala,2022-11-17,0
Khaid,Carry Me Go,2023-03-16,0
Khaid,Carry Me Go,2023-04-27,0
Khaid,FIRE,2022-06-02,0
Khaid,Jolie,2023-01-26,0
Khaid,Jolie,2023-03-09,0
Khaid,Jolie,2023-03-23,0
Khaid,Run Away (OMALICHA),2024-05-16,0
Khaid,SKI,2022-04-28,0
Khaid,WITH YOU,2022-02-17,0
Khaid,WITH YOU,2022-04-14,0
Khaid,WITH YOU,2022-04-28,0
Khalid,Last Call,2022-03-10,0
KiDi,Touch It - Remix,2022-02-24,0
KiddBlack,Assignment,2022-04-07,0
King Perryy,Go German,2022-04-14,0
King Perryy,Tight Condition,2023-02-16,0
King Promise,10 Toes (feat. Omah Lay),2022-07-28,0
King Promise,Continental (feat. Shallipopi),2024-06-20,0
Kizz Daniel,Addict,2022-02-17,0
Kizz Daniel,Boys Are Bad,2022-03-17,0
Kizz Daniel,Buga (Lo Lo Lo),2022-05-05,0
Kizz Daniel,Buga (Lo Lo Lo),2022-06-09,0
Kizz Daniel,Buga (Lo Lo Lo),2022-06-16,0
Kizz Daniel,Buga (Lo Lo Lo),2022-07-07,0
Kizz Daniel,Buga (Lo Lo Lo),2022-11-17,0
Kizz Daniel,Buga (Lo Lo Lo),2023-01-05,0
Kizz Daniel,Cough (Odo),2022-10-20,0
Kizz Daniel,Cough (Odo),2022-12-29,0
Kizz Daniel,Cough (Odo),2023-01-05,0
Kizz Daniel,Double,2024-06-20,0
Kizz Daniel,Eh God (Barnabas),2022-02-17,0
Kizz Daniel,Eh God (Barnabas),2022-05-12,0
Kizz Daniel,Eh God (Barnabas),2022-08-18,0
Kizz Daniel,Lie,2022-02-17,0
Kizz Daniel,My G,2024-05-16,0
Kizz Daniel,Oshe (feat. The Cavemen.),2022-02-17,0
Kizz Daniel,Pour Me Water,2022-02-17,0
Kizz Daniel,Pour Me Water,2022-03-24,0
Kizz Daniel,Pour Me Water,2022-04-28,0
Kizz Daniel,Pour Me Water,2024-06-20,0
Kizz Daniel,RTID (Rich Till I Die),2023-01-12,0
Kizz Daniel,RTID (Rich Till I Die),2023-01-26,0
Kizz Daniel,RTID (Rich Till I Die),2023-03-30,0
Kizz Daniel,Showa,2024-05-16,0
Kizz Daniel,Shu-Peru,2023-06-08,0
Kizz Daniel,Sooner,2024-05-16,0
Kizz Daniel,Sooner,2024-05-30,0
Kizz Daniel,Too Busy To Be Bae,2024-05-16,0
Kizz Daniel,Twe Twe,2024-05-16,0
Kodak Black,No Love For A Thug,2023-04-27,0
Kodak Black,Super Gremlin,2022-02-17,0
Koffee,Defend,2022-03-31,0
Koffee,Gifted,2022-03-31,0
Koffee,Lockdown,2022-03-31,0
Koffee,Lonely,2022-03-31,0
Koffee,Pull Up,2022-03-31,0
Koffee,Run Away,2022-03-31,0
Koffee,Shine,2022-03-31,0
Koffee,West Indies,2022-03-31,0
Koffee,Where I'm From,2022-03-31,0
Koffee,x10,2022-03-31,0
Kofi,On Me,2022-10-27,0
Kwesi Arthur,Toxic,2022-04-28,0
L.A.X,Faster,2022-02-17,0
L.A.X,Go Low,2022-02-17,0
L.A.X,Go Low,2022-03-24,0
L.A.X,Options,2022-02-17,0
L.A.X,Para,2022-08-18,0
L.A.X,Rora,2023-02-02,0
L.A.X,Sempe,2022-02-17,0
L.A.X,Waist Drop,2022-05-26,0
LADIPOE,Big Energy,2022-06-16,0
LADIPOE,Big Energy,2022-08-04,0
LADIPOE,Feeling,2022-02-17,0
LADIPOE,Feeling,2022-03-17,0
LADIPOE,Feeling,2022-04-07,0
LADIPOE,Feeling,2022-04-28,0
LADIPOE,Feeling,2022-08-04,0
LADIPOE,Running,2022-02-17,0
LADIPOE,Running,2022-02-24,0
LADIPOE,Running,2022-04-14,0
LADIPOE,Running,2022-04-28,0
LAYCON,2000,2022-05-26,0
LAYCON,New Dimension,2022-03-03,0
Labrinth,Im Tired (with Zendaya) - Bonus Track,2022-03-10,0
Lad,Adulthood Anthem,2022-06-09,0
Laime,Where Dem Dey,2023-05-11,0
Larry Gaaga,Devil Wears White,2024-05-23,0
Larry Gaaga,"Egedege (feat. Theresa Onuorah, Flavour & Phyno)",2022-02-17,0
Lasmid,Puul,2024-05-23,0
Lewis Capaldi,Someone You Loved,2024-05-16,0
Lexsil,Bounce,2022-05-26,0
Libianca,People,2022-12-22,0
Libianca,People (feat. Ayra Starr & Omah Lay),2023-03-09,0
Lil Baby,California Breeze,2022-10-20,0
Lil Baby,California Breeze,2023-01-26,0
Lil Baby,Detox,2022-09-08,0
Lil Baby,Drip Too Hard (Lil Baby & Gunna),2022-07-21,0
Lil Baby,Drip Too Hard (Lil Baby & Gunna),2022-09-08,0
Lil Baby,Drip Too Hard (Lil Baby & Gunna),2023-03-23,0
Lil Baby,Forever (feat. Fridayy),2022-10-20,0
Lil Baby,Freestyle,2023-02-23,0
Lil Baby,From Now On (feat. Future),2022-10-20,0
Lil Baby,Frozen,2022-05-05,0
Lil Baby,Heyy,2022-10-20,0
Lil Baby,In A Minute,2022-04-14,0
Lil Baby,Never Hating (feat. Young Thug),2022-10-20,0
Lil Baby,Not Finished,2022-10-20,0
Lil Baby,Perfect Timing,2022-10-20,0
Lil Baby,Pop Out (feat. Nardo Wick),2022-10-20,0
Lil Baby,Real Spill,2022-10-20,0
Lil Baby,Right On,2022-04-14,0
Lil Baby,Stand On It,2022-10-20,0
Lil Baby,Waterfall Flow,2022-10-20,0
Lil Durk,AHHH HA,2022-03-03,0
Lil Durk,All My Life (feat. J. Cole),2023-06-08,0
Lil Durk,Barbarian,2022-03-17,0
Lil Durk,Blocklist,2022-03-17,0
Lil Durk,Broadway Girls (feat. Morgan Wallen),2022-03-17,0
Lil Durk,Difference Is (feat. Summer Walker),2022-03-17,0
Lil Durk,Federal Nightmares,2022-03-17,0
Lil Durk,Golden Child,2022-03-17,0
Lil Durk,Grow Up/Keep It On Speaker,2022-03-17,0
Lil Durk,Headtaps,2022-03-17,0
Lil Durk,No Interviews,2022-03-17,0
Lil Durk,Pelle Coat,2023-06-08,0
Lil Durk,Petty Too (feat. Future),2022-03-17,0
Lil Durk,Shootout @ My Crib,2022-03-17,0
Lil Durk,Smoking & Thinking,2022-03-17,0
Lil Durk,Started From,2022-03-17,0
Lil Durk,What Happened To Virgil (feat. Gunna),2022-03-17,0
Lil Frosh,Like Dat,2022-02-24,0
Lil Frosh,Waloda,2024-06-20,0
Lil Kesh,Don't Call Me (feat. Zinoleesky),2022-02-17,0
Lil Kesh,Good Bad Boy,2023-03-30,0
Lil Kesh,Vanilla Bottega,2022-06-09,0
Lil Kesh,Vanilla Bottega (feat. Joeboy),2022-05-26,0
Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),2022-02-17,0
Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),2022-04-21,0
Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),2022-05-12,0
Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),2022-06-09,0
Lil Nas X,Late To Da Party (F*CK BET) (feat. YoungBoy Never Broke Again),2022-06-30,0
Lil Nas X,STAR WALKIN' (League of Legends Worlds Anthem),2022-09-29,0
Lil Nas X,THATS WHAT I WANT,2022-02-17,0
Lil Tjay,Beat the Odds,2022-09-01,0
Lil Tjay,In My Head,2022-04-07,0
Lil Uzi Vert,Just Wanna Rock,2022-12-22,0
Lil Yachty,Poland,2022-10-13,0
Lil Yachty,Strike (Holster),2023-04-13,0
Limoblaze,Jireh (My Provider),2022-09-15,0
Lithe,Fall Back,2024-05-16,0
Llona,Another Day,2024-05-16,0
Llona,Cold War,2024-06-20,0
Lojay,AVAILABU,2023-03-09,0
Lojay,CANADA,2023-03-09,0
Lojay,IYD,2023-03-09,0
Lojay,LEADER!,2022-09-22,0
Lojay,LV N ATTN feat. Wizkid,2022-02-17,0
Lojay,MOTO,2023-02-09,0
Lojay,MOTO,2023-04-13,0
Lojay,Monalisa,2022-02-17,0
Lojay,Monalisa,2022-04-21,0
Lojay,OVA,2023-03-09,0
Lojay,YAHWEH,2023-03-09,0
M Huncho,Pray 2 The East (ft. BNXN fka Buju),2022-05-26,0
M.I. Abaga,Bigger (feat. Olamide & Nas),2022-08-25,0
M.I. Abaga,Crazy (feat. Ossi Grace),2022-08-25,0
M.I. Abaga,Daddy (feat. Chillz),2022-08-25,0
M.I. Abaga,More Life (feat. Ice Prince & Jesse Jagz),2022-08-25,0
M.I. Abaga,Oil (feat. BNXN fka Buju),2022-08-25,0
M.I. Abaga,Soft Life Tony (feat. Lord Vino),2022-08-25,0
M.I. Abaga,Soldier (feat. Tomi Ow),2022-08-25,0
M.I. Abaga,The Front Door (feat. Duncan Mighty),2022-08-25,0
M.I. Abaga,The Guy,2022-07-28,0
M.I. Abaga,The Hate,2022-08-25,0
M.I. Abaga,The Inside (feat. Phyno & The Cavemen.),2022-08-25,0
M.I. Abaga,The Love Song (feat. Wande Coal),2022-08-25,0
M.I. Abaga,The Love Song (feat. Wande Coal),2022-10-13,0
Madonna,Frozen - Fireboy DML Remix,2022-03-10,0
Magixx,All Over,2022-07-28,0
Magixx,All Over,2022-09-01,0
Magixx,Chocolate,2022-03-10,0
Magixx,Colors (My Baby),2023-03-30,0
Magixx,Love Don't Cost A Dime,2022-02-17,0
Magixx,Love Don't Cost A Dime,2022-03-03,0
Magixx,Love Don't Cost A Dime (Re-Up),2022-02-17,0
Magixx,Love Don't Cost A Dime (Re-Up),2022-04-14,0
Magixx,Love Don't Cost A Dime (Re-Up),2022-06-09,0
Magixx,Loyal,2023-03-30,0
Magixx,Okay,2024-05-16,0
Magixx,Shaye,2022-07-28,0
Magixx,Shaye,2022-10-27,0
Magixx,Vibration,2024-05-23,0
Magnito,Who U,2022-05-19,0
Majeeed,Gbese,2023-03-02,0
Majeeed,Yawa No Dey End,2022-05-05,0
Marshmello,Bye Bye,2022-10-20,0
Marvel,Amber Rose,2022-12-22,0
Masterkraft,Hallelu,2022-02-17,0
Maverick City Music,Firm Foundation (He Won't),2023-04-06,0
Mavins,Alle,2022-12-22,0
Mavins,Amina,2022-12-22,0
Mavins,Overloading (OVERDOSE),2022-05-19,0
Mavins,Overloading (OVERDOSE),2022-06-09,0
Mavins,Overloading (OVERDOSE),2022-06-16,0
Mavins,Overloading (OVERDOSE),2022-11-03,0
Mavins,Overloading (OVERDOSE),2022-11-10,0
Mavins,Overloading (OVERDOSE),2023-01-05,0
Mavins,Overloading (OVERDOSE),2023-02-23,0
Mavins,Won Da Mo,2022-11-10,0
Mayorkun,Certified Loner (No Competition),2022-06-23,0
Mayorkun,Certified Loner (No Competition),2022-10-13,0
Mayorkun,For Daddy,2023-05-11,0
Mayorkun,Holy Father,2022-02-17,0
Mayorkun,Holy Father,2022-05-12,0
Mayorkun,Holy Father,2022-05-26,0
Mdu a.k.a TRP,Boomerang,2024-05-23,0
Meeza,Gbona,2023-06-08,0
Megan Thee Stallion,Sweetest Pie,2022-03-17,0
Metro Boomin,"All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)",2023-06-08,0
Metro Boomin,"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)",2023-06-08,0
Metro Boomin,"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)",2023-06-08,0
Metro Boomin,"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)",2023-06-08,0
Metro Boomin,Creepin' (with The Weeknd & 21 Savage),2022-12-22,0
Metro Boomin,"Home (Metro Boomin & Don Toliver, Lil Uzi Vert)",2023-06-08,0
Metro Boomin,Hummingbird (Metro Boomin & James Blake),2023-06-08,0
Metro Boomin,"Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )",2023-06-08,0
Metro Boomin,Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],2022-12-22,0
Metro Boomin,"Nonviolent Communication (Metro Boomin & James Blake, A$AP Rocky, 21 Savage)",2023-06-08,0
Metro Boomin,Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),2023-06-08,0
Metro Boomin,Superhero (Heroes & Villains) [with Future & Chris Brown],2022-12-22,0
Metro Boomin,Too Many Nights (feat. Don Toliver & with Future),2022-12-22,0
Metro Boomin,Too Many Nights (feat. Don Toliver & with Future),2023-01-19,0
Metro Boomin,Trance (with Travis Scott & Young Thug),2023-03-16,0
Miley Cyrus,Flowers,2023-01-26,0
