rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,End Date
1,spotify:track:7lvDsmTRXFE3dK4OjvRiWB,"Shae Gill, Ali Sethi",Pasoori,Giraffe Pakistan,1,1,11,6048049,2022-05-05
2,spotify:track:29m79w9xPMH4YCD6r8JSmV,"AP Dhillon, Gurinder Gill, Intense",Excuses,RUN-UP RECORDS,1,2,28,3937171,2022-05-05
3,spotify:track:6yvxu91deFKt3X1QoV6qMv,"Anirudh Ravichander, Jonita Gandhi","Arabic Kuthu - Halamithi Habibo (From ""Beast"")",Sun Pictures,2,3,12,3024806,2022-05-05
4,spotify:track:0snQrp1VaY5Pj1YIHRJpRJ,Aditya A,Chaand Baaliyan,Sony Music Entertainment India Pvt. Ltd.,3,4,11,2853414,2022-05-05
5,spotify:track:4LRPiXqCikLlN15c3yImP7,Harry Styles,As It Was,Columbia,5,7,5,2619972,2022-05-05
7,spotify:track:02MWAaffLxlfxAUY7c5dvx,Glass Animals,Heat Waves,Polydor Records,3,6,42,2474827,2022-05-05
9,spotify:track:2rOnSn2piaqLAlYjtfUBlY,"Tanishk Bagchi, Jubin Nautiyal, Asees Kaur","Raataan Lambiyan (From ""Shershaah"")",Sony Music Entertainment India Pvt. Ltd.,1,9,40,2043125,2022-05-05
10,spotify:track:46NYX9zIml71qtfYYjakTI,"Pritam, Arijit Singh, Amitabh Bhattacharya","Kesariya Audio Teaser (From ""Brahmastra"")",Sony Music Entertainment India Pvt. Ltd.,10,10,3,1938293,2022-05-05
11,spotify:track:4iEGv5Ne6HuCkFCjzxdWQK,Neeti Mohan,Meri Jaan,Saregama,11,15,10,1843953,2022-05-05
12,spotify:track:5PjdY0CKGZdEuoNab3yDmX,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Columbia,1,12,43,1801084,2022-05-05
13,spotify:track:58HvfVOeJY7lUuCqF0m3ly,Elley Duhé,MIDDLE OF THE NIGHT,Not Fit For Society/RCA Records,12,14,18,1767144,2022-05-05
14,spotify:track:605r6rtj7kBlJwZWmYx1Dt,Shubh,We Rollin,SHUBH,12,16,23,1716435,2022-05-05
15,spotify:track:72zHuDxFQTjbL51qJQSA7j,"Jasleen Royal, B Praak, Romy, Anvita Dutt","Ranjha (From ""Shershaah"")",Sony Music Entertainment India Pvt. Ltd.,1,13,39,1705005,2022-05-05
16,spotify:track:0yCWDaAgOtg6TKlNCg9rwA,King,Tu Aake Dekhle,Warner Music India,6,18,66,1677537,2022-05-05
17,spotify:track:0SeQF0O4k5Fj91qZOspKYe,Ananya Bhat,Mehabooba,Lahari Music,11,11,3,1598959,2022-05-05
18,spotify:track:56b4SXw2KGclrY0yzRpvMF,"Ravi Basrur, Adithi Sagar","The Monster Song (From ""KGF Chapter 2"")",Divo Tv Private Limited,18,55,2,1584503,2022-05-05
19,spotify:track:7k6QR9YHyW258yVN6FHO1T,"OAFF, Savera, Lothika, Kausar Munir",Doobey,Sony Music Entertainment India Pvt. Ltd.,2,17,15,1573006,2022-05-05
20,spotify:track:5pcmtf1lwrMqmAWWm248fY,"AP Dhillon, Gurinder Gill",DESIRES,RUN-UP RECORDS,2,22,24,1437405,2022-05-05
21,spotify:track:2vkNA9I029dTwX0y6d59Sc,"Anirudh Ravichander, Anthony Daasan","Dippam Dappam (From ""Kaathuvaakula Rendu Kaadhal"")",Sony Music Entertainment India Pvt. Ltd.,21,41,2,1421004,2022-05-05
22,spotify:track:1iZLpuGMr4tn1F5bZu32Kb,Harrdy Sandhu,Bijlee Bijlee,Universal Music India Pvt Ltd. – Distribution,2,19,27,1408993,2022-05-05
23,spotify:track:3UhmuWcFaLS3AO3kI9ynQ2,"AP Dhillon, Shinda Kahlon, Gurinder Gill, Gminxr",Insane,RUN-UP RECORDS,3,28,55,1370269,2022-05-05
24,spotify:track:5Z9KJZvQzH6PFmb8SNkxuk,"Lil Nas X, Jack Harlow",INDUSTRY BABY (feat. Jack Harlow),Columbia,6,24,41,1353580,2022-05-05
25,spotify:track:2FCXQHugkoHE1K3tiDu8pu,"Alka Yagnik, Arijit Singh","Agar Tum Saath Ho (From ""Tamasha"")",T-Series,4,23,153,1343142,2022-05-05
26,spotify:track:2tMoOS9grHtn4upzb4LwMG,"Dhibu Ninan Thomas, Kapil Kapilan","Adiye - From ""Bachelor""",Think Music,16,33,22,1325971,2022-05-05
27,spotify:track:2eAvDnpXP5W0cVtiI0PUxV,Ruth B.,Dandelions,Columbia,23,31,23,1316493,2022-05-05
28,spotify:track:7sVEoPc5ZUUQerRkgTypUZ,"Javed Ali, Devi Sri Prasad","Srivalli (From ""Pushpa The Rise Part - 01"")",T-Series,4,21,15,1304556,2022-05-05
29,spotify:track:3JkVYvxNoGf2HCWJo61462,"Sidhu Moose Wala, Sunny Malton, SOE",Never Fold,Sidhu Moose Wala,29,51,2,1294162,2022-05-05
30,spotify:track:2J2Z1SkXYghSajLibnQHOa,Sia,Unstoppable,Monkey Puzzle Records/RCA Records,16,29,40,1286470,2022-05-05
31,spotify:track:3gOXq3FPPesm7VLPKmef6j,"Arijit Singh, Shashaa Tirupati",Rait Zara Si,T-Series,12,27,22,1285417,2022-05-05
33,spotify:track:2L1OXzqVPpVxotHfLglUcB,"Diljit Dosanjh, Tory Lanez, Ikky",Chauffeur,Warner Music India,31,32,3,1267570,2022-05-05
34,spotify:track:5O2P9iiztwhomNh8xkR9lJ,One Direction,Night Changes,Syco Music,29,34,51,1261138,2022-05-05
35,spotify:track:5urYiIXu1ZhfMAOsp7WDTc,"Rajat Nagpal, Yasser Desai, Neha Kakkar, Rana Sotal","Dil Ko Karaar Aaya (From ""Sukoon"")",Desi Music Factory,3,37,50,1244498,2022-05-05
36,spotify:track:0tpwqQhdfJXRcUDSNRjb9O,"Arijit Singh, Neeti Mohan, Rashmi Virag","Mere Yaaraa (From ""Sooryavanshi"")",T-Series,20,35,27,1195802,2022-05-05
37,spotify:track:1AueyZtYgEluDu54CfCSKy,"AP Dhillon, Gminxr, Gurinder Gill, Shinda Kahlon",Brown Munde,Run-up Records,1,25,76,1185483,2022-05-05
38,spotify:track:1aQ58u4guUf999iQX3J2HF,Anirudh Ravichander,"Beast Mode (From ""Beast"")",Sun Pictures,6,20,4,1165832,2022-05-05
39,spotify:track:2qxmye6gAegTMjLKEBoR3d,Alec Benjamin,Let Me Down Slowly,2018,34,40,108,1131191,2022-05-05
40,spotify:track:5oH4DQAuu1J1800RzUsBWa,"PSY, SUGA",That That (prod.&feat. SUGA of BTS),P NATION,40,-1,1,1126221,2022-05-05
41,spotify:track:6lpbzOMBOYHRsp6WEMvRvn,"Thalapathy Vijay, Anirudh Ravichander","Jolly O Gymkhana (From ""Beast"")",Sun Pictures,15,38,7,1108427,2022-05-05
42,spotify:track:2NTVtNcpC0i1R7LVGaCZCF,"Badshah, Nikhita Gandhi",Jugnu,Universal Music India Pvt Ltd.,5,39,27,1091411,2022-05-05
43,spotify:track:2BeY2dQPbD8xYxx3yhBTVD,Gajendra Verma,Mann Mera,Sony Music / Eros Now Music,42,42,60,1071476,2022-05-05
44,spotify:track:3Hl8IV6SLR8h40GiJquKDU,Ananya Bhat,Mehabooba,Lahari Music,26,26,3,1065102,2022-05-05
45,spotify:track:1smFN2CLqGROu0J0UyvDfL,"Pritam, Arijit Singh",Shayad,Sony Music Entertainment India Pvt. Ltd.,1,45,120,1060299,2022-05-05
46,spotify:track:5B4YQN1FCuADJ0o4phAtwC,Shubh,No Love,SHUBH,46,73,8,1043968,2022-05-05
47,spotify:track:48QmG1dfvMuYLxMPt7KSRA,"Sean Paul, Dua Lipa",No Lie,Universal-Island Records Ltd.,19,43,25,995403,2022-05-05
48,spotify:track:2cbaCL38j8eUXBQjvLawET,"Pritam, Tanishk Bagchi, Neeraj Shridhar","Bhool Bhulaiyaa 2 Title Track (From ""Bhool Bhulaiyaa 2"")",T-Series,48,-1,1,994651,2022-05-05
49,spotify:track:2gzhQaCTeNgxpeB2TPllyY,"Jimin, HA SUNG WOON",With you,"Genie Music Corporation, Stone Music Entertainment",36,36,2,975200,2022-05-05
50,spotify:track:2Fv2injs4qAm8mJBGaxVKU,"Arijit Singh, Mithoon","Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",T-Series,2,50,153,972837,2022-05-05
51,spotify:track:1HhNoOuqm1a5MXYEgAFl8o,"Imagine Dragons, JID, Arcane, League of Legends",Enemy (with JID) - from the series Arcane League of Legends,Kid Ina Korner / Interscope,31,44,20,931889,2022-05-05
52,spotify:track:3szxldqiYs7nkvtmooRod8,"Devi Sri Prasad, Indravathi Chauhan, Chandra Bose","Oo Antava Oo Oo Antava (From ""Pushpa - The Rise"")(Telugu)",Aditya Music,6,47,21,924902,2022-05-05
