collab_artist,number of times,main_artist
Sech,1,Rich Music LTD
Wisin,1,Rich Music LTD
Lenny Tavrez,1,Rich Music LTD
Feid,1,Rich Music LTD
Zion,1,Rich Music LTD
Justin Quiles,1,Rich Music LTD
Dalex,1,Rich Music LTD
