collab_artist,number of times,main_artist
Dzeko,1,Tisto
Jonas Blue,1,Tisto
Tate McRae,1,Tisto
Ava Max,1,Tisto
Bright Sparks,1,Tisto
Post Malone,1,Tisto
KAROL G,1,Tisto
Charli XCX,1,Tisto
Rita Ora,1,Tisto
Preme,1,Tisto
