collab_artist,number of times,main_artist
NATHY PELUSO,1,C. Tangana
Paloma Mami,1,C. Tangana
Ed Maverick,1,C. Tangana
La Hngara,1,C. Tangana
Nio de Elche,1,C. Tangana
