collab_artist,number of times,main_artist
The Creator,4,Tyler
Brent Faiyaz,1,Tyler
Daniel Caesar,1,Tyler
Teezo Touchdown,1,Tyler
Kali Uchis,1,Tyler
Lil Uzi Vert,1,Tyler
DJ Drama,1,Tyler
Ty Dolla $ign,1,Tyler
YoungBoy Never Broke Again,1,Tyler
Fana Hues,1,Tyler
Lil Wayne,1,Tyler
42 Dugg,1,Tyler
Pharrell Williams,1,Tyler
