collab_artist,number of times,main_artist
JUSTHIS,1,Epik High
CL,1,Epik High
Younha,1,Epik High
K,1,Epik High
Colde,1,Epik High
Sik,1,Epik High
HOSHI,1,Epik High
ZICO,1,Epik High
LeeHi,1,Epik High
HWASA,1,Epik High
GIRIBOY,1,Epik High
