collab_artist,number of times,main_artist
CODE KUNST,2,Gwangil Jo
JUSTHIS,1,Gwangil Jo
Hangzoo,1,Gwangil Jo
AILEE,1,Gwangil Jo
Gaeko,1,Gwangil Jo
Dynamicduo,1,Gwangil Jo
Nucksal,1,Gwangil Jo
