collab_artist,number of times,main_artist
Mr Brown,2,Makhadzi
Lady Du,1,Makhadzi
Mlindo The Vocalist,1,Makhadzi
Mash K,1,Makhadzi
Penny Penny,1,Makhadzi
Airburn Sounds,1,Makhadzi
Mampintsha,1,Makhadzi
Kabza De Small,1,Makhadzi
Prince Benza,1,Makhadzi
Master KG,1,Makhadzi
Jon Delinger,1,Makhadzi
Big Zulu,1,Makhadzi
Fortunator,1,Makhadzi
