collab_artist,number of times,main_artist
Russ Millions,1,Tion Wayne
Darkoo,1,Tion Wayne
Fivio Foreign,1,Tion Wayne
Buni,1,Tion Wayne
Bugzy Malone,1,Tion Wayne
E1 (3x3),1,Tion Wayne
ZT (3x3),1,Tion Wayne
ArrDee,1,Tion Wayne
