collab_artist,number of times,main_artist
DJ Maphorisa,1,DJ Tira
General C'mamane,1,DJ Tira
Sizwe Mdlalose,1,DJ Tira
Dladla Mshunqisi,1,DJ Tira
Zeh McGeba,1,DJ Tira
Ms Mamellow,1,DJ Tira
Xduppy,1,DJ Tira
We Dem Boyz,1,DJ Tira
Joocy,1,DJ Tira
Miss Vee,1,DJ Tira
Campmasters,1,DJ Tira
