collab_artist,number of times,main_artist
Xowla,2,Big Zulu
Lwah Ndlunkulu,2,Big Zulu
Siya Ntuli,1,Big Zulu
Emtee,1,Big Zulu
Azana,1,Big Zulu
Riky Rick,1,Big Zulu
Mnqobi Yazo,1,Big Zulu
Ugatsheni,1,Big Zulu
Intaba Yase Dubai,1,Big Zulu
Mduduzi Ncube,1,Big Zulu
Malungelo,1,Big Zulu
Inkabi Nation,1,Big Zulu
