collab_artist,number of times,main_artist
Moneybagg Yo,1,DaBaby
Migos,1,DaBaby
Lil Baby,1,DaBaby
Roddy Ricch,1,DaBaby
Young Thug,1,DaBaby
Lil Wayne,1,DaBaby
Quavo,1,DaBaby
