collab_artist,number of times,main_artist
Lebzito,2,Dj Karri
SmallDrum,1,Dj Karri
BL Zero,1,Dj Karri
Prime De 1st,1,Dj Karri
Mfana Kah Gogo,1,Dj Karri
Spova Da Gang,1,Dj Karri
Rex,1,Dj Karri
