collab_artist,number of times,main_artist
Cardi B,2,Migos
Nicki Minaj,1,Migos
Travis Scott,1,Migos
Polo G,1,Migos
Post Malone,1,Migos
YoungBoy Never Broke Again,1,Migos
Pop Smoke,1,Migos
Young Thug,1,Migos
Future,1,Migos
Gucci Mane,1,Migos
Juice WRLD,1,Migos
Drake,1,Migos
Justin Bieber,1,Migos
