collab_artist,number of times,main_artist
Morizo,2,2Point1
DJ Seneath,1,2Point1
Seneath,1,2Point1
Bello M,1,2Point1
Nthabi Sings,1,2Point1
EPIC DJ,1,2Point1
BelloM,1,2Point1
X,1,2Point1
Epic DJ,1,2Point1
Ntate Stunna,1,2Point1
