collab_artist,number of times,main_artist
Becky G,1,Tyla
Optimist Music ZA,1,Tyla
Ez Maestro,1,Tyla
Tems,1,Tyla
Travis Scott,1,Tyla
Tony Duardo,1,Tyla
Kooldrink,1,Tyla
Skillibeng,1,Tyla
Gunna,1,Tyla
Kelvin Momo,1,Tyla
