rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,End Date
1,spotify:track:7tI8dRuH2Yc6RuoTjxo4dU,Jimin,Who,BIGHIT MUSIC,1,1,50,1236677,2025-07-03
2,spotify:track:27xkOIER6uDLKALIelHylZ,Jin,Don’t Say You Love Me,BIGHIT MUSIC,2,2,7,675423,2025-07-03
3,spotify:track:40UVUuyy5RfpO0awclCttA,ALLDAY PROJECT,FAMOUS,THEBLACKLABEL,3,5,2,534371,2025-07-03
4,spotify:track:1ic3Thr0mG0IsBE98pPcQ2,aespa,Dirty Work,aespa,4,-1,1,448663,2025-07-03
5,spotify:track:2NOMOpss7BmEXTL9f1koqn,ALLDAY PROJECT,WICKED,THEBLACKLABEL,5,11,2,398076,2025-07-03
6,spotify:track:1CPZ5BxNNd0n0nF4Orb9JS,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",Golden,K-Pop Demon Hunters,6,49,2,370222,2025-07-03
7,spotify:track:7gMfVc4zfNIxuMyMGglOHa,Jimin,Rebirth (Intro),BIGHIT MUSIC,4,4,50,349598,2025-07-03
8,spotify:track:2HRgqmZQC0MC7GeNuDIXHN,"Jung Kook, Latto",Seven (feat. Latto) (Explicit Ver.),BIGHIT MUSIC,1,3,103,332041,2025-07-03
9,spotify:track:02sy7FAs8dkDNYsHp4Ul3f,"Saja Boys, Andrew Choi, Neckwav, Danny Chung, KEVIN WOO, samUIL Lee, KPop Demon Hunters Cast",Soda Pop,K-Pop Demon Hunters,9,62,2,320429,2025-07-03
10,spotify:track:3pSziKVQ331bLbgHYssZxS,ILLIT,Billyeoon Goyangi (Do the Dance),BELIFT LAB,6,6,3,276511,2025-07-03
11,spotify:track:5EoV2HmAlkqN1XvsIjOBZZ,Hearts2Hearts,STYLE,SM Entertainment,10,10,2,268987,2025-07-03
12,spotify:track:1I37Zz2g3hk9eWxaNkj031,"Saja Boys, Andrew Choi, Neckwav, Danny Chung, KEVIN WOO, samUIL Lee, KPop Demon Hunters Cast",Your Idol,K-Pop Demon Hunters,12,78,2,261026,2025-07-03
13,spotify:track:3LWVXp636uLT356Rj08Jaz,Jimin,Be Mine,BIGHIT MUSIC,2,7,50,245759,2025-07-03
14,spotify:track:3Ua0m0YmEjrMi9XErKcNiR,Jimin,Like Crazy,BIGHIT MUSIC,1,8,119,224792,2025-07-03
15,spotify:track:7G7mSV4BebkoHWwKTDvXu9,"V, Park Hyo Shin",Winter Ahead (with PARK HYO SHIN),BIGHIT MUSIC,3,9,31,217333,2025-07-03
16,spotify:track:3RXUgPNIbUgFxsDWuBQEt6,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",How It’s Done,K-Pop Demon Hunters,16,121,2,195663,2025-07-03
17,spotify:track:1agDCV4zQqaFwJQNsTgmL1,"Jimin, Loco",Smeraldo Garden Marching Band (feat. Loco),BIGHIT MUSIC,2,12,53,184950,2025-07-03
18,spotify:track:7t4Z19BqZ23ExgdiOP0nf6,fromis_9,LIKE YOU BETTER,"ASND ENTERTAINMENT CO., LTD",18,-1,1,178999,2025-07-03
19,spotify:track:6qafqn8bBMy7t5c5WqpyRk,Jimin,Closer Than This,BIGHIT MUSIC,2,13,80,174745,2025-07-03
20,spotify:track:01qFKNWq73UfEslI0GvumE,"Jung Kook, Jack Harlow",3D (feat. Jack Harlow),BIGHIT MUSIC,2,15,92,172209,2025-07-03
21,spotify:track:3d2bsbugow8JiNvuaRupFH,"Jimin, Sofia Carson",Slow Dance (feat. Sofia Carson),BIGHIT MUSIC,6,16,50,167915,2025-07-03
22,spotify:track:4H6s1mTZcjHAMU36ZF3Xoz,Jin,Nothing Without Your Love,BIGHIT MUSIC,12,18,7,167259,2025-07-03
23,spotify:track:4xeugB5MqWh0jwvXZPxahq,WOODZ,Drowning,EDAM Entertainment,9,14,39,167094,2025-07-03
24,spotify:track:6hcT29EF7UYuwu76eqlys9,ITZY,Girls Will Be Girls,Republic Records - ITZY,24,-1,1,166088,2025-07-03
25,spotify:track:2GMKQPMXdOGXsQkDYBN6wF,MAKTUB,시작의 아이 ハジマリのコ (Starting With You),WM Korea,14,17,6,162668,2025-07-03
26,spotify:track:7Cnpb1vBbC46RgVyyKLH7p,aespa,Whiplash,aespa,3,21,37,162584,2025-07-03
27,spotify:track:50zAEIE4B1QqhPjRMK2Xmh,Jin,Running Wild,BIGHIT MUSIC,3,25,33,159753,2025-07-03
28,spotify:track:45zLrK0668WQ5JFMyiYmCS,Jimin,Interlude : Showtime,BIGHIT MUSIC,10,19,50,157363,2025-07-03
29,spotify:track:1xOqGUkyxGQRdCvGpvWKmL,KATSEYE,Gabriela,HYBE/Geffen,29,51,2,154377,2025-07-03
30,spotify:track:4WrkJNGb4zUwARc0FD3iNf,"Jin, YENA",Loser (feat. YENA),BIGHIT MUSIC,18,22,7,149800,2025-07-03
31,spotify:track:5RdKO1lsHG9jhbG03LL7cv,Jin,With the Clouds,BIGHIT MUSIC,21,28,7,148105,2025-07-03
32,spotify:track:7kjVCymE7vn0HizmGCGFWQ,Lim Young Woong,Heavenly Ever After,Mulgogi Music / ADA,9,24,12,146881,2025-07-03
33,spotify:track:0MHStU0muAIEMbwdnebYu2,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",Takedown,K-Pop Demon Hunters,33,-1,1,145422,2025-07-03
34,spotify:track:68UrZQUuO3O6eUiD226xHg,Hearts2Hearts,The Chase,SM Entertainment,8,27,19,144561,2025-07-03
35,spotify:track:2KslE17cAJNHTsI2MI0jb2,Jung Kook,Standing Next to You,BIGHIT MUSIC,4,23,86,143537,2025-07-03
36,spotify:track:5566hAPt0WmMPr9Xn749L7,Jin,Rope It,BIGHIT MUSIC,21,29,7,142999,2025-07-03
37,spotify:track:5DxDLsW6PsLz5gkwC7Mk5S,"Rumi, Jinu, EJAE, Andrew Choi, KPop Demon Hunters Cast",Free,K-Pop Demon Hunters,37,-1,1,139083,2025-07-03
38,spotify:track:1qmcc6IRvBdhmqhLhSaJoo,Jin,Background,BIGHIT MUSIC,25,31,7,138583,2025-07-03
39,spotify:track:5sBDrrtLGbV64QJnEqfjer,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",What It Sounds Like,K-Pop Demon Hunters,39,-1,1,136917,2025-07-03
40,spotify:track:3f7rVNaBNocDLtPmnds9eE,Jin,"To Me, Today",BIGHIT MUSIC,27,32,7,136322,2025-07-03
41,spotify:track:7JQH2lBMZ10ztDnpoeq6Ki,데이먼스 이어 Damons year,yours,WM Korea,8,26,144,134368,2025-07-03
42,spotify:track:20QI1DhCFz7pN8rATkNguv,10CM,To Reach You,CAM,11,30,13,132787,2025-07-03
43,spotify:track:4WUpMUjdoi47LY7gBQBXe3,Lim Young Woong,Grain of Sand,물고기뮤직,8,34,109,126165,2025-07-03
44,spotify:track:0wrppxeWurW1uRnxI6Ut9v,MEOVV,HANDS UP,The Black Label,4,35,10,125602,2025-07-03
45,spotify:track:3KcHHPN23AwgnSkq7TouwW,"aespa, Flo Milli",Dirty Work (feat. Flo Milli),aespa,45,-1,1,122852,2025-07-03
