rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart
31,"spotify:track:2FUyod5LVoX1JcgesHVfKk","Wendy Shay","Survivor","Rufftown records",1,36,82
32,"spotify:track:2ksyzVfU0WJoBpu8otr4pz","INTERWORLD","METAMORPHOSIS","INTERWORLD",32,33,17
33,"spotify:track:0wGbyS1tExQSwOYu6UceyE","ONIMXRU, SMITHMANE","SHADOW","ONIMXRU x SMITHMANE",28,35,7
34,"spotify:track:0du9AbEce0kooBH5I6suvG","Margot","110","Select",29,29,3
35,"spotify:track:3MKHHwjeu6SYuix0T57VPj","Dj Slikour","Mhana Vafana","Slikour Records",18,34,32
36,"spotify:track:4k6Uh1HXdhtusDW5y8Gbvy","Steve Lacy","Bad Habit","L-M Records/RCA Records",2,37,45
37,"spotify:track:0HaRLPnr887lcQM2YQzkff","Burna Boy, Ed Sheeran","For My Hand (feat. Ed Sheeran)","Spaceship Entertainment Ltd.",10,32,38
38,"spotify:track:47E3zSKRLgtJ9AaD9IVKrc","Able Heart","Whisper","One Heart Records",1,31,34
39,"spotify:track:3LtpKP5abr2qqjunvjlX5i","Central Cee","Doja","Central Cee",7,38,24
40,"spotify:track:1Fid2jjqsHViMX6xNH70hE","Seafret","Atlantis","Sweet Jane Recordings",40,42,30
41,"spotify:track:54NBD72JXFXzrodbQBSzWh","Tyga, Jhené Aiko, Pop Smoke","Sunshine","Last Kings Music / EMPIRE",40,43,3
42,"spotify:track:4vuVzf7BIZhDAFm3TB0Tzy","charlieonnafriday","Enough","Onnafriday Records / Island Records",35,40,10
43,"spotify:track:5YbPxJwPfrj7uswNwoF1pJ","Burna Boy","Last Last","Spaceship Entertainment Ltd.",4,41,94
44,"spotify:track:76OGwb5RA9h4FxQPT33ekc","Rosa Linn","SNAP","Columbia",1,48,74
45,"spotify:track:7DQMBUK4oX9gV1qIzpoRz6","Aymos","Mama","DJs Production",45,45,3
46,"spotify:track:7DbdUf8aHSYoliSjO6LZv6","Beach Weather","Sex, Drugs, Etc.","8123 / Arista Records",16,44,91
47,"spotify:track:6qyS9qBy0mEk3qYaH8mPss","Kordhell","Murder In My Mind","Kordhell",22,52,70
48,"spotify:track:3WMj8moIAXJhHsyLaqIIHI","Zach Bryan","Something in the Orange","Warner Records",28,57,39
49,"spotify:track:5ACZOGjT6I5He0pDZED56Z","why mona","Wannabe","Ultra Records",9,39,56
50,"spotify:track:1MqzIgGsHP4cNjPboevsfq","Indila","Tourner Dans Le Vide","Universal Music Division Capitol Music France",50,60,9
51,"spotify:track:6cQ8IRL1UQR11v4wD4wjo8","Camylio","monsters","Republic Records",51,54,3
52,"spotify:track:4gLkYD4KVDd88vuqfZiAyu","Maglera Doe Boy","Makazana","Universal Music (Pty) Ltd.",40,47,10
53,"spotify:track:4svaKoxMMP7ImmKrD5hfQu","Jax","Victoria’s Secret","Atlantic Records",5,55,45
54,"spotify:track:2icgqIMkjpToStO1FRAoyj","Robot Boii, Mellow & Sleazy, Soul Revolver, Shaun MusiQ, F Teearse","Salary Salary","Silver Merci",10,51,106
55,"spotify:track:4Oab51CLrmfgwXIDCcaQs1","Maglera Doe Boy, Ason","Dor Do Povo","Universal Music (Pty) Ltd.",55,58,9
56,"spotify:track:1uJ0MhoeCx5y66oaxv5tUQ","Naqua SA, Shebeshxt, Justin Juss Tii, Strike SA","Shebe Monateng (Shebeshxt)","2435823 Records DK",56,82,9
57,"spotify:track:75VD2d6BPTuESBrzRqD6xl","Senior Oat, Kemy Chienda","All In You","The Oat Records",1,50,181
58,"spotify:track:3PdO57q0KLWkfWXsXQJlV6","Mas Musiq, Aymos, Young Stunna","Sengizwile (feat. Aymos & Young Stunna)","New Money Gang Records",40,61,44
59,"spotify:track:2TSfStvlAMLw89u3tali79","Nardo Wick","Dah Dah DahDah","Flawless Ent./RCA Records",42,49,23
60,"spotify:track:0zi0Do3nO8LtRzlau2V7DR","Temple Boys Cpt","Werkhom 2.0 (Bonus Track)","Rejx Entertainment",45,63,12
61,"spotify:track:5kVRs3AnESkdZElamZazu8","Maglera Doe Boy, KayGizm","God Is A Black Woman","Universal Music (Pty) Ltd.",46,46,3
62,"spotify:track:3PNaaKLGYYn1ULNZXyMuWM","Nicholas Bonnin, Angelicca","Shut Up and Listen","Virgin",1,53,51
63,"spotify:track:3rb0tMq42WfggucPm0HHkA","MEDUZA, James Carter, Elley Duhé, FAST BOY","Bad Memories (feat. Elley Duhé & FAST BOY)","Universal-Island Records Ltd.",36,67,21
64,"spotify:track:4OmfWzukSVD140NiAIEjem","Steve Lacy","Static","L-M Records/RCA Records",34,83,31
65,"spotify:track:4hv0hmUjhAqvAPGCHP4EaE","Ronald Isley, The Isley Brothers, Beyoncé","Make Me Say It Again, Girl","RI Top Ten",65,70,3
66,"spotify:track:6H1PPMFKmZRYiT0fJrKwvE","JxyFlexxoo, skaiwater","#Miles - Remix","4136996 Records DK",7,84,62
67,"spotify:track:27ZZdyTSQWI7Cug2d2PkqV","Armani White","BILLIE EILISH.","Legendbound, LLC / Def Jam Recordings",5,66,87
68,"spotify:track:5BuzMo2h1giNWQ2oP5uo6N","Nomfundo Moh","Izibusiso","Universal Music (Pty) Ltd.",68,100,3
69,"spotify:track:6AmG7bzDsU8nxhSDHXII9D","DJ Toy JustDance","Amapiano 2022 Mixtape","1710 Media",64,71,6
70,"spotify:track:24MacpaasG6qJ5mvVgY9cl","Zandie Khumalo, Xowla","Ikhwela","Content Connect Africa",70,88,2
71,"spotify:track:5uWDenxq03AYLOq83WzLNo","Kabza De Small, Young Stunna, Nobuhle, Ze2","Xola (feat. Nobuhle, Ze2 & Young Stunna)","Piano Hub",23,72,59
72,"spotify:track:7Ddk8FhoYKdsVoX9AOCPMm","DJ Khaled, Drake, Lil Baby","STAYING ALIVE (feat. Drake & Lil Baby)","Epic/We The Best",24,68,10
73,"spotify:track:3IlWZqnqXW29Zr84eTv3CK","Skweletu","Inja endlini","3825021 Records DK",52,56,14
74,"spotify:track:2ISyz9DRGEMrJN77ge3hi2","Eem Triplin","AWKWARD FREESTYLE","Eem Triplin LLC",44,65,7
75,"spotify:track:4pR4oQJULf7FDB54TleMyH","Limoblaze, Lecrae, Happi","Jireh (My Provider)","Limoblaze Music",75,81,2
76,"spotify:track:6qhTveQbbpuGPn1zs0QLvh","Luxury SA","Definition of Deephouse","Luxury SA",31,98,14
77,"spotify:track:17F0bCxOCJASVSC3dhPEIt","Meneer Cee, DaLootz, Jay Music, Shay Moc","Waars Jou Nanas","Finesse Digital (Pty) Ltd",45,62,15
78,"spotify:track:1VQI2XUq5D8GKqwm1gpFWJ","Nomfundo Moh, Kwesta","Sibaningi","Universal Music (Pty) Ltd.",62,64,3
79,"spotify:track:7Iiek3SL6PluRxj9IgbTC1","AURORA","Cure For Me","Glassnote Entertainment Group LLC",68,76,6
80,"spotify:track:0CQfLvA2MF1lvaN20O5cR4","Maglera Doe Boy, Miss Ready, Halo Yagami","Goni","Universal Music (Pty) Ltd.",59,59,5
81,"spotify:track:7tZMF9Hn5uGsfC7zGXbSKM","Crayon","Ijo (Laba Laba)","Mavin Records/Blowtime Ent",41,78,19
82,"spotify:track:23CMRsLRGVCDwCzDtYMq6p","Natalie Jane","Mentally Cheating","10K Projects/Capitol Records",18,-1,26
83,"spotify:track:3DFw8WqtxcGtUP8X1o4Yti","MashBeatz, Thato Saul, Maglera Doe Boy","NEVER RIDE","OuttaThisWorld",22,90,71
84,"spotify:track:6xGruZOHLs39ZbVccQTuPZ","Joji","Glimpse of Us","88rising Music/Warner Records",1,85,66
85,"spotify:track:3pBpX15YF0hdlRz2ddfSh2","Fred again.., Swedish House Mafia, Future","Turn On The Lights again.. (feat. Future)","Atlantic Records UK",22,89,17
86,"spotify:track:4qD1k0Ybmkl7Q7XtqGKgjl","Classic Deep, Six40, Zuma, Mzu M, 2woshort, LuuDaDeejay","Khwela","Ama Roto Entertainment",16,69,17
87,"spotify:track:623j8RCauvM1HjUPrl9UAL","Dr Nel","Tshwara fase","3013136 Records DK",87,91,2
88,"spotify:track:1inAIGub1bVFLUMFkoRVBq","Sofia Carson","Sweet Caroline","Hollywood Records",23,79,17
89,"spotify:track:5ww2BF9slyYgNOk37BlC4u","Manuel Turizo","La Bachata","Sony Music Latin/La Industria",45,73,11
90,"spotify:track:5dcRkfX5Uzo9CNTafinRzD","Mr JazziQ, Zan'Ten, Ta Skippa","Ningalali Emakhaya (feat. Zan'Ten & Ta Skippa)","Sound African Recordings",74,74,10
91,"spotify:track:7iBiBYaVBw69mmPwPBgM0t","Mr JazziQ, Nokwazi, DJ Biza, Tsiki XII","Baleka (feat. Nokwazi, DJ Biza & Tsiki XII)","Sound African Recordings",91,97,3
92,"spotify:track:1I4dwH7C0jBAEtz5DjlJgQ","Sofia Carson","Come Back Home","Hollywood Records",2,92,38
93,"spotify:track:5Sk39LuvdwuvL84jD01Dum","MUPP, Sadfriendd","vendetta!","Sadfriendd x MUPP",8,99,85
94,"spotify:track:1oen3GpTcA486fTHaT7neg","Girls' Generation","FOREVER 1","SM Entertainment",87,-1,2
95,"spotify:track:557DLyFeg06jCV2cpT005C","YG","Toxic","YG PS/ Def Jam",52,77,3
96,"spotify:track:41pmDwHHK9rvdvp6sezqaf","Frex","Oxford Circus","Boom.Records",48,-1,10
97,"spotify:track:1MJagJs7aC4UJYZK3j5iIO","Eloff","Witblits","Select",14,-1,36
98,"spotify:track:0C3shWEOObGT5IxApC7Mkg","Henry Moodie","you were there for me","Robots & Humans",7,-1,23
99,"spotify:track:5XemvyG79fcKPl5lgbhplq","Devon Cole","W.I.T.C.H.","Arista Records",7,75,38
100,"spotify:track:2R3IW8DcllSWJd9lUsvU1b","Josiah De Disciple, Nobuhle","Ezizweni","Universal Music (Pty) Ltd.",100,-1,1
