rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart
33,"spotify:track:2vpifO1DPguAHOEpXiy7AX","Muller Brandt","Braaibroodjies","Universal Music (Pty) Ltd. Distribution Deals",29,31,4
34,"spotify:track:2REq597W1UwW66BWqMRfJY","Fxbii","Crazy Phonk - Remix","Big Masterz Recordz",34,41,2
35,"spotify:track:3W9jnJBPYeihwNSXsr65f9","Lil Mabu, DUSTY LOCANE","NO SNITCHING (with Dusty Locane)","Lil Mabu",10,37,41
36,"spotify:track:6zLUuRvJfJDDEqCMWILcs1","Pushkin, Springle, Mankay, ChocoDynasty","Welele","Pushkin and Springle",6,36,25
37,"spotify:track:2WigMwGJysIh9fRnSJvpjn","Oxlade","KU LO SA - A COLORS SHOW","Epic",7,35,89
38,"spotify:track:0wGbyS1tExQSwOYu6UceyE","ONIMXRU, SMITHMANE","SHADOW","ONIMXRU x SMITHMANE",27,51,36
39,"spotify:track:78H0ZWkqmdUOg4gazSHoUr","uMkhulekelwa","Ngeke Ng'sole Muntu","Universal Music (Pty) Ltd. Distribution Deals",27,34,4
40,"spotify:track:0e5UZadoZ5me957hKsxRYh","JVKE","golden hour","JVKE",5,38,55
41,"spotify:track:6QNphn62YKaHG1hrnPSoHi","Ms Krazie, Chino Grande","A Gangster's Wife","Ms Krazie",41,45,2
42,"spotify:track:2ksyzVfU0WJoBpu8otr4pz","INTERWORLD","METAMORPHOSIS","INTERWORLD",26,42,46
43,"spotify:track:3z1B33YJDUYr9Show1dceh","Dj Clen, A-Reece, Jay Jody, Marcus Harvey","Rollin'","Revenge Club Records",40,44,4
44,"spotify:track:3yLQPgGZPv8CvLcrFaJTM1","Temple Boys Cpt, Washa KingBoys","Areveerend (S.o.2 Raw) - Bonus Track","Rejx Entertainment",25,39,19
45,"spotify:track:1xzi1Jcr7mEi9K2RfzLOqS","Beyoncé","CUFF IT","Parkwood Entertainment/Columbia",45,54,22
46,"spotify:track:1BXfrEUZFDhrVahuVT3PMK","Q Twins, Xowla, Mduduzi Ncube, Big Zulu","Alusafani","Afrotainment",11,52,32
47,"spotify:track:0iNTHA6vIhJN671nqIFISV","Tasché","Sal Jy Vir My Wag","Universal Music (Pty) Ltd.",30,46,11
48,"spotify:track:6G1Mz5yMgn0ydOlIvTrZ65","TALK","Run Away to Mars","Range Music/Capitol Records",1,53,54
49,"spotify:track:78Sw5GDo6AlGwTwanjXbGh","d4vd","Here With Me","Darkroom/Interscope Records",44,56,8
50,"spotify:track:0GAX8SapBTjOqW0d5taVMu","Bernice West","Lyfie","Universal Music (Pty) Ltd.",36,47,28
51,"spotify:track:0YrwiodQd07LE9vpI0w3Iw","Natalie Jane","Seven","10K Projects/Capitol Records",46,50,4
52,"spotify:track:2ZpELNhluNriti4s2rcUK0","Betusile","Ngena Noah","Tox Music",48,48,4
53,"spotify:track:5F7npl4FSAFQLsIuW3o7aR","Russell Zuma, CocoSA, George Lesley","Angikaze","Theko Price",9,49,18
54,"spotify:track:5zgkOLH6HfY5w8thZoS2jP","Kinneret","No Wind Resistance!","Tiny Harp Productions",12,57,55
55,"spotify:track:2GThBgzZoZfz0lx1JjBwfe","New West","Those Eyes","199x",55,63,3
56,"spotify:track:3WMj8moIAXJhHsyLaqIIHI","Zach Bryan","Something in the Orange","Warner Records",28,64,68
57,"spotify:track:5IgjP7X4th6nMNDh4akUHb","Chris Brown","Under The Influence","Chris Brown Entertainment/RCA Records",22,58,63
58,"spotify:track:4UOzNkGbhjBKQy0d3jSmO4","Naqua SA, Shebeshxt, Phobla On The Beat, Mckay Johnson, Prince Zulu, Dj Tiano","Cinderella","2435823 Records DK",30,43,11
59,"spotify:track:1Xq9ilOLiknCaGYtSsvFrH","Dermot Kennedy","Kiss Me","Riggins Recording",37,66,11
60,"spotify:track:7rmpguwTH3XwEPZMSeL4RH","Lowsheen, Master KG, Nkosazana Daughter","Thula","Wanitwa Mos Entertainment",11,60,25
61,"spotify:track:0ocf3HwWhrXtA8r63Vcd2h","Crash Adams","Give Me A Kiss","Crash Adams Records",35,69,20
62,"spotify:track:1y5eHXBYiLgNv00KoHXm4o","Soa mattrix, Mashudu, Happy Jazzman, Emotionz DJ","Mina Nawe","Soa Family",16,59,25
63,"spotify:track:1a019wP7IdYLexwbmfZPm3","Yeat, Lil Uzi Vert","Flawlëss (feat. Lil Uzi Vert)","Field Trip Recordings/Geffen Records",63,67,4
64,"spotify:track:5mdWIwsJAzR97ShGkt8gcR","ZICO, HOMIES","New thing (Prod. ZICO) (Feat. Homies)","Genie Music Corporation",64,76,4
65,"spotify:track:0rR8rGsBnsJ9A1jyk3uA6r","Zinhle Ngidi, Exclusive Drumz, Ben Major","Amasiko","Milar PTY Ltd",54,68,4
66,"spotify:track:079mntueS2KWjxVqOHjG70","Preston Pablo, Banx & Ranx","Flowers Need Rain","31 East JV (2021)",9,71,58
67,"spotify:track:20HFHldksvpelZlcSTL0UA","Nathii, Dj Jay Jay, D_Nice","No Jay Jay","3682629 Records DK",15,55,35
68,"spotify:track:6RbOyNeajWax51NtpO6WT8","Victony, Tempoe","Soweto","The Plug Entertainment",26,82,23
69,"spotify:track:7jrMFjEq0t09f7m3HnnWXl","Supermode, MEDUZA","Tell Me Why - MEDUZA Remix","Axtone Records",43,61,7
70,"spotify:track:0hcW7qPqWWJc8189OaqQvX","Jesse Powell, Gerald Albright","You","Silas",38,77,20
71,"spotify:track:3IlWZqnqXW29Zr84eTv3CK","Skweletu","Inja endlini","3825021 Records DK",52,73,30
72,"spotify:track:0HaRLPnr887lcQM2YQzkff","Burna Boy, Ed Sheeran","For My Hand (feat. Ed Sheeran)","Spaceship Entertainment Ltd.",10,72,67
73,"spotify:track:1XkMxUilV0E3ChDERZJUEq","Balming Tiger, Omega Sapien, bj wnjn, Mudd the student, RM","SEXY NUKIM (feat. RM of BTS)","Balming Tiger",34,62,11
74,"spotify:track:7wdwIaXUuzlu1grzWMFRJm","Ghost","Mary On A Cross","UME - Global Clearing House",3,70,61
75,"spotify:track:7BC7fTh7kpiht5TDuy4Dac","uMjabulisi","AMAWELE","Amahlolamvula Media",74,74,4
76,"spotify:track:62SaDdv956IYAt5nS1nWx7","Njelic, Thabza Tee","Down The Drain","Universal Music (Pty) Ltd.",17,65,39
77,"spotify:track:5fyP52PhWspAIBLjkwatiW","Temple Boys Cpt, Dj Early Raw","Niks Hoor - Original Mix","Rejx Entertainment",55,81,17
78,"spotify:track:6enlARRNWUiwg4HSeJgyjJ","Naqua SA, Shebeshxt, Mckay Johnson, 4nik Plk, Reff SA, Dj Tiano","Ak'Busy Ka Bafana","2435823 Records DK",60,93,11
79,"spotify:track:4vuVzf7BIZhDAFm3TB0Tzy","charlieonnafriday","Enough","Onnafriday Records / Island Records",35,89,16
80,"spotify:track:2jVwAnPHfeVeUyEEk4ERFU","Armand Hofmeyr","Marie","WM South Africa",80,94,2
81,"spotify:track:5uSFGgIfHMT3osrAd9n9ym","Lewis Capaldi","Forget Me","Vertigo Berlin",76,87,4
82,"spotify:track:4k6Uh1HXdhtusDW5y8Gbvy","Steve Lacy","Bad Habit","L-M Records/RCA Records",2,80,74
83,"spotify:track:0oO1AbL92F6329z13C2qQH","Yeat","Talk","Field Trip Recordings/Geffen Records",42,78,11
84,"spotify:track:5YbPxJwPfrj7uswNwoF1pJ","Burna Boy","Last Last","Spaceship Entertainment Ltd.",4,79,123
85,"spotify:track:0hfHF0FsMNyLoaqsvJmqfq","Jessie Murph","While You're At It","Columbia",79,95,4
86,"spotify:track:4UGvqm3e7UElrrriPtnhwz","Genevieve Stokes","Habits","Atlantic Records",22,92,27
87,"spotify:track:5XFgSWhFtug2luDBjYJ565","BL Zero, Lebzito, Kamo the Vocalist, Major League Djz, Dj Karri","Marinate","Piano City",87,-1,3
88,"spotify:track:1EZMFiD30CythJ73EBZfUq","Jay Music, Mellow & Sleazy, DJ SOL K","The Fxckin Injury","1713874 Records DK",8,84,45
89,"spotify:track:4pR4oQJULf7FDB54TleMyH","Limoblaze, Lecrae, Happi","Jireh (My Provider)","Limoblaze Music",34,91,29
90,"spotify:track:4B8gtpBuEtU9XUizl6BK2W","MoonDeity","WAKE UP!","MoonDeity",84,90,5
91,"spotify:track:1BYZxKSf0aTxp8ZFoeyM3d","girl in red","we fell in love in october","world in red",91,99,2
92,"spotify:track:30sDS4E23SZCd95dhXlGlU","Sam Deep, MaWhoo","Thokoza","Universal Music (Pty) Ltd.",34,-1,22
93,"spotify:track:7mzPAftljnsFmU6131Pqcd","Aidan Bissett","Tripping Over Air","Capitol Records",37,75,4
94,"spotify:track:1T2pzBmz9yh5ddK8KZbtG7","Iyane Jamdong, Elzo Jamdong, Bianca Hester, Crosswavee, Da Musiqal Prodigy","Ekhaya","Kena 360",91,97,4
95,"spotify:track:3NE02HZ5vRIoiGN7EDtcpO","Temple Boys Cpt","SkinnerBekke","Rejx Entertainment",61,96,14
96,"spotify:track:3v1PKBcV89JJ0EV49iaW8w","Inkos'yamagcokama, MusiholiQ","Usizi","INKOS'YAMAGCOKAMA",81,83,4
97,"spotify:track:1zHdh2Muk7jyPYXc8h1zPs","Big Zulu, Mduduzi Ncube, Siya Ntuli, Lwah Ndlunkulu, Xowla","Voicemail","Nkabi Records",2,100,80
98,"spotify:track:3kIiJeILPKS1gObjJFq4Hi","Fortunator, khubvi kid, Crosswavee, dj Call me SA, DJ Micro","Ha mathuthu banga (Fortunator & Rude kid venda)","3436750 Records DK",32,86,29
99,"spotify:track:2sOj9vyd6yiss9W1IK6chU","DJ Khaled, Rick Ross, Lil Wayne, JAY-Z, John Legend, Fridayy","GOD DID (feat. Rick Ross, Lil Wayne, Jay-Z, John Legend & Fridayy)","Epic/We The Best",22,85,18
100,"spotify:track:4mGRwVmJgYfM6buErDPI5U","Punctual, World's First Cinema","Castles","B-Unique Records",100,-1,1
