rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart
1,"spotify:track:2nwXM9eHzj8eQBsuK9osbL","Luxury SA","Crazy Vibez","Luxury SA Entertainment",1,1,5
2,"spotify:track:65NAMIdsZkxYIM5ui8SJSw","K.O, Young Stunna, Blxckie","SETE (feat. Young Stunna & Blxckie)","Sound African Recordings",1,2,12
3,"spotify:track:7mykoq6R3BArsSpNDjFQTm","Rosa Walton, Hallie Coggins","I Really Want to Stay at Your House","Lakeshore Records",3,5,2
4,"spotify:track:1hsFJ92y0FU2cFOOLkEFVr","Deep London, Boohle","Hamba Wena","Cycad Wave",1,3,33
5,"spotify:track:39JofJHEtg8I4fSyo7Imft","Eliza Rose, Interplanetary Criminal","B.O.T.A. (Baddest Of Them All) - Edit","Warner Records",3,4,29
6,"spotify:track:0HYAsQwJIO6FLqpyTeD3l6","Fujii Kaze","Shinunoga E-Wa","Universal Music LLC",3,6,27
7,"spotify:track:1xK59OXxi2TAAAbmZK0kBL","d4vd","Romantic Homicide","Darkroom/Interscope Records",6,7,40
8,"spotify:track:1jOgJN75btuUONIdf57vHz","Ice Spice","Munch (Feelin’ U)","Worldstar",4,8,19
9,"spotify:track:0zi0Do3nO8LtRzlau2V7DR","Temple Boys Cpt","Werkhom 2.0 (Bonus Track)","Rejx Entertainment",9,9,27
10,"spotify:track:2TktkzfozZifbQhXjT6I33","Omar Apollo","Evergreen (You Didn’t Deserve Me At All)","Warner Records",8,10,12
11,"spotify:track:42VFqRvJt0IJ7cJoZDAo76","Oufadafada, Dj 8 Milli","I Cant Give Up Now","Brian Saul Entertainment",11,14,3
12,"spotify:track:0w7JPlp7eEQI2EKW3ayXrv","Mau P","Drugs From Amsterdam","Island Records UK / Republic Records / Virgin Records Germany",11,13,12
13,"spotify:track:6NB2npCHsGXQ059pMhXJzl","Barto","H2Oë","Select",13,18,12
14,"spotify:track:4kdDzPjgmUkMtmIp9qFgsx","Min-Gespin","Toast & Polony","Universal Music (Pty) Ltd.",8,11,5
15,"spotify:track:2DTnuVhrGnLcmgutAW4vb1","Lwah Ndlunkulu, Siya Ntuli","Ithuba","Nkabi Records",5,17,19
16,"spotify:track:5F7npl4FSAFQLsIuW3o7aR","Russell Zuma, CocoSA, George Lesley","Angikaze","Theko Price",9,12,5
17,"spotify:track:5OCGdwTT9uvTNlGqbUm2U7","Pushkin, Springle, Mankay, ChocoDynasty","Welele","Pushkin and Springle",6,15,12
18,"spotify:track:0AzD1FEuvkXP1verWfaZdv","Hudson Mohawke","Cbat","Warp Records",3,16,17
19,"spotify:track:4uUG5RXrOk84mYEfFvj3cK","David Guetta, Bebe Rexha","I'm Good (Blue)","Parlophone UK",16,19,5
20,"spotify:track:3W9jnJBPYeihwNSXsr65f9","Lil Mabu, DUSTY LOCANE","NO SNITCHING (with Dusty Locane)","Lil Mabu",10,20,28
21,"spotify:track:0DsPxFiFebzdMlCEIWFGDO","Prop","Kwaaitjie","Select",3,24,33
22,"spotify:track:0e5UZadoZ5me957hKsxRYh","JVKE","golden hour","JVKE",5,22,42
23,"spotify:track:6G1Mz5yMgn0ydOlIvTrZ65","TALK","Run Away to Mars","Range Music/Capitol Records",1,21,41
24,"spotify:track:20HFHldksvpelZlcSTL0UA","Nathii, Dj Jay Jay, D_Nice","No Jay Jay","3682629 Records DK",15,33,22
25,"spotify:track:3yLQPgGZPv8CvLcrFaJTM1","Temple Boys Cpt, Washa KingBoys","Areveerend (S.o.2 Raw) - Bonus Track","Rejx Entertainment",25,32,6
26,"spotify:track:7Hij0MzGIK43J8sQsrzcdB","RALAN STYLES","Baby Shark","New 11",19,23,5
27,"spotify:track:0WtM2NBVQNNJLh6scP13H8","Rema, Selena Gomez","Calm Down (with Selena Gomez)","Mavin Records / Jonzing World",20,25,5
28,"spotify:track:2WigMwGJysIh9fRnSJvpjn","Oxlade","KU LO SA - A COLORS SHOW","Epic",7,26,76
29,"spotify:track:0uo7p6JtXF7U8x0ktN0Vty","Funk Tribu","Phonky Tribu","SpeedMaster Records",29,31,2
30,"spotify:track:2sOj9vyd6yiss9W1IK6chU","DJ Khaled, Rick Ross, Lil Wayne, JAY-Z, John Legend, Fridayy","GOD DID (feat. Rick Ross, Lil Wayne, Jay-Z, John Legend & Fridayy)","Epic/We The Best",22,27,5
31,"spotify:track:7rmpguwTH3XwEPZMSeL4RH","Lowsheen, Master KG, Nkosazana Daughter","Thula","Wanitwa Mos Entertainment",11,28,12
32,"spotify:track:1BXfrEUZFDhrVahuVT3PMK","Q Twins, Xowla, Mduduzi Ncube, Big Zulu","Alusafani","Afrotainment",11,29,19
33,"spotify:track:7wdwIaXUuzlu1grzWMFRJm","Ghost","Mary On A Cross","UME - Global Clearing House",3,30,48
34,"spotify:track:45bfH0GZvUyujIBiKRhXso","Eliza Rose, Interplanetary Criminal","B.O.T.A. (Baddest Of Them All)","Warner Records",15,34,15
35,"spotify:track:3kIiJeILPKS1gObjJFq4Hi","Fortunator, khubvi kid, Crosswavee, dj Call me SA, DJ Micro","Ha mathuthu banga (Fortunator & Rude kid venda)","3436750 Records DK",32,46,16
36,"spotify:track:2ksyzVfU0WJoBpu8otr4pz","INTERWORLD","METAMORPHOSIS","INTERWORLD",26,39,33
37,"spotify:track:5zgkOLH6HfY5w8thZoS2jP","Kinneret","No Wind Resistance!","Tiny Harp Productions",12,37,42
38,"spotify:track:1y5eHXBYiLgNv00KoHXm4o","Soa mattrix, Mashudu, Happy Jazzman, Emotionz DJ","Mina Nawe","Soa Family",16,41,12
39,"spotify:track:0hcW7qPqWWJc8189OaqQvX","Jesse Powell, Gerald Albright","You","Silas",38,38,7
40,"spotify:track:4UGvqm3e7UElrrriPtnhwz","Genevieve Stokes","Habits","Atlantic Records",22,40,14
41,"spotify:track:1eUTqSKMs8wZwf1uPJAYO1","Temple Boys Cpt, G-Star Raw","Raw 4eva Rise","Rejx Entertainment",41,51,4
42,"spotify:track:2q3cyycKUTWqchcSTtwaxn","Tskay, Ocean Biller, Hauzen Dj","Bucket","Open Mic Productions",18,36,12
43,"spotify:track:0ocf3HwWhrXtA8r63Vcd2h","Crash Adams","Give Me A Kiss","Crash Adams Records",35,35,7
44,"spotify:track:4pR4oQJULf7FDB54TleMyH","Limoblaze, Lecrae, Happi","Jireh (My Provider)","Limoblaze Music",34,50,18
45,"spotify:track:4k6yZRw7M04gZE2uW12Cw6","Makar","Mood","Virgin",4,48,26
46,"spotify:track:1ovZe7upcqycTuPFfOg6kB","Katie Gregson-MacLeod","complex (demo)","Columbia",37,42,5
47,"spotify:track:2RfmwyP48VHVQHUQJBAgIU","J€AN-MARC","8 O 8","NKB Never Know Best - YRH Records",23,44,7
48,"spotify:track:4b0MZa0sxGyKgvY7W2rZq1","Cade Thompson","Arms of Jesus","Red Street Records",42,43,13
49,"spotify:track:5YIMTHKWgGklloKgZHc41H","Lambo4oe","self esteem - Mixtape","LAMBDIDYMUSIC©️",49,49,2
50,"spotify:track:4f2GB5ZC7vOUYPAg69N2Xw","Earth, Wind & Fire","September","Columbia/Legacy",29,59,22
51,"spotify:track:1JKH156F7aeqFLjHK892H6","James Vickery","The Reason","James Vickery",42,52,5
52,"spotify:track:5IgjP7X4th6nMNDh4akUHb","Chris Brown","Under The Influence","Chris Brown Entertainment/RCA Records",22,54,50
53,"spotify:track:079mntueS2KWjxVqOHjG70","Preston Pablo, Banx & Ranx","Flowers Need Rain","31 East JV (2021)",9,60,45
54,"spotify:track:5TJEBoTCDbJXiKMdCN9pd3","Elton John, Britney Spears","Hold Me Closer","EMI",50,56,5
55,"spotify:track:5fyP52PhWspAIBLjkwatiW","Temple Boys Cpt, Dj Early Raw","Niks Hoor - Original Mix","Rejx Entertainment",55,62,4
56,"spotify:track:3WMj8moIAXJhHsyLaqIIHI","Zach Bryan","Something in the Orange","Warner Records",28,67,55
57,"spotify:track:7mJg58d7kPdTlukVXGXZHf","BLUE TAPE, A-Reece, Jay Jody","FUCK THE WORLD!","REVENGE CLUB RECORDS",36,45,5
58,"spotify:track:3bpR5jv8uzraDgq5YpHwDw","CORPSE, Scarlxrd, Kordhell","MISA MISA!","CORPSE",53,55,5
59,"spotify:track:1EZMFiD30CythJ73EBZfUq","Jay Music, Mellow & Sleazy, DJ SOL K","The Fxckin Injury","1713874 Records DK",8,58,33
60,"spotify:track:30sDS4E23SZCd95dhXlGlU","Sam Deep, MaWhoo","Thokoza","Universal Music (Pty) Ltd.",34,57,12
61,"spotify:track:3NE02HZ5vRIoiGN7EDtcpO","Temple Boys Cpt","SkinnerBekke","Rejx Entertainment",61,64,3
62,"spotify:track:5zwwW9Oq7ubSxoCGyW1nbY","BLACKPINK","Pink Venom","YG Entertainment/Interscope Records",31,47,12
63,"spotify:track:0wGbyS1tExQSwOYu6UceyE","ONIMXRU, SMITHMANE","SHADOW","ONIMXRU x SMITHMANE",27,53,23
64,"spotify:track:62SaDdv956IYAt5nS1nWx7","Njelic, Thabza Tee","Down The Drain","Universal Music (Pty) Ltd.",17,63,26
65,"spotify:track:3hxIUxnT27p5WcmjGUXNwx","Hotel Ugly","Shut up My Moms Calling","Hotel Ugly, under exclusive license to Amuseio AB",54,61,30
66,"spotify:track:0HaRLPnr887lcQM2YQzkff","Burna Boy, Ed Sheeran","For My Hand (feat. Ed Sheeran)","Spaceship Entertainment Ltd.",10,66,54
67,"spotify:track:42tD9J0KCPFSc1d2hFTvAf","Destroy Lonely","NOSTYLIST","Opium",67,71,2
