rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart
38,"spotify:track:6wj7wjtegmkziorQ2tt5Pz","JID, Kenny Mason","Dance Now (feat. Kenny Mason)","Dreamville/Interscope",12,31,20
39,"spotify:track:5IgjP7X4th6nMNDh4akUHb","Chris Brown","Under The Influence","Chris Brown Entertainment/RCA Records",22,32,44
40,"spotify:track:62SaDdv956IYAt5nS1nWx7","Njelic, Thabza Tee","Down The Drain","Universal Music (Pty) Ltd.",17,37,20
41,"spotify:track:2pIUpMhHL6L9Z5lnKxJJr9","NewJeans","Attention","ADOR",12,40,27
42,"spotify:track:4b0MZa0sxGyKgvY7W2rZq1","Cade Thompson","Arms of Jesus","Red Street Records",42,45,7
43,"spotify:track:3WMj8moIAXJhHsyLaqIIHI","Zach Bryan","Something in the Orange","Warner Records",28,41,49
44,"spotify:track:079mntueS2KWjxVqOHjG70","Preston Pablo, Banx & Ranx","Flowers Need Rain","31 East JV (2021)",9,46,39
45,"spotify:track:0C3shWEOObGT5IxApC7Mkg","Henry Moodie","you were there for me","Robots & Humans",7,43,31
46,"spotify:track:2yjlYDiNiQkdxVqTlaSrlX","Nicki Minaj","Super Freaky Girl","Republic Records",24,42,13
47,"spotify:track:1Fid2jjqsHViMX6xNH70hE","Seafret","Atlantis","Sweet Jane Recordings",40,44,40
48,"spotify:track:3kIiJeILPKS1gObjJFq4Hi","Fortunator, khubvi kid, Crosswavee, dj Call me SA, DJ Micro","Ha mathuthu banga (Fortunator & Rude kid venda)","3436750 Records DK",32,55,10
49,"spotify:track:2gYj9lubBorOPIVWsTXugG","IVE","After LIKE","Starship Entertainment",48,54,6
50,"spotify:track:0a4MMyCrzT0En247IhqZbD","NewJeans","Hype Boy","ADOR",18,47,27
51,"spotify:track:0ocf3HwWhrXtA8r63Vcd2h","Crash Adams","Give Me A Kiss","Crash Adams Records",51,-1,1
52,"spotify:track:4svaKoxMMP7ImmKrD5hfQu","Jax","Victoria’s Secret","Atlantic Records",5,51,55
53,"spotify:track:43F9HcG6y42YwLycMr1VSm","Charlotte_lyf","Mdali Khanyisa","QTR",5,49,27
54,"spotify:track:11M54lVpEsq9yDTJ62gPNS","Luxury SA","Gumbafaya","Luxury SA Entertainment",23,58,12
55,"spotify:track:0HaRLPnr887lcQM2YQzkff","Burna Boy, Ed Sheeran","For My Hand (feat. Ed Sheeran)","Spaceship Entertainment Ltd.",10,52,48
56,"spotify:track:3LtpKP5abr2qqjunvjlX5i","Central Cee","Doja","Central Cee",7,50,34
57,"spotify:track:1uJ0MhoeCx5y66oaxv5tUQ","Naqua SA, Shebeshxt, Justin Juss Tii, Strike SA","Shebe Monateng (Shebeshxt)","2435823 Records DK",45,56,19
58,"spotify:track:4OmfWzukSVD140NiAIEjem","Steve Lacy","Static","L-M Records/RCA Records",34,53,41
59,"spotify:track:1zHdh2Muk7jyPYXc8h1zPs","Big Zulu, Mduduzi Ncube, Siya Ntuli, Lwah Ndlunkulu, Xowla","Voicemail","Nkabi Records",2,48,62
60,"spotify:track:6qyS9qBy0mEk3qYaH8mPss","Kordhell","Murder In My Mind","Kordhell",22,59,80
61,"spotify:track:3bjM6KcvV1MwkAm7DJQb9O","loafers, Badjack, Maxim Schunk","Lay All Your Love On Me","Soave Records",61,64,3
62,"spotify:track:7DbdUf8aHSYoliSjO6LZv6","Beach Weather","Sex, Drugs, Etc.","8123 / Arista Records",16,62,101
63,"spotify:track:5HVvJfVSUPUPpDwMJk4ATS","Jack Parow","There It Is","Parowphernalia",33,69,6
64,"spotify:track:76OGwb5RA9h4FxQPT33ekc","Rosa Linn","SNAP","Columbia",1,61,84
65,"spotify:track:4k6Uh1HXdhtusDW5y8Gbvy","Steve Lacy","Bad Habit","L-M Records/RCA Records",2,60,55
66,"spotify:track:3MKHHwjeu6SYuix0T57VPj","Dj Slikour","Mhana Vafana","Slikour Records",18,90,41
67,"spotify:track:1MJagJs7aC4UJYZK3j5iIO","Eloff","Witblits","Select",14,70,46
68,"spotify:track:7DQMBUK4oX9gV1qIzpoRz6","Aymos","Mama","DJs Production",40,63,13
69,"spotify:track:2FUyod5LVoX1JcgesHVfKk","Wendy Shay","Survivor","Rufftown records",1,80,92
70,"spotify:track:3hxIUxnT27p5WcmjGUXNwx","Hotel Ugly","Shut up My Moms Calling","Hotel Ugly, under exclusive license to Amuseio AB",56,71,24
71,"spotify:track:0GAX8SapBTjOqW0d5taVMu","Bernice West","Lyfie","Universal Music (Pty) Ltd.",48,57,9
72,"spotify:track:5YbPxJwPfrj7uswNwoF1pJ","Burna Boy","Last Last","Spaceship Entertainment Ltd.",4,67,104
73,"spotify:track:6RbOyNeajWax51NtpO6WT8","Victony, Tempoe","Soweto","The Plug Entertainment",26,79,4
74,"spotify:track:75VD2d6BPTuESBrzRqD6xl","Senior Oat, Kemy Chienda","All In You","The Oat Records",1,68,191
75,"spotify:track:3PdO57q0KLWkfWXsXQJlV6","Mas Musiq, Aymos, Young Stunna","Sengizwile (feat. Aymos & Young Stunna)","New Money Gang Records",40,72,54
76,"spotify:track:5Sk39LuvdwuvL84jD01Dum","MUPP, Sadfriendd","vendetta!","Sadfriendd x MUPP",8,82,95
77,"spotify:track:1xzi1Jcr7mEi9K2RfzLOqS","Beyoncé","CUFF IT","Parkwood Entertainment/Columbia",77,78,3
78,"spotify:track:6cQ8IRL1UQR11v4wD4wjo8","Camylio","monsters","Republic Records",49,65,12
79,"spotify:track:2dFz5ravSFl9FL82ujab6y","Matt Corman","Word to the Wise","MIH Universal",17,66,16
80,"spotify:track:1MqzIgGsHP4cNjPboevsfq","Indila","Tourner Dans Le Vide","Universal Music Division Capitol Music France",43,74,19
81,"spotify:track:3u6PxWema1snbjLbFEyjkJ","Seafret","Atlantis - Extra Sped Up Version","Sweet Jane Recordings",60,73,11
82,"spotify:track:1sWb35nydLCjD71JGURDEv","chyxz, SLOWYMANE","RAGNAROK","ALT:Vision Records",41,75,10
83,"spotify:track:6cVD6OQ3ZRAjcTkyrUCIYZ","why mona","Wannabe","Ultra Records, LLC",9,77,62
84,"spotify:track:4qD1k0Ybmkl7Q7XtqGKgjl","Classic Deep, Six40, Zuma, Mzu M, 2woshort, LuuDaDeejay","Khwela","Ama Roto Entertainment",16,81,26
85,"spotify:track:2BH3j05ZXWr5PR30sW079d","Isolate.exe","Crystals","Isolate.exe",85,85,3
86,"spotify:track:0du9AbEce0kooBH5I6suvG","Margot","110","Select",29,91,13
87,"spotify:track:47E3zSKRLgtJ9AaD9IVKrc","Able Heart","Whisper","One Heart Records",1,83,44
88,"spotify:track:4h9wh7iOZ0GGn8QVp4RAOB","OneRepublic","I Ain't Worried","Interscope Records",27,86,85
89,"spotify:track:5uWDenxq03AYLOq83WzLNo","Kabza De Small, Young Stunna, Nobuhle, Ze2","Xola (feat. Nobuhle, Ze2 & Young Stunna)","Piano Hub",23,94,69
90,"spotify:track:1VQI2XUq5D8GKqwm1gpFWJ","Nomfundo Moh, Kwesta","Sibaningi","Universal Music (Pty) Ltd.",62,87,13
91,"spotify:track:4UU4qUfkfRd4IXszXX2Z1K","Stabhilithi","Ama-push ups","Cutca Music Publishers",17,92,39
92,"spotify:track:7Iiek3SL6PluRxj9IgbTC1","AURORA","Cure For Me","Glassnote Entertainment Group LLC",68,-1,8
93,"spotify:track:0hcW7qPqWWJc8189OaqQvX","Jesse Powell, Gerald Albright","You","Silas",93,-1,1
94,"spotify:track:6Srgw41KlTpWtu5hbEKeja","Katy Nichole","In Jesus Name (God Of Possible)","Centricity Music",5,95,147
95,"spotify:track:0tFyRPMq4YD4xoiB4HWMnr","Necee.T, Shaba Rangz","Woza Baba","Independent",25,84,20
96,"spotify:track:6VBhH7CyP56BXjp8VsDFPZ","Pritam, Arijit Singh, Amitabh Bhattacharya","Kesariya (From ""Brahmastra"")","Sony Music Entertainment India Pvt. Ltd.",23,97,24
97,"spotify:track:3uDw8M8eTBDC7npvLy9ELS","Paige, SeeZus Beats","Phakade","012 Entertainment",26,-1,42
98,"spotify:track:7FCkssCnpkqWH2ozJmibAf","Geoxpress","365 (Grime Riddim)","BAD Kompany World",98,100,2
99,"spotify:track:24MacpaasG6qJ5mvVgY9cl","Zandie Khumalo, Xowla","Ikhwela","Content Connect Africa",63,99,11
100,"spotify:track:467ywsenaNywwCuYhmBb5N","Charity Gayle, Steven Musso","I Speak Jesus","Charity Gayle",70,-1,24
