date,name,category,value
2021-10-01,Tshivhidzwela Amapiano,2021,34444
2021-11-01,Tshivhidzwela Amapiano,2021,190511
2021-12-01,Tshivhidzwela Amapiano,2021,158624
2022-01-01,Tshivhidzwela Amapiano,2022,26670
