date,name,category,value
2022-03-01,Thatheka,2022,74623
2022-04-01,Thatheka,2022,189106
2022-05-01,Thatheka,2022,177977
2022-06-01,Thatheka,2022,158085
2022-07-01,Thatheka,2022,25613
