date,name,category,value
2024-05-01,Banyana,2024,545512
2024-06-01,Banyana,2024,968774
2024-07-01,Banyana,2024,1015831
2024-08-01,Banyana,2024,1002186
2024-09-01,Banyana,2024,588347
2024-10-01,Banyana,2024,358331
