date,name,category,value
2021-05-01,Khuzeka,2021,40918
2021-07-01,Manuel,2021,107490
2021-08-01,Manuel,2021,42954
2022-02-01,Dala What You Must,2022,32884
2022-02-01,The Warning,2022,28510
2023-03-01,Amanga,2023,110402
