date,name,category,value
2022-04-01,Makukhanye,2022,21646
2023-10-01,Makukhanye,2023,287501
2023-11-01,Makukhanye,2023,364759
2023-12-01,Makukhanye,2023,341931
2024-01-01,Makukhanye,2024,64556
