date,name,category,value
2024-01-01,Ngicel Uhambe,2024,138116
2024-02-01,Ngicel Uhambe,2024,377180
2024-03-01,Ngicel Uhambe,2024,367266
2024-04-01,Ngicel Uhambe,2024,459056
2024-05-01,Ngicel Uhambe,2024,625735
2024-06-01,Ngicel Uhambe,2024,519408
2024-07-01,Ngicel Uhambe,2024,495005
2024-08-01,Ngicel Uhambe,2024,630337
2024-09-01,Ngicel Uhambe,2024,476959
2024-10-01,Ncono Siyeke,2024,351630
2024-10-01,Ngicel Uhambe,2024,490311
