date,name,category,value
2021-08-01,Yini Sdakwa,2021,50999
2021-09-01,Yini Sdakwa,2021,370460
2021-10-01,Yini Sdakwa,2021,269081
2021-11-01,Yini Sdakwa,2021,220319
2021-12-01,Yini Sdakwa,2021,236107
2022-01-01,Yini Sdakwa,2022,127529
