rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,Start_Date
40,spotify:track:5uEYRdEIh9Bo4fpjDd4Na9,"Travis Scott, HVME",Goosebumps - Remix,Cactus Jack/Epic,31,45,17,1952,2021-02-19
41,spotify:track:3Uo7WG0vmLQ07WB4BDwy7D,Taylor Swift,willow,Taylor Swift,23,28,19,1943,2021-02-19
42,spotify:track:2P91MQbaiQOfbiz9VqhqKQ,Lauv,I Like Me Better,Lauv,31,41,19,1919,2021-02-19
43,spotify:track:2BgEsaKNfHUdlh97KmvFyo,Anne-Marie,2002,Atlantic Records UK,24,39,19,1887,2021-02-19
44,spotify:track:7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Someone You Loved,Vertigo Berlin,35,44,19,1884,2021-02-19
45,spotify:track:1XnpzbOGptRwfJhZgLbmSr,BLACKPINK,Pretty Savage,YG Entertainment/Interscope Records,22,38,19,1880,2021-02-19
46,spotify:track:1Q6lzzQHM5dvtTCwcfeKDy,KANGDANIEL,PARANOIA,KONNECT Ent.,27,40,4,1877,2021-02-19
47,spotify:track:6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Watermelon Sugar,Columbia,37,37,19,1852,2021-02-19
48,spotify:track:3cbLHmmEPvTgHKvl53WYiy,BTS,ON,BIGHIT MUSIC,8,53,19,1852,2021-02-19
49,spotify:track:2sQH02O2HBCPJCztBrCWNa,"Ariana Grande, Doja Cat, Megan Thee Stallion","34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",Republic Records,49,114,12,1842,2021-02-19
50,spotify:track:3VT8hOC5vuDXBsHrR53WFh,Masked Wolf,Astronaut In The Ocean,Elektra (NEK),50,62,9,1830,2021-02-19
51,spotify:track:4JUPEh2DVSXFGExu4Uxevz,"BLACKPINK, Selena Gomez",Ice Cream (with Selena Gomez),YG Entertainment/Interscope Records,23,47,19,1826,2021-02-19
52,spotify:track:45bE4HXI0AwGZXfZtMp8JR,Tate McRae,you broke me first,RCA Records Label,35,48,19,1813,2021-02-19
53,spotify:track:3Wu4lFjkhcXxB6WWaX9gtr,TAEYEON,What Do I Call You,SM Entertainment,27,49,19,1806,2021-02-19
54,spotify:track:1t9WgS8FN0534tLBRwbaxO,CJ,Whoopty,Warner Records,54,59,17,1787,2021-02-19
55,spotify:track:4HBZA5flZLE435QTztThqH,"Ariana Grande, Justin Bieber",Stuck with U (with Justin Bieber),"Ariana Grande & Justin Bieber ""Stuck With U""- Charity",36,52,19,1786,2021-02-19
56,spotify:track:3CYH422oy1cZNoo0GTG1TK,Red Velvet,Psycho,SM Entertainment,27,60,19,1778,2021-02-19
57,spotify:track:06eq0M1eZRcIIRfx6d00nu,CHANGMO,METEOR,"Genie Music Corporation, Stone Music Entertainment",26,66,19,1760,2021-02-19
58,spotify:track:53BHUFdQphHiZUUG3nx9zn,AJR,Bang!,Black Butter,39,50,19,1754,2021-02-19
59,spotify:track:3QyoC6OvQUmpQwQZ18iaTs,Conan Gray,Overdrive,Universal Records,59,-1,1,1754,2021-02-19
60,spotify:track:5u1n1kITHCxxp8twBcZxWy,"Justin Bieber, Chance the Rapper",Holy (feat. Chance The Rapper),RBMG/Def Jam,43,58,19,1744,2021-02-19
61,spotify:track:3Z8FwOEN59mRMxDCtb8N0A,"Marshmello, Halsey",Be Kind (with Halsey),Astralwerks,47,61,19,1736,2021-02-19
62,spotify:track:7hxHWCCAIIxFLCzvDgnQHX,"Internet Money, Gunna, Don Toliver, NAV",Lemonade (feat. NAV),Internet Money Records / TenThousand Projects,56,56,19,1735,2021-02-19
63,spotify:track:0D75ciM842cdUMKSMfAR9y,"Selena Gomez, Rauw Alejandro",Baila Conmigo (with Rauw Alejandro),Selena Gomez Latin Project,41,54,19,1723,2021-02-19
64,spotify:track:6shrCEEMcrT6Akxkk8IhLC,NCT 127,gimme gimme,avex trax,20,55,6,1696,2021-02-19
65,spotify:track:0RiRZpuVRbi7oqRdSMwhQY,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,Republic Records,41,65,19,1679,2021-02-19
66,spotify:track:2Oycxb8QbPkpHTo8ZrmG0B,"Miley Cyrus, Dua Lipa",Prisoner (feat. Dua Lipa),RCA Records Label,50,51,19,1666,2021-02-19
67,spotify:track:2b8fOow8UzyDFAE27YhOZM,Maroon 5,Memories,Interscope Records*,36,57,19,1660,2021-02-19
68,spotify:track:4ecVWqbtW6phQGpZMAyqIU,ITZY,Not Shy,Republic Records - ITZY,29,73,19,1644,2021-02-19
69,spotify:track:18uwL0vNUanqZH0ro2QcOP,Jeremy Zucker,comethru,Republic Records,40,64,19,1631,2021-02-19
70,spotify:track:7K31QxS2DmTBxdYldd8yqf,"lIlBOI, GIRIBOY, BIG Naughty","Tomorrow (Feat. GIRIBOY, BIG Naughty)",Stone Music Entertainment,22,71,19,1629,2021-02-19
71,spotify:track:6KfoDhO4XUWSbnyKjNp9c4,Conan Gray,Maniac,Republic Records,68,75,19,1628,2021-02-19
72,spotify:track:6ft4hAq6yde8jPZY2i5zLr,"MEDUZA, Dermot Kennedy",Paradise (feat. Dermot Kennedy),Universal-Island Records Ltd.,59,67,19,1618,2021-02-19
73,spotify:track:4TgxFMOn5yoESW6zCidCXL,"Jawsh 685, Jason Derulo, BTS",Savage Love (Laxed – Siren Beat) [BTS Remix],Columbia,36,63,19,1603,2021-02-19
74,spotify:track:4Oun2ylbjFKMPTiaSbbCih,"Cardi B, Megan Thee Stallion",WAP (feat. Megan Thee Stallion),Atlantic/KSR,69,84,18,1564,2021-02-19
75,spotify:track:39EXZNMxb4RBHlRjnRaOKp,V,Sweet Night,(주)블렌딩,32,69,19,1546,2021-02-19
76,spotify:track:6mzkkz2p0Nyyp43Eedv4mS,HOMIES,Siren,G.M.S.P,76,80,16,1508,2021-02-19
77,spotify:track:0hqj5JBnFt1BHEz2UCFwrl,AKMU,"How can I love the heartbreak, you're the one I love",YG Entertainment,33,72,19,1505,2021-02-19
78,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,70,19,1490,2021-02-19
79,spotify:track:4xqrdfXkTW4T0RauPLv3WA,Conan Gray,Heather,Republic Records,77,81,19,1470,2021-02-19
80,spotify:track:6v3KW9xbzN5yKLt9YKDYA2,"Shawn Mendes, Camila Cabello",Señorita,Island Records,58,94,18,1467,2021-02-19
81,spotify:track:3FAJ6O0NOHQV8Mc5Ri6ENp,GIVĒON,Heartbreak Anniversary,Epic/Not So Fast,81,89,5,1465,2021-02-19
82,spotify:track:4vjpLMyL3ZO6aphdYr8XYw,"Lauv, Troye Sivan",i'm so tired...,Lauv,78,82,19,1464,2021-02-19
83,spotify:track:2bT1PH7Cw3J9p3t7nlXCdh,Shawn Mendes,If I Can't Have You,Island Records,55,87,19,1464,2021-02-19
84,spotify:track:3jjujdWJ72nww5eGnfs2E7,Harry Styles,Adore You,Columbia,68,74,17,1460,2021-02-19
85,spotify:track:4umIPjkehX1r7uhmGvXiSV,"Justin Bieber, Quavo",Intentions (feat. Quavo),RBMG/Def Jam,76,92,19,1447,2021-02-19
86,spotify:track:31LHplV8BL8F0Uu9YbvTAY,"Epik High, CL, ZICO","Rosario (Feat. CL, ZICO)",OURS Co.,43,83,15,1433,2021-02-19
87,spotify:track:70eFcWOvlMObDhURTqT4Fv,"Ed Sheeran, Khalid",Beautiful People (feat. Khalid),Atlantic Records UK,55,93,19,1429,2021-02-19
88,spotify:track:13On7DYsJ3IrWxBWuOwM8t,Yerin Baek,Square (2017),Blue Vinyl,51,77,19,1417,2021-02-19
89,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,89,97,10,1414,2021-02-19
90,spotify:track:6sI8Q7TTJeA9exw6hxEqq3,"MAX, SUGA",Blueberry Eyes (feat. SUGA of BTS),Colour Vision Records/Sony Music Entertainment,71,79,19,1409,2021-02-19
91,spotify:track:2dkFOWqyiVFS3xsQUEdBJG,BTS,Friends,BIGHIT MUSIC,15,85,19,1409,2021-02-19
92,spotify:track:0JL7DoEqAUcOntWmBuOSdh,"LeeHi, Crush",For You,AOMG,45,78,19,1404,2021-02-19
93,spotify:track:5yVdSyfWGh8EvolcR2fGFU,BTS,Filter,BIGHIT MUSIC,13,76,19,1402,2021-02-19
94,spotify:track:1tkg4EHVoqnhR6iFEXb60y,Pop Smoke,What You Know Bout Love,Victor Victor Worldwide,68,68,15,1401,2021-02-19
95,spotify:track:2kJwzbxV2ppxnQoYw4GLBZ,"JP Saxe, Julia Michaels",If the World Was Ending (feat. Julia Michaels),Arista Records,73,96,19,1399,2021-02-19
96,spotify:track:4fFfyouye6vrX9o9z4PVMu,Lauv,Never Not,Lauv,48,101,19,1397,2021-02-19
97,spotify:track:6FdShjf7nA2cqEnpv1tIia,NCT U,Make A Wish (Birthday Song),SM Entertainment,28,90,19,1395,2021-02-19
98,spotify:track:64EDGnUytmCV7TfOo67810,NCT U,90's Love,SM Entertainment,39,112,19,1354,2021-02-19
99,spotify:track:7ju97lgwC2rKQ6wwsf9no9,"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),Interscope,83,117,19,1350,2021-02-19
100,spotify:track:2iUXsYOEPhVqEBwsqP70rE,5 Seconds of Summer,Youngblood,Capitol,92,108,18,1343,2021-02-19
101,spotify:track:2wrJq5XKLnmhRXHIAf9xBa,"Dan + Shay, Justin Bieber","10,000 Hours (with Justin Bieber)",Warner Music Nashville,74,91,19,1340,2021-02-19
102,spotify:track:1ZMiCix7XSAbfAJlEZWMCp,Harry Styles,Falling,Columbia,76,104,19,1339,2021-02-19
103,spotify:track:2SAqBLGA283SUiwJ3xOUVI,"Drake, Lil Durk",Laugh Now Cry Later (feat. Lil Durk),OVO,103,120,11,1330,2021-02-19
104,spotify:track:4MzXwWMhyBbmu6hOcLVD49,"Bad Bunny, JHAYCO",DÁKITI,Rimas Entertainment LLC,86,86,12,1324,2021-02-19
105,spotify:track:3NfgdU9mbIVhcJF3XvC0c9,OH MY GIRL,Dolphin,WM ENTERTAINMENT INC.,70,106,19,1322,2021-02-19
106,spotify:track:7ytR5pFWmSjzHJIeQkgog4,"DaBaby, Roddy Ricch",ROCKSTAR (feat. Roddy Ricch),South Coast Music Group/Interscope Records,86,121,12,1317,2021-02-19
107,spotify:track:2lHmx4nJOTGHx2PkEFMADF,"lIlBOI, YUMDDA, GIRIBOY, Zion.T","CREDIT (Feat. YUMDDA, GIRIBOY, Zion.T)",Stone Music Entertainment,57,116,19,1312,2021-02-19
108,spotify:track:3afkJSKX0EAMsJXTZnDXXJ,Troye Sivan,Strawberries & Cigarettes,EMI Recorded Music Australia Pty Ltd,81,98,19,1311,2021-02-19
109,spotify:track:017PF4Q3l4DBUiWoXk4OWT,Dua Lipa,Break My Heart,Warner Records,92,95,16,1307,2021-02-19
110,spotify:track:7szuecWAPwGoV1e5vGu8tl,The Weeknd,In Your Eyes,Republic Records,77,119,11,1294,2021-02-19
111,spotify:track:5xFoqABWVj4FIAf7vQX8FN,BTS,Spring Day,BIGHIT MUSIC,27,113,19,1290,2021-02-19
112,spotify:track:6z1kLsntE7FuzKZHZWrXYN,DEAN,instagram,Universal Music Ltd.,60,105,19,1288,2021-02-19
113,spotify:track:4y4spB9m0Q6026KfkAvy9Q,"Justin Bieber, benny blanco",Lonely (with benny blanco),Friends Keep Secrets/Def Jam Recordings/Interscope Records,97,103,13,1288,2021-02-19
114,spotify:track:3Dv1eDb0MEgF93GpLXlucZ,Doja Cat,Say So,Kemosabe Records/RCA Records,114,118,11,1278,2021-02-19
115,spotify:track:4TaJlCXAkv1WKYODXmq75b,BTS,Black Swan,BIGHIT MUSIC,30,122,19,1272,2021-02-19
116,spotify:track:7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran,Shape of You,Atlantic Records UK,80,123,17,1266,2021-02-19
117,spotify:track:5hnbE5BF2e8BCk9OMR1UVC,BTS,Mikrokosmos,BIGHIT MUSIC,18,127,19,1266,2021-02-19
118,spotify:track:2woXriAP3J52r5KlutnKzr,Jang Beom June,Your Shampoo Scent In The Flowers,"Genie Music Corporation, Stone Music Entertainment",65,137,18,1253,2021-02-19
119,spotify:track:22LAwLoDA5b4AaGSkg6bKW,Lil Mosey,Blueberry Faygo,Mogul Vision/Interscope Records,108,133,11,1249,2021-02-19
120,spotify:track:6RUKPb4LETWmmr3iAEQktW,"The Chainsmokers, Coldplay",Something Just Like This,Disruptor Records/Columbia,120,135,11,1239,2021-02-19
121,spotify:track:32dX0j8hzoztvO4ZXIblbX,BTS,My Time,BIGHIT MUSIC,20,110,19,1236,2021-02-19
122,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,"The Chainsmokers, Halsey",Closer,Disruptor Records/Columbia,103,125,16,1231,2021-02-19
123,spotify:track:7Acvy2L38SCipAeMPOK8Ro,LeeHi,HOLO,"Genie Music Corporation, Stone Music Entertainment",57,102,19,1228,2021-02-19
124,spotify:track:3promGTTwsn1N5D6RzaFMV,JESSIA,I'm not Pretty,Artist Driven Records / Republic Records,104,124,11,1227,2021-02-19
125,spotify:track:4OBZT9EnhYIV17t4pGw7ig,"Daniel Caesar, H.E.R.",Best Part (feat. H.E.R.),MBK Entertainment/RCA Records,92,115,14,1225,2021-02-19
126,spotify:track:1YlulsUKDduOmC7WxvXYPW,Ruel,Painkiller,RCA Records Label,98,134,16,1218,2021-02-19
127,spotify:track:0UOO07yhSHVVVvkA4JOzPU,NCT 127,First Love,avex trax,44,88,14,1214,2021-02-19
128,spotify:track:7iAgNZdotu40NwtoIWJHFe,"BLACKPINK, Cardi B",Bet You Wanna (feat. Cardi B),YG Entertainment/Interscope Records,56,129,19,1199,2021-02-19
129,spotify:track:6hvczQ05jc1yGlp9zhb95V,BLACKPINK,Kill This Love,"YG Entertainment, distributed through Interscope Records",66,109,15,1198,2021-02-19
130,spotify:track:0742PcMPo2Akmo4vHC29VZ,"Jeremy Zucker, Chelsea Cutler",this is how you fall in love,Republic Records,105,107,14,1194,2021-02-19
131,spotify:track:03B2SfXuvDh1m9F4tqrX07,Sabrina Carpenter,Skin,Island Records,77,99,19,1193,2021-02-19
132,spotify:track:0cSkn2l67csUljEy0EEBPn,LiSA,炎,Sony Music Labels Inc.,120,128,13,1191,2021-02-19
133,spotify:track:4ZxOuNHhpyOj4gv52MtQpT,BLACKPINK,As If It's Your Last,YG Entertainment,125,152,15,1185,2021-02-19
134,spotify:track:41CgzGD7xlgnJe14R4cqkL,Lauv,Paris in the Rain,Lauv,86,143,17,1179,2021-02-19
135,spotify:track:5GXAXm5YOmYT0kL5jHvYBt,"The Weeknd, Daft Punk",I Feel It Coming,Universal Republic Records,109,157,12,1170,2021-02-19
136,spotify:track:6KIKaWKE9wV6mLjho3w61y,Ariana Grande,worst behavior,Republic Records,136,-1,1,1169,2021-02-19
137,spotify:track:0GISuIGiksexkuD4krw6PN,BTS,Inner Child,BIGHIT MUSIC,63,142,18,1167,2021-02-19
138,spotify:track:1ayaOin9hxCtyhg4UsBTpg,NCT 127,Kick It,SM Entertainment,67,111,15,1165,2021-02-19
139,spotify:track:0tgVpDi06FyKpA1z0VMD4v,Ed Sheeran,Perfect,Atlantic Records UK,112,136,18,1162,2021-02-19
140,spotify:track:5SE57ljOIUJ1ybL9U6CuBH,BTS,DNA,BIGHIT MUSIC,35,126,18,1158,2021-02-19
141,spotify:track:0hVXuCcriWRGvwMV1r5Yn9,"Ed Sheeran & Justin Bieber, Justin Bieber",I Don't Care (with Justin Bieber),Atlantic Records UK,115,141,18,1151,2021-02-19
142,spotify:track:6MCjmGYlw6mQVWRFVgBRvB,YOASOBI,夜に駆ける,YOASOBI,129,130,11,1148,2021-02-19
143,spotify:track:2Fxmhks0bxGSBdJ92vM42m,Billie Eilish,bad guy,Darkroom/Interscope Records,122,144,10,1147,2021-02-19
144,spotify:track:1d8Arh7PushRWWJRs41rSa,"CHUNG HA, R3HAB",Dream of You (with R3hab),MNH ENTERTAINMENT,97,132,5,1147,2021-02-19
145,spotify:track:0PoAZ7SLFpqpYR9LSCYAo8,TWICE,CRY FOR ME,Republic Records - TWICE,95,150,19,1115,2021-02-19
146,spotify:track:22vgEDb5hykfaTwLuskFGD,Jonas Brothers,Sucker,Jonas Brothers Recording,118,145,18,1113,2021-02-19
147,spotify:track:09IStsImFySgyp0pIQdqAc,"Zedd, Maren Morris, Grey",The Middle,UMGRI Interscope,129,161,18,1109,2021-02-19
148,spotify:track:6ocbgoVGwYJhOv1GgI9NsF,Ariana Grande,7 rings,Republic Records,146,146,11,1108,2021-02-19
149,spotify:track:1GkHyypTFkUf0QQKwYoXH4,"benny blanco, Marshmello, Vance Joy",You (with Marshmello & Vance Joy),Interscope / Friends Keep Secrets / Joytime Collective,84,100,19,1101,2021-02-19
150,spotify:track:1rgnBhdG2JDFTbYkYRZAku,Tones And I,Dance Monkey,Elektra (NEK),139,179,11,1095,2021-02-19
151,spotify:track:0JQHGu03YJikcND4SENdiW,TOMORROW X TOGETHER,Blue Hour,Republic Records - TXT,145,174,5,1093,2021-02-19
152,spotify:track:1KixkQVDUHggZMU9dUobgm,Ava Max,My Head & My Heart,Atlantic Records,152,172,4,1086,2021-02-19
153,spotify:track:2VxeLyX666F8uXCJ0dZF8B,"Lady Gaga, Bradley Cooper",Shallow,A Star is Born OST,153,166,7,1081,2021-02-19
154,spotify:track:50kpGaPAhYJ3sGmk6vplg0,Justin Bieber,Love Yourself,RBMG/Def Jam,104,139,18,1080,2021-02-19
155,spotify:track:26YNVqHuwAPeBVfDscTPds,aespa,Forever (약속),SM Entertainment,87,182,15,1079,2021-02-19
156,spotify:track:6tCssnvTUREcperDOUTqvA,ITZY,WANNABE,Republic Records - ITZY,92,154,18,1074,2021-02-19
157,spotify:track:68EMU2RD1ECNeOeJ5qAXCV,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),Artist Partner,141,176,13,1066,2021-02-19
158,spotify:track:3aW0ds4A4tSQDIp75FqWTo,BTS,FAKE LOVE,BIGHIT MUSIC,41,147,16,1065,2021-02-19
159,spotify:track:3b80IqPWhMgFA4RXFQLpFz,"MIRANI, GroovyRoom, pH-1, HAON","Achoo (Feat. pH-1, HAON) (Prod. GroovyRoom)",Stone Music Entertainment,77,178,18,1053,2021-02-19
160,spotify:track:4kIpBfvK44bxqX7zo8K1oP,Gaho,시작,(주)블렌딩,81,131,18,1048,2021-02-19
161,spotify:track:2gMXnyrvIjhVBUZwvLZDMP,Lewis Capaldi,Before You Go,Vertigo Berlin,156,156,8,1046,2021-02-19
162,spotify:track:0osvOdeD3YXZiWkT8MKolJ,"Jason Derulo, Adam Levine",Lifestyle (feat. Adam Levine),"Future History/Artist Partner Group, Inc.",149,149,7,1038,2021-02-19
163,spotify:track:1bFoCHXsP2qd4YWi2JmlCN,24kGoldn,"3, 2, 1",Records/Columbia,163,-1,1,1037,2021-02-19
164,spotify:track:2uL48Qwc88pu7S9JjT6Jvv,Ariana Grande,main thing,Republic Records,164,-1,1,1035,2021-02-19
165,spotify:track:5uCax9HTNlzGybIStD3vDh,James Arthur,Say You Won't Let Go,Columbia,153,170,11,1031,2021-02-19
166,spotify:track:3UoULw70kMsiVXxW0L3A33,Ariana Grande,pov,Republic Records,136,-1,10,1031,2021-02-19
167,spotify:track:696DnlkuDOXcMAnKlTgXXK,Arizona Zervas,ROXANNE,Arizona Zervas,149,173,7,1030,2021-02-19
168,spotify:track:5cF0dROlMOK5uNZtivgu50,Charlie Puth,Attention,Artist Partner,153,167,12,1025,2021-02-19
169,spotify:track:22ryCgQttpV7oCrn7llGRu,BTS,Magic Shop,BIGHIT MUSIC,41,159,17,1024,2021-02-19
170,spotify:track:0YRuXgAFpfsIx8GgsJBJu3,Wonstein,Infrared Camera,Stone Music Entertainment,170,-1,4,1024,2021-02-19
171,spotify:track:2h9TDNEXRhcDIV3fsoEVq9,"Sam Fischer, Demi Lovato",What Other People Say,RCA Records Label,171,-1,2,1017,2021-02-19
172,spotify:track:0eeeyCAGnGZInPtpkdYiPa,BTS,Jamais Vu,BIGHIT MUSIC,24,140,16,1017,2021-02-19
173,spotify:track:6ePyl2ns4b7MVYhjsj32ZK,BTS,Intro: Singularity,BIGHIT MUSIC,105,164,14,1016,2021-02-19
174,spotify:track:314ZkcV7oLWG8yWE7LABvH,"BTS, Lauv",Make It Right (feat. Lauv),BIGHIT MUSIC,102,-1,13,1016,2021-02-19
175,spotify:track:1IIKrJVP1C9N7iPtG6eOsK,"Chris Brown, Young Thug",Go Crazy,Chris Brown Entertainment/300 Entertainment/RCA Records,175,-1,1,1013,2021-02-19
176,spotify:track:05ABOPiW13nqIedJfqmfPM,Tate McRae,rubberband,RCA Records Label,107,138,9,1011,2021-02-19
177,spotify:track:3uA8SjMyDtwtt0jLPMQbVD,"DEAN, Gaeko",D (Half Moon),Universal Music Ltd.,139,181,10,1004,2021-02-19
178,spotify:track:3e9HZxeyfWwjeyPAMmWSSQ,Ariana Grande,"thank u, next",Republic Records,145,163,9,1004,2021-02-19
