trackAppearanceCount,artistAppearanceCount,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,End Date,Week,Year,End Date Dt,Seconds since Epoch,End Date Aggregated,ArtistCount,main_artist,isTopTen,Artist and Track,rank difference,Position over Time,Lower Artist
2,2,2,spotify:track:03GRsjCSytQo3LuspJayKT,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade",uMlando,Sowetocool,2,2,3,134436,2022-02-03,5,2022,2022-02-03,1643846400.0,2022-02-01,1,9umba,1,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade; uMlando",0,50,9umba
3,3,2,spotify:track:03GRsjCSytQo3LuspJayKT,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade",uMlando,Sowetocool,2,2,4,134903,2022-02-10,6,2022,2022-02-10,1644451200.0,2022-02-01,1,9umba,1,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade; uMlando",0,50,9umba
4,4,3,spotify:track:03GRsjCSytQo3LuspJayKT,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade",uMlando,Sowetocool,2,2,5,130574,2022-02-17,7,2022,2022-02-17,1645056000.0,2022-02-01,1,9umba,1,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade; uMlando",1,100,9umba
5,5,3,spotify:track:03GRsjCSytQo3LuspJayKT,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade",uMlando,Sowetocool,2,3,6,131881,2022-02-24,8,2022,2022-02-24,1645660800.0,2022-02-01,1,9umba,1,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade; uMlando",0,50,9umba
6,6,4,spotify:track:03GRsjCSytQo3LuspJayKT,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade",uMlando,Sowetocool,2,3,7,138184,2022-03-03,9,2022,2022-03-03,1646265600.0,2022-03-01,1,9umba,1,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade; uMlando",1,100,9umba
7,7,3,spotify:track:03GRsjCSytQo3LuspJayKT,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade",uMlando,Sowetocool,2,4,8,130803,2022-03-10,10,2022,2022-03-10,1646870400.0,2022-03-01,1,9umba,1,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade; uMlando",-1,75,9umba
8,8,3,spotify:track:03GRsjCSytQo3LuspJayKT,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade",uMlando,Sowetocool,2,3,9,127465,2022-03-17,11,2022,2022-03-17,1647475200.0,2022-03-01,1,9umba,1,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade; uMlando",0,50,9umba
9,9,2,spotify:track:03GRsjCSytQo3LuspJayKT,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade",uMlando,Sowetocool,2,3,10,151207,2022-03-24,12,2022,2022-03-24,1648080000.0,2022-03-01,1,9umba,1,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade; uMlando",-1,75,9umba
10,10,4,spotify:track:03GRsjCSytQo3LuspJayKT,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade",uMlando,Sowetocool,2,2,11,138471,2022-03-31,13,2022,2022-03-31,1648684800.0,2022-03-01,1,9umba,1,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade; uMlando",2,100,9umba
11,11,5,spotify:track:03GRsjCSytQo3LuspJayKT,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade",uMlando,Sowetocool,2,4,12,113751,2022-04-07,14,2022,2022-04-07,1649289600.0,2022-04-01,1,9umba,1,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade; uMlando",1,100,9umba
12,12,6,spotify:track:03GRsjCSytQo3LuspJayKT,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade",uMlando,Sowetocool,2,5,13,111552,2022-04-14,15,2022,2022-04-14,1649894400.0,2022-04-01,1,9umba,1,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade; uMlando",1,100,9umba
13,13,6,spotify:track:03GRsjCSytQo3LuspJayKT,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade",uMlando,Sowetocool,2,6,14,106799,2022-04-21,16,2022,2022-04-21,1650499200.0,2022-04-01,1,9umba,1,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade; uMlando",0,50,9umba
14,14,6,spotify:track:03GRsjCSytQo3LuspJayKT,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade",uMlando,Sowetocool,2,6,15,110065,2022-04-28,17,2022,2022-04-28,1651104000.0,2022-04-01,1,9umba,1,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade; uMlando",0,50,9umba
15,15,7,spotify:track:03GRsjCSytQo3LuspJayKT,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade",uMlando,Sowetocool,2,6,16,107438,2022-05-05,18,2022,2022-05-05,1651708800.0,2022-05-01,1,9umba,1,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade; uMlando",1,100,9umba
16,17,10,spotify:track:03GRsjCSytQo3LuspJayKT,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade",uMlando,Sowetocool,2,7,17,94570,2022-05-12,19,2022,2022-05-12,1652313600.0,2022-05-01,1,9umba,1,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade; uMlando",3,100,9umba
17,18,29,spotify:track:03GRsjCSytQo3LuspJayKT,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade",uMlando,Sowetocool,2,10,18,88408,2022-05-19,20,2022,2022-05-19,1652918400.0,2022-05-01,1,9umba,1,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade; uMlando",19,100,9umba
18,19,16,spotify:track:03GRsjCSytQo3LuspJayKT,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade",uMlando,Sowetocool,2,29,19,81671,2022-05-26,21,2022,2022-05-26,1653523200.0,2022-05-01,1,9umba,1,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade; uMlando",-13,75,9umba
19,20,14,spotify:track:03GRsjCSytQo3LuspJayKT,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade",uMlando,Sowetocool,2,16,20,82958,2022-06-02,22,2022,2022-06-02,1654128000.0,2022-06-01,1,9umba,1,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade; uMlando",-2,75,9umba
20,21,17,spotify:track:03GRsjCSytQo3LuspJayKT,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade",uMlando,Sowetocool,2,14,21,79214,2022-06-09,23,2022,2022-06-09,1654732800.0,2022-06-01,1,9umba,1,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade; uMlando",3,100,9umba
21,22,14,spotify:track:03GRsjCSytQo3LuspJayKT,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade",uMlando,Sowetocool,2,17,22,79322,2022-06-16,24,2022,2022-06-16,1655337600.0,2022-06-01,1,9umba,1,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade; uMlando",-3,75,9umba
22,23,31,spotify:track:03GRsjCSytQo3LuspJayKT,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade",uMlando,Sowetocool,2,14,23,71416,2022-06-23,25,2022,2022-06-23,1655942400.0,2022-06-01,1,9umba,1,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade; uMlando",17,100,9umba
23,24,17,spotify:track:03GRsjCSytQo3LuspJayKT,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade",uMlando,Sowetocool,2,31,24,75134,2022-06-30,26,2022,2022-06-30,1656547200.0,2022-06-01,1,9umba,1,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade; uMlando",-14,75,9umba
24,25,19,spotify:track:03GRsjCSytQo3LuspJayKT,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade",uMlando,Sowetocool,2,17,25,75670,2022-07-07,27,2022,2022-07-07,1657152000.0,2022-07-01,1,9umba,1,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade; uMlando",2,100,9umba
25,26,28,spotify:track:03GRsjCSytQo3LuspJayKT,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade",uMlando,Sowetocool,2,19,26,65922,2022-07-14,28,2022,2022-07-14,1657756800.0,2022-07-01,1,9umba,1,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade; uMlando",9,100,9umba
26,27,28,spotify:track:03GRsjCSytQo3LuspJayKT,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade",uMlando,Sowetocool,2,28,27,62710,2022-07-21,29,2022,2022-07-21,1658361600.0,2022-07-01,1,9umba,1,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade; uMlando",0,50,9umba
27,28,40,spotify:track:03GRsjCSytQo3LuspJayKT,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade",uMlando,Sowetocool,2,28,28,56207,2022-07-28,30,2022,2022-07-28,1658966400.0,2022-07-01,1,9umba,1,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade; uMlando",12,100,9umba
28,29,43,spotify:track:03GRsjCSytQo3LuspJayKT,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade",uMlando,Sowetocool,2,40,29,60213,2022-08-04,31,2022,2022-08-04,1659571200.0,2022-08-01,1,9umba,1,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade; uMlando",3,100,9umba
29,30,37,spotify:track:03GRsjCSytQo3LuspJayKT,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade",uMlando,Sowetocool,2,43,30,60316,2022-08-11,32,2022,2022-08-11,1660176000.0,2022-08-01,1,9umba,1,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade; uMlando",-6,75,9umba
30,31,49,spotify:track:03GRsjCSytQo3LuspJayKT,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade",uMlando,Sowetocool,2,37,31,49399,2022-08-18,33,2022,2022-08-18,1660780800.0,2022-08-01,1,9umba,1,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade; uMlando",12,100,9umba
31,32,51,spotify:track:03GRsjCSytQo3LuspJayKT,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade",uMlando,Sowetocool,2,49,32,50904,2022-08-25,34,2022,2022-08-25,1661385600.0,2022-08-01,1,9umba,1,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade; uMlando",2,100,9umba
32,33,49,spotify:track:03GRsjCSytQo3LuspJayKT,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade",uMlando,Sowetocool,2,51,33,55746,2022-09-01,35,2022,2022-09-01,1661990400.0,2022-09-01,1,9umba,1,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade; uMlando",-2,75,9umba
33,34,51,spotify:track:03GRsjCSytQo3LuspJayKT,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade",uMlando,Sowetocool,2,49,34,54856,2022-09-08,36,2022,2022-09-08,1662595200.0,2022-09-01,1,9umba,1,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade; uMlando",2,100,9umba
34,35,77,spotify:track:03GRsjCSytQo3LuspJayKT,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade",uMlando,Sowetocool,2,51,35,42931,2022-09-15,37,2022,2022-09-15,1663200000.0,2022-09-01,1,9umba,1,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade; uMlando",26,100,9umba
35,36,80,spotify:track:03GRsjCSytQo3LuspJayKT,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade",uMlando,Sowetocool,2,77,36,43488,2022-09-22,38,2022,2022-09-22,1663804800.0,2022-09-01,1,9umba,1,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade; uMlando",3,100,9umba
36,37,65,spotify:track:03GRsjCSytQo3LuspJayKT,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade",uMlando,Sowetocool,2,80,37,48766,2022-09-29,39,2022,2022-09-29,1664409600.0,2022-09-01,1,9umba,1,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade; uMlando",-15,75,9umba
37,38,53,spotify:track:03GRsjCSytQo3LuspJayKT,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade",uMlando,Sowetocool,2,65,38,55099,2022-10-06,40,2022,2022-10-06,1665014400.0,2022-10-01,1,9umba,1,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade; uMlando",-12,75,9umba
38,39,69,spotify:track:03GRsjCSytQo3LuspJayKT,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade",uMlando,Sowetocool,2,53,39,47119,2022-10-13,41,2022,2022-10-13,1665619200.0,2022-10-01,1,9umba,1,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade; uMlando",16,100,9umba
39,40,125,spotify:track:03GRsjCSytQo3LuspJayKT,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade",uMlando,Sowetocool,2,69,40,37518,2022-10-20,42,2022,2022-10-20,1666224000.0,2022-10-01,1,9umba,1,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade; uMlando",56,100,9umba
40,41,133,spotify:track:03GRsjCSytQo3LuspJayKT,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade",uMlando,Sowetocool,2,125,41,37284,2022-10-27,43,2022,2022-10-27,1666828800.0,2022-10-01,1,9umba,1,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade; uMlando",8,100,9umba
41,42,161,spotify:track:03GRsjCSytQo3LuspJayKT,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade",uMlando,Sowetocool,2,133,42,37598,2022-11-03,44,2022,2022-11-03,1667433600.0,2022-11-01,1,9umba,1,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade; uMlando",28,100,9umba
42,43,199,spotify:track:03GRsjCSytQo3LuspJayKT,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade",uMlando,Sowetocool,2,-1,43,34286,2022-12-22,51,2022,2022-12-22,1671667200.0,2022-12-01,1,9umba,1,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade; uMlando",38,100,9umba
43,44,127,spotify:track:03GRsjCSytQo3LuspJayKT,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade",uMlando,Sowetocool,2,199,44,51065,2022-12-29,52,2022,2022-12-29,1672272000.0,2022-12-01,1,9umba,1,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade; uMlando",-72,75,9umba
44,45,126,spotify:track:03GRsjCSytQo3LuspJayKT,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade",uMlando,Sowetocool,2,127,45,45335,2023-01-05,1,2023,2023-01-05,1672876800.0,2023-01-01,1,9umba,1,"9umba, TOSS, Mdoovar, Sir Trill, Sino Msolo, Lady Du, Young Stunna, Slade; uMlando",-1,75,9umba
0,58,10,spotify:track:6wuIh8EH2MYLI5su3FZ935,A-Reece,BAD GUY,REVENGE CLUB RECORDS,10,-1,1,131197,2022-10-27,43,2022,2022-10-27,1666828800.0,2022-10-01,1,A-Reece,1,A-Reece; BAD GUY,0,0,a-reece
1,65,89,spotify:track:6wuIh8EH2MYLI5su3FZ935,A-Reece,BAD GUY,REVENGE CLUB RECORDS,10,10,2,48759,2022-11-03,44,2022,2022-11-03,1667433600.0,2022-11-01,1,A-Reece,1,A-Reece; BAD GUY,79,100,a-reece
2,69,190,spotify:track:6wuIh8EH2MYLI5su3FZ935,A-Reece,BAD GUY,REVENGE CLUB RECORDS,10,89,3,34979,2022-11-10,45,2022,2022-11-10,1668038400.0,2022-11-01,1,A-Reece,1,A-Reece; BAD GUY,101,100,a-reece
0,59,19,spotify:track:2T8zFhRIoj0v4sD9YoZDW8,"A-Reece, Emtee",BIGGER THAN ME,REVENGE CLUB RECORDS,19,-1,1,106183,2022-10-27,43,2022,2022-10-27,1666828800.0,2022-10-01,1,A-Reece,0,"A-Reece, Emtee; BIGGER THAN ME",0,0,a-reece
1,67,144,spotify:track:2T8zFhRIoj0v4sD9YoZDW8,"A-Reece, Emtee",BIGGER THAN ME,REVENGE CLUB RECORDS,19,19,2,39594,2022-11-03,44,2022,2022-11-03,1667433600.0,2022-11-01,1,A-Reece,0,"A-Reece, Emtee; BIGGER THAN ME",125,100,a-reece
0,19,37,spotify:track:24iKr7f5XsiUEmxkAq0UH5,"A-Reece, Stogie T, BeloSalo",BRAVO,RUBBERBVNDGVNG,37,-1,1,50778,2021-04-01,13,2021,2021-04-01,1617235200.0,2021-04-01,1,A-Reece,0,"A-Reece, Stogie T, BeloSalo; BRAVO",0,0,a-reece
0,48,76,spotify:track:4yWezCTHZnJwg7P8cMY2tT,"A-Reece, IMP THA DON",Bellator,Revenge Club Records,76,-1,1,36184,2022-04-28,17,2022,2022-04-28,1651104000.0,2022-04-01,1,A-Reece,0,"A-Reece, IMP THA DON; Bellator",0,0,a-reece
0,46,60,spotify:track:4tekfrp4OzImtZLEGjZxGP,A-Reece,Can't Open My Eyez,Revenge Club Records,60,-1,1,39793,2022-04-28,17,2022,2022-04-28,1651104000.0,2022-04-01,1,A-Reece,0,A-Reece; Can't Open My Eyez,0,0,a-reece
1,55,193,spotify:track:4tekfrp4OzImtZLEGjZxGP,A-Reece,Can't Open My Eyez,Revenge Club Records,60,60,2,25229,2022-05-05,18,2022,2022-05-05,1651708800.0,2022-05-01,1,A-Reece,0,A-Reece; Can't Open My Eyez,133,100,a-reece
0,43,144,spotify:track:2707FUsKLBJHDznDXAM1ea,A-Reece,"Couldn't Have Said It Better, Pt. 3",REVENGE CLUB RECORDS,144,-1,1,26739,2022-04-07,14,2022,2022-04-07,1649289600.0,2022-04-01,1,A-Reece,0,"A-Reece; Couldn't Have Said It Better, Pt. 3",0,0,a-reece
0,61,22,spotify:track:2lqg9lPq3xInntEPAYiaIC,"A-Reece, Quentin Miller",DEATH,REVENGE CLUB RECORDS,22,-1,1,103194,2022-10-27,43,2022,2022-10-27,1666828800.0,2022-10-01,1,A-Reece,0,"A-Reece, Quentin Miller; DEATH",0,0,a-reece
0,20,42,spotify:track:7wrubiEbpNQqcvfo3dtL1s,A-Reece,DICHOTOMY,RUBBERBVNDGVNG,42,-1,1,49304,2021-04-01,13,2021,2021-04-01,1617235200.0,2021-04-01,1,A-Reece,0,A-Reece; DICHOTOMY,0,0,a-reece
0,64,38,spotify:track:0pRHhJQMLqnPZC0xnDLLET,"A-Reece, Yolophonik",DIFFERENT THINGS,REVENGE CLUB RECORDS,38,-1,1,80264,2022-10-27,43,2022,2022-10-27,1666828800.0,2022-10-01,1,A-Reece,0,"A-Reece, Yolophonik; DIFFERENT THINGS",0,0,a-reece
0,23,52,spotify:track:65cqgAUYhawFEiyxPUBRot,A-Reece,DOTTED LINEZ,RUBBERBVNDGVNG,52,-1,1,43178,2021-04-01,13,2021,2021-04-01,1617235200.0,2021-04-01,1,A-Reece,0,A-Reece; DOTTED LINEZ,0,0,a-reece
0,57,66,spotify:track:0OHBji0Hz8o7W1TPYtk31j,"A-Reece, Marcus Harvey",DREAMS,REVENGE CLUB RECORDS,66,-1,1,46499,2022-09-22,38,2022,2022-09-22,1663804800.0,2022-09-01,1,A-Reece,0,"A-Reece, Marcus Harvey; DREAMS",0,0,a-reece
0,51,105,spotify:track:6APSqNKRzEZjScC1bCDXxY,A-Reece,FRIEDay The 13th,Revenge Club Records,105,-1,1,31571,2022-04-28,17,2022,2022-04-28,1651104000.0,2022-04-01,1,A-Reece,0,A-Reece; FRIEDay The 13th,0,0,a-reece
0,52,133,spotify:track:3g1pFqGVot01xiR4M5Fut1,"A-Reece, Boy Wonder",First Time 4 Everything,Revenge Club Records,133,-1,1,29556,2022-04-28,17,2022,2022-04-28,1651104000.0,2022-04-01,1,A-Reece,0,"A-Reece, Boy Wonder; First Time 4 Everything",0,0,a-reece
0,44,36,spotify:track:5niAmm5V1bj0wY4IVcwd3u,A-Reece,For My Sanity,Revenge Club Records,36,-1,1,52826,2022-04-28,17,2022,2022-04-28,1651104000.0,2022-04-01,1,A-Reece,0,A-Reece; For My Sanity,0,0,a-reece
1,53,86,spotify:track:5niAmm5V1bj0wY4IVcwd3u,A-Reece,For My Sanity,Revenge Club Records,36,36,2,35578,2022-05-05,18,2022,2022-05-05,1651708800.0,2022-05-01,1,A-Reece,0,A-Reece; For My Sanity,50,100,a-reece
2,56,118,spotify:track:5niAmm5V1bj0wY4IVcwd3u,A-Reece,For My Sanity,Revenge Club Records,36,86,3,30063,2022-05-12,19,2022,2022-05-12,1652313600.0,2022-05-01,1,A-Reece,0,A-Reece; For My Sanity,32,100,a-reece
0,62,24,spotify:track:1jixd4D5PoMur8qLZE8W1k,A-Reece,GODLIKE,REVENGE CLUB RECORDS,24,-1,1,99158,2022-10-27,43,2022,2022-10-27,1666828800.0,2022-10-01,1,A-Reece,0,A-Reece; GODLIKE,0,0,a-reece
